0,1,2,3,4,5,6,7
39,Farukh Nabiyev,Kazakhstan,4.8,8.100,,12.900,13.400
40,Ivan Tikhonov,Azerbaijan,5.6,8.100,,13.700,13.350
40,Ivan Tikhonov,Azerbaijan,5.2,7.800,,13.000,13.350
41,Tseng Wei-Sheng,Taiwan,5.6,7.766,,13.366,13.333
41,Tseng Wei-Sheng,Taiwan,5.6,7.900,-0.2,13.300,13.333
42,Santos Martinez,Mexico,5.2,8.133,-0.3,13.033,13.324
42,Santos Martinez,Mexico,4.8,8.916,-0.1,13.616,13.324
43,Adam Dobrovitz,Hungary,5.2,7.733,,12.933,13.316
43,Adam Dobrovitz,Hungary,4.8,8.900,,13.700,13.316
44,Jaffar Saleh Al Sayigh,Saudi Arabia,5.2,8.400,,13.600,13.150
44,Jaffar Saleh Al Sayigh,Saudi Arabia,5.2,7.700,-0.2,12.700,13.150
45,Tikumporn Surintornta,Thailand,5.2,7.800,-0.1,12.900,13.000
45,Tikumporn Surintornta,Thailand,5.2,7.900,,13.100,13.000
46,Ricards Plate,Latvia,4.0,9.033,,13.033,12.699
46,Ricards Plate,Latvia,3.2,9.166,,12.366,12.699
47,Gytis Chasazyrovas,Lithuania,3.2,9.133,-0.3,12.033,12.583
47,Gytis Chasazyrovas,Lithuania,5.2,7.933,,13.133,12.583
48,David Rumbutis,Sweden,5.6,7.966,-0.3,13.266,DNF
48,David Rumbutis,Sweden,DNS,DNS,,DNS,DNF
