Rank,Athlete,Nation,D,E,ND,Total
44,Guilherme Campos,Portugal,5.5,7.966,,13.466
45,Robert Tvorogal,Lithuania,5.1,8.333,,13.433
46,Joshua Nathan,Great Britain,5.7,7.933,-0.2,13.433
47,Filip Lidbeck,Sweden,5.7,7.733,,13.433
48,Tomas Kuzmickas,Lithuania,5.1,8.3,,13.4
49,Ahmet Önder,Turkey,6,7.6,-0.2,13.4
50,Jose Nogueira,Portugal,5.3,8.066,,13.366
51,Omar Mohamed,Egypt,5.8,7.533,,13.333
52,Jossimar Calvo,Colombia,5.6,7.8,-0.1,13.3
53,Yogeshwar Singh,India,5.1,8.166,,13.266
54,Mukhammadzhon Yakubov,Russia,5.7,7.733,-0.2,13.233
55,Shi Cong,China,5.6,7.6,,13.2
56,Valgard Reinhardsson,Iceland,4.8,8.366,,13.166
57,Ricardo Rudy,Austria,5.4,7.966,-0.2,13.166
58,Frantisek Cerny,Czech Republic,5.5,7.666,,13.166
59,Javier Rojo,Mexico,5.6,7.566,,13.166
60,Henji Mboyo,Switzerland,5.2,7.9,,13.1
61,Pavel Gulidov,Israel,5,8.033,,13.033
62,Antonios Tantalidis,Greece,5.7,7.433,-0.1,13.033
63,Sofus Heggemsnes,Norway,4.7,8.266,,12.966
64,Sviataslau Dranitski,Belarus,5.5,7.566,-0.1,12.966
65,Nicolau Mir,Spain,5.7,7.233,,12.933
66,Zaid Khater,Egypt,5,7.9,,12.9
67,Thomas Grasso,Italy,5.3,7.5,,12.8
68,Tseng Wei-Sheng,Taiwan,4.8,8.066,-0.1,12.766
69,Martin Gudmundsson,Iceland,4.8,7.966,,12.766
70,Gytis Chasazyrovas,Lithuania,5.4,7.733,-0.4,12.733
71,Jermain Grünberg,Netherlands,5.5,7.533,-0.3,12.733
72,Jonas Thorisson,Iceland,5.1,7.6,,12.7
73,Abhijeet Kumar,India,4.4,8.266,,12.666
74,Eyal Indig,Israel,4.8,7.8,,12.6
75,Harald Wibye,Norway,5,7.866,-0.3,12.566
76,Israel Chiriboga,Ecuador,4.9,7.666,,12.566
77,Alexander Benda,Austria,5,7.566,,12.566
78,Nikolaos Iliopoulos,Greece,4.9,7.6,,12.5
79,Lee Junghyo,South Korea,5.6,6.866,,12.466
80,Nikita Ignatyev,Russia,5.4,6.966,,12.366
81,Aurel Benovic,Croatia,6.1,6.366,-0.1,12.366
82,Van Vi Luong,Vietnam,4.8,7.466,-0.3,11.966
83,Trinh Hai Khang,Vietnam,5.4,6.866,-0.3,11.966
84,Dilan Jimenez,Colombia,5.6,6.266,,11.866
85,Hung Shih-Tung,Taiwan,5.1,6.733,,11.833
86,Benedek Tomcsanyi,Hungary,5.3,6.533,,11.833
87,Yordan Aleksandrov,Bulgaria,5,6.7,-0.1,11.6
88,Mustafa Arca,Turkey,5.2,6.266,,11.466
89,Dominick Cunningham,Great Britain,5.9,5.566,,11.466
90,Farukh Nabiyev,Kazakhstan,5.5,5.9,-0.2,11.2
91,Moreno Kratter,Switzerland,6,5.433,-0.4,11.033
92,Adam Dobrovitz,Hungary,5,5.95,,10.95
93,Nguyen Van Khanh Phong,Vietnam,4.5,6.433,,10.933
94,Teodor Trifonov,Bulgaria,5.6,5.733,-0.4,10.933
95,Mohamed Afify,Egypt,5.1,5.6,,10.7
96,Dimitar Dimitrov,Bulgaria,5.1,5.6,-0.1,10.6
97,Christoforos Konstandinidis,Greece,5.5,5.466,-0.4,10.566
98,Suphacheep Baobenmad,Thailand,5.3,5.233,-0.3,10.233
99,Marko Jovicic,Croatia,5.2,5.1,-0.2,10.1
100,Pablo Broszio,Panama,3.7,6.233,,9.933
101,Ricards Plate,Latvia,4.8,5.8,-0.7,9.9
102,Isaac Nuñez,Mexico,4.6,3.433,-0.6,7.433
