LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
ABAD,Nestor,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55,5.2,7.566,,12.766
ABAD,Nestor,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,12,5.3,7.933,,13.233
ABAD,Nestor,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,90,4.9,7.666,,12.566
ABAD,Nestor,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,20,4.8,9.033,0.1,13.733
ABAD,Nestor,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,97,4.8,9,0.3,13.5
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,86,5.4,7.133,0.1,12.433
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,10,5.3,8.5,,13.8
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,10,5.3,8.1,,13.4
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,9,5.8,8.6,,14.4
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,10,5.8,8.266,,14.066
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,105,5,5.5,,10.5
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,23,5.3,8.366,,13.666
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,6,5.3,8.333,,13.633
ABAD,Nestor,m,ESP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,36,5.2,9.2,0.3,14.1
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,24,5.4,7.233,,12.633
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,94,4.6,8,0.1,12.5
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,9,5.3,8.1,,13.4
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",HB,4,5.3,8.366,,13.666
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,5,5.3,8.433,,13.733
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,10,5.8,8.033,,13.833
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,23,5.8,8.1,,13.9
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,12,4.7,8.3,,13
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,28,5,8.233,,13.233
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,17,5.3,8.466,,13.766
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,4,5.3,8.366,,13.666
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,22,5.2,7.9,0.1,13
ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,69,4.8,9,0.1,13.7
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17,5.1,8.466,,13.566
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34,5.1,8.566,,13.666
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24,5.1,5.1,0.3,9.9
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27,5.6,8,,13.6
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20,5.3,7.766,,13.066
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52,5.3,8.4,,13.7
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7,5.5,8.166,,13.666
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15,5.5,8.466,,13.966
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13,4.7,8.466,,13.166
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60,4.7,8.3,,13
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18,4.8,9.066,,13.866
ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,84,4.8,8.9,0.1,13.6
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,19,5.4,8.433,,13.833
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,11,5.6,8.2,,13.8
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6,5.6,8.166,,13.766
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,91,4.7,7.333,,12.033
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,61,5,7.533,,12.533
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5,5.5,8.333,,13.833
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13,5,8.366,,13.366
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11,5.5,8.266,,13.766
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11,5.5,8.466,,13.966
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4,5.3,8.166,,13.466
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90,5.3,6.833,,12.133
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8,5.3,8.7,,14
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40,5.3,8.2,,13.5
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1,5.7,8.4,,14.1
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",PH,6,5.7,8.466,,14.166
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6,5.7,8.566,,14.266
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26,4.7,8.8,,13.5
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10,4.7,8.566,,13.266
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,18,4.8,8.866,0.1,13.566
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,64,4.8,8.933,,13.733
ABBADINI,Yumin,m,ITA,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,11,5.5,8.033,,13.533
ABBADINI,Yumin,m,ITA,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,10,5.3,8.233,,13.533
ABBADINI,Yumin,m,ITA,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,15,6.4,7.033,,13.433
ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113,5.2,7.2,0.4,12
ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68,4.6,8.166,,12.766
ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122,4.3,8.1,,12.4
ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55,5.2,7.566,,12.766
ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,,,,,
ABDELHALEEM,Abdelrahman,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,9,5.6,8.5,,14.1
ABDELHALEEM,Abdelrahman,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,21,5.8,7.266,,13.066
ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116,5.4,7.433,0.9,11.933
ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61,4.4,8.566,,12.966
ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92,5.2,7.8,,13
ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37,4.9,8.266,,13.166
ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,,,,,
ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,50,5.2,8.766,,13.966
ABDELRAHMAN,Ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,33,5.1,7.266,0.3,12.066
ABDELRAHMAN,Ahmed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,38,5.2,6.333,,0.4
ABDELRAHMAN,Ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,12,5.2,8.266,,13.466
ABDELRAHMAN,Ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,36,4.7,7.366,,12.066
ABDELRAHMAN,Ahmed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT_1,17,5.6,7.833,,13.433
ABDELRAHMAN,Ahmed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT_2,17,5.2,7.9,,13.1
ABDELRAHMAN,Ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,,5.2,8.166,,13.366
ABDELRAHMAN,Ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,,,,,
ABDELSALAM,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,100,4.8,6.2,,11
ABDELSALAM,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,109,4.4,7.466,0.1,11.766
ABDELSALAM,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,52,4.8,8,,12.8
ABDELSALAM,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,110,4.2,8.433,0.3,12.333
ABDELSALAM,Jana,w,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,22,4.8,6.733,,11.533
ABDELSALAM,Jana,w,EGY,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",BB,8,4.8,6.566,,11.366
ABDELSALAM,Jana,w,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",BB,9,4.7,7.466,,12.166
ABDELSALAM,Jana,w,EGY,1-4 Mar 2023,World Cup,final,"Doha, Qatar",BB,4,5,8,,13
ABDELSALAM,Jana,w,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",BB,6,5,7.933,,12.933
ABDELSALAM,Jana,w,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,22,4.5,7.366,,11.866
ABDELSALAM,Jana,w,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",UB,29,4.5,6.266,,10.766
ABDELSALAM,Jana,w,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",UB,21,3.8,5.533,,9.333
ABDULLAH,Ally Hamuda,m,MAS,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,46,4.8,5.133,,9.933
ABDULLAHI,Ayesha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,41,3.7,6.5,0,10.2
ABDULLAHI,Ayesha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,45,3.5,6.7,0,10.2
ABDURAKHIMOV,Rasuljon,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,39,4.6,8.666,,13.266
ABDURAKHIMOV,Rasuljon,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,28,6,8.233,,14.233
ABDURAKHIMOV,Rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",HB,8,4.3,8,0,12.3
ABDURAKHIMOV,Rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,5,4.6,8.75,0,13.35
ABDURAKHIMOV,Rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",PB,1,5.5,8.733,0,14.23
ABDURAKHIMOV,Rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PB,1,5.5,9,0,14.5
ABDURAKHIMOV,Rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",SR,16,4.1,8.4,0,12.5
ABDURAKHIMOV,Rasuljon,m,UZB,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,27,4.5,8.033,,12.533
ABDURAKHIMOV,Rasuljon,m,UZB,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",PB,7,5.9,8.366,,14.266
ABDURAKHIMOV,Rasuljon,m,UZB,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,8,5.9,8.366,,14.266
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,104,5.3,6.3,,11.6
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,101,3.8,7.266,,11.066
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,56,6,7.166,,13.166
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,89,3.8,7.7,,11.5
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,55,4.7,8.333,,13.033
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,96,5.2,7.966,0.3,12.866
ABESADZE,Saba,m,GEO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,99,4.5,7.566,,12.066
ABESADZE,Saba,m,GEO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,,,0,,
ABESADZE,Saba,m,GEO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,,,0,,
ABESADZE,Saba,m,GEO,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,28,5.3,7.733,,13.033
ABESADZE,Saba,m,GEO,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,23,5,7.7,,12.7
ABESADZE,Saba,m,GEO,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,33,4.7,8.3,,13
ABESADZE,Saba,m,GEO,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,27,4.9,7.866,,12.766
ABESADZE,Saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",FX,33,5.2,6.533,,11.733
ABESADZE,Saba,m,GEO,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,21,5.2,7.7,,12.9
ABESADZE,Saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,18,5.7,7.166,,12.866
ABESADZE,Saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,35,4.5,7.766,,12.266
ABEYRATNE,Kumudi Imanya,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,36,3.9,5.2,,9.1
ABEYRATNE,Kumudi Imanya,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,39,2.9,4.45,,7.35
ABEYRATNE,Kumudi Imanya,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,39,1.2,4.3,,5.5
ABIYURAFI,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",HB,26,4.9,6.733,,11.633
ABIYURAFI,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,29,4.8,6.2,0.3,10.7
ABIYURAFI,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,39,4.5,7,,11.5
ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,116,4.6,5.9,,10.5
ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,74,4.4,7.866,,12.266
ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,113,4.4,6.5,,10.9
ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,138,3.2,8.4,,11.6
ABU AL SOUD,Ahmad,m,JOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PH,2,6.3,8.566,,14.866
ABU AL SOUD,Ahmad,m,JOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,8,6.3,8.066,,14.366
ABU AL SOUD,Ahmad,m,JOR,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PH,8,5.5,6.3,,11.8
ABU AL SOUD,Ahmad,m,JOR,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,6,5.9,8.7,,14.6
ABU AL SOUD,Ahmad,m,JOR,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,26,5.1,7.7,,12.8
ABU AL SOUD,Ahmad,m,JOR,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,16,5.6,8.066,,13.666
ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,15,5.7,7.266,,12.966
ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,16,5.3,8.033,,13.333
ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,51,5.8,7.033,,12.833
ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,3,5,9.466,,14.466
ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",BB,4,5.1,7.7,0,12.8
ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,1,5.9,7.75,0,13.65
ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,12,5.2,7.6,0.3,12.5
ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",UB,5,5.6,7.3,0,12.9
ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,7,5.6,7.5,0,13.1
ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,1,5,9.25,0,14.25
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",BB,2,5.5,7.9,,13.4
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,7,5.5,7.766,,13.266
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,4,5.7,8,,13.7
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,25,5.3,7.566,0.2,12.666
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,43,5.8,6.433,,12.233
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,24,5.6,6.833,,12.433
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,4,5,8.933,,13.933
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,7,5,8.9,,13.9
ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",BB,1,5.7,8.1,0,13.8
ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,2,5.5,8.3,0,13.8
ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",FX,8,5.2,6.75,0,11.95
