ID,Age,Height,Weight,Year,Games_code,Team_code,City_code,Event_code,Medal_code
1071,16.0,158.0,48.0,2008,17,59,4,4,-1
1071,16.0,158.0,48.0,2008,17,59,4,1,-1
1071,16.0,158.0,48.0,2008,17,59,4,5,-1
1071,16.0,158.0,48.0,2008,17,59,4,0,-1
1071,20.0,158.0,48.0,2012,18,59,7,4,2
1071,20.0,158.0,48.0,2012,18,59,7,1,-1
1071,20.0,158.0,48.0,2012,18,59,7,0,-1
1109,16.0,148.0,40.0,1984,11,58,8,3,-1
1109,16.0,148.0,40.0,1984,11,58,8,4,1
1109,16.0,148.0,40.0,1984,11,58,8,1,-1
1109,16.0,148.0,40.0,1984,11,58,8,2,0
1109,16.0,148.0,40.0,1984,11,58,8,5,-1
1109,16.0,148.0,40.0,1984,11,58,8,0,-1
1211,19.0,0.0,0.0,1928,0,48,0,4,1
1505,22.0,0.0,0.0,1948,2,26,7,4,-1
1667,17.0,159.0,50.0,2004,16,71,1,3,-1
1667,17.0,159.0,50.0,2004,16,71,1,4,-1
1667,17.0,159.0,50.0,2004,16,71,1,1,-1
1667,17.0,159.0,50.0,2004,16,71,1,2,-1
1667,17.0,159.0,50.0,2004,16,71,1,5,-1
1667,17.0,159.0,50.0,2004,16,71,1,0,-1
2336,23.0,163.0,55.0,1972,8,36,13,3,-1
2336,23.0,163.0,55.0,1972,8,36,13,4,-1
2336,23.0,163.0,55.0,1972,8,36,13,1,-1
2336,23.0,163.0,55.0,1972,8,36,13,2,-1
2336,23.0,163.0,55.0,1972,8,36,13,5,-1
2336,23.0,163.0,55.0,1972,8,36,13,0,-1
2423,22.0,156.0,52.0,1968,7,16,10,3,-1
2423,22.0,156.0,52.0,1968,7,16,10,4,-1
2423,22.0,156.0,52.0,1968,7,16,10,1,-1
2423,22.0,156.0,52.0,1968,7,16,10,2,-1
2423,22.0,156.0,52.0,1968,7,16,10,5,-1
2423,22.0,156.0,52.0,1968,7,16,10,0,-1
2490,21.0,167.0,67.0,1964,6,9,18,3,-1
2490,21.0,167.0,67.0,1964,6,9,18,1,-1
2490,21.0,167.0,67.0,1964,6,9,18,2,-1
2490,21.0,167.0,67.0,1964,6,9,18,5,-1
2490,21.0,167.0,67.0,1964,6,9,18,0,-1
2860,16.0,157.0,46.0,1988,12,3,16,3,-1
2860,16.0,157.0,46.0,1988,12,3,16,1,-1
2860,16.0,157.0,46.0,1988,12,3,16,2,-1
2860,16.0,157.0,46.0,1988,12,3,16,5,-1
2860,16.0,157.0,46.0,1988,12,3,16,0,-1
2860,20.0,157.0,46.0,1992,13,3,3,3,-1
2860,20.0,157.0,46.0,1992,13,3,3,4,-1
2860,20.0,157.0,46.0,1992,13,3,3,1,-1
2860,20.0,157.0,46.0,1992,13,3,3,2,-1
2860,20.0,157.0,46.0,1992,13,3,3,5,-1
2860,20.0,157.0,46.0,1992,13,3,3,0,-1
2959,15.0,148.0,40.0,1980,10,30,12,3,-1
2959,15.0,148.0,40.0,1980,10,30,12,4,-1
2959,15.0,148.0,40.0,1980,10,30,12,1,-1
2959,15.0,148.0,40.0,1980,10,30,12,2,-1
2959,15.0,148.0,40.0,1980,10,30,12,5,-1
2959,15.0,148.0,40.0,1980,10,30,12,0,-1
3066,18.0,157.0,52.0,1972,8,26,13,3,-1
3066,18.0,157.0,52.0,1972,8,26,13,4,-1
3066,18.0,157.0,52.0,1972,8,26,13,1,-1
3066,18.0,157.0,52.0,1972,8,26,13,2,-1
3066,18.0,157.0,52.0,1972,8,26,13,5,-1
3066,18.0,157.0,52.0,1972,8,26,13,0,-1
3081,16.0,158.0,50.0,2016,19,25,14,4,-1
3081,16.0,158.0,50.0,2016,19,25,14,5,-1
3081,16.0,158.0,50.0,2016,19,25,14,0,-1
3142,18.0,162.0,45.0,1980,10,56,12,3,-1
3142,18.0,162.0,45.0,1980,10,56,12,1,-1
3142,18.0,162.0,45.0,1980,10,56,12,2,-1
3142,18.0,162.0,45.0,1980,10,56,12,5,-1
3142,18.0,162.0,45.0,1980,10,56,12,0,-1
3267,19.0,155.0,59.0,2016,19,52,14,3,-1
3267,19.0,155.0,59.0,2016,19,52,14,1,-1
3267,19.0,155.0,59.0,2016,19,52,14,5,-1
3267,19.0,155.0,59.0,2016,19,52,14,0,-1
3281,16.0,158.0,44.0,1996,14,58,2,3,0
3281,16.0,158.0,44.0,1996,14,58,2,4,0
3281,16.0,158.0,44.0,1996,14,58,2,1,2
3281,16.0,158.0,44.0,1996,14,58,2,2,1
3281,16.0,158.0,44.0,1996,14,58,2,5,-1
3281,16.0,158.0,44.0,1996,14,58,2,0,-1
3281,20.0,158.0,44.0,2000,15,58,17,3,1
3281,20.0,158.0,44.0,2000,15,58,17,4,1
3281,20.0,158.0,44.0,2000,15,58,17,1,0
3281,20.0,158.0,44.0,2000,15,58,17,2,-1
3281,20.0,158.0,44.0,2000,15,58,17,5,-1
3281,20.0,158.0,44.0,2000,15,58,17,0,-1
3362,14.0,0.0,0.0,1928,0,36,0,4,2
3423,18.0,155.0,47.0,1972,8,44,13,3,-1
3423,18.0,155.0,47.0,1972,8,44,13,4,-1
3423,18.0,155.0,47.0,1972,8,44,13,1,-1
3423,18.0,155.0,47.0,1972,8,44,13,2,-1
3423,18.0,155.0,47.0,1972,8,44,13,5,-1
3423,18.0,155.0,47.0,1972,8,44,13,0,-1
3501,20.0,0.0,0.0,1952,3,56,6,3,-1
3501,20.0,0.0,0.0,1952,3,56,6,1,-1
3501,20.0,0.0,0.0,1952,3,56,6,2,-1
3501,20.0,0.0,0.0,1952,3,56,6,5,-1
3501,20.0,0.0,0.0,1952,3,56,6,0,-1
3594,17.0,0.0,0.0,1992,13,50,3,3,-1
3594,17.0,0.0,0.0,1992,13,50,3,4,-1
3594,17.0,0.0,0.0,1992,13,50,3,1,-1
3594,17.0,0.0,0.0,1992,13,50,3,2,-1
3594,17.0,0.0,0.0,1992,13,50,3,5,-1
3594,17.0,0.0,0.0,1992,13,50,3,0,-1
3928,24.0,0.0,0.0,1948,2,67,7,4,-1
3957,23.0,0.0,0.0,1948,2,67,7,4,-1
4048,17.0,151.0,46.0,2016,19,8,14,3,-1
4048,17.0,151.0,46.0,2016,19,8,14,4,-1
4048,17.0,151.0,46.0,2016,19,8,14,1,-1
4048,17.0,151.0,46.0,2016,19,8,14,5,-1
4048,17.0,151.0,46.0,2016,19,8,14,0,-1
4131,16.0,158.0,54.0,1972,8,51,13,3,-1
4131,16.0,158.0,54.0,1972,8,51,13,4,-1
4131,16.0,158.0,54.0,1972,8,51,13,1,-1
4131,16.0,158.0,54.0,1972,8,51,13,2,-1
4131,16.0,158.0,54.0,1972,8,51,13,5,-1
4131,16.0,158.0,54.0,1972,8,51,13,0,-1
4309,24.0,0.0,0.0,1952,3,9,6,3,-1
4309,24.0,0.0,0.0,1952,3,9,6,4,-1
4309,24.0,0.0,0.0,1952,3,9,6,1,-1
4309,24.0,0.0,0.0,1952,3,9,6,2,-1
4309,24.0,0.0,0.0,1952,3,9,6,5,-1
4309,24.0,0.0,0.0,1952,3,9,6,0,-1
4706,15.0,150.0,39.0,2004,16,27,1,3,-1
4706,15.0,150.0,39.0,2004,16,27,1,1,-1
4706,15.0,150.0,39.0,2004,16,27,1,2,-1
4706,15.0,150.0,39.0,2004,16,27,1,5,-1
4706,15.0,150.0,39.0,2004,16,27,1,0,-1
4712,20.0,159.0,56.0,1964,6,55,18,3,-1
4712,20.0,159.0,56.0,1964,6,55,18,4,-1
4712,20.0,159.0,56.0,1964,6,55,18,1,-1
4712,20.0,159.0,56.0,1964,6,55,18,2,-1
4712,20.0,159.0,56.0,1964,6,55,18,5,-1
4712,20.0,159.0,56.0,1964,6,55,18,0,-1
5332,17.0,162.0,49.0,1972,8,10,13,3,-1
5332,17.0,162.0,49.0,1972,8,10,13,4,-1
5332,17.0,162.0,49.0,1972,8,10,13,1,-1
5332,17.0,162.0,49.0,1972,8,10,13,2,-1
5332,17.0,162.0,49.0,1972,8,10,13,5,-1
5332,17.0,162.0,49.0,1972,8,10,13,0,-1
5332,21.0,162.0,49.0,1976,9,10,11,3,-1
5332,21.0,162.0,49.0,1976,9,10,11,4,-1
5332,21.0,162.0,49.0,1976,9,10,11,1,-1
5332,21.0,162.0,49.0,1976,9,10,11,2,-1
5332,21.0,162.0,49.0,1976,9,10,11,5,-1
5332,21.0,162.0,49.0,1976,9,10,11,0,-1
5350,21.0,0.0,0.0,1960,5,66,15,3,-1
5350,21.0,0.0,0.0,1960,5,66,15,4,-1
5350,21.0,0.0,0.0,1960,5,66,15,1,-1
5350,21.0,0.0,0.0,1960,5,66,15,2,-1
5350,21.0,0.0,0.0,1960,5,66,15,5,-1
5350,21.0,0.0,0.0,1960,5,66,15,0,-1
5351,18.0,0.0,0.0,1960,5,66,15,3,-1
5351,18.0,0.0,0.0,1960,5,66,15,4,-1
5351,18.0,0.0,0.0,1960,5,66,15,1,-1
5351,18.0,0.0,0.0,1960,5,66,15,2,-1
5351,18.0,0.0,0.0,1960,5,66,15,5,-1
5351,18.0,0.0,0.0,1960,5,66,15,0,-1
5381,16.0,160.0,32.0,1984,11,66,8,3,-1
5381,16.0,160.0,32.0,1984,11,66,8,4,-1
5381,16.0,160.0,32.0,1984,11,66,8,1,-1
5381,16.0,160.0,32.0,1984,11,66,8,2,-1
5381,16.0,160.0,32.0,1984,11,66,8,5,-1
5381,16.0,160.0,32.0,1984,11,66,8,0,-1
5700,20.0,166.0,56.0,1956,4,65,9,3,-1
5700,20.0,166.0,56.0,1956,4,65,9,4,1
5700,20.0,166.0,56.0,1956,4,65,9,1,-1
5700,20.0,166.0,56.0,1956,4,65,9,2,-1
5700,20.0,166.0,56.0,1956,4,65,9,5,-1
5700,20.0,166.0,56.0,1956,4,65,9,0,-1
5700,23.0,166.0,56.0,1960,5,65,15,3,0
5700,23.0,166.0,56.0,1960,5,65,15,4,1
5700,23.0,166.0,56.0,1960,5,65,15,1,2
5700,23.0,166.0,56.0,1960,5,65,15,2,-1
5700,23.0,166.0,56.0,1960,5,65,15,5,1
5700,23.0,166.0,56.0,1960,5,65,15,0,-1
5700,27.0,166.0,56.0,1964,6,65,18,3,0
5700,27.0,166.0,56.0,1964,6,65,18,4,1
5700,27.0,166.0,56.0,1964,6,65,18,1,2
5700,27.0,166.0,56.0,1964,6,65,18,2,-1
5700,27.0,166.0,56.0,1964,6,65,18,5,1
5700,27.0,166.0,56.0,1964,6,65,18,0,-1
5767,24.0,166.0,62.0,1968,7,9,10,3,-1
5767,24.0,166.0,62.0,1968,7,9,10,4,-1
5767,24.0,166.0,62.0,1968,7,9,10,1,-1
5767,24.0,166.0,62.0,1968,7,9,10,2,-1
5767,24.0,166.0,62.0,1968,7,9,10,5,-1
5767,24.0,166.0,62.0,1968,7,9,10,0,-1
5912,17.0,154.0,49.0,1976,9,24,11,3,-1
5912,17.0,154.0,49.0,1976,9,24,11,1,-1
5912,17.0,154.0,49.0,1976,9,24,11,2,-1
5912,17.0,154.0,49.0,1976,9,24,11,5,-1
5912,17.0,154.0,49.0,1976,9,24,11,0,-1
5913,14.0,160.0,50.0,1972,8,24,13,3,-1
5913,14.0,160.0,50.0,1972,8,24,13,4,-1
5913,14.0,160.0,50.0,1972,8,24,13,1,-1
5913,14.0,160.0,50.0,1972,8,24,13,2,-1
5913,14.0,160.0,50.0,1972,8,24,13,5,-1
5913,14.0,160.0,50.0,1972,8,24,13,0,-1
5913,18.0,160.0,50.0,1976,9,24,11,3,-1
5913,18.0,160.0,50.0,1976,9,24,11,1,-1
5913,18.0,160.0,50.0,1976,9,24,11,2,-1
5913,18.0,160.0,50.0,1976,9,24,11,5,-1
5913,18.0,160.0,50.0,1976,9,24,11,0,-1
6042,19.0,164.0,51.0,1960,5,23,15,3,-1
6042,19.0,164.0,51.0,1960,5,23,15,4,-1
6042,19.0,164.0,51.0,1960,5,23,15,1,-1
6042,19.0,164.0,51.0,1960,5,23,15,2,-1
6042,19.0,164.0,51.0,1960,5,23,15,5,-1
6042,19.0,164.0,51.0,1960,5,23,15,0,-1
6064,18.0,0.0,0.0,1936,1,36,5,4,-1
6065,21.0,0.0,0.0,1936,1,36,5,4,-1
6322,16.0,162.0,0.0,2012,18,39,7,3,-1
6322,16.0,162.0,0.0,2012,18,39,7,1,-1
6322,16.0,162.0,0.0,2012,18,39,7,5,-1
6322,16.0,162.0,0.0,2012,18,39,7,0,-1
6711,15.0,155.0,43.0,1988,12,64,16,3,-1
6711,15.0,155.0,43.0,1988,12,64,16,4,-1
6711,15.0,155.0,43.0,1988,12,64,16,1,-1
6711,15.0,155.0,43.0,1988,12,64,16,2,-1
6711,15.0,155.0,43.0,1988,12,64,16,5,-1
6711,15.0,155.0,43.0,1988,12,64,16,0,-1
6741,26.0,162.0,56.0,1964,6,24,18,3,-1
6741,26.0,162.0,56.0,1964,6,24,18,1,-1
6741,26.0,162.0,56.0,1964,6,24,18,2,-1
6741,26.0,162.0,56.0,1964,6,24,18,5,-1
6741,26.0,162.0,56.0,1964,6,24,18,0,-1
6862,24.0,0.0,0.0,1952,3,58,6,3,-1
6862,24.0,0.0,0.0,1952,3,58,6,4,-1
6862,24.0,0.0,0.0,1952,3,58,6,1,-1
6862,24.0,0.0,0.0,1952,3,58,6,2,-1
6862,24.0,0.0,0.0,1952,3,58,6,5,-1
6862,24.0,0.0,0.0,1952,3,58,6,0,-1
6955,16.0,152.0,39.0,1988,12,65,16,3,-1
6955,16.0,152.0,39.0,1988,12,65,16,4,1
6955,16.0,152.0,39.0,1988,12,65,16,1,-1
6955,16.0,152.0,39.0,1988,12,65,16,2,-1
6955,16.0,152.0,39.0,1988,12,65,16,5,-1
6955,16.0,152.0,39.0,1988,12,65,16,0,-1
6967,26.0,0.0,0.0,1936,1,18,5,4,2
6971,23.0,157.0,49.0,1968,7,78,10,3,-1
6971,23.0,157.0,49.0,1968,7,78,10,1,-1
6971,23.0,157.0,49.0,1968,7,78,10,2,-1
6971,23.0,157.0,49.0,1968,7,78,10,5,-1
6971,23.0,157.0,49.0,1968,7,78,10,0,-1
6971,26.0,157.0,49.0,1972,8,78,13,3,-1
6971,26.0,157.0,49.0,1972,8,78,13,4,-1
6971,26.0,157.0,49.0,1972,8,78,13,1,-1
6971,26.0,157.0,49.0,1972,8,78,13,2,-1
6971,26.0,157.0,49.0,1972,8,78,13,5,-1
6971,26.0,157.0,49.0,1972,8,78,13,0,-1
6994,24.0,0.0,0.0,1948,2,73,7,4,0
7121,18.0,0.0,0.0,1960,5,66,15,3,-1
7121,18.0,0.0,0.0,1960,5,66,15,4,-1
7121,18.0,0.0,0.0,1960,5,66,15,1,-1
7121,18.0,0.0,0.0,1960,5,66,15,2,-1
7121,18.0,0.0,0.0,1960,5,66,15,5,-1
7121,18.0,0.0,0.0,1960,5,66,15,0,-1
7161,17.0,163.0,50.0,1992,13,30,3,3,-1
7161,17.0,163.0,50.0,1992,13,30,3,4,-1
7161,17.0,163.0,50.0,1992,13,30,3,1,-1
7161,17.0,163.0,50.0,1992,13,30,3,2,-1
7161,17.0,163.0,50.0,1992,13,30,3,5,-1
7161,17.0,163.0,50.0,1992,13,30,3,0,-1
7162,27.0,0.0,0.0,1948,2,30,7,4,2
7355,14.0,153.0,47.0,1992,13,30,3,3,-1
7355,14.0,153.0,47.0,1992,13,30,3,4,-1
7355,14.0,153.0,47.0,1992,13,30,3,1,-1
7355,14.0,153.0,47.0,1992,13,30,3,2,-1
7355,14.0,153.0,47.0,1992,13,30,3,5,-1
7355,14.0,153.0,47.0,1992,13,30,3,0,-1
7355,18.0,153.0,47.0,1996,14,30,2,3,-1
7355,18.0,153.0,47.0,1996,14,30,2,4,-1
7355,18.0,153.0,47.0,1996,14,30,2,1,-1
7355,18.0,153.0,47.0,1996,14,30,2,5,-1
7355,18.0,153.0,47.0,1996,14,30,2,0,-1
7444,18.0,139.0,36.0,2004,16,58,1,3,-1
7444,18.0,139.0,36.0,2004,16,58,1,4,1
7444,18.0,139.0,36.0,2004,16,58,1,1,-1
7444,18.0,139.0,36.0,2004,16,58,1,2,-1
7444,18.0,139.0,36.0,2004,16,58,1,5,-1
7444,18.0,139.0,36.0,2004,16,58,1,0,-1
7490,21.0,159.0,52.0,1968,7,30,10,3,-1
7490,21.0,159.0,52.0,1968,7,30,10,4,-1
7490,21.0,159.0,52.0,1968,7,30,10,1,-1
7490,21.0,159.0,52.0,1968,7,30,10,2,-1
7490,21.0,159.0,52.0,1968,7,30,10,5,-1
7490,21.0,159.0,52.0,1968,7,30,10,0,-1
7589,17.0,158.0,52.0,2004,16,10,1,3,-1
7589,17.0,158.0,52.0,2004,16,10,1,4,-1
7589,17.0,158.0,52.0,2004,16,10,1,1,-1
7589,17.0,158.0,52.0,2004,16,10,1,2,-1
7589,17.0,158.0,52.0,2004,16,10,1,5,-1
7589,17.0,158.0,52.0,2004,16,10,1,0,-1
7769,17.0,151.0,45.0,2008,17,8,4,3,-1
7769,17.0,151.0,45.0,2008,17,8,4,4,-1
7769,17.0,151.0,45.0,2008,17,8,4,1,-1
7769,17.0,151.0,45.0,2008,17,8,4,2,-1
7769,17.0,151.0,45.0,2008,17,8,4,5,-1
7769,17.0,151.0,45.0,2008,17,8,4,0,-1
7769,25.0,151.0,45.0,2016,19,8,14,3,-1
7769,25.0,151.0,45.0,2016,19,8,14,4,-1
7769,25.0,151.0,45.0,2016,19,8,14,1,-1
7769,25.0,151.0,45.0,2016,19,8,14,5,-1
7769,25.0,151.0,45.0,2016,19,8,14,0,-1
7914,20.0,160.0,54.0,1972,8,55,13,3,-1
7914,20.0,160.0,54.0,1972,8,55,13,4,-1
7914,20.0,160.0,54.0,1972,8,55,13,1,-1
7914,20.0,160.0,54.0,1972,8,55,13,2,-1
7914,20.0,160.0,54.0,1972,8,55,13,5,-1
7914,20.0,160.0,54.0,1972,8,55,13,0,-1
8015,24.0,0.0,0.0,1948,2,73,7,4,0
8015,28.0,0.0,0.0,1952,3,73,6,3,-1
8015,28.0,0.0,0.0,1952,3,73,6,4,-1
8015,28.0,0.0,0.0,1952,3,73,6,1,-1
8015,28.0,0.0,0.0,1952,3,73,6,2,-1
8015,28.0,0.0,0.0,1952,3,73,6,5,-1
8015,28.0,0.0,0.0,1952,3,73,6,0,-1
8346,18.0,154.0,42.0,1972,8,55,13,3,-1
8346,18.0,154.0,42.0,1972,8,55,13,4,-1
8346,18.0,154.0,42.0,1972,8,55,13,1,-1
8346,18.0,154.0,42.0,1972,8,55,13,2,-1
8346,18.0,154.0,42.0,1972,8,55,13,5,-1
8346,18.0,154.0,42.0,1972,8,55,13,0,-1
8350,18.0,163.0,64.0,1992,13,18,3,3,-1
8350,18.0,163.0,64.0,1992,13,18,3,1,-1
8350,18.0,163.0,64.0,1992,13,18,3,2,-1
8350,18.0,163.0,64.0,1992,13,18,3,5,-1
8350,18.0,163.0,64.0,1992,13,18,3,0,-1
8379,17.0,0.0,0.0,1936,1,25,5,4,1
8466,31.0,0.0,0.0,1948,2,78,7,4,-1
8532,0.0,0.0,0.0,1928,0,24,0,4,-1
8630,15.0,163.0,52.0,1984,11,3,8,3,-1
8630,15.0,163.0,52.0,1984,11,3,8,1,-1
8630,15.0,163.0,52.0,1984,11,3,8,2,-1
8630,15.0,163.0,52.0,1984,11,3,8,5,-1
8630,15.0,163.0,52.0,1984,11,3,8,0,-1
8686,16.0,145.0,40.0,1988,12,24,16,3,-1
8686,16.0,145.0,40.0,1988,12,24,16,1,-1
8686,16.0,145.0,40.0,1988,12,24,16,2,-1
8686,16.0,145.0,40.0,1988,12,24,16,5,-1
8686,16.0,145.0,40.0,1988,12,24,16,0,-1
8727,18.0,158.0,43.0,1968,7,21,10,3,-1
8727,18.0,158.0,43.0,1968,7,21,10,4,0
8727,18.0,158.0,43.0,1968,7,21,10,1,-1
8727,18.0,158.0,43.0,1968,7,21,10,2,-1
8727,18.0,158.0,43.0,1968,7,21,10,5,-1
8727,18.0,158.0,43.0,1968,7,21,10,0,-1
8824,18.0,154.0,50.0,1968,7,16,10,3,-1
8824,18.0,154.0,50.0,1968,7,16,10,4,-1
8824,18.0,154.0,50.0,1968,7,16,10,1,-1
8824,18.0,154.0,50.0,1968,7,16,10,2,-1
8824,18.0,154.0,50.0,1968,7,16,10,5,-1
8824,18.0,154.0,50.0,1968,7,16,10,0,-1
8914,18.0,157.0,41.0,1980,10,3,12,3,-1
8914,18.0,157.0,41.0,1980,10,3,12,1,-1
8914,18.0,157.0,41.0,1980,10,3,12,2,-1
8914,18.0,157.0,41.0,1980,10,3,12,5,-1
8914,18.0,157.0,41.0,1980,10,3,12,0,-1
8990,15.0,155.0,43.0,1972,8,68,13,3,-1
8990,15.0,155.0,43.0,1972,8,68,13,4,-1
8990,15.0,155.0,43.0,1972,8,68,13,1,-1
8990,15.0,155.0,43.0,1972,8,68,13,2,-1
8990,15.0,155.0,43.0,1972,8,68,13,5,-1
8990,15.0,155.0,43.0,1972,8,68,13,0,-1
9078,17.0,155.0,48.0,2000,15,10,17,3,-1
9078,17.0,155.0,48.0,2000,15,10,17,4,-1
9078,17.0,155.0,48.0,2000,15,10,17,1,-1
9078,17.0,155.0,48.0,2000,15,10,17,2,-1
9078,17.0,155.0,48.0,2000,15,10,17,5,-1
9078,17.0,155.0,48.0,2000,15,10,17,0,-1
9207,17.0,157.0,51.0,1960,5,42,15,3,-1
9207,17.0,157.0,51.0,1960,5,42,15,1,-1
9207,17.0,157.0,51.0,1960,5,42,15,2,-1
9207,17.0,157.0,51.0,1960,5,42,15,5,-1
9207,17.0,157.0,51.0,1960,5,42,15,0,-1
9227,18.0,163.0,50.0,1984,11,77,8,3,-1
9227,18.0,163.0,50.0,1984,11,77,8,4,-1
9227,18.0,163.0,50.0,1984,11,77,8,1,-1
9227,18.0,163.0,50.0,1984,11,77,8,2,-1
9227,18.0,163.0,50.0,1984,11,77,8,5,-1
9227,18.0,163.0,50.0,1984,11,77,8,0,-1
9256,16.0,0.0,0.0,1992,13,48,3,3,-1
9256,16.0,0.0,0.0,1992,13,48,3,1,-1
9256,16.0,0.0,0.0,1992,13,48,3,2,-1
9256,16.0,0.0,0.0,1992,13,48,3,5,-1
9256,16.0,0.0,0.0,1992,13,48,3,0,-1
9294,19.0,151.0,51.0,1964,6,3,18,3,-1
9294,19.0,151.0,51.0,1964,6,3,18,4,-1
9294,19.0,151.0,51.0,1964,6,3,18,1,-1
9294,19.0,151.0,51.0,1964,6,3,18,2,-1
9294,19.0,151.0,51.0,1964,6,3,18,5,-1
9294,19.0,151.0,51.0,1964,6,3,18,0,-1
9346,15.0,164.0,50.0,1984,11,68,8,3,-1
9346,15.0,164.0,50.0,1984,11,68,8,4,-1
9346,15.0,164.0,50.0,1984,11,68,8,1,-1
9346,15.0,164.0,50.0,1984,11,68,8,2,-1
9346,15.0,164.0,50.0,1984,11,68,8,5,-1
9346,15.0,164.0,50.0,1984,11,68,8,0,-1
9492,14.0,166.0,55.0,1968,7,30,10,3,-1
9492,14.0,166.0,55.0,1968,7,30,10,4,-1
9492,14.0,166.0,55.0,1968,7,30,10,1,-1
9492,14.0,166.0,55.0,1968,7,30,10,2,-1
9492,14.0,166.0,55.0,1968,7,30,10,5,-1
9492,14.0,166.0,55.0,1968,7,30,10,0,-1
9492,18.0,166.0,55.0,1972,8,30,13,3,-1
9492,18.0,166.0,55.0,1972,8,30,13,4,0
9492,18.0,166.0,55.0,1972,8,30,13,1,-1
9492,18.0,166.0,55.0,1972,8,30,13,2,-1
9492,18.0,166.0,55.0,1972,8,30,13,5,-1
9492,18.0,166.0,55.0,1972,8,30,13,0,-1
9537,22.0,157.0,48.0,2016,19,62,14,2,-1
9568,15.0,151.0,41.0,1988,12,66,16,3,-1
9568,15.0,151.0,41.0,1988,12,66,16,4,-1
9568,15.0,151.0,41.0,1988,12,66,16,1,-1
9568,15.0,151.0,41.0,1988,12,66,16,2,-1
9568,15.0,151.0,41.0,1988,12,66,16,5,-1
9568,15.0,151.0,41.0,1988,12,66,16,0,-1
9646,23.0,144.0,40.0,1968,7,26,10,3,-1
9646,23.0,144.0,40.0,1968,7,26,10,1,-1
9646,23.0,144.0,40.0,1968,7,26,10,2,-1
9646,23.0,144.0,40.0,1968,7,26,10,5,-1
9646,23.0,144.0,40.0,1968,7,26,10,0,-1
9683,18.0,158.0,38.0,2008,17,24,4,3,-1
