ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
18826,Vra slavsk (-Odloilov),F,26.0,160.0,58.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Gymnastics,Floor,Gold
18826,Vra slavsk (-Odloilov),F,26.0,160.0,58.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Gymnastics,Vault,Gold
18826,Vra slavsk (-Odloilov),F,26.0,160.0,58.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Gymnastics,Uneven Bars,Gold
18826,Vra slavsk (-Odloilov),F,26.0,160.0,58.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Gymnastics,Balance Beam,Silver
19537,Alena Chadimov (-Daniov),F,20.0,,,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,Bronze
20130,Diana Maria Chelaru,F,18.0,150.0,,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Team,Bronze
20319,Chen Yongyan,F,21.0,158.0,44.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Team,Bronze
20362,Cheng Fei,F,20.0,152.0,43.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Team,Gold
20362,Cheng Fei,F,20.0,152.0,43.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Vault,Bronze
20362,Cheng Fei,F,20.0,152.0,43.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Balance Beam,Bronze
20406,Anna Sergeyevna Chepeleva,F,16.0,,,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Team,Silver
21181,Amy Yuen-Yee Chow (-Ho),F,18.0,155.0,44.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Team,Gold
21181,Amy Yuen-Yee Chow (-Ho),F,18.0,155.0,44.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Uneven Bars,Silver
21181,Amy Yuen-Yee Chow (-Ho),F,22.0,155.0,44.0,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Team,Bronze
21462,Oksana Aleksandrovna Chusovitina,F,17.0,153.0,43.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Gold
21462,Oksana Aleksandrovna Chusovitina,F,33.0,153.0,43.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Vault,Silver
22570,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,All-Around,Gold
22570,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Silver
22570,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Floor,Bronze
22570,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Uneven Bars,Gold
22570,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Balance Beam,Gold
22570,Nadia Elena Comneci (-Conner),F,18.0,162.0,45.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,All-Around,Silver
22570,Nadia Elena Comneci (-Conner),F,18.0,162.0,45.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Silver
22570,Nadia Elena Comneci (-Conner),F,18.0,162.0,45.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Floor,Gold
22570,Nadia Elena Comneci (-Conner),F,18.0,162.0,45.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Balance Beam,Gold
22752,Mariana Constantin,F,15.0,160.0,46.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Silver
24084,Mnika Csszr,F,17.0,166.0,55.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Team,Bronze
24121,Margit Csillik,F,21.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,Bronze
24456,Laura Cutina,F,15.0,143.0,36.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Team,Gold
25038,Dorothy Katherine Dalton,F,25.0,,,United States,USA,1948 Summer,1948,Summer,London,Gymnastics,Team,Bronze
25263,Pelageya Aleksandrovna Danilova (-Demirdzhiyan),F,34.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,Gold
25312,Jamie Annette Dantzscher,F,18.0,152.0,49.0,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Team,Bronze
25766,Yelena Viktorovna Davydova (-Filatova),F,18.0,148.0,45.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,All-Around,Gold
25766,Yelena Viktorovna Davydova (-Filatova),F,18.0,148.0,45.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Gold
25766,Yelena Viktorovna Davydova (-Filatova),F,18.0,148.0,45.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Balance Beam,Silver
25774,Dominique Margaux Dawes (-Thompson),F,15.0,158.0,54.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Bronze
25774,Dominique Margaux Dawes (-Thompson),F,19.0,158.0,54.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Team,Gold
25774,Dominique Margaux Dawes (-Thompson),F,19.0,158.0,54.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Floor,Bronze
25774,Dominique Margaux Dawes (-Thompson),F,23.0,158.0,54.0,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Team,Bronze
26362,Elka de Levie (-Boas),F,22.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Team,Gold
27069,Vlasta Dkanov,F,26.0,,,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,Silver
27569,Deng Linlin,F,16.0,144.0,34.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Team,Gold
27569,Deng Linlin,F,20.0,144.0,34.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Balance Beam,Gold
27823,Lucy Elizabeth Desmond,F,29.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Team,Bronze
28965,Boena Dobeov (-Kalov),F,21.0,,,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,Silver
28981,Aurelia Dobre (-Mofid),F,15.0,146.0,42.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Team,Silver
29175,Yelena Vladimirovna Dolgopolova,F,16.0,149.0,38.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Team,Silver
29227,Carola Dombeck,F,16.0,159.0,44.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Bronze
29227,Carola Dombeck,F,16.0,159.0,44.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Vault,Silver
29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,16.0,157.0,50.0,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,All-Around,Gold
29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,16.0,157.0,50.0,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Team,Gold
29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Team,Gold
29879,Gabriela Drgoi,F,15.0,146.0,37.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Team,Bronze
30368,Anik Ducza-Jnosi,F,22.0,161.0,57.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Floor,Bronze
30388,Diana Gnkova Dudeva,F,20.0,157.0,46.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Floor,Bronze
30619,Rodica Dunca (-Kszegi),F,15.0,158.0,43.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Silver
30890,Michelle Hollis Dusserre (-Farrell),F,15.0,153.0,41.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Team,Silver
31240,Gertrd Emilia Eberle (-Kollar),F,16.0,153.0,40.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Silver
31240,Gertrd Emilia Eberle (-Kollar),F,16.0,153.0,40.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Uneven Bars,Silver
31566,Mrta Egervri (-Magyar),F,19.0,160.0,49.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Uneven Bars,Bronze
32441,Meta Elste (Neumann-),F,28.0,,,United States,USA,1948 Summer,1948,Summer,London,Gymnastics,Team,Bronze
32860,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Team,Gold
32860,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Balance Beam,Bronze
33115,"Gitta Escher (-Sommer, -Wagenknecht)",F,19.0,163.0,48.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Bronze
33765,"Gabriele ""Gabi"" Fhnrich",F,20.0,155.0,46.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Team,Bronze
33952,Fan Yilin,F,16.0,148.0,37.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Team,Bronze
34442,Anna Fehr,F,26.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Gymnastics,Team,Silver
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,14.0,136.0,30.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Gold
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,19.0,136.0,30.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Gold
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,19.0,136.0,30.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Uneven Bars,Bronze
36097,Vlasta Foltov (-Hamplov),F,22.0,,,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,Silver
37304,Isolde Frlian,F,28.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,Gold
37789,Georgeta Gabor,F,14.0,142.0,37.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Silver
38082,"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,15.0,150.0,38.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Gold
38082,"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,19.0,150.0,38.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Team,Silver
39819,Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Bronze
40115,Lavinia Gianoni,F,17.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Team,Silver
40129,Luigina Giavotti,F,11.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Team,Silver
40487,Virginia Giorgi,F,14.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Team,Silver
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,All-Around,Silver
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Bronze
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Floor,Bronze
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Uneven Bars,Gold
41040,Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Silver
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,All-Around,Silver
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Team,Bronze
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Vault,Bronze
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Balance Beam,Bronze
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Team,Silver
42903,Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Silver
42905,Cristina Elena Grigora,F,14.0,156.0,44.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Silver
42905,Cristina Elena Grigora,F,18.0,156.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Team,Gold
42907,Andreea Florentina Grigore,F,17.0,146.0,39.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Team,Bronze
43031,Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Team,Silver
43101,Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Team,Gold
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Team,Silver
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Gold
43290,Yelena Aleksandrovna Grudneva,F,18.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Gold
43847,Erzsbet Gulys-Kteles,F,23.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Gymnastics,Team,Silver
43847,Erzsbet Gulys-Kteles,F,27.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,Silver
43847,Erzsbet Gulys-Kteles,F,32.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Team,Silver
44585,Vanda Maria Hdrean,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Silver
46286,Margaret Boulton Hartley (-Cobb),F,,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Team,Bronze
46560,Annia Portuondo Hatch,F,26.0,152.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Team,Silver
46560,Annia Portuondo Hatch,F,26.0,152.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Vault,Silver
46931,He Kexin,F,16.0,142.0,33.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Team,Gold
46931,He Kexin,F,16.0,142.0,33.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Uneven Bars,Gold
46931,He Kexin,F,20.0,142.0,33.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Uneven Bars,Silver
47452,Angelika Hellmann (-Keilig),F,18.0,163.0,47.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Team,Silver
47452,Angelika Hellmann (-Keilig),F,22.0,163.0,47.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Bronze
48041,"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Team,Gold
48041,"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Balance Beam,Silver
