Name,Sex,Age,Height,Weight,NOC,Year,Event,Medal
Trine Helene Andresen (-Svendheim),F,16.0,158.0,54.0,NOR,1972,Floor,none
Stoyanka Dobreva Angelova,F,24.0,,,BUL,1952,Floor,none
Maria Apostolidi,F,15.0,150.0,39.0,GRE,2004,Floor,none
Elbieta Rozalia Apostolska (-Kamiska),F,20.0,159.0,56.0,POL,1964,Floor,none
Lise Isabelle Arsenault-Goertz,F,17.0,162.0,49.0,CAN,1972,Floor,none
Lise Isabelle Arsenault-Goertz,F,21.0,162.0,49.0,CAN,1976,Floor,none
Elena Artamendi Garca,F,21.0,,,ESP,1960,Floor,none
Montserrat Artamendi Garca,F,18.0,,,ESP,1960,Floor,none
Marta Artigas y Masdeu,F,16.0,160.0,32.0,ESP,1984,Floor,none
Polina Hryhorivna Astakhova,F,20.0,166.0,56.0,URS,1956,Floor,none
Polina Hryhorivna Astakhova,F,23.0,166.0,56.0,URS,1960,Floor,Silver
Polina Hryhorivna Astakhova,F,27.0,166.0,56.0,URS,1964,Floor,Silver
Rayna Atanasova,F,24.0,166.0,62.0,BUL,1968,Floor,none
Martine Audin (-Bonin),F,17.0,154.0,49.0,FRA,1976,Floor,none
Nadine Audin (-Bredillet),F,14.0,160.0,50.0,FRA,1972,Floor,none
Nadine Audin (-Bredillet),F,18.0,160.0,50.0,FRA,1976,Floor,none
Eila Kaarina Autio (-Helle),F,19.0,164.0,51.0,FIN,1960,Floor,none
Moldir Azimbay,F,16.0,162.0,,KAZ,2012,Floor,none
Bae Eun-Mi,F,15.0,155.0,43.0,KOR,1988,Floor,none
Monique Baelden (-Gorski),F,26.0,162.0,56.0,FRA,1964,Floor,none
Teofila Biau,F,24.0,,,ROU,1952,Floor,none
Svetlana Nikolayevna Baitova,F,16.0,152.0,39.0,URS,1988,Floor,none
Nataa Bajin-ljepica,F,23.0,157.0,49.0,YUG,1968,Floor,none
Nataa Bajin-ljepica,F,26.0,157.0,49.0,YUG,1972,Floor,none
Mara Rosa Balaguer Torres,F,18.0,,,ESP,1960,Floor,none
Bernadett Balzs,F,17.0,163.0,50.0,HUN,1992,Floor,none
Ildik Balog,F,14.0,153.0,47.0,HUN,1992,Floor,none
Ildik Balog,F,18.0,153.0,47.0,HUN,1996,Floor,none
Oana Mihaela Ban,F,18.0,139.0,36.0,ROU,2004,Floor,none
gnes Bnfai,F,21.0,159.0,52.0,HUN,1968,Floor,none
Melanie Louise Banville,F,17.0,158.0,52.0,CAN,2004,Floor,none
Jade Fernandes Barbosa,F,17.0,151.0,45.0,BRA,2008,Floor,none
Jade Fernandes Barbosa,F,25.0,151.0,45.0,BRA,2016,Floor,none
Magorzata Barlak-Kamasiska,F,20.0,160.0,54.0,POL,1972,Floor,none
Marian Emma Barone (Twining-),F,28.0,,,USA,1952,Floor,none
Joanna Danuta Bartosz (-Bronarska),F,18.0,154.0,42.0,POL,1972,Floor,none
Daniela Brtov (-Breckov),F,18.0,163.0,64.0,TCH,1992,Floor,none
Kerry Battersby (-Agg),F,15.0,163.0,52.0,AUS,1984,Floor,none
Anne-Marie Bauduin,F,16.0,145.0,40.0,FRA,1988,Floor,none
Maritta Bauerschmidt (-Grieig),F,18.0,158.0,43.0,GDR,1968,Floor,none
Nereida Gloria Bauta Soles,F,18.0,154.0,50.0,CUB,1968,Floor,none
Kerry Bayliss (-Lindsay),F,18.0,157.0,41.0,AUS,1980,Floor,none
Patrizia Bazzi,F,15.0,155.0,43.0,SUI,1972,Floor,none
Julie Beaulieu,F,17.0,155.0,48.0,CAN,2000,Floor,none
Liliane Becker,F,17.0,157.0,51.0,LUX,1960,Floor,none
Astrid Beckers,F,18.0,163.0,50.0,FRG,1984,Floor,none
Elvira Johanna Maria Becks,F,16.0,,,NED,1992,Floor,none
"Janice May ""Jan"" Bedford (-Pyke)",F,19.0,151.0,51.0,AUS,1964,Floor,none
Monika Beer,F,15.0,164.0,50.0,SUI,1984,Floor,none
Ilona Bksi,F,14.0,166.0,55.0,HUN,1968,Floor,none
Ilona Bksi,F,18.0,166.0,55.0,HUN,1972,Floor,none
Nuria Belchi Ibez,F,15.0,151.0,41.0,ESP,1988,Floor,none
Margaret Ann Bell,F,23.0,144.0,40.0,GBR,1968,Floor,none
Rose-Eliandre Bellemare,F,18.0,158.0,38.0,FRA,2008,Floor,none
Ralli Ben-Yehuda,F,25.0,157.0,52.0,ISR,1960,Floor,none
Mria Bencsik,F,20.0,164.0,52.0,HUN,1960,Floor,none
Waltraud Benesch,F,19.0,164.0,58.0,AUT,1960,Floor,none
Francesca Benolli,F,18.0,163.0,53.0,ITA,2008,Floor,none
Monica Roberta Bergamelli,F,16.0,152.0,44.0,ITA,2000,Floor,none
Monica Roberta Bergamelli,F,20.0,152.0,44.0,ITA,2004,Floor,none
Janine Berger,F,16.0,163.0,52.0,GER,2012,Floor,none
Evy Margareta Berggren (-Westerberg),F,18.0,,,SWE,1952,Floor,none
Evy Margareta Berggren (-Westerberg),F,22.0,,,SWE,1956,Floor,none
Mohini Bhardwaj (-Barry),F,25.0,147.0,43.0,USA,2004,Floor,none
Adriana Biagiotti,F,21.0,160.0,51.0,ITA,1968,Floor,none
Renata Bianchi,F,26.0,,,ITA,1952,Floor,none
Andrea Bieger,F,16.0,160.0,47.0,FRG,1976,Floor,none
Daria Eva Bijak,F,22.0,158.0,56.0,GER,2008,Floor,none
"Pamela Jean ""Pam"" Bileck (-Flat)",F,15.0,153.0,43.0,USA,1984,Floor,none
Simone Arianne Biles,F,19.0,143.0,47.0,USA,2016,Floor,Gold
Mirjana Bili (-Vukas),F,24.0,157.0,52.0,YUG,1960,Floor,none
Helga Brsan,F,24.0,,,ROU,1952,Floor,none
Stefani Bisbikou,F,16.0,150.0,44.0,GRE,2004,Floor,none
Stefani Bisbikou,F,20.0,150.0,44.0,GRE,2008,Floor,none
"Elsabeth ""Ellie"" Black",F,16.0,155.0,56.0,CAN,2012,Floor,none
"Elsabeth ""Ellie"" Black",F,20.0,155.0,56.0,CAN,2016,Floor,none
Maya Blagoeva (-Mitova) ,F,16.0,151.0,42.0,BUL,1972,Floor,none
Suzette Blanco Saiz,F,20.0,153.0,50.0,CUB,1968,Floor,none
Vanja Hedvig Desideria Blomberg (-Webjrn),F,23.0,,,SWE,1952,Floor,none
Hana Bobkov (-Vlilov),F,23.0,,,TCH,1952,Floor,none
Loredana Boboc,F,16.0,139.0,32.0,ROU,2000,Floor,none
Nina Antonivna Bocharova,F,27.0,,,URS,1952,Floor,none
Dorina Bczg,F,16.0,160.0,48.0,HUN,2008,Floor,none
Dorina Bczg,F,20.0,160.0,48.0,HUN,2012,Floor,none
Andrea Bod-Molnr,F,17.0,,,HUN,1952,Floor,none
Andrea Bod-Molnr,F,22.0,,,HUN,1956,Floor,none
Svetlana Leonidovna Boginskaya,F,15.0,157.0,44.0,URS,1988,Floor,Silver
Svetlana Leonidovna Boginskaya,F,19.0,157.0,44.0,EUN,1992,Floor,none
Svetlana Leonidovna Boginskaya,F,23.0,157.0,44.0,BLR,1996,Floor,none
Erika Bogovic (-Streb),F,26.0,166.0,56.0,AUT,1960,Floor,none
Karin Boldemann,F,19.0,158.0,52.0,GER,1960,Floor,none
"Monica Johanna Petronella ""Monique"" Bolleboom",F,13.0,162.0,48.0,NED,1976,Floor,none
Georgia Bonora,F,18.0,160.0,49.0,AUS,2008,Floor,none
Cristina Bonta (-Ttaru),F,18.0,,,ROU,1992,Floor,Bronze
Amanda Kathleen Borden (-Cochran),F,19.0,,,USA,1996,Floor,none
Laura Bortolaso,F,23.0,154.0,46.0,ITA,1984,Floor,none
Eva Boskov-Vchtov (-Hlavkov),F,20.0,162.0,59.0,TCH,1952,Floor,none
Eva Boskov-Vchtov (-Hlavkov),F,24.0,162.0,59.0,TCH,1956,Floor,none
Eva Boskov-Vchtov (-Hlavkov),F,28.0,162.0,59.0,TCH,1960,Floor,none
Anita Botnen (-Fisher),F,19.0,165.0,53.0,CAN,1984,Floor,none
Karine Boucher,F,16.0,160.0,54.0,FRA,1988,Floor,none
Karine Boucher,F,19.0,160.0,54.0,FRA,1992,Floor,none
Farah Boufadene,F,17.0,155.0,55.0,ALG,2016,Floor,none
Mira Boumejmajen,F,17.0,153.0,50.0,FRA,2012,Floor,none
Nicole Bourdiau (-Desanti),F,20.0,160.0,49.0,FRA,1968,Floor,none
Marine Clmence Boyer,F,16.0,162.0,52.0,FRA,2016,Floor,none
Maria Grazia Bozzo,F,16.0,,,ITA,1952,Floor,none
"Cornelia Margreta Maria ""Carla"" Braan (-Buijs)",F,14.0,162.0,50.0,NED,1976,Floor,none
Helga Andersen Braathen,F,15.0,161.0,53.0,NOR,1968,Floor,none
Soa Brzdov,F,19.0,161.0,50.0,TCH,1972,Floor,none
Miroslava Brdkov (-plchalov),F,29.0,,,TCH,1956,Floor,none
Kaye J. Breadsell (-Brajkovich),F,18.0,159.0,51.0,AUS,1960,Floor,none
Zulema Bregado Gutierrez,F,17.0,153.0,50.0,CUB,1968,Floor,none
Martina Bremini,F,17.0,161.0,45.0,ITA,2000,Floor,none
Ashleigh Jade Brennan,F,17.0,154.0,43.0,AUS,2008,Floor,none
Ashleigh Jade Brennan,F,21.0,154.0,43.0,AUS,2012,Floor,none
Marine Grace Brevet,F,21.0,162.0,52.0,FRA,2016,Floor,none
Rosario Briones,F,15.0,127.0,42.0,MEX,1968,Floor,none
Jacqueline Brisepierre (-Gaugey),F,18.0,170.0,61.0,FRA,1964,Floor,none
Jacqueline Brisepierre (-Gaugey),F,22.0,170.0,61.0,FRA,1968,Floor,none
Kelly Brown,F,18.0,152.0,45.0,CAN,1984,Floor,none
Wendy Suzanne Bruce (-Martin),F,19.0,155.0,45.0,USA,1992,Floor,none
Lisa Brggemann,F,19.0,157.0,48.0,GER,2004,Floor,none
Dana Brdlov,F,16.0,144.0,40.0,TCH,1980,Floor,none
Godelieve Brys,F,23.0,159.0,52.0,BEL,1960,Floor,none
Gerda Elbieta Bryka (-Krajciczek),F,23.0,160.0,55.0,POL,1964,Floor,none
Stefania Bucci,F,16.0,160.0,46.0,ITA,1976,Floor,none
Susan M. Buchanan (-Pierce),F,20.0,167.0,55.0,CAN,1972,Floor,none
"Valerie Ivy ""Val"" Buffham-Norris",F,21.0,152.0,48.0,AUS,1964,Floor,none
"Valerie Ivy ""Val"" Buffham-Norris",F,25.0,152.0,48.0,AUS,1968,Floor,none
Kim Bui,F,23.0,155.0,49.0,GER,2012,Floor,none
Kim Bui,F,27.0,155.0,49.0,GER,2016,Floor,none
Zdenka Bujnkov (-Jnoov),F,17.0,167.0,59.0,TCH,1972,Floor,none
Olga Bumbi,F,25.0,158.0,48.0,YUG,1972,Floor,none
Lyubov Viktorovna Burda (-Andrianova),F,15.0,162.0,48.0,URS,1968,Floor,none
Lyubov Viktorovna Burda (-Andrianova),F,19.0,162.0,48.0,URS,1972,Floor,none
Elisa Isabel Cabello Olivero,F,19.0,159.0,48.0,ESP,1976,Floor,none
Barbara Anne Cage (-McCarthy),F,23.0,159.0,50.0,AUS,1964,Floor,none
Imogen Jane Cairns,F,19.0,156.0,59.0,GBR,2008,Floor,none
Elisa Calsi,F,19.0,,,ITA,1956,Floor,none
Laura Campos Prieto,F,19.0,150.0,48.0,ESP,2008,Floor,none
Ccile Canqueteau,F,16.0,154.0,42.0,FRA,1996,Floor,none
Maricela Cant Mata,F,17.0,155.0,46.0,MEX,2008,Floor,none
Alice Capitani,F,15.0,143.0,35.0,ITA,2000,Floor,none
Celeste Andrea Carnevale,F,18.0,156.0,49.0,ARG,2004,Floor,none
Ana Mara Casas Rivas,F,16.0,160.0,48.0,MEX,1972,Floor,none
Colleen Mary Casey (-Shields),F,16.0,156.0,41.0,USA,1976,Floor,none
Vra slavsk (-Odloilov),F,18.0,160.0,58.0,TCH,1960,Floor,none
Vra slavsk (-Odloilov),F,22.0,160.0,58.0,TCH,1964,Floor,none
Vra slavsk (-Odloilov),F,26.0,160.0,58.0,TCH,1968,Floor,Gold
Irene Grazia Castelli,F,16.0,157.0,44.0,ITA,2000,Floor,none
Lidia Castillejo Soriano,F,19.0,155.0,43.0,ESP,1988,Floor,none
Simona Castro Lazo,F,23.0,160.0,54.0,CHI,2012,Floor,none
Simona Castro Lazo,F,27.0,160.0,54.0,CHI,2016,Floor,none
Vernica Castro Gmez,F,17.0,150.0,43.0,ESP,1996,Floor,none
Mireille Cayre,F,21.0,159.0,51.0,FRA,1968,Floor,none
Mireille Cayre,F,25.0,159.0,51.0,FRA,1972,Floor,none
Elena Ceampelea,F,17.0,162.0,53.0,ROU,1964,Floor,none
Elena Ceampelea,F,25.0,162.0,53.0,ROU,1972,Floor,none
"Anna Edeltraud ""Anni"" Cermak (-Lebeda)",F,20.0,163.0,58.0,AUT,1960,Floor,none
Alena ernkov,F,14.0,152.0,43.0,TCH,1976,Floor,none
"Kimberly Ann Chace (-Boyle, -May)",F,16.0,158.0,50.0,USA,1972,Floor,none
"Kimberly Ann Chace (-Boyle, -May)",F,20.0,158.0,50.0,USA,1976,Floor,none
Coralie Chacon,F,19.0,152.0,41.0,FRA,2004,Floor,none
Alena Chadimov (-Daniov),F,20.0,,,TCH,1952,Floor,none
Soraya Chaouch,F,15.0,160.0,50.0,FRA,2004,Floor,none
Karine Charlier,F,15.0,162.0,47.0,FRA,1992,Floor,none
Susan Cheesebrough,F,16.0,155.0,43.0,GBR,1976,Floor,none
Susan Cheesebrough,F,20.0,155.0,43.0,GBR,1980,Floor,none
Diana Maria Chelaru,F,18.0,150.0,,ROU,2012,Floor,none
Chen Cuiting,F,17.0,143.0,36.0,CHN,1988,Floor,none
Chen Yongyan,F,21.0,158.0,44.0,CHN,1984,Floor,none
Cheng Fei,F,16.0,152.0,43.0,CHN,2004,Floor,none
Cheng Fei,F,20.0,152.0,43.0,CHN,2008,Floor,none
Anna Sergeyevna Chepeleva,F,16.0,,,RUS,2000,Floor,none
Choe Jong-Sil,F,14.0,141.0,30.0,PRK,1980,Floor,none
Choi Gyong-Hui,F,19.0,,,PRK,1992,Floor,none
Choi Mi-Seon,F,20.0,160.0,56.0,KOR,2000,Floor,none
Choi Myong-Hui,F,14.0,135.0,25.0,PRK,1980,Floor,none
Choi Yeong-Suk,F,17.0,153.0,48.0,KOR,1964,Floor,none
Magorzata Chojnacka (-Gawe),F,21.0,161.0,51.0,POL,1968,Floor,none
Amy Yuen-Yee Chow (-Ho),F,22.0,155.0,44.0,USA,2000,Floor,none
Oksana Aleksandrovna Chusovitina,F,17.0,153.0,43.0,EUN,1992,Floor,none
Oksana Aleksandrovna Chusovitina,F,21.0,153.0,43.0,UZB,1996,Floor,none
Oksana Aleksandrovna Chusovitina,F,25.0,153.0,43.0,UZB,2000,Floor,none
Oksana Aleksandrovna Chusovitina,F,33.0,153.0,43.0,GER,2008,Floor,none
Miranda Cicognani,F,15.0,155.0,51.0,ITA,1952,Floor,none
Miranda Cicognani,F,20.0,155.0,51.0,ITA,1956,Floor,none
Miranda Cicognani,F,23.0,155.0,51.0,ITA,1960,Floor,none
Rosella Cicognani,F,17.0,158.0,49.0,ITA,1956,Floor,none
Rosella Cicognani,F,20.0,158.0,49.0,ITA,1960,Floor,none
Suzanne Cloutier,F,21.0,149.0,46.0,CAN,1968,Floor,none
Wendy Linnelle Cluff (-Perez),F,17.0,163.0,55.0,USA,1968,Floor,none
Maria Cocuzza,F,15.0,165.0,55.0,ITA,1988,Floor,none
Marie-Angline Colson,F,16.0,152.0,43.0,FRA,1992,Floor,none
Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,ROU,1976,Floor,Bronze
Nadia Elena Comneci (-Conner),F,18.0,162.0,45.0,ROU,1980,Floor,Gold
Camila Comin,F,17.0,157.0,46.0,BRA,2000,Floor,none
Camila Comin,F,21.0,157.0,46.0,BRA,2004,Floor,none
Mariana Constantin,F,15.0,160.0,46.0,ROU,1976,Floor,none
Michelle Lenore Conway,F,16.0,153.0,42.0,CAN,2000,Floor,none
"Kathleen Margaret ""Kathy"" Corrigan (-Ekas)",F,19.0,160.0,50.0,USA,1964,Floor,none
Cludia de Paula Costa Magalhes,F,18.0,156.0,46.0,BRA,1980,Floor,none
Francesca Costa,F,21.0,155.0,54.0,ITA,1960,Floor,none
Monica Covacci (-Gray),F,16.0,154.0,44.0,CAN,1988,Floor,none
"Johanna ""Jo"" Cox-Ladru (-Poot)",F,29.0,,,NED,1952,Floor,none
Adriana Crisci,F,18.0,148.0,45.0,ITA,2000,Floor,none
Alexandra Lindsay Croak,F,16.0,165.0,55.0,AUS,2000,Floor,none
Erika Csnyi,F,15.0,152.0,40.0,HUN,1980,Floor,none
Mnika Csszr,F,17.0,166.0,55.0,HUN,1972,Floor,none
Zsuzsa Csisztu,F,18.0,161.0,46.0,HUN,1988,Floor,none
Maria Helena Pacheco Cunha,F,16.0,168.0,63.0,POR,1960,Floor,none
Barbara Cunningham (Conduit-),F,30.0,,,AUS,1956,Floor,none
Laura Cutina,F,15.0,143.0,36.0,ROU,1984,Floor,none
Dlia Vieirinho da Cunha-Sammer,F,23.0,164.0,63.0,POR,1952,Floor,none
Dlia Vieirinho da Cunha-Sammer,F,31.0,164.0,63.0,POR,1960,Floor,none
Esbela Fernanda Rosa da Fonseca,F,18.0,156.0,58.0,POR,1960,Floor,none
Esbela Fernanda Rosa da Fonseca,F,22.0,156.0,58.0,POR,1964,Floor,none
Esbela Fernanda Rosa da Fonseca,F,26.0,156.0,58.0,POR,1968,Floor,none
Gail Marion Daley (-Bakker),F,18.0,156.0,47.0,CAN,1964,Floor,none
Dorothy Katherine Dalton,F,29.0,,,USA,1952,Floor,none
Nansy Damianova,F,17.0,154.0,45.0,CAN,2008,Floor,none
"Suzanne Dando (-MacLean, -Roberts, -Reynolds)",F,19.0,163.0,49.0,GBR,1980,Floor,none
Halina Daniec (-Wojtaszek),F,19.0,164.0,54.0,POL,1968,Floor,none
Pelageya Aleksandrovna Danilova (-Demirdzhiyan),F,34.0,,,URS,1952,Floor,none
Jamie Annette Dantzscher,F,18.0,152.0,49.0,USA,2000,Floor,none
Dashzevgiin Ariunaa,F,14.0,150.0,38.0,MGL,1980,Floor,none
Catherine Daug,F,15.0,,,FRA,1972,Floor,none
Davaasrengiin Oyuuntuyaa,F,13.0,155.0,43.0,MGL,1980,Floor,none
Cissy Davies (-Sanders),F,19.0,,,GBR,1952,Floor,none
Natalie Davies,F,17.0,150.0,47.0,GBR,1984,Floor,none
Muriel Evelyn Davis-Grossfeld,F,16.0,160.0,50.0,USA,1956,Floor,none
Muriel Evelyn Davis-Grossfeld,F,19.0,160.0,50.0,USA,1960,Floor,none
Muriel Evelyn Davis-Grossfeld,F,24.0,160.0,50.0,USA,1964,Floor,none
Yelena Viktorovna Davydova (-Filatova),F,18.0,148.0,45.0,URS,1980,Floor,none
Dominique Margaux Dawes (-Thompson),F,15.0,158.0,54.0,USA,1992,Floor,none
Dominique Margaux Dawes (-Thompson),F,19.0,158.0,54.0,USA,1996,Floor,Bronze
Dominique Margaux Dawes (-Thompson),F,23.0,158.0,54.0,USA,2000,Floor,none
Jolle De Keukeleire,F,16.0,159.0,47.0,BEL,1976,Floor,none
Maria Jos de la Fuente,F,15.0,150.0,40.0,BOL,2004,Floor,none
Estela de la Torre Borja,F,15.0,147.0,36.0,MEX,1980,Floor,none
Lenika De Simone Blanco,F,19.0,152.0,46.0,ESP,2008,Floor,none
Marine Debauve,F,15.0,156.0,42.0,FRA,2004,Floor,none
Marine Debauve,F,19.0,156.0,42.0,FRA,2008,Floor,none
"Anna Maria ""Ans"" Dekker (-Pieters)",F,17.0,167.0,54.0,NED,1972,Floor,none
"Anna Maria ""Ans"" Dekker (-Pieters)",F,21.0,167.0,54.0,NED,1976,Floor,none
Cinzia Delisi,F,15.0,156.0,48.0,ITA,1972,Floor,none
Anne-Marie Demortire,F,22.0,158.0,56.0,FRA,1960,Floor,none
Deng Linlin,F,16.0,144.0,34.0,CHN,2008,Floor,none
Deng Linlin,F,20.0,144.0,34.0,CHN,2012,Floor,none
Nina Derwael,F,16.0,165.0,46.0,BEL,2016,Floor,none
Ana Carolina Destfano,F,15.0,,,ARG,1996,Floor,none
Ana erek,F,17.0,164.0,58.0,CRO,2016,Floor,none
Jennifer Diachun (-Palmer),F,15.0,165.0,57.0,CAN,1968,Floor,none
Jennifer Diachun (-Palmer),F,19.0,165.0,57.0,CAN,1972,Floor,none
Eileen Daz,F,16.0,142.0,,PUR,1996,Floor,none
Teresa Daz Sandi,F,16.0,166.0,56.0,MEX,1976,Floor,none
Marisa Roseanne Dick,F,19.0,153.0,47.0,TTO,2016,Floor,none
Kylie Rei Dickson,F,17.0,160.0,50.0,BLR,2016,Floor,none
Jacqueline Dieudonn (Baillergeau-),F,27.0,160.0,54.0,FRA,1960,Floor,none
Cristina Doboan (-Ionia),F,21.0,164.0,53.0,ROU,1964,Floor,none
Aurelia Dobre (-Mofid),F,15.0,146.0,42.0,ROU,1988,Floor,none
Yelena Vladimirovna Dolgopolova,F,16.0,149.0,38.0,RUS,1996,Floor,none
Ivanka Peneva Dolzheva,F,16.0,162.0,60.0,BUL,1952,Floor,none
Ivanka Peneva Dolzheva,F,21.0,162.0,60.0,BUL,1956,Floor,none
Ivanka Peneva Dolzheva,F,24.0,162.0,60.0,BUL,1960,Floor,none
Carola Dombeck,F,16.0,159.0,44.0,GDR,1976,Floor,none
Dong Fangxiao,F,14.0,144.0,33.0,CHN,2000,Floor,none
Dorjiin Norolkhoo,F,18.0,148.0,45.0,MGL,1968,Floor,none
Zdena Dorkov,F,15.0,158.0,50.0,TCH,1972,Floor,none
Daiane Garcia dos Santos,F,21.0,145.0,45.0,BRA,2004,Floor,none
Daiane Garcia dos Santos,F,25.0,145.0,45.0,BRA,2008,Floor,none
Daiane Garcia dos Santos,F,29.0,145.0,45.0,BRA,2012,Floor,none
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,16.0,157.0,50.0,USA,2012,Floor,none
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,USA,2016,Floor,none
"Rebecca Lauren ""Beckie"" Downie",F,16.0,156.0,55.0,GBR,2008,Floor,none
"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,GBR,2016,Floor,none
 Th Ngn Thng,F,19.0,147.0,47.0,VIE,2008,Floor,none
Gabriela Drgoi,F,15.0,146.0,37.0,ROU,2008,Floor,none
Vra Drazdkov,F,23.0,,,TCH,1956,Floor,none
Alena Devjan (-Coufalov),F,19.0,157.0,43.0,TCH,1988,Floor,none
Anka Drini,F,28.0,,,YUG,1952,Floor,none
Anik Ducza-Jnosi,F,18.0,161.0,57.0,HUN,1960,Floor,none
Anik Ducza-Jnosi,F,22.0,161.0,57.0,HUN,1964,Floor,Bronze
Anik Ducza-Jnosi,F,26.0,161.0,57.0,HUN,1968,Floor,none
Diana Gnkova Dudeva,F,20.0,157.0,46.0,BUL,1988,Floor,Bronze
Laetitia Dugain,F,15.0,160.0,52.0,FRA,2008,Floor,none
Rodica Dunca (-Kszegi),F,15.0,158.0,43.0,ROU,1980,Floor,none
Ginette Durand,F,23.0,,,FRA,1952,Floor,none
Elisabetta Durelli,F,16.0,,,ITA,1952,Floor,none
Michelle Hollis Dusserre (-Farrell),F,15.0,153.0,41.0,USA,1984,Floor,none
Brygida Dziuba (-Balska),F,21.0,164.0,54.0,POL,1960,Floor,none
Anastasiya Dzyundzyak,F,17.0,,,UZB,1996,Floor,none
Gertrd Emilia Eberle (-Kollar),F,16.0,153.0,40.0,ROU,1980,Floor,none
Lisa Ecker,F,23.0,157.0,55.0,AUT,2016,Floor,none
Kameliya Eftimova,F,14.0,145.0,35.0,BUL,1980,Floor,none
Mrta Egervri (-Magyar),F,19.0,160.0,49.0,HUN,1976,Floor,none
Mrta Egervri (-Magyar),F,23.0,160.0,49.0,HUN,1980,Floor,none
Laila Solveig Egman-Andersson,F,18.0,168.0,59.0,SWE,1960,Floor,none
Laila Solveig Egman-Andersson,F,22.0,168.0,59.0,SWE,1964,Floor,none
Laila Solveig Egman-Andersson,F,26.0,168.0,59.0,SWE,1968,Floor,none
Sidsel Ekholdt (-Hilleren),F,16.0,162.0,50.0,NOR,1972,Floor,none
Naima El-Rhouati,F,20.0,,,MAR,1996,Floor,none
Salma Mahmoud El-Said Mohamed,F,20.0,155.0,50.0,EGY,2012,Floor,none
Sherine Ahmed El-Zeiny,F,17.0,162.0,50.0,EGY,2008,Floor,none
Sherine Ahmed El-Zeiny,F,21.0,162.0,50.0,EGY,2012,Floor,none
Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,EGY,2016,Floor,none
Monica Elisabeth Elfvin (-Nkleby),F,21.0,164.0,52.0,SWE,1960,Floor,none
Meta Elste (Neumann-),F,32.0,,,USA,1952,Floor,none
Anne-Sophie Endeler,F,16.0,152.0,49.0,FRA,2000,Floor,none
"Caroline Lynne ""Carrie"" Englert (-Zimmerman)",F,18.0,163.0,49.0,USA,1976,Floor,none
Tina Erceg,F,20.0,162.0,51.0,CRO,2008,Floor,none
Tina Erceg,F,24.0,162.0,51.0,CRO,2012,Floor,none
Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,ROU,2004,Floor,none
Bettina Ernst,F,15.0,162.0,47.0,SUI,1984,Floor,none
