iter	Passed	Remaining
169	358	1751
170	360	1746
171	361	1741
172	363	1736
173	365	1732
174	366	1728
175	368	1723
176	369	1719
177	371	1714
178	372	1710
179	374	1707
180	376	1702
181	378	1698
182	379	1695
183	381	1692
184	383	1690
185	385	1688
186	387	1685
187	389	1681
188	391	1678
189	392	1674
190	394	1670
191	395	1666
192	397	1662
193	399	1659
194	401	1657
195	403	1653
196	404	1649
197	406	1644
198	407	1641
199	409	1637
200	410	1633
201	413	1631
202	415	1629
203	416	1626
204	418	1622
205	420	1620
206	421	1615
207	423	1611
208	424	1608
209	426	1604
210	428	1600
211	429	1597
212	431	1594
213	433	1591
214	435	1588
215	436	1584
216	438	1580
217	439	1576
218	441	1573
219	442	1570
220	444	1567
221	446	1565
222	448	1561
223	449	1558
224	451	1556
225	453	1553
226	455	1549
227	456	1546
228	458	1542
229	459	1539
230	461	1535
231	462	1532
232	464	1530
233	466	1526
234	467	1523
235	469	1519
236	470	1516
237	472	1512
238	474	1509
239	475	1507
240	477	1505
241	479	1501
242	481	1498
243	482	1495
244	484	1493
245	486	1490
246	487	1487
247	489	1484
248	490	1480
249	492	1477
250	494	1474
251	495	1471
252	497	1468
253	499	1465
254	500	1462
255	502	1459
256	503	1456
257	505	1452
258	506	1449
259	509	1448
260	511	1447
261	512	1444
262	514	1442
263	516	1439
264	517	1436
265	519	1434
266	521	1431
267	523	1428
268	524	1425
269	526	1423
270	527	1419
271	529	1416
272	531	1414
273	532	1410
274	533	1407
275	535	1404
276	536	1401
277	538	1399
278	540	1397
279	542	1395
280	544	1392
281	546	1390
282	548	1388
283	549	1385
284	551	1382
285	553	1380
286	554	1378
287	556	1375
288	558	1372
289	559	1370
290	561	1367
291	563	1365
292	565	1363
293	566	1360
294	568	1358
295	569	1355
296	571	1352
297	573	1351
298	575	1349
299	577	1347
300	579	1344
301	580	1342
302	582	1339
303	583	1336
304	585	1334
305	587	1332
306	589	1329
307	590	1327
308	592	1324
309	593	1321
310	595	1319
311	597	1316
312	598	1314
313	600	1312
314	602	1309
315	604	1308
316	606	1307
317	609	1306
318	611	1304
319	613	1303
320	615	1301
321	617	1300
322	620	1300
323	622	1298
324	623	1295
325	625	1293
326	627	1292
327	629	1290
328	631	1288
329	633	1286
330	635	1285
331	638	1284
332	640	1282
333	642	1281
334	644	1280
335	646	1278
336	648	1275
337	650	1273
338	652	1271
339	654	1269
340	655	1267
341	657	1265
342	659	1262
343	660	1260
344	662	1258
345	664	1255
346	666	1253
347	668	1252
348	670	1250
349	672	1248
350	673	1245
351	675	1243
352	677	1241
353	678	1239
354	680	1237
355	682	1234
356	684	1232
357	685	1229
358	687	1227
359	688	1224
360	690	1222
361	691	1219
362	693	1216
363	694	1214
364	696	1211
365	698	1209
366	699	1207
367	701	1205
368	703	1203
369	705	1200
370	707	1198
371	708	1196
372	710	1194
373	712	1192
374	713	1189
375	715	1187
376	716	1184
377	718	1182
378	720	1180
379	722	1178
380	723	1176
381	725	1173
382	727	1171
383	728	1168
384	730	1166
385	731	1164
386	734	1162
387	735	1160
388	737	1158
389	739	1155
390	740	1153
391	742	1151
392	744	1149
393	745	1147
394	747	1144
395	748	1142
396	750	1139
397	752	1137
398	753	1135
399	755	1133
400	757	1130
401	758	1128
402	760	1126
403	761	1123
404	763	1121
405	765	1119
406	767	1118
407	769	1116
408	770	1113
409	772	1111
410	774	1109
411	775	1107
412	777	1104
413	778	1102
414	780	1100
415	782	1098
416	783	1095
417	785	1093
418	787	1091
419	789	1089
420	790	1087
421	792	1085
422	793	1082
423	795	1080
424	797	1078
425	799	1076
426	801	1075
427	803	1073
428	804	1071
429	806	1069
430	808	1066
431	809	1064
432	811	1062
433	812	1060
434	814	1057
435	815	1055
436	817	1053
437	819	1050
438	820	1048
439	822	1046
440	823	1044
441	825	1041
442	826	1039
443	828	1037
444	830	1035
445	832	1033
446	833	1031
447	835	1029
448	837	1027
449	839	1025
450	840	1023
451	842	1020
452	843	1018
453	845	1016
454	846	1014
455	848	1011
456	850	1009
457	851	1007
458	853	1005
459	854	1003
460	856	1001
461	858	999
462	859	997
463	861	995
464	863	993
465	865	991
466	867	989
467	868	987
468	870	985
469	872	983
470	873	981
471	875	979
472	877	977
473	878	975
474	880	973
475	882	971
476	884	969
477	885	967
478	887	965
479	889	963
480	890	961
481	892	959
482	894	957
483	896	955
484	898	953
485	900	951
486	901	950
487	903	947
488	904	945
489	906	943
490	908	941
491	910	939
492	911	937
493	913	935
494	915	934
495	917	931
496	918	929
497	920	927
498	921	925
499	923	923
500	925	922
501	927	920
502	929	918
503	931	916
504	933	914
505	934	912
506	936	910
507	937	908
508	939	906
509	940	903
510	942	901
511	944	899
512	945	897
513	947	895
514	949	893
515	951	892
516	952	890
517	954	888
518	956	886
519	958	884
520	960	883
521	962	881
522	964	879
523	966	878
524	968	876
525	970	874
526	972	872
527	974	871
528	976	869
529	977	867
530	979	865
531	981	863
532	983	861
533	985	859
534	987	857
535	989	856
536	991	854
537	993	852
538	994	850
539	996	849
540	998	847
541	1000	845
542	1002	843
543	1004	841
544	1006	839
545	1007	837
546	1009	836
547	1011	834
548	1013	832
549	1014	830
550	1016	828
551	1018	826
552	1020	824
553	1022	823
554	1024	821
555	1026	819
556	1028	817
557	1029	815
558	1031	813
559	1033	811
560	1035	809
561	1036	807
562	1038	806
563	1040	804
564	1042	802
565	1044	800
566	1045	798
567	1047	796
568	1049	794
569	1050	792
570	1052	790
571	1054	789
572	1056	787
573	1058	785
574	1060	784
575	1063	782
576	1065	780
577	1067	779
578	1069	777
579	1072	776
580	1074	775
581	1078	774
582	1080	772
583	1082	770
584	1084	769
585	1086	767
586	1088	765
587	1090	764
588	1092	762
589	1094	760
590	1095	758
591	1097	756
592	1099	754
593	1101	752
594	1103	750
595	1104	748
596	1106	747
597	1108	745
598	1110	743
599	1111	741
600	1113	739
601	1115	737
602	1117	735
603	1119	733
604	1120	731
605	1122	730
606	1124	728
607	1126	726
608	1128	724
609	1130	722
610	1131	720
611	1133	718
612	1135	716
613	1137	715
614	1139	713
615	1141	711
616	1143	709
617	1145	707
618	1146	705
619	1148	704
620	1150	702
621	1152	700
622	1154	698
623	1156	696
624	1158	695
625	1160	693
626	1161	691
627	1163	689
628	1165	687
629	1167	685
630	1168	683
631	1170	681
632	1172	679
633	1174	677
634	1176	676
635	1178	674
636	1179	672
637	1181	670
638	1183	668
639	1185	666
640	1187	664
641	1189	663
642	1190	661
643	1192	659
644	1194	657
645	1196	655
646	1198	653
647	1199	651
648	1201	649
649	1203	648
650	1205	646
651	1206	644
652	1208	642
653	1210	640
654	1212	638
655	1214	636
656	1216	635
657	1218	633
658	1220	631
659	1222	629
660	1224	627
661	1226	626
662	1227	624
663	1229	622
664	1231	620
665	1233	618
666	1235	616
667	1236	614
668	1238	612
669	1240	611
670	1242	609
671	1243	607
672	1246	605
673	1248	603
674	1250	601
675	1252	600
676	1254	598
677	1256	596
678	1257	594
679	1259	592
680	1261	590
681	1263	588
682	1264	587
683	1266	585
684	1268	583
685	1270	581
686	1271	579
687	1273	577
688	1275	575
689	1277	573
690	1279	572
691	1281	570
692	1283	568
693	1285	566
694	1287	564
695	1289	563
696	1290	561
697	1292	559
698	1294	557
699	1296	555
700	1298	553
701	1299	551
702	1301	549
703	1303	548
704	1305	546
705	1307	544
706	1308	542
707	1311	540
708	1313	539
709	1315	537
710	1317	535
711	1319	533
712	1321	531
713	1323	530
714	1325	528
715	1327	526
716	1329	524
717	1330	522
718	1332	520
719	1334	519
720	1336	517
721	1338	515
722	1340	513
723	1342	511
724	1344	509
725	1346	508
726	1348	506
727	1350	504
728	1352	502
729	1354	500
730	1356	499
731	1357	497
732	1359	495
733	1361	493
734	1363	491
735	1365	489
736	1367	488
737	1370	486
738	1373	484
739	1376	483
740	1378	481
741	1381	480
742	1383	478
743	1385	476
744	1388	475
745	1391	473
746	1393	471
747	1396	470
748	1398	468
749	1400	466
750	1403	465
751	1405	463
752	1408	461
753	1410	460
754	1413	458
755	1415	456
756	1417	455
757	1419	453
758	1421	451
759	1424	449
760	1426	447
761	1428	446
762	1431	444
763	1433	442
764	1435	441
765	1439	439
766	1442	438
767	1443	436
768	1446	434
769	1448	432
770	1450	430
771	1453	429
772	1455	427
773	1457	425
774	1460	423
775	1462	422
776	1464	420
777	1466	418
778	1468	416
779	1471	415
780	1474	413
781	1476	411
782	1479	409
783	1480	408
784	1482	406
785	1484	404
786	1486	402
787	1488	400
788	1489	398
789	1491	396
790	1493	394
791	1495	392
792	1497	390
793	1498	388
794	1500	386
795	1502	385
796	1505	383
797	1506	381
798	1508	379
799	1510	377
800	1512	375
801	1514	373
802	1516	372
803	1518	370
804	1520	368
805	1521	366
806	1523	364
807	1525	362
808	1527	360
809	1529	358
810	1531	356
811	1533	354
812	1535	353
813	1537	351
814	1538	349
815	1540	347
816	1542	345
817	1544	343
818	1546	341
819	1548	339
820	1550	337
821	1551	336
822	1553	334
823	1555	332
824	1557	330
825	1559	328
826	1560	326
827	1562	324
828	1564	322
829	1566	320
830	1568	318
831	1570	317
832	1571	315
833	1573	313
834	1575	311
835	1577	309
836	1579	307
837	1581	305
838	1583	303
839	1585	301
840	1586	299
841	1588	298
842	1590	296
843	1592	294
844	1594	292
845	1596	290
846	1598	288
847	1600	286
848	1602	285
849	1604	283
850	1606	281
851	1608	279
852	1610	277
853	1612	275
854	1614	273
855	1615	271
856	1617	269
857	1619	268
858	1621	266
859	1622	264
860	1624	262
861	1626	260
862	1628	258
863	1630	256
864	1632	254
865	1634	252
866	1636	250
867	1638	249
868	1640	247
869	1641	245
870	1643	243
871	1645	241
872	1646	239
873	1648	237
874	1650	235
875	1652	233
876	1653	231
877	1655	230
878	1657	228
879	1659	226
880	1661	224
881	1663	222
882	1665	220
883	1667	218
884	1669	216
885	1671	215
886	1672	213
887	1674	211
888	1676	209
889	1678	207
890	1679	205
891	1681	203
892	1683	201
893	1685	199
894	1687	197
895	1689	196
896	1690	194
897	1692	192
898	1695	190
899	1697	188
900	1698	186
901	1701	184
902	1703	182
903	1705	181
904	1707	179
905	1709	177
906	1711	175
907	1713	173
908	1716	171
909	1718	169
910	1720	168
911	1722	166
912	1724	164
913	1726	162
914	1728	160
915	1731	158
916	1733	156
917	1735	154
918	1737	153
919	1739	151
920	1740	149
921	1743	147
922	1745	145
923	1746	143
924	1748	141
925	1750	139
926	1753	138
927	1754	136
928	1756	134
929	1758	132
930	1761	130
931	1763	128
932	1765	126
933	1767	124
934	1769	122
935	1771	121
936	1772	119
937	1774	117
938	1776	115
939	1778	113
940	1780	111
941	1782	109
942	1784	107
943	1785	105
944	1787	104
945	1789	102
946	1791	100
947	1794	98
948	1796	96
949	1799	94
950	1800	92
951	1802	90
952	1804	88
953	1806	87
954	1808	85
955	1809	83
956	1811	81
957	1813	79
958	1815	77
959	1817	75
960	1819	73
961	1820	71
962	1822	70
963	1824	68
964	1827	66
965	1829	64
966	1830	62
967	1832	60
968	1834	58
969	1836	56
970	1838	54
971	1840	53
972	1842	51
973	1844	49
974	1845	47
975	1847	45
976	1849	43
977	1851	41
978	1853	39
979	1855	37
980	1857	35
981	1860	34
982	1862	32
983	1864	30
984	1866	28
985	1867	26
986	1869	24
987	1871	22
988	1873	20
989	1875	18
990	1877	17
991	1878	15
992	1880	13
993	1882	11
994	1883	9
995	1885	7
996	1887	5
997	1889	3
998	1891	1
999	1893	0
