iter	RMSE
439	0.06159883519
440	0.06154092926
441	0.0613912252
442	0.06136156982
443	0.0613403863
444	0.06131161841
445	0.06057563412
446	0.06051990052
447	0.06047020392
448	0.06041997326
449	0.06031858064
450	0.0602891537
451	0.06024918659
452	0.06022887604
453	0.06019215229
454	0.06015677995
455	0.06011683989
456	0.06005306668
457	0.05986560303
458	0.05949853907
459	0.05899750841
460	0.05894221152
461	0.05850121863
462	0.0582516534
463	0.05751144108
464	0.05744064097
465	0.05740320922
466	0.05595011531
467	0.05593226686
468	0.05587891322
469	0.05585703479
470	0.05581828388
471	0.05545296426
472	0.05537942689
473	0.05516070563
474	0.05510410683
475	0.05500208489
476	0.05499781626
477	0.05442572474
478	0.05441215222
479	0.05437580754
480	0.05431143115
481	0.05425367123
482	0.05422230103
483	0.05418834399
484	0.05414263188
485	0.05408879231
486	0.05374944752
487	0.05372024299
488	0.05364094316
489	0.05354971452
490	0.05352327243
491	0.05350189188
492	0.05346710532
493	0.05341291983
494	0.05337091154
495	0.05306415494
496	0.05304621972
497	0.05301305613
498	0.05299581389
499	0.05291555021
500	0.05287408939
501	0.05281915356
502	0.05245178576
503	0.05242181992
504	0.05237934771
505	0.05229031873
506	0.05224861968
507	0.05222041095
508	0.05211235384
509	0.05209230168
510	0.05203648945
511	0.05171563209
512	0.05168685342
513	0.05134746371
514	0.05127805852
515	0.05123470612
516	0.05114742504
517	0.05112682832
518	0.05110479078
519	0.05108111095
520	0.05098876617
521	0.05093729495
522	0.05073354593
523	0.05065265921
524	0.05061616828
525	0.04946451551
526	0.04941941051
527	0.04940049466
528	0.04937171055
529	0.04919487936
530	0.04914430932
531	0.04906900961
532	0.04904595196
533	0.04902878772
534	0.04900837275
535	0.04898869966
536	0.0489365515
537	0.04889135957
538	0.04885677041
539	0.0488260758
540	0.0487929368
541	0.04877421071
542	0.04863801741
543	0.0485813327
544	0.0485672725
545	0.04853804654
546	0.0475320376
547	0.04745620479
548	0.04740475315
549	0.0473738214
550	0.04729905781
551	0.04726033629
552	0.04721554431
553	0.0471935742
554	0.04692617584
555	0.04689510549
556	0.04684980938
557	0.04681890484
558	0.04676860766
559	0.0467391463
560	0.04668638523
561	0.04665656169
562	0.04661266906
563	0.04650537604
564	0.04647786558
565	0.04610360863
566	0.04607202992
567	0.04601703969
568	0.04599100614
569	0.04593704218
570	0.04591420677
571	0.04587950017
572	0.04584772044
573	0.04582067046
574	0.0457904653
575	0.04574411763
576	0.04569573935
577	0.04566969834
578	0.04563225196
579	0.04557383881
580	0.04554849682
581	0.04552324466
582	0.04548645327
583	0.04545691418
584	0.04542413936
585	0.04536954811
586	0.04535774769
587	0.04532923616
588	0.04520898795
589	0.04519203769
590	0.04515436095
591	0.04512487564
592	0.04511073928
593	0.04505462746
594	0.04499944605
595	0.04499026713
596	0.04496557286
597	0.04493280797
598	0.04490329611
599	0.0448814656
600	0.04485400978
601	0.04478375424
602	0.04475066946
603	0.0447283593
604	0.04469721565
605	0.0446788509
606	0.04427027188
607	0.04422650779
608	0.0441945912
609	0.04403420791
610	0.04385876778
611	0.04382613955
612	0.04378996019
613	0.04376429947
614	0.04374315557
615	0.04370919598
616	0.04364458231
617	0.04361254507
618	0.04327114211
619	0.04324509508
620	0.04321936199
621	0.04317742704
622	0.04315188623
623	0.04312232495
624	0.04309638267
625	0.04306124009
626	0.043044849
627	0.04281678836
628	0.04278743836
629	0.04276583219
630	0.04271977585
631	0.04269038035
632	0.0426716435
633	0.04238351258
634	0.04237419281
635	0.0423434048
636	0.04230742391
637	0.0422685936
638	0.04224366133
639	0.04222051481
640	0.04220785358
641	0.04205567102
642	0.04204976412
643	0.04183409198
644	0.04181398073
645	0.04179333092
646	0.0417632613
647	0.04173791948
648	0.04171532977
649	0.04168673063
650	0.04164446599
651	0.04140516549
652	0.04128918388
653	0.04125145266
654	0.04121808096
655	0.04113774724
656	0.04109769274
657	0.04106614736
658	0.04103404854
659	0.04101812427
660	0.04100054599
661	0.04097204818
662	0.04093760899
663	0.04091611591
664	0.04090403985
665	0.04085289637
666	0.04082883359
667	0.04081097772
668	0.04078847604
669	0.04070598642
670	0.04068975196
671	0.04066332163
672	0.04044401767
673	0.04041966629
674	0.04040308624
675	0.04037674821
676	0.04035508678
677	0.04034408226
678	0.04032437013
679	0.04029062303
680	0.04023963707
681	0.04019358603
682	0.04015625601
683	0.04013043384
684	0.04011820617
685	0.04009927478
686	0.04005963428
687	0.04003672233
688	0.04001594231
689	0.04000398249
690	0.03996860522
691	0.0399181867
692	0.03989830729
693	0.03986232791
694	0.03966533427
695	0.03945012401
696	0.03943717234
697	0.03940758148
698	0.0393911985
699	0.03938072428
700	0.0392236328
701	0.03920408529
702	0.0391978139
703	0.03912735972
704	0.03893649734
705	0.03890825132
706	0.03870319737
707	0.03868467621
708	0.0386522213
709	0.03859082333
710	0.03858071729
711	0.03854677716
712	0.03853592151
713	0.03850617779
714	0.03831209445
715	0.03771314377
716	0.03765845766
717	0.03763491703
718	0.03762278987
719	0.03760076422
720	0.03741915767
721	0.0373986469
722	0.03736221814
723	0.03730159269
724	0.03729376616
725	0.03726386918
726	0.03724839771
727	0.0372270621
728	0.03720049479
729	0.03718215256
730	0.03714512011
731	0.03712831409
732	0.03711363698
733	0.03708350275
734	0.03691397898
735	0.03683058222
736	0.03667360051
737	0.03663923319
738	0.03660083614
739	0.03656817089
740	0.03654668794
741	0.03651547392
742	0.03648998753
743	0.0363735358
744	0.03635180154
745	0.03633459938
746	0.03628379546
747	0.03620130244
748	0.03618264327
749	0.03616152993
750	0.036149815
751	0.03613787161
752	0.0361209109
753	0.03611198746
754	0.0360908398
755	0.03606842195
756	0.03587543188
757	0.03583776052
758	0.03582234215
759	0.03579043234
760	0.03576551597
761	0.03574431856
762	0.03572584891
763	0.03567214524
764	0.03565534548
765	0.0355091418
766	0.03546168198
767	0.03544131327
768	0.03542663281
769	0.03540837904
770	0.03539513725
771	0.03537100244
772	0.03534588073
773	0.03530770321
774	0.03513808077
775	0.03512245031
776	0.03506075352
777	0.03492356431
778	0.03492041556
779	0.03489559389
780	0.03485399295
781	0.03481456808
782	0.03464352927
783	0.03462402196
784	0.03460888083
785	0.03455757647
786	0.03452571126
787	0.03449206343
788	0.03447142106
789	0.03432909418
790	0.03432401991
791	0.03428896588
792	0.03427178714
793	0.03425160052
794	0.03424365325
795	0.03379174144
796	0.03375116557
797	0.03374083951
798	0.03372067819
799	0.03370056984
800	0.03368215369
801	0.03365807072
802	0.03364638501
803	0.03361921305
804	0.03359358489
805	0.03340010009
806	0.03337287272
807	0.033330694
808	0.03328306846
809	0.03324149555
810	0.03322655427
811	0.03320978658
812	0.03317820141
813	0.03316787151
814	0.03302495816
815	0.03300347556
816	0.03299172934
817	0.03295482028
818	0.0329170719
819	0.03289926657
820	0.03287346278
821	0.03285555011
822	0.03282524364
823	0.03275778918
824	0.03273525558
825	0.03269298307
826	0.03267520343
827	0.03265288391
828	0.03263804957
829	0.03262727036
830	0.03260775538
831	0.03259506091
832	0.03257887425
833	0.03256400703
834	0.03255082751
835	0.03245816497
836	0.03244347324
837	0.0324282239
838	0.03242159145
839	0.03220760649
840	0.03219922122
841	0.03217505668
842	0.03215803187
843	0.0321197896
844	0.03198883456
845	0.03197898284
846	0.0319620517
847	0.03194714103
848	0.03190476764
849	0.03188376647
850	0.03186811024
851	0.03168920804
852	0.03167537881
853	0.03165022816
854	0.03159108812
855	0.0315818304
856	0.03153081206
857	0.03151516927
858	0.03149876862
859	0.0314630156
860	0.03145533303
861	0.03143225259
862	0.03141211925
863	0.03136299992
864	0.03124042574
865	0.03123436593
866	0.03120338814
867	0.03118046135
868	0.03116905325
869	0.03115386428
870	0.03113241999
871	0.03111580868
872	0.03108709389
873	0.03096348554
874	0.03092637825
875	0.03077768186
876	0.03076792003
877	0.03074116743
878	0.03072194161
879	0.03069708591
880	0.03067535536
881	0.03066483415
882	0.03065689837
883	0.03064206002
884	0.030638669
885	0.03062747376
886	0.03060298524
887	0.03058529561
888	0.03030097648
889	0.03027196613
890	0.03026644482
891	0.03023237601
892	0.03018965214
893	0.03016980065
894	0.03015666314
895	0.03013346289
896	0.03011289841
897	0.03008477623
898	0.03002281328
899	0.02998929495
900	0.02996717621
901	0.02995685096
902	0.02993261947
903	0.02989833036
904	0.02988659322
905	0.0298765141
906	0.02985924988
907	0.02984486041
908	0.02982610449
909	0.02980053483
910	0.02976753606
911	0.02974840283
912	0.02972516156
913	0.02968489437
914	0.02965725714
915	0.02961942137
916	0.02959998316
917	0.02954999681
918	0.02952804978
919	0.0295153934
920	0.02947625461
921	0.02944580845
922	0.02941692162
923	0.02932429242
924	0.02931687089
925	0.02929320697
926	0.02918471064
927	0.02917109027
928	0.02916157295
929	0.02915081036
930	0.02914167005
931	0.02912579746
932	0.0291055383
933	0.02908873604
934	0.0290603813
935	0.02904302989
936	0.02901119035
937	0.02899908373
938	0.028994174
939	0.02898750707
940	0.02895874975
941	0.02894248044
942	0.02892913286
943	0.02883563922
944	0.02882115724
945	0.02876651029
946	0.02866856491
947	0.02863873071
948	0.02856097786
949	0.02855303951
950	0.0285374423
951	0.02851426679
952	0.02848049513
953	0.02846178059
954	0.02845019384
955	0.02843004246
956	0.02841374438
957	0.02839645978
958	0.02837970344
959	0.02833621057
960	0.02831342234
961	0.0282301678
962	0.02821427377
963	0.02819722415
964	0.02809467383
965	0.02808583069
966	0.02806382428
967	0.02795933844
968	0.02793145538
969	0.02791664243
970	0.02790197364
971	0.02783944923
972	0.0277761467
973	0.02776565189
974	0.02773845221
975	0.02771342021
976	0.02767667334
977	0.02758647604
978	0.02757527551
979	0.02754940891
980	0.02754024711
981	0.02750728721
982	0.02748305281
983	0.02745141875
984	0.02738327487
985	0.02736287116
986	0.02734651385
987	0.02733040504
988	0.02731449243
989	0.027308541
990	0.02729362604
991	0.02728553474
992	0.02718517676
993	0.0271283394
994	0.02712376128
995	0.02711851637
996	0.02705938809
997	0.02685249758
998	0.0268404747
999	0.02682834289
