Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Name,Total_Score
m,ESP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT1,36.0,5.2,9.2,0.3,14.1,Nestor ABAD,14.099999999999998
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",FX,24.0,5.4,7.233,0.0,12.633,Nestor ABAD,12.633
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",FX,94.0,4.6,8.0,0.1,12.5,Nestor ABAD,12.5
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",HB,9.0,5.3,8.1,0.0,13.4,Nestor ABAD,13.399999999999999
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,final,"Antalya, Turkey",HB,4.0,5.3,8.366,0.0,13.666,Nestor ABAD,13.666
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",HB,5.0,5.3,8.433,0.0,13.733,Nestor ABAD,13.733
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",PB,10.0,5.8,8.033,0.0,13.833,Nestor ABAD,13.832999999999998
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PB,23.0,5.8,8.1,0.0,13.9,Nestor ABAD,13.899999999999999
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",PH,12.0,4.7,8.3,0.0,13.0,Nestor ABAD,13.0
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PH,28.0,5.0,8.233,0.0,13.233,Nestor ABAD,13.233
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",RG,17.0,5.3,8.466,0.0,13.766,Nestor ABAD,13.765999999999998
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",SR,4.0,5.3,8.366,0.0,13.666,Nestor ABAD,13.666
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",VT1,22.0,5.2,7.9,0.1,13.0,Nestor ABAD,13.000000000000002
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,69.0,4.8,9.0,0.1,13.7,Nestor ABAD,13.700000000000001
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,13.0,5.5,8.3,0.0,13.8,Nestor ABAD,13.8
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,48.0,5.5,7.9,0.0,13.4,Nestor ABAD,13.4
m,ESP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,48.0,7.9,5.5,0.0,13.4,Nestor ABAD,13.4
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,10.0,5.3,8.133,0.0,13.433,Nestor ABAD,13.433
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",HB,48.0,5.0,8.166,0.0,13.166,Nestor ABAD,13.166
m,ESP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,48.0,8.166,5.0,0.0,13.166,Nestor ABAD,13.166
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,12.0,5.8,8.4,0.0,14.2,Nestor ABAD,14.2
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PB,26.0,5.8,8.5,0.0,14.3,Nestor ABAD,14.3
m,ESP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,26.0,8.5,5.8,0.0,14.3,Nestor ABAD,14.3
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,21.0,5.1,6.166,0.0,11.266,Nestor ABAD,11.266
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PH,55.0,5.2,7.566,0.0,12.766,Nestor ABAD,12.766
m,ESP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,7.566,5.2,0.0,12.766,Nestor ABAD,12.766
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,12.0,5.3,7.933,0.0,13.233,Nestor ABAD,13.233
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",SR,90.0,4.9,7.666,0.0,12.566,Nestor ABAD,12.566
m,ESP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,90.0,7.666,4.9,0.0,12.566,Nestor ABAD,12.566
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,20.0,4.8,9.033,0.1,13.733,Nestor ABAD,13.732999999999999
m,ESP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,97.0,4.8,9.0,0.3,13.5,Nestor ABAD,13.5
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,5.4,8.433,0.0,13.833,Yumin ABBADINI,13.833
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,5.6,8.2,0.0,13.8,Yumin ABBADINI,13.799999999999999
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,5.6,8.166,0.0,13.766,Yumin ABBADINI,13.766
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,4.7,7.333,0.0,12.033,Yumin ABBADINI,12.033000000000001
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,5.0,7.533,0.0,12.533,Yumin ABBADINI,12.533000000000001
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,5.5,8.333,0.0,13.833,Yumin ABBADINI,13.833
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,5.0,8.366,0.0,13.366,Yumin ABBADINI,13.366
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,5.5,8.266,0.0,13.766,Yumin ABBADINI,13.766
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",FX,11.0,5.5,8.466,0.0,13.966,Yumin ABBADINI,13.966
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,5.3,8.166,0.0,13.466,Yumin ABBADINI,13.466000000000001
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",HB,90.0,5.3,6.833,0.0,12.133,Yumin ABBADINI,12.133
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,5.3,8.7,0.0,14.0,Yumin ABBADINI,14.0
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PB,40.0,5.3,8.2,0.0,13.5,Yumin ABBADINI,13.5
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,5.7,8.4,0.0,14.1,Yumin ABBADINI,14.100000000000001
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,final,"Antalya, Turkey",PH,6.0,5.7,8.466,0.0,14.166,Yumin ABBADINI,14.166
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PH,6.0,5.7,8.566,0.0,14.266,Yumin ABBADINI,14.266000000000002
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",RG,26.0,4.7,8.8,0.0,13.5,Yumin ABBADINI,13.5
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,4.7,8.566,0.0,13.266,Yumin ABBADINI,13.266000000000002
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",VT1,18.0,4.8,8.866,0.1,13.566,Yumin ABBADINI,13.566
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,64.0,4.8,8.933,0.0,13.733,Yumin ABBADINI,13.733
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,5.1,8.466,0.0,13.566,Yumin ABBADINI,13.565999999999999
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,34.0,5.1,8.566,0.0,13.666,Yumin ABBADINI,13.666
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,8.566,5.1,0.0,13.666,Yumin ABBADINI,13.666
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,5.1,5.1,0.3,9.9,Yumin ABBADINI,9.899999999999999
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",HB,27.0,5.6,8.0,0.0,13.6,Yumin ABBADINI,13.6
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,8.0,5.6,0.0,13.6,Yumin ABBADINI,13.6
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,5.3,7.766,0.0,13.066,Yumin ABBADINI,13.065999999999999
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PB,52.0,5.3,8.4,0.0,13.7,Yumin ABBADINI,13.7
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,8.4,5.3,0.0,13.7,Yumin ABBADINI,13.7
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,5.5,8.166,0.0,13.666,Yumin ABBADINI,13.666
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PH,15.0,5.5,8.466,0.0,13.966,Yumin ABBADINI,13.966
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,8.466,5.5,0.0,13.966,Yumin ABBADINI,13.966
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,4.7,8.466,0.0,13.166,Yumin ABBADINI,13.166
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",SR,60.0,4.7,8.3,0.0,13.0,Yumin ABBADINI,13.0
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,8.3,4.7,0.0,13.0,Yumin ABBADINI,13.0
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,4.8,9.066,0.0,13.866,Yumin ABBADINI,13.866
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,84.0,4.8,8.9,0.1,13.6,Yumin ABBADINI,13.6
m,ITA,,World Cup,qual,"Baku, Azerbaijan",FX,11.0,5.5,8.033,0.0,13.533,Yumin ABBADINI,13.533
m,ITA,,World Cup,qual,"Baku, Azerbaijan",HB,10.0,5.3,8.233,0.0,13.533,Yumin ABBADINI,13.533000000000001
m,ITA,,World Cup,qual,"Baku, Azerbaijan",PH,15.0,6.4,7.033,0.0,13.433,Yumin ABBADINI,13.433
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,7.2,5.2,0.4,12.0,Abdelrahman ABDELHALEEM,12.0
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,8.166,4.6,0.0,12.766,Abdelrahman ABDELHALEEM,12.766
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,8.1,4.3,0.0,12.4,Abdelrahman ABDELHALEEM,12.399999999999999
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,7.566,5.2,0.0,12.766,Abdelrahman ABDELHALEEM,12.766
m,EGY,,World Cup,qual,"Cairo, Egypt",PH,9.0,5.6,8.5,0.0,14.1,Abdelrahman ABDELHALEEM,14.1
m,EGY,,World Cup,qual,"Baku, Azerbaijan",PH,21.0,5.8,7.266,0.0,13.066,Abdelrahman ABDELHALEEM,13.065999999999999
m,EGY,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,116.0,5.4,7.433,0.9,11.933,Ahmed ABDELRAHMAN,11.933
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,7.433,5.4,0.9,11.933,Ahmed ABDELRAHMAN,11.933
m,EGY,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",HB,61.0,4.4,8.566,0.0,12.966,Ahmed ABDELRAHMAN,12.966000000000001
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,8.566,4.4,0.0,12.966,Ahmed ABDELRAHMAN,12.966000000000001
m,EGY,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PB,92.0,5.2,7.8,0.0,13.0,Ahmed ABDELRAHMAN,13.0
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,7.8,5.2,0.0,13.0,Ahmed ABDELRAHMAN,13.0
m,EGY,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PH,37.0,4.9,8.266,0.0,13.166,Ahmed ABDELRAHMAN,13.166
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,8.266,4.9,0.0,13.166,Ahmed ABDELRAHMAN,13.166
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,0.0,0.0,0.0,0.0,0.0,Ahmed ABDELRAHMAN,0.0
m,EGY,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,50.0,5.2,8.766,0.0,13.966,Ahmed ABDELRAHMAN,13.966000000000001
m,EGY,,World Cup,qual,"Baku, Azerbaijan",FX,33.0,5.1,7.266,0.3,12.066,Ahmed ABDELRAHMAN,12.065999999999999
m,EGY,,World Cup,qual,"Cairo, Egypt",FX,38.0,5.2,6.333,0.0,0.4,Ahmed ABDELRAHMAN,11.533000000000001
m,EGY,,World Cup,qual,"Baku, Azerbaijan",PB,12.0,5.2,8.266,0.0,13.466,Ahmed ABDELRAHMAN,13.466000000000001
m,EGY,,World Cup,qual,"Baku, Azerbaijan",PH,36.0,4.7,7.366,0.0,12.066,Ahmed ABDELRAHMAN,12.065999999999999
m,EGY,,World Cup,qual,"Cairo, Egypt",VT_1,17.0,5.6,7.833,0.0,13.433,Ahmed ABDELRAHMAN,13.433
m,EGY,,World Cup,qual,"Cairo, Egypt",VT_2,17.0,5.2,7.9,0.0,13.1,Ahmed ABDELRAHMAN,13.100000000000001
m,EGY,,World Cup,qual,"Baku, Azerbaijan",VT_1,0.0,5.2,8.166,0.0,13.366,Ahmed ABDELRAHMAN,13.366
m,EGY,,World Cup,qual,"Baku, Azerbaijan",VT_2,0.0,0.0,0.0,0.0,0.0,Ahmed ABDELRAHMAN,0.0
m,MAS,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,46.0,4.8,5.133,0.0,9.933,Ally Hamuda ABDULLAH,9.933
m,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",HB,8.0,8.0,4.3,0.0,12.3,Rasuljon ABDURAKHIMOV,12.3
m,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,5.0,8.75,4.6,0.0,13.35,Rasuljon ABDURAKHIMOV,13.35
m,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",PB,1.0,8.733,5.5,0.0,14.23,Rasuljon ABDURAKHIMOV,14.233
m,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PB,1.0,9.0,5.5,0.0,14.5,Rasuljon ABDURAKHIMOV,14.5
m,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",SR,16.0,8.4,4.1,0.0,12.5,Rasuljon ABDURAKHIMOV,12.5
m,UZB,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,39.0,8.666,4.6,0.0,13.266,Rasuljon ABDURAKHIMOV,13.266
m,UZB,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,28.0,8.233,6.0,0.0,14.233,Rasuljon ABDURAKHIMOV,14.233
m,UZB,,World Cup,qual,"Baku, Azerbaijan",HB,27.0,4.5,8.033,0.0,12.533,Rasuljon ABDURAKHIMOV,12.533
m,UZB,,World Cup,final,"Baku, Azerbaijan",PB,7.0,5.9,8.366,0.0,14.266,Rasuljon ABDURAKHIMOV,14.266
m,UZB,,World Cup,qual,"Baku, Azerbaijan",PB,8.0,5.9,8.366,0.0,14.266,Rasuljon ABDURAKHIMOV,14.266
m,GEO,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,104.0,5.3,6.3,0.0,11.6,Saba ABESADZE,11.6
m,GEO,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,101.0,3.8,7.266,0.0,11.066,Saba ABESADZE,11.065999999999999
m,GEO,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,56.0,6.0,7.166,0.0,13.166,Saba ABESADZE,13.166
m,GEO,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,89.0,3.8,7.7,0.0,11.5,Saba ABESADZE,11.5
m,GEO,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,55.0,4.7,8.333,0.0,13.033,Saba ABESADZE,13.033000000000001
m,GEO,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT1,96.0,5.2,7.966,0.3,12.866,Saba ABESADZE,12.866
m,GEO,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PB,99.0,4.5,7.566,0.0,12.066,Saba ABESADZE,12.065999999999999
m,GEO,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PH,0.0,0.0,0.0,0.0,0.0,Saba ABESADZE,0.0
m,GEO,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",RG,0.0,0.0,0.0,0.0,0.0,Saba ABESADZE,0.0
m,GEO,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,28.0,5.3,7.733,0.0,13.033,Saba ABESADZE,13.033
m,GEO,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,23.0,5.0,7.7,0.0,12.7,Saba ABESADZE,12.7
m,GEO,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,33.0,4.7,8.3,0.0,13.0,Saba ABESADZE,13.0
m,GEO,,World Cup,qual,"Baku, Azerbaijan",FX,27.0,4.9,7.866,0.0,12.766,Saba ABESADZE,12.766
m,GEO,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",FX,33.0,5.2,6.533,0.0,11.733,Saba ABESADZE,11.733
m,GEO,,World Cup,qual,"Baku, Azerbaijan",PB,21.0,5.2,7.7,0.0,12.9,Saba ABESADZE,12.9
m,GEO,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PB,18.0,5.7,7.166,0.0,12.866,Saba ABESADZE,12.866
m,GEO,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,35.0,4.5,7.766,0.0,12.266,Saba ABESADZE,12.266
m,INA,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",HB,26.0,4.9,6.733,0.0,11.633,,11.633
m,INA,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PB,29.0,4.8,6.2,0.3,10.7,,10.7
m,INA,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,39.0,4.5,7.0,0.0,11.5,,11.5
m,JOR,,51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PH,2.0,8.566,6.3,0.0,14.866,Ahmad ABU AL SOUD,14.866
m,JOR,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,8.0,8.066,6.3,0.0,14.366,Ahmad ABU AL SOUD,14.366
m,JOR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PH,8.0,5.5,6.3,0.0,11.8,Ahmad ABU AL SOUD,11.8
m,JOR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,6.0,5.9,8.7,0.0,14.6,Ahmad ABU AL SOUD,14.6
m,JOR,,World Cup,qual,"Baku, Azerbaijan",PH,26.0,5.1,7.7,0.0,12.8,Ahmad ABU AL SOUD,12.8
m,JOR,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,16.0,5.6,8.066,0.0,13.666,Ahmad ABU AL SOUD,13.666
m,ENG,,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,5.0,9.15,0.0,14.15,Ondine ACHAMPONG,14.15
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,14.0,4.3,8.2,0.0,12.5,Francisco ACUNA,12.5
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,19.0,4.3,8.0,0.0,12.3,Francisco ACUNA,12.3
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,10.0,4.2,7.95,0.0,12.15,Francisco ACUNA,12.15
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,7.0,4.2,7.65,0.0,11.85,Francisco ACUNA,11.850000000000001
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,8.0,4.2,8.0,0.0,12.2,Francisco ACUNA,12.2
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,9.0,4.5,8.4,0.0,12.9,Francisco ACUNA,12.9
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,10.0,4.5,8.5,0.0,13.0,Francisco ACUNA,13.0
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,9.0,4.1,7.7,0.0,11.8,Francisco ACUNA,11.8
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,14.0,4.1,7.6,0.0,11.7,Francisco ACUNA,11.7
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,10.0,4.0,7.8,0.0,11.8,Francisco ACUNA,11.8
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,20.0,4.0,7.7,0.0,11.7,Francisco ACUNA,11.7
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,14.0,4.0,9.0,0.0,13.0,Francisco ACUNA,13.0
m,CRC,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,22.0,4.0,8.9,0.0,12.9,Francisco ACUNA,12.9
m,CAY,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,34.0,6.6,4.0,0.0,10.6,Karthik ADAPA,10.6
m,CAY,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,35.0,7.65,3.5,0.0,11.15,Karthik ADAPA,11.15
m,CAY,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,36.0,6.1,3.0,0.0,9.1,Karthik ADAPA,9.1
m,CAY,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,33.0,7.1,3.2,0.3,10.0,Karthik ADAPA,10.0
m,CAY,,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,2.8,8.8,0.0,11.6,Karthik ADAPA,11.600000000000001
m,CAY,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,34.0,7.35,2.8,0.0,10.15,Karthik ADAPA,10.149999999999999
m,EGY,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,65.0,5.1,8.0,0.0,13.1,Mohamed AFIFY,13.1
m,EGY,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,65.0,8.0,5.1,0.0,13.1,Mohamed AFIFY,13.1
