Rank,Athlete,Nation,D,E,ND,Total
36,Xiao Ruoteng,China,6,7.4,,13.4
37,Artur Dalaloyan,Russia,5.6,7.766,,13.366
38,Wataru Tanigawa,Japan,5.7,7.633,,13.333
39,Alexander Shatilov,Israel,5.1,8.2,,13.3
40,Pablo Brägger,Switzerland,5.2,8.066,,13.266
41,David Huddleston,Bulgaria,4.9,8.333,,13.233
42,Jimmy Verbaeys,Belgium,5,8.2,,13.2
43,Vladyslav Hryko,Ukraine,5.2,7.966,,13.166
44,Bart Deurloo,Netherlands,5.6,7.566,,13.166
45,Ahmed Al Dyani,Qatar,5.1,8.033,,13.133
46,Carlo Macchini,Italy,5.3,7.8,,13.1
47,Michael Reid,Jamaica,6.5,6.6,,13.1
48,Krisztofer Meszaros,Hungary,4.7,8.366,,13.066
49,Caio Souza,Brazil,5.3,7.733,,13.033
49,Adria Vera,Spain,5.3,7.733,,13.033
51,Michael Tone,Australia,5.8,7.233,,13.033
51,Ivan Tikhonov,Azerbaijan,5.8,7.233,,13.033
53,Nestor Abad,Spain,5,8,,13
54,Elias Koski,Finland,4.9,8.066,,12.966
55,Santiago Mayol,Argentina,5.4,7.566,,12.966
55,Park Min-soo,South Korea,5.4,7.566,,12.966
57,Karim Rida,Germany,5.5,7.466,,12.966
58,Dinh Phuong Thanh,Vietnam,4.6,8.333,,12.933
59,Adam Steele,Ireland,4.9,8.033,,12.933
60,Ryan Sheppard,Hungary,5.1,7.8,,12.9
61,Casimir Schmidt,Netherlands,5.2,7.7,,12.9
62,Sun Wei,China,5.6,7.3,,12.9
63,Michel Bletterman,Netherlands,4.2,8.666,,12.866
64,Robert Tvorogal,Lithuania,4.9,7.966,,12.866
65,Shane Wiskus,United States,5.1,7.766,,12.866
66,Mauro Nemcanin,Croatia,5.4,7.466,,12.866
67,Thierno Diallo,Spain,5.5,7.366,,12.866
68,Manrique Larduet,Cuba,4.5,8.3,,12.8
69,Lee Jun-ho,South Korea,4.8,8,,12.8
70,Hillal Metidji,Algeria,5,7.8,,12.8
71,Julien Saleur,France,5.1,7.7,,12.8
72,Carlos Calvo,Colombia,4.4,8.333,,12.733
73,David Rumbutis,Sweden,4.6,8.133,,12.733
74,Christian Baumann,Switzerland,5.6,7.133,,12.733
75,Yogeshwar Singh,India,4.7,8,,12.7
76,Kim Han-sol,South Korea,5.2,7.5,,12.7
77,Andrey Likhovitskiy,Belarus,5.5,7.2,,12.7
78,Andres Martinez,Colombia,4.5,8.166,,12.666
79,Audrys Nin Reyes,Dominican Republic,5,7.666,,12.666
80,Lucas Bitencourt,Brazil,5.1,7.566,,12.666
80,Khabibullo Ergashev,Uzbekistan,5.1,7.566,,12.666
82,Yul Moldauer,United States,5.6,7.066,,12.666
83,Frank Rijken,Netherlands,5.1,7.533,,12.633
84,Isaac Cotto,Puerto Rico,5.3,7.3,,12.6
85,Samuel Mikulak,United States,5.5,7.1,,12.6
86,Oliver Hegi,Switzerland,5.3,7.266,,12.566
87,Ilyas Azizov,Kazakhstan,5.4,7.166,,12.566
87,Petrix Barbosa,Portugal,5.4,7.166,,12.566
89,Joel Plata,Spain,5.1,7.4,,12.5
90,Vinzenz Höck,Austria,4.6,7.866,,12.466
91,Arthur Mariano,Brazil,4.8,7.666,,12.466
92,Carlos Edriel Yulo,Philippines,4.9,7.566,,12.466
93,Adickxon Trejo,Veenzuela,5.2,7.266,,12.466
94,Pietro Giachino,Norway,5.4,7.066,,12.466
95,Loo Phay Xing,Malaysia,5.8,6.666,,12.466
96,Yahor Sharamkou,Belarus,5.1,7.333,,12.433
97,Dawid Weglarz,Poland,4.2,8.166,,12.366
98,Deng Shudi,China,5.5,6.866,,12.366
99,Slavomir Michnak,Slovakia,5.6,6.766,,12.366
100,Mikhail Koudinov,New Zealand,4.4,7.933,,12.333
101,Samuel Zakutney,Canada,4.8,7.533,,12.333
102,Lukas Dauser,Germany,5,7.266,,12.266
102,Uche Eke,Nigeria,5,7.266,,12.266
104,Cory Paterson,Canada,4.9,7.333,,12.233
104,Mohamed Afify,Egypt,4.9,7.333,,12.233
106,Rene Cournoyer,Canada,5.3,6.933,,12.233
107,Israel Chiriboga,Ecuador,4.8,7.4,,12.2
108,Sofus Heggemsnes,Norway,5,7.2,,12.2
109,Isaac Nunez,Mexico,4.9,7.266,,12.166
110,Matvei Petrov,Albania,5.4,6.7,,12.1
110,Hsu Ping Chien,Chinese Taipei,5.4,6.7,,12.1
112,Aleh Tsiaselski,Belarus,4.6,7.466,,12.066
113,Maxime Gentges,Belgium,5.7,6.366,,12.066
114,Ri Se Gwang,North Korea,4.6,7.433,,12.033
115,Theodor Gadderud,Norway,4.7,7.333,,12.033
116,Andres Perez,Puerto Rico,4.9,7.133,,12.033
117,Saso Bertoncelj,Slovenia,5.1,6.933,,12.033
118,Rasuljon Abdurakhimov,Uzbekistan,4.9,7.1,,12
119,James Hall,Great Britain,5.6,6.4,,12
120,Bojan Dejanovic,Serbia,4.7,7.266,,11.966
121,Robert Kirmes,Finland,4.7,7.233,,11.933
122,Saeedreza Keikha,Iran,6.3,5.583,,11.833
123,Giarnni Regini-Moran,Great Britain,5,6.866,,11.866
124,James Bacueti,Australia,4.6,7.233,,11.833
125,Milad Karimi,Kazakhstan,4.3,7.5,,11.8
126,Nikolaos Iliopoulos,Greece,4.7,7.1,,11.8
127,Philipp Herder,Germany,5,6.8,,11.8
128,Jesus Moreto,Peru,5.2,6.6,,11.8
129,Valgard Reinhardsson,Iceland,3.8,7.966,,11.766
130,Tang Chia-Hung,Chinese Taipei,4.2,7.566,,11.766
131,Niccolo Mozzato,Italy,5.1,6.6,,11.7
131,Manuel Martinez,Colombia,5.1,6.6,,11.7
133,Mustafa Arca,Turkey,3.8,7.866,,11.666
134,Tomas Gonzalez,Chile,4.7,6.966,,11.666
135,Le Thanh Tung,Vietnam,3.9,7.733,,11.633
136,Eeli Mikkola,Finland,4.1,7.5,,11.6
137,Yordan Aleksandrov,Bulgaria,4.3,7.266,,11.566
138,Oskar Kirmes,Finland,5.1,6.466,,11.566
139,Yunus Gündogdu,Turkey,3.9,7.633,,11.533
140,Filip Sasnal,Poland,4.1,7.433,,11.533
141,Lukasz Borkowski,Poland,4.4,7.133,,11.533
142,Alexander Benda,Austria,4.4,7.1,,11.5
143,Rihards Trams,Latvia,4.9,6.6,,11.5
144,Vlada Rakovic,Latvia,4.9,6.6,,11.5
145,Luka van den Keybus,Belgium,5,6.433,,11.433
146,Razvan-Denis Marc,Romania,3.9,7.5,,11.4
147,Nicola Bartolini,Italy,5.1,6.3,,11.4
148,Kim Vanström,Sweden,4,7.366,,11.366
149,Mitchell Morgans,Australia,4.1,7.233,,11.333
150,Robert Seligman,Croatia,4.2,7.133,,11.333
151,Kevin Crovetto,Monaco,3.3,7.9,,11.2
152,Joseph Fox,Trinidad & Tobago,3.8,7.366,,11.166
153,Andres Valverde,Costa Rica,4,7.166,,11.166
154,Devy Dyson,New Zealand,4.2,6.966,,11.166
155,Murad Agharzayev,Azerbaijan,5,6.133,,11.133
156,Daniel Villafañe,Argentina,4.3,6.7,,11
157,Bidzina Sitchinava,Georgia,4.8,6.2,,11
158,Tarik Soto,Costa Rica,3.8,7.175,,10.975
159,Dzianis Sanuvonh,Belarus,4.7,6.266,,10.966
160,Noah Kuavita,Belgium,4.3,6.633,,10.933
160,Tomas Kuzmickas,Lithuania,4.3,6.633,,10.933
162,Jamorn Prommanee,Thailand,4.8,6.1,,10.9
162,Ahmet Önder,Turkey,4.8,6.1,,10.9
164,Reiss Beckford,Jamaica,4.4,6.466,,10.866
165,Rafael Rosendi,Cuba,5,5.841,,10.841
166,Fabian de Luna,Mexico,4.1,6.733,,10.833
167,Andrei Muntean,Romania,4.5,6.133,,10.633
168,Benedek Tomcsanyi,Hungary,4.9,5.733,,10.633
169,Jackson Payne,Canada,5.6,5.033,,10.633
170,Vitalijs Kardasovs,Latvia,2.7,7.9,,10.6
171,Daniel Radovesnicky,Czech Republic,4.6,6,,10.6
172,Stian Skjerahaug,Norway,5.2,5.366,,10.566
173,Aditya Rana,India,3.6,6.933,,10.533
174,Vlad Cotuna,Romania,4.1,6.433,,10.533
175,Konstantin Kuzovkov,Georgia,3.9,6.6,,10.5
175,Saleem Naghouj,Jordan,3.9,6.6,,10.5
177,Ahmad Abu Al Soud,Jordan,5.5,5,,10.5
178,Fabio Chicas,El Salvador,3.5,6.866,,10.366
179,Olegs Ivanovs,Latvia,3.3,7,,10.3
180,Ilias Georgiou,Cyprus,3.4,6.733,,10.133
181,Frantisek Cerny,Czech Republic,3.6,6.533,,10.133
182,Ashish Kumar,India,4,6.1,,10.1
183,Caleb Faulk,Jamaica,4,6,,10
184,Bernardo Almeida,Portugal,3.3,6.6,,9.9
185,Enkhtulga Altansukh,Mongolia,4.2,5.633,,9.833
186,Ri Wi Chol,North Korea,5.1,4.7,,9.8
187,Juan Abad Godoy,Ecuador,4,5.633,,9.633
188,Matthias Schwab,Austria,4.7,4.833,,9.533
189,Petar Vefic,Serbia,4,5.5,,9.5
190,Karl Idesjö,Sweden,2.9,6.566,,9.466
191,Jose Lopez,Puerto Rico,4.1,5.266,,9.366
192,Toma Modoianu-Zseder,Romania,3.6,5.716,,9.316
193,Victor Rostagno,Uruguay,3.4,5.666,,9.066
194,Ioane Jimsheleishvili,Georgia,3.4,5.566,,8.966
195,Joel Alvarez,Chile,3.5,5.133,,8.633
196,Meshari Al Deriwish,Kuwait,3,5.166,,8.166
197,Arian Leon Prado,Peru,3.6,4.133,,7.733
198,Ali Al Jafar,Kuwait,2.9,4.1,,7
199,Sabah Al Subaiei,Kuwait,3.3,2.7,,6
200,Martin Gudmundsson,Iceland,2.4,6.933,-4,5.333
201,Nahel Clement Bouanane,Morocco,2.4,6.133,-4,4.533
202,Gerardo Cabrera,Uruguay,3.3,5.2,-4,4.5
203,Abellino Rubio,Guatemala,2.6,5,-4,3.6
204,Nabil Zouhair,Morocco,2,4.4,-4,2.4
205,Prosper Okosun,Nigeria,2,4.466,-6.3,0.166
