Rank,Athlete,Nation,D,E,ND,Total,round,year
21,deng shudi,CHN,6.2,7.9,0.0,14.1,qual,2019
22,fabian de luna,MEX,6.0,8.066,0.0,14.066,qual,2019
22,caio souza,BRA,6.0,8.066,0.0,14.066,qual,2019
24,kazuma kaya,JPN,6.1,7.933,0.0,14.033,qual,2019
24,trevor howard,USA,6.1,7.933,0.0,14.033,qual,2019
26,andreas toba,none,5.8,8.2,0.0,14.0,qual,2019
27,sun wei,CHN,5.9,8.1,0.0,14.0,qual,2019
28,wataru tanigawa,JPN,6.0,7.966,0.0,13.966,qual,2019
29,oleg verniaiev,UKR,5.7,8.233,0.0,13.933,qual,2019
30,ahmet önder,TUR,6.0,7.933,0.0,13.933,qual,2019
31,nikita simonov,AZE,5.8,8.066,0.0,13.866,qual,2019
31,joe fraser,none,5.8,8.066,0.0,13.866,qual,2019
33,dominick cunningham,none,5.5,8.333,0.0,13.833,qual,2019
34,xiao ruoteng,CHN,5.7,8.133,0.0,13.833,qual,2019
35,yu chao wei,none,5.8,8.033,0.0,13.833,qual,2019
36,artur davtyan,ARM,5.3,8.5,0.0,13.8,qual,2019
37,yul moldauer,USA,5.6,8.2,0.0,13.8,qual,2019
38,yang hak-seon,SKR,5.8,8.0,0.0,13.8,qual,2019
39,william emard,CAN,5.9,7.9,0.0,13.8,qual,2019
40,james hall,none,5.6,8.166,0.0,13.766,qual,2019
40,park min-soo,SKR,5.6,8.166,0.0,13.766,qual,2019
42,tang chia-hung,none,5.7,8.066,0.0,13.766,qual,2019
43,eddy yusof,SUI,5.5,8.233,0.0,13.733,qual,2019
44,samuel mikulak,USA,5.4,8.3,0.0,13.7,qual,2019
45,casimir schmidt,NED,5.4,8.266,0.0,13.666,qual,2019
46,manrique larduet,CUB,5.6,8.066,0.0,13.666,qual,2019
47,yevgen yudenkov,UKR,5.7,7.966,0.0,13.666,qual,2019
48,yunus gündogdu,TUR,5.9,7.766,0.0,13.666,qual,2019
48,akash modi,USA,5.9,7.766,0.0,13.666,qual,2019
50,kakeru tanigawa,JPN,5.4,8.233,0.0,13.633,qual,2019
51,nestor abad,ESP,5.5,8.1,0.0,13.6,qual,2019
52,lee jung-hyo,SKR,5.4,8.166,0.0,13.566,qual,2019
53,christian baumann,SUI,5.1,8.433,0.0,13.533,qual,2019
54,kim han-sol,SKR,5.4,8.133,0.0,13.533,qual,2019
55,lee chih kai,none,5.3,8.2,0.0,13.5,qual,2019
56,petrix barbosa,POR,5.6,7.9,0.0,13.5,qual,2019
57,petro pakhniuk,UKR,5.3,8.166,0.0,13.466,qual,2019
58,ivan tikhonov,AZE,5.3,8.133,0.0,13.433,qual,2019
58,rene cournoyer,CAN,5.3,8.133,0.0,13.433,qual,2019
60,ivan stretovich,RUS,4.9,8.441,0.0,13.341,qual,2019
61,devy dyson,NZL,5.3,8.0,0.0,13.3,qual,2019
62,pablo brägger,SUI,4.6,8.666,0.0,13.266,qual,2019
63,daniel villafañe,ARG,5.8,7.466,0.0,13.266,qual,2019
64,bart deurloo,NED,5.3,7.933,0.0,13.233,qual,2019
64,oliver hegi,SUI,5.3,7.933,0.0,13.233,qual,2019
66,robert tvorogal,LTU,4.7,8.5,0.0,13.2,qual,2019
67,maxime gentges,BEL,4.9,8.3,0.0,13.2,qual,2019
68,sofus heggemsnes,NOR,4.6,8.566,0.0,13.166,qual,2019
69,ilias georgiou,CYP,4.8,8.366,0.0,13.166,qual,2019
69,ludovico edalli,ITA,4.8,8.366,0.0,13.166,qual,2019
71,joel plata,ESP,5.0,8.166,0.0,13.166,qual,2019
72,carlos edriel yulo,PHI,5.1,8.066,0.0,13.166,qual,2019
73,matvei petrov,ALB,4.9,8.258,0.0,13.158,qual,2019
74,ilya yakauleu,BLR,5.6,7.541,0.0,13.141,qual,2019
75,rasuljon abdurakhimov,UZB,4.8,8.333,0.0,13.133,qual,2019
76,philipp herder,none,5.1,8.033,0.0,13.133,qual,2019
77,theodor gadderud,NOR,4.6,8.5,0.0,13.1,qual,2019
78,karim rida,none,4.7,8.4,0.0,13.1,qual,2019
79,milad karimi,KAZ,4.8,8.3,0.0,13.1,qual,2019
80,loris frasca,FRA,4.9,8.2,0.0,13.1,qual,2019
81,cory paterson,CAN,5.0,8.1,0.0,13.1,qual,2019
81,marios georgiou,CYP,5.0,8.1,0.0,13.1,qual,2019
81,nicolau mir,ESP,5.0,8.1,0.0,13.1,qual,2019
84,giarnni regini-moran,none,4.6,8.433,0.0,13.033,qual,2019
85,niccolo mozzato,ITA,4.8,8.2,0.0,13.0,qual,2019
86,vlad cotuna,ROU,5.1,7.9,0.0,13.0,qual,2019
87,daniel corral,MEX,4.8,8.166,0.0,12.966,qual,2019
88,reiss beckford,JAM,4.9,8.066,0.0,12.966,qual,2019
89,andrey likhovitskiy,BLR,4.6,8.333,0.0,12.933,qual,2019
90,francisco barretto,BRA,4.7,8.233,0.0,12.933,qual,2019
91,toma modoianu-zseder,ROU,5.3,7.633,0.0,12.933,qual,2019
92,krisztofer meszaros,HUN,4.5,8.4,0.0,12.9,qual,2019
93,akim mussayev,KAZ,4.7,8.2,0.0,12.9,qual,2019
94,adria vera,ESP,4.8,8.1,0.0,12.9,qual,2019
95,jose lopez,PUR,5.2,7.7,0.0,12.9,qual,2019
96,michael tone,AUS,5.3,7.6,0.0,12.9,qual,2019
97,pietro giachino,NOR,4.3,8.566,0.0,12.866,qual,2019
98,khabibullo ergashev,UZB,4.4,8.466,0.0,12.866,qual,2019
99,karl idesjö,SWE,4.6,8.266,0.0,12.866,qual,2019
100,nikolaos iliopoulos,GRE,4.7,8.166,0.0,12.866,qual,2019
101,david huddleston,BUL,4.6,8.2,0.0,12.8,qual,2019
102,hsu ping chien,none,4.7,8.1,0.0,12.8,qual,2019
103,mitchell morgans,AUS,4.9,7.891,0.0,12.791,qual,2019
104,ashish kumar,IND,4.5,8.266,0.0,12.766,qual,2019
104,artem dolgopyat,ISR,4.5,8.266,0.0,12.766,qual,2019
104,alexander shatilov,ISR,4.5,8.266,0.0,12.766,qual,2019
107,isaac cotto,PUR,4.6,8.166,0.0,12.766,qual,2019
108,santiago mayol,ARG,4.8,7.966,0.0,12.766,qual,2019
109,aditya rana,IND,5.0,7.766,0.0,12.766,qual,2019
110,jackson payne,CAN,5.1,7.666,0.0,12.766,qual,2019
111,noah kuavita,BEL,4.6,8.133,0.0,12.733,qual,2019
111,yordan aleksandrov,BUL,4.6,8.133,0.0,12.733,qual,2019
111,bernardo almeida,POR,4.6,8.133,0.0,12.733,qual,2019
114,antoine borello,FRA,4.5,8.216,0.0,12.716,qual,2019
115,mikhail koudinov,NZL,4.5,8.2,0.0,12.7,qual,2019
115,vlada rakovic,SRB,4.5,8.2,0.0,12.7,qual,2019
117,alexander benda,AUT,4.6,8.1,0.0,12.7,qual,2019
118,frank rijken,NED,4.7,8.0,0.0,12.7,qual,2019
119,manuel martinez,COL,5.3,7.4,0.0,12.7,qual,2019
120,abdulla azimov,UZB,4.3,8.366,0.0,12.666,qual,2019
121,victor rostagno,URU,5.1,7.533,0.0,12.633,qual,2019
122,david rumbutis,SWE,4.3,8.3,0.0,12.6,qual,2019
123,rafael rosendi,CUB,5.5,7.075,0.0,12.575,qual,2019
124,jimmy verbaeys,BEL,4.5,8.066,0.0,12.566,qual,2019
124,filip sasnal,POL,4.5,8.066,0.0,12.566,qual,2019
126,oskar kirmes,FIN,4.7,7.866,0.0,12.566,qual,2019
126,lukasz borkowski,POL,4.7,7.866,0.0,12.566,qual,2019
128,konstantin kuzovkov,GEO,4.4,8.133,0.0,12.533,qual,2019
129,ferhat arican,TUR,4.7,7.833,0.0,12.533,qual,2019
130,benedek tomcsanyi,HUN,4.8,7.733,0.0,12.533,qual,2019
131,tomas gonzalez,CHI,4.9,7.633,0.0,12.533,qual,2019
132,ilyas azizov,KAZ,4.4,8.1,0.0,12.5,qual,2019
133,gabriel swan,AUS,4.5,8.0,0.0,12.5,qual,2019
134,michel bletterman,NED,4.7,7.8,0.0,12.5,qual,2019
135,valgard reinhardsson,ISL,4.3,8.166,0.0,12.466,qual,2019
136,david jessen,CZE,4.1,8.333,0.0,12.433,qual,2019
137,loo phay xing,MAS,4.2,8.233,0.0,12.433,qual,2019
138,andres perez,PUR,4.4,7.966,0.0,12.366,qual,2019
139,soma laszlo csorvasi,HUN,4.6,7.766,0.0,12.366,qual,2019
140,mohamed afify,EGY,4.4,7.933,0.0,12.333,qual,2019
141,razvan-denis marc,ROU,4.7,7.633,0.0,12.333,qual,2019
142,le thanh tung,VIE,4.9,7.433,0.0,12.333,qual,2019
143,luka van den keybus,BEL,4.4,7.9,0.0,12.3,qual,2019
144,yogeshwar singh,IND,4.0,8.266,0.0,12.266,qual,2019
144,olegs ivanovs,LAT,4.0,8.266,0.0,12.266,qual,2019
146,frantisek cerny,CZE,4.2,8.066,0.0,12.266,qual,2019
147,audrys nin reyes,DOM,4.3,7.966,0.0,12.266,qual,2019
148,adam steele,IRL,4.2,8.033,0.0,12.233,qual,2019
149,joseph fox,TRI,4.0,8.2,0.0,12.2,qual,2019
150,israel chiriboga,ECU,4.4,7.8,0.0,12.2,qual,2019
151,robert kirmes,FIN,4.8,7.366,0.0,12.166,qual,2019
152,slavomir michnak,SVK,4.1,8.033,0.0,12.133,qual,2019
153,murad agharzayev,AZE,4.4,7.733,0.0,12.133,qual,2019
153,isaac nunez,MEX,4.4,7.733,0.0,12.133,qual,2019
155,ahmed al dyani,QAT,4.2,7.9,0.0,12.1,qual,2019
156,ryan sheppard,HUN,4.7,7.4,0.0,12.1,qual,2019
157,matthias schwab,AUT,4.0,8.066,0.0,12.066,qual,2019
158,joel alvarez,CHI,4.5,7.566,0.0,12.066,qual,2019
159,dinh phuong thanh,VIE,4.2,7.833,0.0,12.033,qual,2019
160,julien saleur,FRA,4.7,7.333,0.0,12.033,qual,2019
161,carlos calvo,COL,5.7,6.266,0.0,11.966,qual,2019
162,bidzina sitchinava,GEO,4.1,7.833,0.0,11.933,qual,2019
162,yerbol jantykov,KAZ,4.1,7.833,0.0,11.933,qual,2019
164,tomas kuzmickas,LTU,4.2,7.733,0.0,11.933,qual,2019
165,andres martinez,COL,4.7,7.2,0.0,11.9,qual,2019
166,caleb faulk,JAM,4.6,7.275,0.0,11.875,qual,2019
167,eeli mikkola,FIN,3.9,7.966,0.0,11.866,qual,2019
168,rihards trams,LAT,4.2,7.633,0.0,11.833,qual,2019
169,arian leon prado,PER,4.0,7.8,0.0,11.8,qual,2019
170,bojan dejanovic,SRB,3.5,8.266,0.0,11.766,qual,2019
171,tikumporn surintornta,THA,4.6,7.166,0.0,11.766,qual,2019
172,daniel radovesnicky,CZE,4.0,7.733,0.0,11.733,qual,2019
172,enkhtulga altansukh,MGL,4.0,7.733,0.0,11.733,qual,2019
174,yahor sharamkou,BLR,4.3,7.366,0.0,11.666,qual,2019
175,ahmed anis maoudj,ALG,3.8,7.833,0.0,11.633,qual,2019
176,ri wi chol,none,4.9,6.733,0.0,11.633,qual,2019
177,ioane jimsheleishvili,GEO,4.4,7.2,0.0,11.6,qual,2019
178,elias koski,FIN,4.9,6.666,0.0,11.566,qual,2019
179,dawid weglarz,POL,3.4,8.1,0.0,11.5,qual,2019
180,martin gudmundsson,ISL,3.5,8.0,0.0,11.5,qual,2019
181,saleem naghouj,JOR,4.3,7.2,0.0,11.5,qual,2019
182,dzianis sanuvonh,BLR,4.4,7.1,0.0,11.5,qual,2019
183,hillal metidji,ALG,4.2,7.266,0.0,11.466,qual,2019
184,lucas bitencourt,BRA,4.6,6.833,0.0,11.433,qual,2019
185,kevin crovetto,MON,3.9,7.5,0.0,11.4,qual,2019
186,jamorn prommanee,THA,4.0,7.4,0.0,11.4,qual,2019
187,vitalijs kardasovs,LAT,3.4,7.9,0.0,11.3,qual,2019
188,stian skjerahaug,NOR,3.7,7.533,0.0,11.233,qual,2019
189,adickxon trejo,VEN,3.6,7.866,-0.3,11.166,qual,2019
190,andres valverde,CRC,3.6,7.5,0.0,11.1,qual,2019
191,petar vefic,SRB,3.6,7.466,0.0,11.066,qual,2019
192,abellino rubio,GUA,4.7,6.333,0.0,11.033,qual,2019
193,jesus moreto,PER,3.4,7.6,0.0,11.0,qual,2019
194,fabio chicas,ESA,3.8,6.933,0.0,10.733,qual,2019
195,nabil zouhair,MAR,3.4,7.233,0.0,10.633,qual,2019
196,tarik soto,CRC,3.4,7.108,0.0,10.508,qual,2019
197,gerardo cabrera,URU,3.4,7.0,0.0,10.4,qual,2019
198,juan abad godoy,ECU,2.8,6.8,0.0,9.6,qual,2019
199,al al jafar,KUW,2.9,6.333,0.0,9.233,qual,2019
200,meshari al deriwish,KUW,2.8,6.4,0.0,9.2,qual,2019
201,sabah al subaiei,KUW,1.7,6.116,-4.3,3.516,qual,2019
