Rank,Athlete,Nation,D,E,ND,Total,round,year
66,adam steele,IRL,5.0,8.666,0.0,13.666,qual,2018
67,fabian de luna,MEX,5.4,8.266,0.0,13.666,qual,2018
68,loris frasca,FRA,4.9,8.733,0.0,13.633,qual,2018
69,lucas bitencourt,BRA,5.7,7.933,0.0,13.633,qual,2018
70,artur davtyan,ARM,4.5,9.1,0.0,13.6,qual,2018
71,robert tvorogal,LTU,5.6,8.0,0.0,13.6,qual,2018
72,adam babos,HUN,5.1,8.466,0.0,13.566,qual,2018
73,ivan tikhonov,AZE,5.3,8.233,0.0,13.533,qual,2018
73,cristian bataga,ROU,5.3,8.233,0.0,13.533,qual,2018
75,francisco barretto,BRA,6.0,7.533,0.0,13.533,qual,2018
76,maxime gentges,BEL,5.1,8.425,0.0,13.525,qual,2018
77,alexander shatilov,ISR,4.9,8.6,0.0,13.5,qual,2018
78,andres martinez,COL,5.1,8.4,0.0,13.5,qual,2018
79,oskar kirmes,FIN,5.5,8.0,0.0,13.5,qual,2018
80,daniel radovesnicky,CZE,5.0,8.466,0.0,13.466,qual,2018
81,andrea russo,ITA,5.4,8.066,0.0,13.466,qual,2018
82,rasuljon abdurakhimov,UZB,5.7,7.766,0.0,13.466,qual,2018
83,david vecsernyes,HUN,4.8,8.633,0.0,13.433,qual,2018
84,maksym vasylenko,UKR,5.3,8.133,0.0,13.433,qual,2018
85,jamorn prommanee,THA,5.4,8.033,0.0,13.433,qual,2018
86,simao almeida,POR,4.9,8.5,0.0,13.4,qual,2018
87,thierno diallo,ESP,5.3,8.066,0.0,13.366,qual,2018
88,mikhail koudinov,NZL,5.6,7.766,0.0,13.366,qual,2018
89,jonathan vrolix,BEL,5.0,8.333,0.0,13.333,qual,2018
90,michael sorokine,ISR,4.7,8.6,0.0,13.3,qual,2018
91,nicolas cordoba,ARG,4.6,8.666,0.0,13.266,qual,2018
92,ryan sheppard,HUN,5.2,8.033,0.0,13.233,qual,2018
93,petrix barbosa,POR,5.9,7.325,0.0,13.225,qual,2018
94,severin kranzlmüller,AUT,4.8,8.4,0.0,13.2,qual,2018
95,christian baumann,SUI,6.1,7.1,0.0,13.2,qual,2018
96,artem dolgopyat,ISR,5.0,8.166,0.0,13.166,qual,2018
97,manrique larduet,CUB,5.7,7.466,0.0,13.166,qual,2018
98,dzianis sanuvonh,BLR,4.7,8.433,0.0,13.133,qual,2018
99,yu chao-wei,none,5.0,8.133,0.0,13.133,qual,2018
100,ethan dick,NZL,5.1,8.033,0.0,13.133,qual,2018
101,luka van den keybus,BEL,5.4,7.733,0.0,13.133,qual,2018
101,phan ngoc hung,VIE,5.4,7.733,0.0,13.133,qual,2018
103,han jong hyok,none,5.9,7.233,0.0,13.133,qual,2018
104,stian skjerahaug,NOR,4.8,8.266,0.0,13.066,qual,2018
105,odin kalvø,NOR,4.1,8.933,0.0,13.033,qual,2018
106,mustafa arca,TUR,4.7,8.333,0.0,13.033,qual,2018
107,georgios chatziefstathiou,GRE,4.9,8.133,0.0,13.033,qual,2018
108,carlos calvo,COL,5.3,7.733,0.0,13.033,qual,2018
109,antonios tantalidis,GRE,4.1,8.9,0.0,13.0,qual,2018
110,sofus heggemsnes,NOR,4.4,8.6,0.0,13.0,qual,2018
111,mitchell morgans,AUS,5.2,7.8,0.0,13.0,qual,2018
111,vitalii arseniev,GEO,5.2,7.8,0.0,13.0,qual,2018
113,francisco rojo,MEX,5.1,7.866,0.0,12.966,qual,2018
114,clay mason stephens,AUS,5.7,7.266,0.0,12.966,qual,2018
115,kyleab ellis,NZL,4.3,8.633,0.0,12.933,qual,2018
116,harald wibye,NOR,4.5,8.433,0.0,12.933,qual,2018
117,julian jato,ARG,5.0,7.933,0.0,12.933,qual,2018
118,shiao yu-jan,none,4.7,8.2,0.0,12.9,qual,2018
119,nikita simonov,AZE,4.9,8.0,0.0,12.9,qual,2018
120,rafael szabo,ROU,5.1,7.8,0.0,12.9,qual,2018
121,akash modi,USA,5.6,7.6,-0.3,12.9,qual,2018
122,tyson bull,AUS,5.1,7.766,0.0,12.866,qual,2018
123,matthias schwab,AUT,4.2,8.633,0.0,12.833,qual,2018
124,raman antropau,BLR,5.1,7.733,0.0,12.833,qual,2018
125,ibrahim colak,TUR,5.7,7.133,0.0,12.833,qual,2018
126,neofytos kyriakou,CYP,3.7,9.1,0.0,12.8,qual,2018
127,milos paunovic,SRB,4.7,8.1,0.0,12.8,qual,2018
128,petar vefic,SRB,4.8,8.0,0.0,12.8,qual,2018
129,oliver hegi,SUI,5.8,7.0,0.0,12.8,qual,2018
130,vigen khachatryan,ARM,4.0,8.766,0.0,12.766,qual,2018
131,franz card,FIN,4.5,8.233,0.0,12.733,qual,2018
132,reiss beckford,JAM,5.4,7.333,0.0,12.733,qual,2018
133,ilyas azizov,KAZ,4.4,8.3,0.0,12.7,qual,2018
134,loo phay xing,MAS,4.6,8.1,0.0,12.7,qual,2018
135,daniel aguero,PER,5.4,7.3,0.0,12.7,qual,2018
136,devy dyson,NZL,4.8,7.866,0.0,12.666,qual,2018
137,julien gobaux,FRA,5.4,7.233,0.0,12.633,qual,2018
138,lee chih-kai,none,5.6,7.0,0.0,12.6,qual,2018
139,ri wi chol,none,5.9,6.7,0.0,12.6,qual,2018
140,ioane jimsheleishvili,GEO,4.6,7.966,0.0,12.566,qual,2018
141,marios georgiou,CYP,5.3,7.266,0.0,12.566,qual,2018
142,yerbol jantykov,KAZ,5.2,7.333,0.0,12.533,qual,2018
143,daniel villafane,ARG,4.9,7.533,0.0,12.433,qual,2018
144,william broman,SWE,3.7,8.7,0.0,12.4,qual,2018
145,scott costin,AUS,4.4,7.966,0.0,12.366,qual,2018
146,timur bairamov,AZE,4.7,7.641,0.0,12.341,qual,2018
147,daniel ponizil,CZE,4.4,7.933,0.0,12.333,qual,2018
148,patricio razo,MEX,4.7,7.633,0.0,12.333,qual,2018
149,ahmed al dyani,QAT,5.4,6.933,0.0,12.333,qual,2018
150,federico molinari,ARG,4.6,7.7,0.0,12.3,qual,2018
151,svjatoslav solovjev,CZE,3.5,8.7,0.0,12.2,qual,2018
152,murad agharzayev,AZE,4.3,7.9,0.0,12.2,qual,2018
152,stephen lewis,JAM,4.3,7.9,0.0,12.2,qual,2018
154,han chung hyo,none,4.7,7.5,0.0,12.2,qual,2018
155,antoine borello,FRA,4.9,7.3,0.0,12.2,qual,2018
156,kim vanström,SWE,3.8,8.366,0.0,12.166,qual,2018
157,konstantin kuzovkov,GEO,4.7,7.466,0.0,12.166,qual,2018
158,fabio sereinig,AUT,4.8,7.333,0.0,12.133,qual,2018
159,khusniddin abdusamatov,UZB,4.5,7.6,0.0,12.1,qual,2018
160,botond kardos,HUN,4.8,7.266,0.0,12.066,qual,2018
161,david rumbutis,SWE,4.7,7.333,0.0,12.033,qual,2018
162,wei an terry tay,SIN,4.4,7.6,0.0,12.0,qual,2018
163,frantisek cerny,CZE,4.2,7.733,0.0,11.933,qual,2018
164,bernardo almeida,POR,4.4,7.533,0.0,11.933,qual,2018
165,bojan dejanovic,SRB,4.4,7.5,0.0,11.9,qual,2018
166,karl idesjö,SWE,5.0,6.9,0.0,11.9,qual,2018
167,vinzenz höck,AUT,4.2,7.666,0.0,11.866,qual,2018
168,saba abesadze,GEO,4.7,7.166,0.0,11.866,qual,2018
169,nikola jurkovic,SRB,5.0,6.8,0.0,11.8,qual,2018
170,saleem naghouj,JOR,4.1,7.633,0.0,11.733,qual,2018
171,robert seligman,CRO,2.3,9.333,0.0,11.633,qual,2018
172,slavomir michnak,SVK,4.1,7.533,0.0,11.633,qual,2018
173,artur tovmasyan,ARM,2.9,8.708,0.0,11.608,qual,2018
174,israel chiriboga,ECU,4.5,7.266,-0.3,11.466,qual,2018
175,abdulla azimov,UZB,4.4,7.066,0.0,11.466,qual,2018
176,bobur toshpulatov,UZB,4.0,7.433,0.0,11.433,qual,2018
177,michalis krasias,CYP,4.4,7.0,0.0,11.4,qual,2018
178,hsu ping-chien,none,5.4,6.0,0.0,11.4,qual,2018
179,le thanh tunh,VIE,5.4,5.966,0.0,11.366,qual,2018
180,elias koski,FIN,4.3,6.833,0.0,11.133,qual,2018
181,caleb faulk,JAM,3.6,7.466,0.0,11.066,qual,2018
182,didier lugo,COL,4.9,6.166,0.0,11.066,qual,2018
183,tin srbic,CRO,2.8,8.1,0.0,10.9,qual,2018
184,ahmed mosa,QAT,3.8,7.0,0.0,10.8,qual,2018
185,valgard reinhardsson,ISL,4.4,6.233,0.0,10.633,qual,2018
186,yasir al dulaimi,IRQ,4.1,6.933,-0.6,10.433,qual,2018
187,yordan aleksandrov,BUL,4.4,5.233,0.0,9.633,qual,2018
188,eythor baldursson,ISL,3.3,5.266,0.0,8.566,qual,2018
189,leonardo kusan,CRO,2.2,8.833,-4.0,7.033,qual,2018
