Rank,Athlete,Nation,D,E,ND,Total,round,year
176,mustafa arca,TUR,4.4,7.033,0.0,11.433,qual,2019
177,murad agharzayev,AZE,4.2,7.2,0.0,11.4,qual,2019
178,julien saleur,FRA,4.9,6.5,0.0,11.4,qual,2019
179,jesus moreto,PER,4.4,6.933,0.0,11.333,qual,2019
180,tarik soto,CRC,4.3,6.866,0.0,11.166,qual,2019
180,israel chiriboga,ECU,4.3,6.866,0.0,11.166,qual,2019
182,vladyslav hryko,UKR,4.6,6.533,0.0,11.133,qual,2019
183,artem dolgopyat,ISR,4.7,6.4,0.0,11.1,qual,2019
184,jamorn prommanee,THA,4.0,7.066,0.0,11.066,qual,2019
185,fabian de luna,MEX,4.0,6.933,0.0,10.933,qual,2019
186,ali al jafar,KUW,3.2,7.433,0.0,10.633,qual,2019
187,hillal metidji,ALG,4.6,5.966,0.0,10.566,qual,2019
188,abellino rubio,GUA,2.7,7.733,0.0,10.433,qual,2019
189,arian leon prado,PER,3.2,7.233,0.0,10.433,qual,2019
190,isaac cotto,PUR,3.9,6.466,0.0,10.366,qual,2019
191,gerardo cabrera,URU,2.9,7.433,0.0,10.333,qual,2019
192,meshari al deriwish,KUW,3.4,6.666,0.0,10.066,qual,2019
193,ri wi chol,none,5.3,4.733,0.0,10.033,qual,2019
194,mohamed aziz trabelsi,TUN,3.6,6.366,0.0,9.966,qual,2019
195,sabah al subaiei,KUW,2.6,6.5,0.0,9.1,qual,2019
196,andres valverde,CRC,2.4,6.666,0.0,9.066,qual,2019
197,nabil zouhair,MAR,3.8,5.233,0.0,9.033,qual,2019
198,fabio chicas,ESA,2.7,6.266,0.0,8.966,qual,2019
199,nahel clement bouanane,MAR,2.6,5.033,0.0,7.633,qual,2019
