Rank,Athlete,Nation,VT,UB,BB,FX,AA
107,Viktoria Vydurekova,Slovakia,12.733,11.766,9.4,11.3,45.199
108,Julie Søderstrøm,Norway,12.7,11.233,9.033,12.2,45.166
109,Lucija Hribar,Slovenia,12.033,11.7,10.166,11.266,45.165
110,Mariana Marianito,Portugal,12.666,10.266,9.966,12.2,45.098
111,Aida Bauyrzhanova,Kazakhstan,12.166,9.3,11.933,11.633,45.032
112,Tan Ing Yueh,Malaysia,13.2,10.633,8.966,12.2,44.999
113,Ruba Al Daoud,Jordan,12.825,11.408,9.833,10.816,44.882
114,Ang Tracie,Malaysia,12.733,10.233,11.433,10.433,44.832
115,Thea Nygaard,Norway,12.666,10.733,9.066,12.266,44.731
116,Mackenzie Robinson,Jamaica,12.1,9.8,11.566,11.2,44.666
117,Agustina Pisos,Argentina,13.066,8.066,11.433,12.066,44.631
118,Charlotte Ryan,New Zealand,13.4,9.4,10.333,11.4,44.533
119,Chuang Hsiu-Ju,Chinese Taipei,12.366,9.733,11.233,11.066,44.398
120,Isabella Brett,New Zealand,13.166,8.233,11.133,11.7,44.232
121,Aleksandra Rajcic,Serbia,12.133,11.3,10.5,10.1,44.033
122,Mette Hulgaard,Denmark,12.5,11.133,8.5,11.866,43.999
123,Ana Palacios,Guatemala,12.966,8.266,10.766,11.966,43.964
124,Evelina Maja,Greece,13.033,9.7,9.233,11.966,43.932
125,Mariya Lastouskaya,Belarus,11.866,10.7,9.933,11.433,43.932
126,Anna Subbotina,Georgia,12.933,10.266,9.3,11.3,43.799
127,Anastasija Dubova,Latvia,11.7,10.9,9.866,11.166,43.632
128,Arianna Castaneda,Costa Rica,12.566,10.566,9.033,11.4,43.565
129,Siiri Saukkonen,Finland,12.6,10.566,8.333,11.833,43.332
130,Meitar Lavy,Israel,12.433,10.366,8.8,11.733,43.332
131,Anastasia Theocharous,Cyprus,12.133,9.133,10.9,11,43.166
132,Sonja Olafsdottir,Iceland,11.766,10.366,10.066,10.666,42.864
133,Aliaksandra Netsiazhenka,Belarus,11.8,11.266,8.1,11.533,42.699
134,Grace McCallum,United States,14.6,14.1,0,13.8,42.5
135,Mariangeles Murillo,Costa Rica,11.933,8.5,10.3,11.533,42.266
136,Emilie Winther,Denmark,12.466,8.533,9.733,11.4,42.132
137,Raegan Rutty,Cayman Islands,12.1,9.4,9.466,11.166,42.132
138,Rebeca Andrade,Brazil,14.566,14.333,12.633,0,41.532
139,Yekaterina Chuikina,Kazakhstan,12.433,7.7,9.833,11.566,41.532
140,Jelena Stamenkovic,Serbia,12.633,7.766,9.566,11.466,41.431
141,Andjela Djurdjevic,Serbia,12.1,8.4,10.866,9.9,41.266
142,Aliya Mustafina,Russia,0,14.433,13.233,13.2,40.866
143,Kim Bui,Germany,13.5,14.066,0,13.133,40.699
144,Sophie Scheder,Germany,13.433,14.058,13.05,0,40.541
145,Marine Boyer,France,13.666,0,13.6,13.133,40.399
146,Sabina Turobova,Uzbekistan,12.066,8.666,8.533,11.066,40.331
147,Shallon Olsen,Canada,14.7,0,12.833,12.733,40.266
148,Diana Vasquez,Bolivia,13.2,8.666,8.766,9.4,40.032
149,Alice Kinsella,Great Britain,14.3,0,12.3,12.733,39.333
150,Martina Basile,Italy,13.833,0,12.233,13.233,39.299
151,Sarah Voss,Germany,14,0,13.133,12,39.133
152,Tisha Volleman,Netherlands,0,12.833,12.766,13.433,39.032
153,Jon Jang Mi,North Korea,13.3,13.566,11.8,0,38.666
154,Kiara Richmon,Jamaica,12.566,8.566,7.466,10.033,38.631
155,Chama Temmami,Algeria,9.6,8.566,10.533,9.866,38.565
156,Nica Ivanus,Romania,13.333,0,12.666,12.4,38.399
157,Lorrane Oliveira,Brazil,0,13.166,12.066,13.033,38.265
158,Leah Griesser,Germany,0,13.4,13.033,11.733,38.166
159,Carmen Ghiciuc,Romania,13.333,11.8,12.7,0,37.833
160,Maellyse Brassart,Belgium,13.566,0,11.266,12.833,37.665
161,Lee Eunju,South Korea,0,12.7,12.633,12.166,37.499
162,Rune Hermans,Belgium,0,13,11.866,12.533,37.399
163,Argyro Afrati,Greece,13.133,12.133,0,12.066,37.332
164,Teja Belak,Slovenia,13.633,11.983,11.666,0,37.282
165,Nicolle Castro,Mexico,13.366,13.3,10.5,0,37.166
166,Stefanie Siegenthaler,Switzerland,12.466,12.2,12.5,0,37.166
167,Mayra Vaquie,Argentina,13.366,0,11.666,12.033,37.065
168,Laura Bechdeju,Spain,13.4,0,11.233,12.066,36.699
169,Caterina Barloggio,Switzerland,0,12.266,12.2,12.2,36.666
170,Wu Sing-Fen,Chinese Taipei,13.133,0,11.5,11.333,35.966
171,Alissa Mörz,Austria,12.533,0,11.466,11.866,35.865
172,Kim Won Yong,North Korea,0,12.2,12.666,10.833,35.699
173,Bianca Frysak,Austria,12.5,11.266,0,11.9,35.666
174,Evangelia Monokrousou,Greece,12.666,0,10.9,12,35.566
175,Sabina Halova,Czech Republic,12.533,0,11.266,11.666,35.465
176,Sani Mäkelä,Finland,13.766,0,9.333,12.133,35.232
177,Göksu Üctas Sanli,Turkey,13.266,0,10.766,10.6,34.632
178,Mayerly Vera,Colombia,12.866,10.9,10.566,0,34.332
179,Paulina Campos,Mexico,0,11.266,10.8,11.933,33.999
180,Ema Kuklovska,Slovakia,12.133,0,10.9,10.833,33.866
181,Sofia Bjørnholdt,Denmark,12.6,9.9,11.333,0,33.833
182,Adela Sajn,Slovenia,0,9.733,11.7,11.6,33.033
183,Christina Meixner,Austria,0,10.966,11.666,10.366,32.998
184,Victoria Kajø,Denmark,0,9.033,10.966,11.066,31.065
185,Lilia Akhaimova,Russia,14.566,0,0,13.6,28.166
186,Liu Tingting,China,0,14.333,13.733,0,28.066
187,Ana Padurariu,Canada,0,13.833,13.966,0,27.799
188,Jana El Keky,Qatar,10.133,0,8.8,8.633,27.566
189,Sanne Wevers,Netherlands,0,13.333,14.033,0,27.366
190,Sophie Marois,Canada,14.2,0,0,12.9,27.1
191,Thais Fidelis,Brazil,13.533,0,0,13.133,26.666
192,Oksana Chusovitina,Uzbekistan,14.3,0,12.266,0,26.566
193,Liu Jinru,China,14.3,0,0,12.133,26.433
194,Alexandra Eade,Australia,13.5,0,0,12.9,26.4
195,Ri Su Ryon,North Korea,13.1,0,0,12.766,25.866
196,Angelina Simakova,Russia,0,12.366,13.4,0,25.766
197,Vasiliki Millousi,Greece,0,12.8,12.933,0,25.733
198,Sara Peter,Hungary,13.4,0,0,12.033,25.433
199,Anina Wildi,Switzerland,13.4,0,0,12,25.4
200,Victoria Mata,Mexico,13.4,0,0,11.966,25.366
201,Kirsten Polderman,Netherlands,13.366,0,0,11.766,25.132
202,Senna Deriks,Belgium,13.533,11.466,0,0,24.999
203,Sara Davidsen,Norway,12.666,0,11.8,0,24.466
204,Emma Nedov,Australia,0,12.333,11.933,0,24.266
205,Noemi Makra,Hungary,0,12.266,12,0,24.266
206,Maria Holbura,Romania,0,11.7,0,12.533,24.233
207,Angelica Mesa,Colombia,12.566,0,0,11.5,24.066
208,Valentina Pardo,Colombia,0,11.9,11.366,0,23.266
209,Elisa Hämmerle,Austria,0,10.466,12.5,0,22.966
210,Ana Derek,Croatia,0,0,11.1,11.666,22.766
211,Margret Kristinsdottir,Iceland,0,0,10.7,11.866,22.566
212,Dominiqua Belanyi,Iceland,12.6,9.066,0,0,21.666
213,Edel Fosse,Norway,0,10.533,0,10.9,21.433
214,Kara Eaker,United States,0,0,14.466,0,14.466
215,Jonna Adlerteg,Sweden,0,14.433,0,0,14.433
216,Becky Downie,Great Britain,0,14.4,0,0,14.4
217,Juliette Bossu,France,0,13.866,0,0,13.866
218,Ham Miju,South Korea,13.3,0,0,0,13.3
219,Tsz Sum Elizabeth Chan,Hong Kong,13.233,0,0,0,13.233
220,Ofir Netzer,Israel,13.233,0,0,0,13.233
221,Martina Rizzelli,Italy,0,12.8,0,0,12.8
222,Paula Raya,Spain,0,12.333,0,0,12.333
223,Rosanna Ojala,Finland,0,12.2,0,0,12.2
224,Camila Klesa,Argentina,0,11.108,0,0,11.108
225,Fang Ko-Ching,Chinese Taipei,0,11.1,0,0,11.1
226,Eliska Firtova,Czech Republic,0,11.066,0,0,11.066
227,Ng Yan Yin,Hong Kong,0,10.666,0,0,10.666
228,Areej Al Khayat,Syria,10.525,0,0,0,10.525
229,Alina Circene,Latvia,0,0,9.233,0,9.233
