Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_aafinal,round_final,round_qual,round_teamfinal
21.0,5.9,6.866,0.0,12.766,2022,35,61,True,False,False,False
27.0,5.9,7.533,0.0,13.433,2022,35,61,False,False,True,False
12.0,5.9,7.6,0.0,13.5,2022,35,61,False,False,True,False
11.0,6.0,7.133,0.0,13.133,2023,35,61,True,False,False,False
13.0,6.2,7.4,0.0,13.6,2023,35,61,False,False,True,False
0.0,0.0,0.0,0.0,0.0,2023,481,60,False,False,True,False
97.0,4.2,7.4,0.0,11.6,2022,9,44,False,False,True,False
24.0,4.5,6.7,0.0,11.2,2023,9,44,False,False,True,False
26.0,4.2,6.833,0.0,11.033,2023,9,44,False,False,True,False
13.0,4.3,6.8,0.0,11.1,2023,9,44,False,False,True,False
10.0,5.1,7.733,0.0,12.833,2023,62,41,False,False,True,False
42.0,4.1,5.15,0.0,9.25,2023,140,28,False,False,True,False
75.0,3.4,7.9,0.0,11.3,2023,95,19,False,False,True,False
49.0,2.4,7.35,0.0,9.75,2022,515,28,False,False,True,False
43.0,4.5,4.4,0.0,8.9,2023,483,62,False,False,True,False
77.0,4.7,6.533,0.0,11.233,2023,294,68,False,False,True,False
108.0,3.6,5.8,0.3,9.1,2022,495,47,False,False,True,False
87.0,3.5,7.3,0.0,10.8,2023,495,47,False,False,True,False
74.0,4.8,6.533,0.0,11.333,2023,97,74,False,False,True,False
3.0,5.7,8.233,0.0,13.933,2022,143,10,True,False,False,False
20.0,5.7,8.233,0.0,13.933,2022,143,10,False,False,True,False
63.0,5.5,7.066,0.0,12.566,2022,470,76,False,False,True,False
143.0,2.2,6.2,0.0,8.4,2022,137,51,False,False,True,False
106.0,3.4,6.0,0.0,9.4,2022,137,51,False,False,True,False
113.0,3.3,5.4,0.0,8.7,2023,137,51,False,False,True,False
26.0,4.0,6.95,0.0,10.95,2023,208,28,False,False,True,False
126.0,3.0,7.566,0.0,10.566,2022,167,0,False,False,True,False
52.0,4.8,8.0,0.0,12.8,2022,348,27,False,False,True,False
43.0,4.8,7.7,0.0,12.5,2023,348,27,False,False,True,False
56.0,3.3,5.8,0.0,9.1,2022,211,28,False,False,True,False
6.0,5.7,8.066,0.0,13.766,2022,321,7,True,False,False,False
62.0,5.5,7.166,0.0,12.666,2022,321,7,False,False,True,False
17.0,5.0,8.133,0.0,13.133,2022,321,7,False,False,True,False
16.0,5.0,8.133,0.0,13.133,2022,321,7,False,False,False,True
6.0,5.6,8.066,0.0,13.666,2023,321,7,True,False,False,False
38.0,5.4,7.233,0.0,12.633,2023,321,7,False,False,True,False
9.0,5.6,7.95,0.0,13.55,2023,321,7,False,False,True,False
25.0,4.1,7.15,0.0,11.25,2022,147,28,False,False,True,False
22.0,4.1,7.45,0.0,11.55,2022,147,63,False,False,True,False
48.0,3.6,6.2,0.0,9.8,2022,46,28,False,False,True,False
62.0,3.6,4.15,0.0,7.75,2022,353,28,False,False,True,False
27.0,2.9,6.9,0.0,9.8,2023,496,56,False,False,True,False
30.0,5.7,7.7,0.0,13.4,2022,183,3,False,False,True,False
4.0,5.7,7.933,0.0,13.633,2023,183,3,False,True,False,False
5.0,5.7,7.8,0.0,13.5,2023,183,3,False,False,True,False
5.0,5.7,6.766,0.0,12.466,2023,183,3,False,True,False,False
6.0,5.5,7.033,0.0,12.533,2023,183,3,False,False,True,False
8.0,5.2,8.266,0.0,13.466,2022,430,3,True,False,False,False
24.0,5.3,8.266,0.0,13.566,2022,430,3,False,False,True,False
6.0,5.3,8.1,0.0,13.4,2022,430,3,False,False,True,False
20.0,5.0,7.4,0.0,12.4,2023,430,3,False,False,True,False
5.0,5.9,8.166,0.0,14.066,2022,268,32,False,True,False,False
4.0,5.9,8.3,0.0,14.2,2022,268,32,False,False,True,False
11.0,5.6,7.833,0.0,13.433,2022,268,32,False,False,False,True
6.0,5.3,7.6,0.0,12.9,2023,114,34,False,False,True,False
6.0,5.1,7.366,0.0,12.466,2023,114,34,False,True,False,False
8.0,4.9,6.767,0.0,11.667,2023,114,34,False,False,True,False
7.0,4.0,5.267,0.0,9.267,2023,114,34,False,True,False,False
18.0,5.1,6.066,0.0,11.166,2023,212,80,False,False,True,False
10.0,5.7,7.3,0.0,13.0,2022,481,76,True,False,False,False
0.0,6.0,8.35,0.0,14.35,2023,466,76,False,False,True,False
0.0,6.0,8.05,0.0,14.05,2023,466,76,False,True,False,False
5.0,4.8,7.733,0.0,12.533,2023,97,74,False,True,False,False
8.0,4.8,7.7,0.0,12.5,2023,97,74,False,False,True,False
0.0,5.6,8.25,0.0,13.85,2022,470,76,False,False,True,False
0.0,5.5,8.4,0.0,13.9,2022,470,76,False,True,False,False
7.0,5.0,8.15,0.0,13.15,2022,470,76,True,False,False,False
0.0,5.9,8.5,0.0,14.4,2023,470,76,False,False,True,False
0.0,5.9,8.5,0.0,14.4,2023,470,76,False,True,False,False
8.0,5.9,7.25,0.0,13.15,2023,470,76,True,False,False,False
0.0,5.9,6.4,0.0,12.3,2022,99,76,False,False,True,False
0.0,5.7,7.7,0.0,13.4,2022,99,76,False,True,False,False
15.0,5.5,7.15,0.0,12.65,2022,99,76,True,False,False,False
0.0,5.4,7.7,0.0,13.1,2023,99,76,False,False,True,False
0.0,5.4,7.95,0.0,13.35,2023,99,76,False,True,False,False
2.0,5.7,8.05,0.0,13.75,2023,99,76,True,False,False,False
13.0,4.2,7.766,0.0,11.966,2023,52,3,False,False,True,False
23.0,4.1,7.466,0.0,11.566,2023,207,25,False,False,True,False
82.0,5.5,6.566,0.0,12.066,2022,413,50,False,False,True,False
1.0,5.5,7.9,0.0,13.4,2023,413,50,False,True,False,False
2.0,5.5,7.75,0.0,13.25,2023,413,50,False,False,True,False
32.0,3.5,5.15,0.0,8.65,2023,440,16,False,False,True,False
15.0,5.4,7.766,0.0,13.166,2022,213,76,True,False,False,False
32.0,5.4,7.933,0.0,13.333,2022,213,76,False,False,True,False
89.0,4.8,7.033,0.0,11.833,2022,79,1,False,False,True,False
22.0,4.9,7.4,0.0,12.3,2022,285,25,True,False,False,False
60.0,4.9,7.766,0.0,12.666,2022,285,25,False,False,True,False
23.0,5.2,7.8,0.0,13.0,2022,285,25,False,False,True,False
20.0,5.2,7.7,0.0,12.9,2022,285,25,False,False,False,True
14.0,5.0,7.9,0.0,12.9,2023,285,25,True,False,False,False
21.0,5.0,8.133,0.0,13.133,2023,285,25,False,False,True,False
16.0,5.0,6.633,0.0,11.633,2023,285,25,False,False,True,False
46.0,4.4,5.6,0.0,10.0,2022,100,28,False,False,True,False
67.0,5.1,6.533,0.0,11.633,2023,94,68,False,False,True,False
60.0,3.9,4.85,0.0,8.75,2022,401,28,False,False,True,False
86.0,3.6,7.366,0.0,10.966,2023,180,17,False,False,True,False
3.0,6.2,7.966,0.0,14.166,2022,308,27,False,True,False,False
9.0,6.0,7.833,0.0,13.833,2022,308,27,False,False,True,False
14.0,5.6,7.666,0.0,13.266,2022,308,27,False,False,False,True
25.0,1.3,8.65,0.0,9.95,2023,91,24,False,False,True,False
34.0,2.8,6.7,0.0,9.5,2022,511,64,False,False,True,False
18.0,5.9,8.166,0.0,14.066,2022,234,76,False,False,True,False
44.0,4.2,4.566,0.0,8.766,2023,118,45,False,False,True,False
22.0,3.9,7.433,0.0,11.333,2023,400,77,False,False,True,False
20.0,3.5,6.666,0.3,9.866,2023,400,77,False,False,True,False
13.0,4.1,7.366,0.0,11.466,2023,311,68,False,False,True,False
53.0,3.3,6.05,0.0,9.35,2022,226,28,False,False,True,False
88.0,4.2,7.633,0.0,11.833,2022,426,55,False,False,True,False
27.0,3.9,7.0,0.0,10.9,2023,304,62,False,False,True,False
35.0,5.3,7.366,0.0,12.666,2023,301,61,False,False,True,False
114.0,3.3,4.9,0.0,8.2,2022,322,59,False,False,True,False
72.0,4.2,7.233,0.0,11.433,2023,322,59,False,False,True,False
30.0,4.1,4.466,0.3,8.266,2023,322,59,False,False,True,False
20.0,4.3,7.533,0.0,11.833,2023,283,65,False,False,True,False
16.0,4.3,7.45,0.0,11.75,2023,249,13,False,False,True,False
42.0,5.1,7.466,0.0,12.566,2023,75,34,False,False,True,False
0.0,5.5,8.1,0.0,13.6,2022,213,76,False,False,True,False
0.0,5.5,7.95,0.0,13.45,2022,213,76,False,True,False,False
0.0,5.1,6.95,0.0,12.05,2023,213,76,False,False,True,False
0.0,5.4,7.85,0.0,13.25,2023,213,76,False,True,False,False
0.0,5.0,7.0,0.0,12.0,2023,128,76,False,False,True,False
0.0,5.0,7.75,0.0,12.75,2023,128,76,False,True,False,False
7.0,5.3,8.05,0.0,13.35,2023,128,76,True,False,False,False
0.0,5.9,8.35,0.0,14.25,2022,234,76,False,False,True,False
0.0,5.8,8.3,0.0,14.1,2022,234,76,False,True,False,False
0.0,5.9,8.3,0.0,14.2,2023,234,76,False,False,True,False
0.0,5.8,7.15,0.0,12.95,2023,234,76,False,True,False,False
19.0,4.4,7.6,0.0,12.0,2023,106,76,True,False,False,False
28.0,4.8,6.4,0.0,11.2,2023,398,76,True,False,False,False
22.0,4.7,6.05,0.0,10.75,2022,6,76,True,False,False,False
17.0,3.6,7.733,0.0,11.333,2023,283,65,False,False,True,False
12.0,6.1,7.166,0.0,13.266,2022,16,41,True,False,False,False
9.0,6.3,8.1,0.0,14.4,2022,16,41,False,False,True,False
2.0,6.1,8.3,0.0,14.4,2022,16,41,False,True,False,False
1.0,6.2,8.366,0.0,14.566,2022,16,41,False,False,True,False
1.0,6.2,8.433,0.0,14.633,2022,16,41,False,False,False,True
1.0,6.1,8.3,0.0,14.4,2023,16,41,True,False,False,False
1.0,6.2,8.266,0.0,14.466,2023,16,41,False,True,False,False
1.0,6.2,8.3,0.0,14.5,2023,16,41,False,False,True,False
1.0,6.2,8.433,0.0,14.633,2023,16,41,False,True,False,False
1.0,6.2,8.266,0.0,14.466,2023,16,41,False,False,True,False
1.0,6.2,8.3,0.0,14.5,2023,16,41,False,True,False,False
1.0,6.2,8.3,0.0,14.5,2023,16,41,False,False,True,False
8.0,6.0,7.9,0.0,13.9,2022,65,41,False,False,True,False
7.0,6.0,8.0,0.0,14.0,2022,65,41,False,False,False,True
7.0,6.0,8.166,0.0,14.166,2023,65,41,False,False,True,False
71.0,5.1,7.266,0.0,12.366,2022,386,62,False,False,True,False
5.0,5.1,7.7,0.0,12.8,2023,386,62,True,False,False,False
13.0,4.9,7.15,0.0,12.05,2022,386,62,False,False,True,False
8.0,4.7,7.05,0.0,11.75,2023,188,28,False,True,False,False
5.0,5.0,7.95,0.0,12.95,2023,188,28,False,False,True,False
44.0,4.6,4.35,0.0,8.95,2023,316,28,False,False,True,False
54.0,4.3,5.05,0.0,9.35,2022,228,28,False,False,True,False
109.0,3.4,5.566,0.0,8.966,2022,233,52,False,False,True,False
94.0,3.5,6.866,0.0,10.366,2023,233,52,False,False,True,False
29.0,2.9,6.85,0.0,9.75,2023,381,60,False,False,True,False
30.0,4.4,6.333,0.0,10.733,2023,282,1,False,False,True,False
48.0,4.9,7.966,0.0,12.866,2022,289,10,False,False,True,False
7.0,4.9,7.55,0.0,12.45,2023,289,10,True,False,False,False
10.0,4.9,7.55,0.0,12.45,2022,289,10,False,False,True,False
3.0,6.3,8.4,0.0,14.7,2022,393,7,False,True,False,False
2.0,6.3,8.4,0.0,14.7,2022,393,7,False,False,True,False
12.0,4.2,7.25,0.0,11.45,2023,248,60,True,False,False,False
18.0,4.3,7.05,0.0,11.35,2023,248,60,False,False,True,False
120.0,3.9,6.866,0.0,10.766,2022,389,60,False,False,True,False
11.0,4.4,7.25,0.0,11.65,2023,479,60,True,False,False,False
6.0,4.4,7.65,0.0,12.05,2023,479,60,False,True,False,False
9.0,4.4,7.95,0.0,12.35,2023,479,60,False,False,True,False
118.0,2.1,5.133,0.0,7.233,2023,163,17,False,False,True,False
35.0,3.4,7.25,0.0,10.65,2022,484,28,False,False,True,False
13.0,4.1,7.0,0.0,11.1,2023,484,37,True,False,False,False
25.0,4.1,6.95,0.0,11.05,2022,484,37,False,False,True,False
110.0,4.2,4.766,0.0,8.966,2022,179,40,False,False,True,False
18.0,3.5,6.466,0.0,9.966,2023,179,40,False,False,True,False
8.0,5.5,5.566,0.0,11.066,2023,229,10,False,True,False,False
6.0,5.4,7.233,0.0,12.633,2023,229,10,False,False,True,False
6.0,5.4,7.333,0.0,12.733,2023,229,10,False,True,False,False
6.0,5.4,7.366,0.0,12.766,2023,229,10,False,False,True,False
2.0,5.7,7.9,0.0,13.6,2022,425,28,False,False,True,False
1.0,5.9,8.45,0.0,14.35,2023,425,28,False,True,False,False
1.0,5.9,8.35,0.0,14.25,2023,425,28,False,False,True,False
2.0,6.3,7.933,0.0,14.233,2023,425,28,False,True,False,False
4.0,6.3,8.066,0.0,14.366,2023,425,28,False,False,True,False
47.0,4.9,7.533,0.0,12.433,2023,136,18,False,False,True,False
19.0,4.9,6.366,0.0,11.266,2023,136,18,False,False,True,False
1.0,5.8,8.033,0.0,13.833,2023,469,12,False,True,False,False
1.0,6.2,8.166,0.0,14.366,2023,469,12,False,False,True,False
18.0,2.3,5.25,0.0,7.55,2023,287,16,True,False,False,False
31.0,3.6,5.2,0.0,8.8,2023,287,16,False,False,True,False
34.0,3.3,3.75,0.0,7.05,2023,215,42,False,False,True,False
41.0,1.7,7.6,0.0,9.3,2023,113,28,False,False,True,False
41.0,4.9,7.5,0.0,12.4,2022,58,61,False,False,True,False
3.0,5.1,7.733,0.0,12.833,2023,339,7,False,False,True,False
3.0,5.1,7.1,0.0,12.2,2023,339,7,False,True,False,False
0.0,5.6,8.5,0.0,14.1,2022,263,76,False,False,True,False
0.0,5.5,8.0,0.0,13.5,2022,263,76,False,True,False,False
0.0,5.2,7.1,0.0,12.3,2023,263,76,False,False,True,False
0.0,5.6,8.2,0.0,13.8,2023,263,76,False,True,False,False
0.0,4.9,6.65,0.0,11.55,2022,30,76,False,False,True,False
0.0,5.0,7.3,0.0,12.3,2022,30,76,False,True,False,False
23.0,4.4,5.65,0.0,10.05,2022,30,76,True,False,False,False
0.0,5.1,7.45,0.0,12.55,2023,30,76,False,False,True,False
0.0,5.0,7.75,0.0,12.75,2023,30,76,False,True,False,False
27.0,5.4,5.9,0.0,11.3,2023,30,76,True,False,False,False
32.0,4.3,5.05,0.0,9.35,2023,176,76,True,False,False,False
13.0,5.1,7.7,0.0,12.8,2022,471,76,True,False,False,False
20.0,5.0,6.85,0.0,11.85,2023,26,76,True,False,False,False
16.0,3.4,7.6,0.0,11.0,2023,25,3,True,False,False,False
31.0,3.4,7.266,0.0,10.666,2023,25,3,False,False,True,False
65.0,5.0,6.666,0.0,11.666,2023,350,68,False,False,True,False
113.0,1.8,6.4,0.0,8.2,2022,117,46,False,False,True,False
17.0,4.6,5.9,0.0,10.5,2023,397,67,True,False,False,False
0.0,0.0,0.0,0.0,0.0,2022,368,67,False,False,True,False
14.0,4.8,7.2,0.0,12.0,2022,368,67,False,False,True,False
36.0,5.4,7.2,0.0,12.6,2022,169,7,False,False,True,False
22.0,5.5,7.133,0.0,12.633,2022,169,7,False,False,False,True
10.0,5.8,8.133,0.0,13.933,2023,169,7,False,False,True,False
3.0,5.5,8.166,0.0,13.666,2023,169,7,False,True,False,False
4.0,5.4,8.45,0.0,13.85,2023,169,7,False,False,True,False
42.0,5.5,7.566,0.0,13.066,2022,126,45,False,False,True,False
40.0,5.0,7.566,0.0,12.566,2023,241,54,False,False,True,False
16.0,5.0,6.766,0.0,11.766,2023,241,54,False,False,True,False
6.0,5.0,7.566,0.0,12.566,2023,241,54,False,True,False,False
8.0,5.0,7.7,0.0,12.7,2023,241,54,False,False,True,False
84.0,4.7,7.333,0.0,12.033,2022,23,70,False,False,True,False
52.0,4.4,7.533,0.0,11.933,2022,23,70,False,False,True,False
45.0,5.7,7.266,0.0,12.966,2022,382,50,False,False,True,False
15.0,5.0,6.0,0.0,11.0,2023,382,50,True,False,False,False
5.0,5.8,6.3,0.0,12.1,2023,382,50,False,True,False,False
1.0,5.8,7.75,0.0,13.55,2023,382,50,False,False,True,False
9.0,4.4,7.4,0.0,11.8,2023,185,13,True,False,False,False
8.0,4.4,5.35,0.0,9.75,2023,185,13,False,True,False,False
8.0,4.3,8.05,0.0,12.35,2023,185,13,False,False,True,False
20.0,4.4,7.066,0.0,11.466,2023,186,13,False,False,True,False
19.0,5.7,8.266,0.0,13.966,2022,338,41,False,False,True,False
17.0,5.5,7.0,0.0,12.5,2023,338,41,True,False,False,False
52.0,5.6,6.666,0.0,12.266,2023,338,41,False,False,True,False
12.0,4.6,7.7,0.0,12.3,2023,432,28,False,False,True,False
38.0,4.3,6.25,0.0,10.55,2022,361,28,False,False,True,False
20.0,4.2,7.4,0.0,11.6,2022,361,79,False,False,True,False
10.0,4.6,7.65,0.0,12.25,2023,433,28,False,False,True,False
0.0,0.0,0.0,0.0,0.0,2023,33,2,True,False,False,False
26.0,2.1,7.7,0.0,9.8,2023,33,2,False,False,True,False
12.0,5.3,7.6,0.0,12.9,2023,235,76,True,False,False,False
16.0,5.8,8.333,0.0,14.133,2022,182,28,False,False,True,False
2.0,5.3,8.15,0.0,13.45,2022,182,28,False,True,False,False
3.0,5.3,8.2,0.0,13.5,2022,182,28,False,False,True,False
6.0,5.6,8.033,0.0,13.633,2022,182,28,False,True,False,False
7.0,5.8,8.1,0.0,13.9,2022,182,28,False,False,True,False
9.0,5.7,8.0,0.0,13.7,2022,182,28,False,False,False,True
2.0,6.0,8.3,0.0,14.3,2023,182,28,False,True,False,False
6.0,5.8,7.15,0.0,12.95,2023,182,28,False,False,True,False
3.0,5.8,8.0,0.0,13.8,2023,182,28,True,False,False,False
10.0,5.8,8.133,0.0,13.933,2023,182,28,False,False,True,False
1.0,5.7,8.2,0.0,13.9,2022,182,23,False,True,False,False
1.0,5.8,8.2,0.0,14.0,2022,182,23,False,False,True,False
69.0,5.0,7.5,0.0,12.5,2022,153,25,False,False,True,False
54.0,5.0,6.833,0.0,11.833,2022,153,25,False,False,True,False
9.0,4.8,7.5,0.0,12.3,2023,165,28,False,False,True,False
7.0,5.2,5.9,0.0,11.1,2023,278,25,False,True,False,False
8.0,5.2,7.166,0.0,12.366,2023,278,25,False,False,True,False
19.0,4.7,7.166,0.0,11.866,2023,90,25,False,False,True,False
51.0,4.1,5.9,0.3,9.7,2022,270,28,False,False,True,False
24.0,4.6,6.566,0.0,11.166,2023,17,7,False,False,True,False
18.0,5.3,7.7,0.0,13.0,2022,21,27,True,False,False,False
34.0,5.3,7.933,0.0,13.233,2022,21,27,False,False,True,False
38.0,5.4,7.1,0.0,12.5,2022,21,27,False,False,True,False
13.0,5.5,7.766,0.0,13.266,2022,21,27,False,False,False,True
10.0,5.5,6.633,0.0,12.133,2023,21,27,False,False,True,False
14.0,4.9,6.5,0.0,11.4,2023,76,4,True,False,False,False
7.0,4.8,7.633,0.0,12.433,2023,76,4,False,True,False,False
11.0,5.0,7.466,0.0,12.466,2023,76,4,False,False,True,False
20.0,4.8,7.233,0.0,12.033,2023,76,4,True,False,False,False
36.0,4.8,7.833,0.0,12.633,2023,76,4,False,False,True,False
25.0,6.2,7.3,0.0,13.5,2022,272,43,False,False,True,False
13.0,5.3,7.066,0.0,12.366,2023,272,43,False,False,True,False
12.0,5.8,5.7,0.0,11.5,2023,272,43,False,False,True,False
122.0,4.0,6.666,0.0,10.666,2022,414,15,False,False,True,False
85.0,4.0,6.666,0.0,10.666,2022,414,15,False,False,True,False
0.0,5.4,8.15,0.0,13.55,2022,3,76,False,False,True,False
0.0,5.4,7.9,0.0,13.3,2022,3,76,False,True,False,False
6.0,5.4,7.8,0.0,13.2,2022,3,76,True,False,False,False
0.0,5.5,7.85,0.0,13.35,2023,3,76,False,False,True,False
0.0,5.5,7.8,0.0,13.3,2023,3,76,False,True,False,False
10.0,5.4,7.55,0.0,12.95,2023,3,76,True,False,False,False
18.0,4.7,7.5,0.0,12.2,2022,152,76,True,False,False,False
3.0,5.2,7.9,0.0,13.1,2022,225,28,False,True,False,False
5.0,5.2,8.0,0.0,13.2,2022,225,28,False,False,True,False
13.0,5.6,7.633,0.0,13.233,2022,230,28,True,False,False,False
40.0,5.6,7.566,0.0,13.166,2022,230,28,False,False,True,False
4.0,5.3,7.6,0.0,12.9,2022,230,28,False,True,False,False
4.0,5.3,7.95,0.0,13.25,2022,230,28,False,False,True,False
29.0,5.7,7.133,0.0,12.833,2022,230,28,False,False,True,False
4.0,5.7,8.5,0.0,14.2,2023,230,28,False,True,False,False
4.0,5.7,7.8,0.0,13.5,2023,230,28,False,False,True,False
7.0,5.7,7.766,0.0,13.466,2023,230,28,True,False,False,False
12.0,5.6,8.266,0.0,13.866,2023,230,28,False,False,True,False
117.0,2.8,4.566,0.0,7.366,2022,443,5,False,False,True,False
38.0,1.4,5.6,0.0,7.0,2022,262,67,False,False,True,False
71.0,4.6,6.866,0.0,11.466,2023,47,58,False,False,True,False
95.0,3.5,6.766,0.0,10.266,2022,497,9,False,False,True,False
12.0,5.0,8.1,0.0,13.1,2023,132,53,False,False,True,False
24.0,3.4,5.866,0.0,9.266,2023,24,61,True,False,False,False
29.0,5.0,7.766,0.0,12.766,2023,24,61,False,False,True,False
105.0,3.7,5.733,0.0,9.433,2022,44,31,False,False,True,False
110.0,3.2,6.266,0.0,9.466,2023,44,31,False,False,True,False
7.0,5.6,7.9,0.0,13.5,2022,181,3,True,False,False,False
33.0,5.6,7.733,0.0,13.333,2022,181,3,False,False,True,False
2.0,5.6,7.95,0.0,13.55,2023,181,3,True,False,False,False
2.0,5.6,7.9,0.0,13.5,2022,181,3,False,True,False,False
3.0,5.6,8.05,0.0,13.65,2022,181,3,False,False,True,False
28.0,4.5,6.5,0.0,11.0,2022,129,28,False,False,True,False
22.0,4.1,7.5,0.0,11.6,2023,129,28,False,False,True,False
27.0,4.5,6.25,0.0,10.75,2022,129,63,False,False,True,False
16.0,3.9,6.35,0.0,10.25,2023,13,24,True,False,False,False
24.0,3.9,6.4,0.0,10.3,2023,13,24,False,False,True,False
15.0,4.3,7.5,0.0,11.8,2022,458,28,False,False,True,False
13.0,4.6,7.4,0.0,12.0,2023,458,28,False,False,True,False
80.0,3.7,7.433,0.0,11.133,2023,130,70,False,False,True,False
85.0,4.1,6.9,0.0,11.0,2023,323,58,False,False,True,False
82.0,3.8,7.233,0.0,11.033,2023,196,39,False,False,True,False
137.0,2.6,7.233,0.0,9.833,2022,197,39,False,False,True,False
104.0,2.5,7.166,0.0,9.666,2022,197,39,False,False,True,False
11.0,5.8,7.1,0.0,12.9,2022,251,76,True,False,False,False
2.0,5.5,8.1,0.0,13.6,2023,181,3,False,False,True,False
2.0,5.5,8.2,0.0,13.7,2023,181,3,False,True,False,False
1.0,5.5,7.533,0.0,13.033,2023,181,3,False,False,True,False
2.0,5.5,7.367,0.0,12.867,2023,181,3,False,True,False,False
0.0,5.4,8.2,0.0,13.6,2022,402,76,False,False,True,False
0.0,5.4,8.05,0.0,13.45,2022,402,76,False,True,False,False
100.0,4.0,6.066,0.0,10.066,2022,303,68,False,False,True,False
11.0,4.7,7.066,0.0,11.766,2023,318,10,False,False,True,False
27.0,4.2,6.733,0.0,10.933,2023,439,18,False,False,True,False
107.0,4.0,7.033,0.0,11.033,2022,455,54,False,False,True,False
99.0,3.9,6.2,0.0,10.1,2022,190,39,False,False,True,False
22.0,3.9,7.4,0.0,11.3,2023,29,35,False,False,True,False
17.0,4.1,7.6,0.0,11.7,2023,29,35,False,False,True,False
