Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_TeamFinal,round_final,round_qual
7.0,5.0,8.633,0.0,13.633,2023,5,77,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,330,39,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,411,59,True,False,False,False
27.0,4.3,6.2,0.0,10.5,2023,411,59,False,False,False,True
31.0,3.2,4.25,0.0,7.45,2023,215,29,False,False,False,True
65.0,4.0,7.666,0.0,11.666,2023,44,80,False,False,False,True
87.0,4.7,7.733,0.0,12.433,2022,2,80,False,False,False,True
121.0,4.4,7.1,0.0,11.5,2022,186,46,False,False,False,True
11.0,4.7,8.433,0.0,13.133,2023,186,46,True,False,False,False
31.0,4.7,8.533,0.0,13.233,2023,186,46,False,False,False,True
20.0,4.8,7.766,0.0,12.566,2023,186,46,False,False,False,True
31.0,4.4,6.366,0.0,10.766,2023,186,46,False,False,False,True
1.0,5.3,8.5,0.0,13.8,2023,353,26,False,False,True,False
1.0,5.3,8.35,0.0,13.65,2023,353,26,False,False,False,True
29.0,4.6,4.4,0.0,9.0,2023,129,83,False,False,False,True
11.0,5.3,7.45,0.0,12.75,2023,502,83,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,212,79,False,False,False,True
10.0,4.2,8.7,0.0,12.9,2023,120,79,True,False,False,False
0.0,5.0,8.0,0.0,13.0,2022,333,79,False,False,False,True
0.0,5.0,7.3,0.0,12.3,2022,333,79,False,False,True,False
36.0,5.0,5.1,0.0,10.1,2022,333,79,True,False,False,False
0.0,5.0,8.1,0.0,13.1,2023,333,79,False,False,False,True
0.0,5.0,7.7,0.0,12.7,2023,333,79,False,False,True,False
16.0,4.8,7.85,0.0,12.65,2023,333,79,True,False,False,False
83.0,4.2,8.033,0.0,12.233,2023,95,20,False,False,False,True
6.0,4.5,8.75,0.0,13.25,2023,146,67,True,False,False,False
8.0,4.4,7.5,0.0,11.9,2022,146,67,False,False,True,False
11.0,4.5,8.75,0.0,13.25,2022,146,67,False,False,False,True
7.0,5.7,8.1,0.0,13.8,2022,276,35,True,False,False,False
13.0,5.7,8.4,0.0,14.1,2022,276,35,False,False,False,True
14.0,5.6,8.133,0.0,13.733,2022,276,35,False,False,False,True
5.0,5.6,8.266,0.0,13.866,2022,276,35,False,True,False,False
8.0,5.1,7.4,0.0,12.5,2023,276,35,False,False,True,False
4.0,5.5,8.366,0.0,13.866,2023,276,35,False,False,False,True
16.0,4.2,8.15,0.0,12.35,2022,402,29,False,False,False,True
20.0,4.0,8.0,0.0,12.0,2023,402,29,False,False,False,True
15.0,3.9,8.45,0.0,12.35,2022,130,29,False,False,False,True
36.0,4.4,8.866,0.0,13.266,2022,357,42,False,False,False,True
20.0,4.4,8.266,0.0,12.666,2022,357,42,False,True,False,False
4.0,5.2,8.4,0.0,13.6,2023,80,72,False,False,True,False
2.0,5.2,8.4,0.0,13.6,2023,80,72,False,False,False,True
24.0,4.6,7.0,0.0,11.6,2023,83,29,False,False,False,True
54.0,5.3,7.8,0.0,13.1,2022,22,4,False,False,False,True
31.0,5.1,8.266,0.0,13.366,2022,22,4,False,False,False,True
98.0,4.8,7.133,0.0,11.933,2023,22,4,False,False,False,True
112.0,4.3,7.566,0.0,11.866,2022,67,28,False,False,False,True
74.0,4.2,8.166,0.0,12.366,2022,67,28,False,False,False,True
28.0,3.8,8.133,0.0,11.933,2023,247,61,False,False,False,True
15.0,3.8,8.6,0.0,12.4,2023,247,61,False,False,False,True
17.0,4.4,7.3,0.0,11.7,2023,483,81,False,False,False,True
18.0,4.4,7.9,0.0,12.3,2022,61,29,False,False,False,True
17.0,4.8,8.0,0.0,12.8,2022,61,82,False,False,False,True
38.0,4.7,8.166,0.0,12.866,2023,493,33,False,False,False,True
29.0,4.8,8.5,0.0,13.3,2023,282,79,False,False,False,True
5.0,5.4,8.5,0.0,13.9,2023,290,42,True,False,False,False
22.0,5.6,7.833,0.0,13.433,2023,290,42,False,False,False,True
82.0,3.9,8.4,0.0,12.3,2023,400,50,False,False,False,True
117.0,4.7,7.033,0.0,11.733,2022,387,33,False,False,False,True
12.0,5.0,8.233,0.0,13.233,2023,387,33,True,False,False,False
22.0,5.0,8.2,0.0,13.2,2023,387,33,False,False,False,True
29.0,5.0,7.85,0.0,12.85,2023,387,30,False,False,False,True
23.0,5.0,7.8,0.0,12.8,2023,387,33,False,False,False,True
11.0,5.0,8.2,0.0,13.2,2023,387,33,False,False,False,True
30.0,3.0,8.2,0.0,11.2,2022,172,29,False,False,False,True
86.0,4.5,7.733,0.0,12.233,2023,267,69,False,False,False,True
36.0,4.3,7.166,0.0,11.466,2023,267,69,False,False,False,True
29.0,4.5,7.233,0.0,11.733,2023,267,69,False,False,False,True
8.0,5.9,7.866,0.0,13.766,2022,477,3,False,False,True,False
8.0,5.9,8.433,0.0,14.333,2022,477,3,False,False,False,True
2.0,5.5,8.733,0.0,14.233,2022,477,3,False,False,True,False
13.0,5.6,7.65,0.0,13.25,2022,477,3,False,False,False,True
80.0,4.5,7.833,0.0,12.333,2023,170,77,False,False,False,True
15.0,4.5,8.4,0.0,12.9,2023,170,77,False,False,False,True
47.0,4.0,6.1,0.0,10.1,2023,170,77,False,False,False,True
20.0,4.5,8.1,0.0,12.6,2022,153,65,True,False,False,False
80.0,4.5,8.066,0.0,12.566,2022,153,65,False,False,False,True
52.0,4.2,8.633,0.0,12.833,2022,153,65,False,False,False,True
21.0,4.5,7.166,0.0,11.666,2023,153,65,True,False,False,False
93.0,4.1,8.0,0.0,12.1,2023,153,65,False,False,False,True
97.0,4.2,7.966,0.0,12.166,2022,414,65,False,False,False,True
69.0,4.2,8.3,0.0,12.5,2022,414,65,False,False,False,True
31.0,4.6,8.433,0.0,13.033,2023,197,21,False,False,False,True
16.0,5.4,7.55,0.0,12.95,2022,152,79,True,False,False,False
0.0,5.4,6.35,0.0,11.75,2023,152,79,False,False,False,True
0.0,5.5,6.0,0.0,11.5,2023,152,79,False,False,True,False
0.0,4.4,7.4,0.0,11.8,2022,327,79,False,False,False,True
0.0,4.4,8.25,0.0,12.65,2022,327,79,False,False,True,False
0.0,4.4,8.05,0.0,12.45,2023,327,79,False,False,False,True
0.0,4.4,7.65,0.0,12.05,2023,327,79,False,False,True,False
17.0,4.2,8.4,0.0,12.6,2023,327,79,True,False,False,False
0.0,5.5,7.7,0.0,13.2,2022,217,79,False,False,False,True
0.0,5.5,7.7,0.0,13.2,2022,217,79,False,False,True,False
17.0,5.4,7.45,0.0,12.85,2022,217,79,True,False,False,False
0.0,5.3,7.75,0.0,13.05,2023,217,79,False,False,False,True
0.0,5.2,7.75,0.0,12.95,2023,217,79,False,False,True,False
24.0,5.3,6.15,0.0,11.45,2023,217,79,True,False,False,False
0.0,4.7,8.8,0.0,13.5,2022,281,79,False,False,False,True
0.0,4.7,8.6,0.0,13.3,2022,281,79,False,False,True,False
21.0,4.3,8.3,0.0,12.6,2022,281,79,True,False,False,False
0.0,4.8,7.2,0.0,12.0,2023,281,79,False,False,False,True
0.0,4.9,7.95,0.0,12.85,2023,281,79,False,False,True,False
9.0,4.6,8.6,0.0,13.2,2023,281,79,True,False,False,False
0.0,5.2,7.1,0.0,12.3,2022,66,79,False,False,False,True
0.0,5.2,8.35,0.0,13.55,2022,66,79,False,False,True,False
0.0,5.2,8.2,0.0,13.4,2023,66,79,False,False,False,True
0.0,5.2,8.7,0.0,13.9,2023,66,79,False,False,True,False
5.0,5.1,8.45,0.0,13.55,2023,66,79,True,False,False,False
0.0,5.7,8.25,0.0,13.95,2023,90,79,False,False,False,True
0.0,5.7,8.3,0.0,14.0,2023,90,79,False,False,True,False
0.0,6.0,7.75,0.0,13.75,2022,155,79,False,False,False,True
0.0,6.0,5.1,0.0,11.1,2022,155,79,False,False,True,False
30.0,4.6,7.05,0.0,11.65,2022,155,79,True,False,False,False
29.0,5.1,4.25,0.0,9.35,2023,155,79,True,False,False,False
0.0,5.8,8.0,0.0,13.8,2023,59,79,False,False,False,True
0.0,6.1,7.3,0.0,13.4,2023,59,79,False,False,True,False
0.0,5.3,7.2,0.0,12.5,2022,461,79,False,False,False,True
0.0,5.8,7.7,0.0,13.5,2022,461,79,False,False,True,False
20.0,5.4,7.3,0.0,12.7,2022,461,79,True,False,False,False
0.0,5.7,8.15,0.0,13.85,2023,461,79,False,False,False,True
0.0,5.6,7.4,0.0,13.0,2023,461,79,False,False,True,False
36.0,5.7,7.7,0.0,13.4,2022,245,15,False,False,False,True
9.0,5.7,7.8,0.0,13.5,2022,374,15,True,False,False,False
114.0,4.1,7.733,0.0,11.833,2022,165,63,False,False,False,True
65.0,4.0,8.566,0.0,12.566,2022,165,63,False,False,False,True
97.0,4.3,7.633,0.0,11.933,2023,165,63,False,False,False,True
33.0,4.2,7.6,0.0,11.8,2023,165,63,False,False,False,True
30.0,4.1,7.533,0.0,11.633,2023,165,63,False,False,False,True
27.0,4.8,7.166,0.0,11.966,2023,210,26,False,False,False,True
37.0,4.9,7.65,0.0,12.55,2023,211,26,False,False,False,True
84.0,4.4,7.833,0.0,12.233,2023,96,26,False,False,False,True
39.0,3.9,7.133,0.0,11.033,2023,96,26,False,False,False,True
13.0,4.2,8.35,0.0,12.55,2022,291,29,False,False,False,True
21.0,4.6,7.2,0.0,11.8,2023,167,29,False,False,False,True
6.0,4.6,7.833,0.0,12.433,2022,167,67,False,False,True,False
7.0,4.6,8.9,0.0,13.5,2022,167,67,False,False,False,True
17.0,5.1,7.766,0.0,12.866,2022,292,42,True,False,False,False
107.0,4.8,7.2,0.0,12.0,2022,292,42,False,False,False,True
31.0,5.1,8.266,0.0,13.366,2022,292,42,False,False,False,True
20.0,5.3,7.566,0.0,12.866,2023,292,42,True,False,False,False
11.0,5.3,8.1,0.0,13.4,2023,292,42,False,False,False,True
58.0,4.3,8.366,0.0,12.666,2022,228,63,False,False,False,True
5.0,4.7,7.97,0.0,12.666,2022,225,29,False,False,True,False
4.0,4.7,8.85,0.0,13.55,2022,225,29,False,False,False,True
3.0,4.9,8.4,0.0,13.3,2023,225,29,False,False,True,False
8.0,4.7,8.35,0.0,13.05,2023,225,29,False,False,False,True
30.0,4.8,6.55,0.0,11.35,2022,239,82,False,False,False,True
14.0,3.6,8.75,0.0,12.35,2022,262,29,False,False,False,True
115.0,3.7,8.066,0.0,11.766,2022,335,19,False,False,False,True
89.0,3.8,8.333,0.0,12.133,2022,335,19,False,False,False,True
92.0,4.0,8.1,0.0,12.1,2023,335,19,False,False,False,True
29.0,3.8,7.7,0.0,11.5,2022,335,19,False,False,False,True
96.0,3.9,8.3,0.0,12.2,2022,166,49,False,False,False,True
78.0,3.9,8.4,0.0,12.3,2022,166,49,False,False,False,True
108.0,4.1,7.3,0.0,11.4,2023,166,49,False,False,False,True
36.0,4.6,8.366,0.0,12.966,2023,351,78,False,False,False,True
43.0,4.4,8.366,0.0,12.766,2023,422,3,False,False,False,True
8.0,5.2,7.166,0.0,12.36,2023,463,79,False,False,True,False
10.0,5.2,8.633,0.0,13.833,2023,463,79,False,False,False,True
28.0,4.2,6.05,0.0,10.25,2023,427,29,False,False,False,True
132.0,4.0,6.733,0.0,10.733,2022,509,11,False,False,False,True
39.0,4.5,8.0,0.0,12.5,2023,180,77,False,False,False,True
12.0,4.3,7.75,0.0,12.05,2023,491,22,False,False,False,True
38.0,4.3,7.0,0.0,11.3,2023,491,22,False,False,False,True
28.0,4.3,7.166,0.0,11.466,2023,491,22,False,False,False,True
15.0,5.0,7.0,0.0,12.0,2023,241,82,True,False,False,False
14.0,5.0,8.1,0.0,13.1,2022,241,82,False,False,False,True
17.0,4.2,8.1,0.0,12.3,2022,128,29,False,False,False,True
24.0,3.5,7.6,0.0,11.1,2023,221,16,False,False,False,True
46.0,5.1,6.85,0.0,11.95,2023,388,9,False,False,False,True
24.0,4.6,7.25,0.0,11.85,2022,133,29,False,False,False,True
32.0,2.0,8.2,6.0,4.2,2023,133,29,False,False,False,True
88.0,4.3,7.866,0.0,12.166,2023,265,55,False,False,False,True
74.0,4.9,7.8,0.0,12.7,2022,118,39,False,False,False,True
42.0,4.7,8.466,0.0,13.166,2022,118,39,False,False,False,True
101.0,4.9,6.966,0.0,11.866,2023,118,39,False,False,False,True
82.0,4.7,7.533,0.0,12.233,2022,358,7,False,False,False,True
0.0,5.1,7.8,0.0,12.9,2023,193,79,False,False,False,True
0.0,5.2,8.5,0.0,13.7,2023,193,79,False,False,True,False
0.0,4.9,8.2,0.0,13.1,2022,462,79,False,False,False,True
0.0,4.9,8.15,0.0,13.05,2022,462,79,False,False,True,False
0.0,5.2,7.8,0.0,13.0,2023,462,79,False,False,False,True
0.0,4.6,6.0,0.0,10.6,2023,462,79,False,False,True,False
27.0,5.0,6.25,0.0,11.25,2023,462,79,True,False,False,False
0.0,4.7,8.55,0.0,13.25,2023,63,79,False,False,False,True
0.0,4.7,7.35,0.0,12.05,2023,63,79,False,False,True,False
0.0,3.7,7.45,0.0,11.15,2022,45,79,False,False,False,True
0.0,3.8,8.3,0.0,12.1,2022,45,79,False,False,True,False
0.0,5.3,8.05,0.0,13.35,2022,323,79,False,False,False,True
0.0,5.3,8.3,0.0,13.6,2022,323,79,False,False,True,False
15.0,4.8,8.15,0.0,12.95,2022,323,79,True,False,False,False
26.0,5.3,6.0,0.0,11.3,2023,323,79,True,False,False,False
21.0,4.8,8.1,0.0,12.9,2023,131,54,False,False,False,True
21.0,4.8,7.533,0.0,12.333,2023,131,54,False,False,False,True
16.0,5.3,7.6,0.0,12.9,2022,299,33,True,False,False,False
100.0,5.0,7.133,0.0,12.133,2022,299,33,False,False,False,True
22.0,5.3,8.2,0.0,13.5,2022,299,33,False,False,False,True
13.0,5.3,8.0,0.0,13.3,2022,299,33,False,True,False,False
115.0,3.2,7.966,0.0,11.166,2023,10,40,False,False,False,True
16.0,4.4,8.6,0.0,13.0,2023,43,2,True,False,False,False
64.0,4.1,8.366,0.0,12.466,2023,43,2,False,False,False,True
12.0,4.2,8.5,0.0,12.7,2023,43,2,False,False,False,True
23.0,3.5,7.65,0.0,11.15,2023,19,18,False,False,False,True
47.0,4.8,7.0,0.0,11.8,2023,122,42,False,False,False,True
37.0,4.9,8.366,0.0,13.266,2022,313,56,False,False,False,True
4.0,5.6,8.2,0.0,13.8,2023,313,56,False,False,True,False
6.0,5.6,7.966,0.0,13.566,2023,313,56,False,False,False,True
29.0,5.2,8.366,0.0,13.566,2022,392,28,False,False,False,True
6.0,4.9,8.266,0.0,13.166,2022,392,28,False,False,True,False
8.0,5.3,8.533,0.0,13.833,2022,392,28,False,False,False,True
12.0,5.3,8.033,0.0,13.333,2022,392,28,False,True,False,False
83.0,5.0,7.233,0.0,12.233,2022,190,70,False,False,False,True
26.0,5.0,8.166,0.0,13.166,2023,190,70,False,False,False,True
5.0,5.1,8.3,0.0,13.4,2023,190,70,False,False,True,False
8.0,5.1,7.9,0.0,13.0,2023,190,70,False,False,False,True
19.0,5.0,8.0,0.0,13.0,2023,190,70,False,False,False,True
8.0,4.8,7.3,0.0,12.1,2023,190,70,False,False,True,False
8.0,5.0,8.366,0.0,13.366,2023,190,70,False,False,False,True
29.0,5.3,7.833,0.0,13.133,2023,293,28,False,False,False,True
17.0,5.3,8.15,0.0,13.45,2023,293,28,False,False,False,True
88.0,4.9,7.5,0.0,12.4,2022,466,26,False,False,False,True
46.0,4.6,8.4,0.0,13.0,2022,466,26,False,False,False,True
15.0,5.2,7.833,0.0,13.033,2023,466,26,True,False,False,False
36.0,5.2,7.8,0.0,13.0,2023,466,26,False,False,False,True
12.0,4.2,8.2,0.0,12.4,2023,132,58,True,False,False,False
20.0,4.2,8.4,0.0,12.6,2022,132,58,False,False,False,True
0.0,4.4,8.033,0.0,12.433,2023,132,58,True,False,False,False
0.0,3.4,9.0,0.0,12.4,2023,434,58,True,False,False,False
24.0,3.4,8.75,0.0,12.15,2022,435,58,False,False,False,True
21.0,6.3,7.5,0.0,13.8,2022,429,45,False,False,False,True
2.0,6.4,8.15,0.0,14.55,2023,429,45,False,False,False,True
22.0,5.9,7.866,0.0,13.766,2022,139,11,False,False,False,True
1.0,5.6,8.05,0.0,13.65,2023,139,11,True,False,False,False
18.0,5.3,7.5,0.0,12.8,2022,139,11,False,False,False,True
3.0,5.7,8.0,0.0,13.7,2023,139,11,False,False,True,False
4.0,6.0,8.35,0.0,14.35,2023,139,11,False,False,False,True
55.0,4.7,8.133,0.0,12.833,2022,41,41,False,False,False,True
48.0,4.7,8.133,0.0,12.833,2023,41,41,False,False,False,True
25.0,3.5,8.25,0.0,11.75,2022,88,29,False,False,False,True
51.0,4.9,7.9,0.0,12.8,2023,368,33,False,False,False,True
34.0,4.5,7.133,0.0,11.633,2023,368,33,False,False,False,True
30.0,4.0,8.233,0.0,12.233,2023,343,20,False,False,False,True
0.0,4.9,7.5,0.0,12.4,2023,75,79,False,False,False,True
0.0,4.4,7.25,0.0,11.65,2023,75,79,False,False,True,False
15.0,4.5,8.25,0.0,12.75,2023,75,79,True,False,False,False
22.0,4.4,8.15,0.0,12.55,2022,135,79,True,False,False,False
26.0,4.2,7.85,0.0,12.05,2022,320,79,True,False,False,False
25.0,4.8,5.6,0.0,10.4,2023,190,83,False,False,False,True
5.0,5.2,7.25,0.0,12.45,2023,466,26,False,False,False,True
5.0,5.2,7.95,0.0,13.15,2023,466,26,False,False,True,False
0.0,4.9,7.7,0.0,12.6,2022,189,79,False,False,False,True
0.0,4.9,7.45,0.0,12.35,2022,189,79,False,False,True,False
14.0,4.6,8.35,0.0,12.95,2022,189,79,True,False,False,False
0.0,5.0,8.05,0.0,13.05,2023,189,79,False,False,False,True
0.0,4.7,7.2,0.0,11.9,2023,189,79,False,False,True,False
23.0,4.9,6.65,0.0,11.55,2023,189,79,True,False,False,False
14.0,4.1,8.1,0.0,12.2,2023,198,82,True,False,False,False
23.0,4.1,8.1,0.0,12.2,2022,198,82,False,False,False,True
0.0,3.9,8.67,0.0,12.566,2022,199,29,False,False,False,True
7.0,5.3,7.166,0.0,12.466,2023,12,23,False,False,True,False
8.0,5.5,8.1,0.0,13.6,2023,12,23,False,False,False,True
5.0,5.7,7.466,0.0,13.166,2023,12,23,False,False,True,False
2.0,5.7,8.366,0.0,14.066,2023,12,23,False,False,False,True
43.0,5.0,5.9,0.0,10.9,2023,12,23,False,False,False,True
3.0,5.5,8.466,0.0,13.966,2023,12,23,False,False,True,False
8.0,5.5,8.033,0.0,13.533,2023,12,23,False,False,False,True
41.0,4.8,7.65,0.0,12.45,2023,494,11,False,False,False,True
123.0,4.6,6.866,0.0,11.466,2022,269,80,False,False,False,True
13.0,4.6,8.1,0.0,12.7,2023,269,80,False,False,False,True
28.0,4.6,7.533,0.0,12.133,2023,269,80,False,False,False,True
40.0,4.0,6.966,0.0,10.966,2023,479,54,False,False,False,True
29.0,4.2,7.633,0.0,11.833,2023,479,54,False,False,False,True
19.0,4.5,7.0,0.0,11.5,2023,234,18,False,False,False,True
1.0,5.6,8.15,0.0,13.75,2023,114,18,True,False,False,False
1.0,5.6,8.2,0.0,13.8,2023,114,18,False,False,True,False
1.0,5.6,7.6,0.0,13.2,2023,114,18,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,266,59,False,False,False,True
29.0,4.4,6.9,0.0,11.3,2022,51,29,False,False,False,True
13.0,4.8,8.233,0.0,13.033,2023,39,42,False,False,False,True
12.0,5.2,7.5,0.0,12.7,2022,275,29,False,False,False,True
17.0,3.0,6.7,0.0,9.7,2023,423,71,True,False,False,False
32.0,3.0,7.7,0.0,10.7,2022,423,71,False,False,False,True
16.0,5.0,8.45,0.0,13.45,2023,474,9,False,False,False,True
92.0,3.5,8.466,0.0,11.966,2022,97,39,False,False,False,True
21.0,5.0,7.1,0.0,12.1,2022,226,29,True,False,False,False
12.0,6.1,8.166,0.0,14.266,2022,226,29,False,False,False,True
1.0,5.7,8.7,0.0,14.4,2022,226,29,False,False,True,False
1.0,5.7,8.65,0.0,14.35,2022,226,29,False,False,False,True
15.0,5.5,8.2,0.0,13.7,2022,226,29,False,False,False,True
4.0,6.0,7.9,0.0,13.9,2022,226,29,False,True,False,False
7.0,5.7,6.566,0.0,12.266,2022,226,24,False,False,True,False
1.0,5.8,8.7,0.0,14.5,2022,226,24,False,False,False,True
130.0,4.5,6.366,0.0,10.866,2022,32,72,False,False,False,True
40.0,4.9,8.333,0.0,13.233,2022,32,72,False,False,False,True
54.0,4.3,7.9,0.0,12.2,2023,16,3,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,495,58,False,False,False,True
0.0,4.3,7.75,0.0,12.05,2022,492,79,False,False,False,True
0.0,4.3,6.75,0.0,11.05,2022,492,79,False,False,True,False
23.0,4.4,8.0,0.0,12.4,2022,339,79,True,False,False,False
0.0,5.1,7.95,0.0,13.05,2023,339,79,False,False,False,True
0.0,5.1,8.2,0.0,13.3,2023,339,79,False,False,True,False
20.0,4.6,7.5,0.0,12.1,2023,339,79,True,False,False,False
0.0,4.8,7.45,0.0,12.25,2022,85,79,False,False,False,True
0.0,4.5,5.85,0.0,10.35,2022,85,79,False,False,True,False
5.0,5.5,7.85,0.0,13.35,2022,194,79,True,False,False,False
28.0,5.0,5.95,0.0,10.95,2023,194,79,True,False,False,False
18.0,4.1,8.7,0.0,12.8,2022,205,79,True,False,False,False
73.0,4.4,7.966,0.0,12.366,2023,195,20,False,False,False,True
96.0,4.5,7.066,0.0,11.566,2022,9,5,False,False,False,True
9.0,4.7,7.55,0.0,12.25,2023,329,53,True,False,False,False
13.0,4.7,7.35,0.0,12.05,2023,329,53,False,False,False,True
43.0,3.7,6.433,0.0,10.133,2023,360,60,False,False,False,True
32.0,3.2,6.966,0.0,10.166,2023,360,60,False,False,False,True
27.0,4.8,8.533,0.0,13.333,2023,359,60,False,False,False,True
43.0,4.8,8.066,0.0,12.866,2023,253,62,False,False,False,True
99.0,4.8,6.366,0.0,11.166,2022,440,62,False,False,False,True
76.0,4.7,7.666,0.0,12.366,2023,440,62,False,False,False,True
37.0,4.4,7.033,0.0,11.433,2023,440,62,False,False,False,True
23.0,4.7,7.666,0.0,12.366,2023,440,62,False,False,False,True
44.0,4.4,6.333,0.0,10.733,2023,440,62,False,False,False,True
55.0,4.7,7.5,0.0,12.2,2023,441,62,False,False,False,True
131.0,4.7,6.066,0.0,10.766,2022,328,7,False,False,False,True
9.0,5.5,8.0,0.0,13.5,2023,328,7,False,False,False,True
2.0,5.5,8.266,0.0,13.766,2023,328,7,False,False,True,False
3.0,5.5,8.5,0.0,14.0,2023,328,7,False,False,False,True
8.0,4.9,7.366,0.0,12.266,2023,328,7,False,False,True,False
7.0,5.5,7.966,0.0,13.466,2023,328,7,False,False,False,True
6.0,5.9,8.4,0.0,14.3,2022,184,19,False,False,True,False
4.0,5.9,8.566,0.0,14.466,2022,184,19,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,184,19,False,False,False,True
49.0,5.3,7.533,0.0,12.833,2023,184,19,False,False,False,True
1.0,5.9,8.566,0.0,14.466,2022,184,19,False,False,True,False
3.0,5.3,8.85,0.0,14.15,2022,184,19,False,False,False,True
35.0,5.2,6.2,0.0,11.4,2023,184,19,False,False,False,True
