Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_aafinal,round_final,round_qual,round_teamfinal
37.0,5.0,7.9,0.0,12.9,2022,332,7,False,False,True,False
69.0,4.7,7.0,0.0,11.7,2022,332,7,False,False,True,False
17.0,4.9,7.766,0.1,12.566,2022,332,7,False,False,False,True
12.0,4.9,7.566,0.0,12.466,2023,332,7,True,False,False,False
47.0,4.9,7.2,0.0,12.1,2023,332,7,False,False,True,False
9.0,4.9,7.85,0.0,12.75,2023,332,7,False,False,True,False
43.0,4.6,6.6,0.0,11.2,2022,161,28,False,False,True,False
18.0,4.8,7.25,0.0,12.05,2022,161,63,False,False,True,False
58.0,3.3,6.85,0.0,10.15,2022,51,28,False,False,True,False
63.0,1.1,8.45,6.5,3.05,2022,365,28,False,False,True,False
21.0,4.2,7.35,0.1,11.45,2023,504,56,False,False,True,False
132.0,4.3,6.833,0.0,11.133,2022,197,3,False,False,True,False
24.0,4.8,6.633,0.0,11.433,2022,437,3,True,False,False,False
47.0,5.0,7.733,0.0,12.733,2022,437,3,False,False,True,False
8.0,4.7,7.066,0.0,11.766,2022,437,3,False,True,False,False
5.0,5.1,7.65,0.0,12.75,2022,437,3,False,False,True,False
16.0,5.3,7.566,0.0,12.866,2022,278,32,False,False,True,False
10.0,5.3,7.733,0.0,13.033,2022,278,32,False,False,False,True
11.0,4.2,7.933,0.0,12.133,2023,205,35,False,False,True,False
13.0,5.4,7.2,0.0,12.6,2022,487,76,True,False,False,False
23.0,4.2,6.333,0.0,10.533,2023,379,4,False,False,True,False
0.0,6.8,8.1,0.1,14.8,2023,476,76,False,False,True,False
0.0,6.8,8.6,0.0,15.4,2023,476,76,False,True,False,False
8.0,4.8,7.5,0.0,12.3,2023,104,74,False,False,True,False
6.0,4.6,7.666,0.0,12.266,2023,104,74,False,True,False,False
0.0,5.4,8.0,0.1,13.3,2022,480,76,False,False,True,False
0.0,5.6,7.85,0.0,13.45,2022,480,76,False,True,False,False
2.0,5.4,7.85,0.0,13.25,2022,480,76,True,False,False,False
0.0,5.6,7.4,0.1,12.9,2023,480,76,False,False,True,False
0.0,5.7,6.8,0.3,12.2,2023,480,76,False,True,False,False
0.0,4.8,7.3,0.0,12.1,2022,106,76,False,False,True,False
0.0,4.8,7.55,0.2,12.15,2022,106,76,False,True,False,False
18.0,4.7,7.4,0.0,12.1,2022,106,76,True,False,False,False
0.0,5.1,7.4,0.0,12.5,2023,106,76,False,False,True,False
0.0,4.9,6.4,0.1,11.2,2023,106,76,False,True,False,False
22.0,4.8,7.25,0.3,11.75,2023,106,76,True,False,False,False
4.0,4.9,8.133,0.0,13.033,2023,361,27,False,True,False,False
6.0,4.9,7.8,0.1,12.6,2023,361,27,False,False,True,False
4.0,4.8,7.9,0.0,12.7,2023,57,3,False,False,True,False
5.0,4.6,7.733,0.0,12.333,2023,57,3,False,True,False,False
17.0,4.4,7.633,0.0,12.033,2023,221,25,False,False,True,False
93.0,4.2,7.833,0.0,12.033,2022,421,50,False,False,True,False
34.0,4.2,5.75,0.1,9.85,2023,445,16,False,False,True,False
3.0,6.1,8.066,0.0,14.166,2022,225,76,True,False,False,False
3.0,5.9,7.833,0.0,13.733,2022,225,76,False,True,False,False
5.0,6.1,7.966,0.0,14.066,2022,225,76,False,False,True,False
12.0,5.1,8.233,0.0,13.333,2022,294,25,True,False,False,False
24.0,5.1,8.1,0.0,13.2,2022,294,25,False,False,True,False
21.0,4.9,7.833,0.0,12.733,2022,294,25,False,False,True,False
16.0,5.1,7.566,0.0,12.666,2022,294,25,False,False,False,True
8.0,5.2,7.5,0.0,12.7,2023,294,25,True,False,False,False
6.0,5.2,7.833,0.0,13.033,2023,294,25,False,True,False,False
9.0,5.2,7.9,0.0,13.1,2023,294,25,False,False,True,False
8.0,4.8,7.366,0.0,12.166,2023,294,25,False,True,False,False
7.0,5.0,8.0,0.0,13.0,2023,294,25,False,False,True,False
55.0,4.4,6.2,0.3,10.3,2022,107,28,False,False,True,False
38.0,4.8,7.4,0.0,12.2,2023,101,68,False,False,True,False
21.0,4.4,7.5,0.0,11.9,2022,410,28,False,False,True,False
19.0,3.4,7.3,0.0,10.7,2023,109,34,False,False,True,False
30.0,4.0,7.3,0.0,11.3,2023,109,34,False,False,True,False
25.0,3.4,7.633,0.0,11.033,2023,109,34,False,False,True,False
17.0,3.4,7.533,0.0,10.933,2023,109,34,False,False,True,False
117.0,3.5,6.366,0.0,9.866,2023,194,17,False,False,True,False
17.0,3.9,7.75,0.0,11.65,2023,95,24,False,False,True,False
2.0,5.8,8.033,0.0,13.833,2022,245,76,False,True,False,False
4.0,5.8,8.3,0.0,14.1,2022,245,76,False,False,True,False
40.0,4.3,6.566,0.1,10.766,2023,128,46,False,False,True,False
22.0,4.0,7.3,0.0,11.3,2023,409,77,False,False,True,False
20.0,5.0,6.95,0.0,11.95,2022,237,28,False,False,True,False
117.0,4.1,7.666,0.1,11.666,2022,434,55,False,False,True,False
38.0,3.1,7.7,0.0,10.8,2023,312,62,False,False,True,False
61.0,4.5,7.3,0.0,11.8,2022,333,59,False,False,True,False
54.0,4.6,7.366,0.0,11.966,2023,333,59,False,False,True,False
20.0,4.7,7.3,0.0,12.0,2023,333,59,False,False,True,False
43.0,5.0,7.133,0.0,12.133,2023,78,35,False,False,True,False
0.0,5.9,8.15,0.0,14.05,2022,225,76,False,False,True,False
0.0,5.9,7.95,0.0,13.85,2022,225,76,False,True,False,False
0.0,5.9,7.45,0.0,13.35,2023,225,76,False,False,True,False
0.0,5.8,7.4,0.1,13.1,2023,225,76,False,True,False,False
0.0,5.4,7.7,0.2,12.9,2023,140,76,False,False,True,False
0.0,5.3,7.55,0.1,12.75,2023,140,76,False,True,False,False
20.0,5.3,6.85,0.3,11.85,2023,140,76,True,False,False,False
17.0,3.4,7.433,0.0,10.833,2023,109,34,False,False,True,False
0.0,5.6,8.35,0.0,13.95,2022,245,76,False,False,True,False
0.0,5.6,8.3,0.0,13.9,2022,245,76,False,True,False,False
0.0,5.6,7.6,0.1,13.1,2023,245,76,False,False,True,False
0.0,5.7,8.15,0.0,13.85,2023,245,76,False,True,False,False
26.0,4.8,6.6,0.0,11.4,2023,116,76,True,False,False,False
24.0,5.1,6.75,0.4,11.45,2023,407,76,True,False,False,False
15.0,5.0,8.066,0.0,13.066,2022,18,42,True,False,False,False
9.0,5.4,8.2,0.0,13.6,2022,18,42,False,False,True,False
8.0,5.4,8.1,0.0,13.5,2022,18,42,False,False,True,False
4.0,5.4,8.033,0.1,13.333,2022,18,42,False,False,False,True
5.0,5.4,7.7,0.0,13.1,2023,18,42,True,False,False,False
5.0,5.4,8.033,0.0,13.433,2023,18,42,False,True,False,False
5.0,5.4,7.966,0.0,13.366,2023,18,42,False,False,True,False
2.0,5.4,8.1,0.0,13.5,2023,18,42,False,True,False,False
2.0,5.4,8.166,0.0,13.566,2023,18,42,False,False,True,False
4.0,5.2,8.133,0.2,13.133,2023,18,42,False,True,False,False
3.0,5.2,8.266,0.0,13.466,2023,18,42,False,False,True,False
5.0,5.4,8.166,0.0,13.566,2022,70,42,False,False,True,False
2.0,5.4,8.166,0.0,13.566,2022,70,42,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,70,42,False,False,True,False
15.0,4.9,7.233,0.3,11.833,2023,70,42,False,False,True,False
12.0,5.0,7.066,0.0,12.066,2023,349,7,False,False,True,False
72.0,4.8,7.7,0.2,12.3,2022,396,62,False,False,True,False
5.0,4.8,7.9,0.0,12.7,2023,396,62,True,False,False,False
7.0,4.7,7.8,0.3,12.2,2022,396,62,False,True,False,False
10.0,4.8,7.75,0.0,12.55,2022,396,62,False,False,True,False
11.0,5.1,7.05,0.1,12.05,2023,201,28,False,False,True,False
38.0,4.4,5.9,0.1,10.2,2023,326,28,False,False,True,False
37.0,5.1,6.65,0.3,11.45,2022,239,28,False,False,True,False
105.0,4.1,6.333,0.0,10.433,2022,244,52,False,False,True,False
83.0,4.1,7.3,0.0,11.4,2023,244,52,False,False,True,False
33.0,4.1,6.666,0.0,10.766,2023,244,52,False,False,True,False
26.0,4.1,6.833,0.0,10.933,2023,244,52,False,False,True,False
33.0,4.5,5.65,0.0,10.15,2023,391,60,False,False,True,False
28.0,4.1,7.266,0.0,11.366,2023,292,1,False,False,True,False
22.0,5.3,7.966,0.0,13.266,2022,297,10,False,False,True,False
2.0,5.0,8.15,0.0,13.15,2023,297,10,True,False,False,False
7.0,5.0,7.65,0.0,12.65,2022,297,10,False,False,True,False
20.0,5.1,7.666,0.0,12.766,2022,37,15,False,False,True,False
7.0,4.5,7.6,0.0,12.1,2023,259,60,True,False,False,False
8.0,4.5,7.5,0.3,11.7,2023,259,60,False,True,False,False
10.0,4.6,7.45,0.0,12.05,2023,259,60,False,False,True,False
106.0,4.4,7.433,0.0,11.833,2022,398,60,False,False,True,False
12.0,4.3,6.85,0.0,11.15,2023,486,60,True,False,False,False
24.0,4.2,7.05,0.0,11.25,2023,486,60,False,False,True,False
73.0,4.3,7.366,0.0,11.666,2023,177,17,False,False,True,False
42.0,4.5,6.8,0.0,11.3,2022,490,28,False,False,True,False
15.0,4.7,7.0,0.4,11.3,2023,490,38,True,False,False,False
23.0,4.7,7.2,0.3,11.6,2022,490,38,False,False,True,False
78.0,4.2,7.333,0.1,11.433,2022,193,41,False,False,True,False
11.0,4.4,7.2,0.0,11.6,2023,193,41,False,False,True,False
7.0,4.9,7.233,0.1,12.033,2023,240,10,False,True,False,False
7.0,4.9,7.4,0.2,12.1,2023,240,10,False,False,True,False
9.0,4.9,7.533,0.3,12.133,2023,240,10,False,False,True,False
10.0,4.4,8.1,0.0,12.5,2022,433,28,False,False,True,False
53.0,4.5,7.466,0.0,11.966,2023,149,18,False,False,True,False
16.0,4.1,7.933,0.0,12.033,2023,479,12,False,False,True,False
15.0,4.1,6.8,0.0,10.9,2023,296,16,True,False,False,False
26.0,4.2,6.9,0.0,11.1,2023,296,16,False,False,True,False
36.0,3.5,4.55,0.0,8.05,2023,226,43,False,False,True,False
28.0,3.9,7.3,0.0,11.2,2023,123,28,False,False,True,False
83.0,5.0,6.633,0.3,11.333,2022,64,61,False,False,True,False
8.0,4.9,7.367,0.0,12.267,2023,349,7,False,True,False,False
3.0,4.9,8.167,0.0,13.067,2023,349,7,False,False,True,False
0.0,5.5,8.35,0.0,13.85,2022,273,76,False,False,True,False
0.0,5.4,8.25,0.0,13.65,2022,273,76,False,True,False,False
0.0,5.5,8.0,0.0,13.5,2023,273,76,False,False,True,False
0.0,5.5,8.25,0.0,13.75,2023,273,76,False,True,False,False
0.0,5.2,7.95,0.0,13.15,2022,32,76,False,False,True,False
0.0,5.2,7.95,0.0,13.15,2022,32,76,False,True,False,False
16.0,4.9,7.45,0.0,12.35,2022,32,76,True,False,False,False
0.0,5.6,7.85,0.1,13.35,2023,32,76,False,False,True,False
0.0,5.5,7.95,0.0,13.45,2023,32,76,False,True,False,False
4.0,5.7,7.5,0.0,13.2,2023,32,76,True,False,False,False
21.0,4.5,7.15,0.0,11.65,2022,481,76,True,False,False,False
23.0,5.1,6.4,0.0,11.5,2023,28,76,True,False,False,False
7.0,4.5,7.633,0.0,12.133,2023,27,3,True,False,False,False
18.0,4.5,7.666,0.3,11.866,2023,27,3,False,False,True,False
143.0,3.1,7.9,4.3,6.7,2022,377,67,False,False,True,False
30.0,4.6,6.35,0.3,10.65,2022,377,67,False,False,True,False
28.0,4.1,7.266,0.0,11.366,2023,16,33,False,False,True,False
53.0,5.0,7.633,0.0,12.633,2022,138,46,False,False,True,False
115.0,3.2,7.366,0.6,9.966,2023,63,15,False,False,True,False
81.0,4.6,7.7,0.1,12.2,2022,25,70,False,False,True,False
51.0,4.4,7.7,0.1,12.0,2022,25,70,False,False,True,False
42.0,5.1,7.733,0.0,12.833,2022,392,50,False,False,True,False
2.0,5.2,7.75,0.1,12.85,2023,392,50,True,False,False,False
2.0,5.2,8.2,0.0,13.4,2023,392,50,False,True,False,False
2.0,5.2,8.15,0.1,13.25,2023,392,50,False,False,True,False
8.0,4.6,7.35,0.0,11.95,2023,199,13,True,False,False,False
7.0,4.9,7.1,0.0,12.0,2023,199,13,False,True,False,False
6.0,4.9,7.55,0.0,12.45,2023,199,13,False,False,True,False
14.0,5.4,8.066,0.0,13.466,2022,348,42,False,False,True,False
22.0,5.4,6.7,0.3,11.8,2023,348,42,True,False,False,False
26.0,5.4,7.266,0.1,12.566,2023,348,42,False,False,True,False
2.0,5.5,8.166,0.1,13.566,2023,348,42,False,True,False,False
4.0,5.5,8.133,0.3,13.333,2023,348,42,False,False,True,False
3.0,5.4,8.066,0.0,13.466,2023,438,28,False,True,False,False
2.0,5.4,8.1,0.0,13.5,2023,438,28,False,False,True,False
8.0,4.7,8.05,0.0,12.75,2022,372,28,False,True,False,False
8.0,4.8,7.9,0.1,12.6,2022,372,28,False,False,True,False
33.0,4.6,6.5,0.7,10.4,2022,372,80,False,False,True,False
5.0,5.4,7.9,0.3,13.0,2023,439,28,False,True,False,False
7.0,5.4,7.45,0.4,12.45,2023,439,28,False,False,True,False
20.0,1.4,8.3,6.5,3.2,2023,35,2,True,False,False,False
32.0,4.4,5.85,0.0,10.25,2023,35,2,False,False,True,False
14.0,5.2,7.4,0.1,12.5,2023,246,76,True,False,False,False
6.0,4.5,8.45,0.1,12.85,2022,196,28,False,True,False,False
6.0,4.6,8.05,0.0,12.65,2022,196,28,False,False,True,False
3.0,5.1,8.4,0.0,13.5,2023,196,28,False,True,False,False
2.0,5.1,8.35,0.0,13.45,2023,196,28,False,False,True,False
9.0,4.9,7.733,0.0,12.633,2023,196,28,True,False,False,False
12.0,5.1,7.8,0.0,12.9,2023,196,28,False,False,True,False
13.0,4.7,7.75,0.0,12.45,2022,196,23,False,False,True,False
59.0,5.0,7.7,0.1,12.6,2022,167,25,False,False,True,False
23.0,4.9,7.8,0.0,12.7,2022,167,25,False,False,True,False
23.0,4.7,6.766,0.0,11.466,2022,167,25,False,False,False,True
50.0,5.0,7.333,0.3,12.033,2023,288,25,False,False,True,False
9.0,5.1,7.7,0.0,12.8,2023,288,25,False,False,True,False
27.0,4.2,7.233,0.0,11.433,2023,94,25,False,False,True,False
48.0,4.2,6.8,0.3,10.7,2022,279,28,False,False,True,False
14.0,5.2,7.25,0.0,12.45,2022,122,23,False,False,True,False
3.0,5.2,7.8,0.0,13.0,2023,325,27,False,False,True,False
25.0,4.5,6.9,0.3,11.1,2023,19,7,False,False,True,False
17.0,5.2,7.7,0.1,12.8,2022,23,27,True,False,False,False
28.0,5.3,7.8,0.0,13.1,2022,23,27,False,False,True,False
17.0,4.9,7.9,0.0,12.8,2022,23,27,False,False,True,False
13.0,4.5,7.566,0.3,11.766,2023,79,4,True,False,False,False
5.0,4.4,7.966,0.0,12.36,2023,79,4,False,True,False,False
12.0,4.4,7.866,0.0,12.266,2023,79,4,False,False,True,False
21.0,4.3,7.566,0.0,11.866,2023,79,4,True,False,False,False
61.0,4.3,7.566,0.0,11.866,2023,79,4,False,False,True,False
134.0,4.2,6.9,0.1,11.0,2022,423,15,False,False,True,False
104.0,3.4,7.033,0.0,10.433,2022,423,15,False,False,True,False
0.0,5.3,7.35,0.0,12.65,2022,5,76,False,False,True,False
0.0,5.1,8.05,0.0,13.15,2022,5,76,False,True,False,False
20.0,4.6,7.2,0.0,11.8,2022,5,76,True,False,False,False
0.0,5.1,7.1,0.0,12.2,2023,5,76,False,False,True,False
0.0,5.6,7.65,0.0,13.25,2023,5,76,False,True,False,False
7.0,5.2,7.9,0.0,13.1,2023,5,76,True,False,False,False
1.0,5.7,7.8,0.0,13.5,2022,166,76,True,False,False,False
7.0,5.3,7.966,0.1,13.166,2022,236,28,False,True,False,False
8.0,5.3,8.3,0.0,13.6,2022,236,28,False,False,True,False
2.0,5.3,8.65,0.0,13.95,2022,236,28,False,True,False,False
2.0,5.3,8.4,0.0,13.7,2022,236,28,False,False,True,False
5.0,5.3,8.166,0.0,13.466,2022,236,28,False,True,False,False
6.0,5.3,8.233,0.0,13.533,2022,236,28,False,False,True,False
8.0,5.3,7.933,0.1,13.133,2022,236,28,False,False,False,True
1.0,6.0,8.4,0.0,14.4,2022,241,28,True,False,False,False
1.0,6.0,8.2,0.0,14.2,2022,241,28,False,True,False,False
3.0,5.9,8.3,0.1,14.1,2022,241,28,False,False,True,False
1.0,5.8,8.8,0.0,14.6,2022,241,28,False,True,False,False
1.0,5.7,8.35,0.0,14.05,2022,241,28,False,False,True,False
1.0,5.7,8.3,0.0,14.0,2022,241,28,False,True,False,False
2.0,5.6,8.166,0.0,13.766,2022,241,28,False,False,True,False
5.0,5.7,7.833,0.3,13.233,2022,241,28,False,False,False,True
1.0,5.8,8.133,0.0,13.933,2023,241,28,True,False,False,False
1.0,5.8,8.2,0.0,14.0,2023,241,28,False,True,False,False
1.0,5.8,8.1,0.0,13.9,2023,241,28,False,False,True,False
142.0,3.6,5.9,0.3,9.2,2022,448,5,False,False,True,False
107.0,4.3,5.966,0.0,10.266,2022,448,5,False,False,True,False
113.0,4.0,6.4,0.0,10.4,2023,448,5,False,False,True,False
17.0,4.4,6.766,0.1,11.066,2023,448,5,False,False,True,False
20.0,4.5,7.033,0.1,11.433,2023,448,5,False,False,True,False
38.0,2.7,5.15,0.0,7.85,2022,272,67,False,False,True,False
60.0,3.1,6.95,0.0,10.05,2022,154,28,False,False,True,False
118.0,4.0,6.0,0.3,9.7,2023,52,58,False,False,True,False
97.0,4.8,6.333,0.1,11.033,2022,505,9,False,False,True,False
22.0,5.0,7.1,0.1,12.0,2023,146,53,False,False,True,False
6.0,5.1,7.633,0.0,12.733,2023,26,61,True,False,False,False
30.0,5.1,7.6,0.3,12.4,2023,26,61,False,False,True,False
32.0,5.1,7.733,0.3,12.533,2022,111,68,False,False,True,False
6.0,5.0,7.166,0.0,12.166,2023,111,68,False,True,False,False
4.0,5.0,7.366,0.0,12.366,2023,111,68,False,False,True,False
108.0,3.9,6.366,0.1,10.166,2022,49,31,False,False,True,False
101.0,4.0,6.933,0.0,10.933,2023,49,31,False,False,True,False
36.0,3.7,6.366,0.3,9.766,2023,49,31,False,False,True,False
16.0,5.5,7.633,0.1,13.033,2022,195,3,True,False,False,False
35.0,5.6,7.633,0.3,12.933,2022,195,3,False,False,True,False
3.0,5.2,7.75,0.0,12.95,2023,195,3,True,False,False,False
8.0,5.2,7.55,0.1,12.65,2022,195,3,False,False,True,False
18.0,4.4,7.65,0.1,11.95,2022,141,28,False,False,True,False
21.0,4.0,7.5,0.0,11.5,2023,141,28,False,False,True,False
22.0,4.2,7.5,0.0,11.7,2022,141,63,False,False,True,False
9.0,4.4,7.7,0.3,11.8,2023,14,24,True,False,False,False
11.0,4.5,7.8,0.3,12.0,2023,14,24,False,False,True,False
23.0,3.9,7.9,0.0,11.8,2022,466,28,False,False,True,False
4.0,4.8,8.55,0.0,13.35,2023,466,28,False,True,False,False
5.0,4.7,8.25,0.0,12.95,2023,466,28,False,False,True,False
6.0,4.3,7.933,0.0,12.233,2023,144,70,False,True,False,False
7.0,4.2,8.033,0.0,12.233,2023,144,70,False,False,True,False
93.0,4.1,7.066,0.0,11.166,2023,334,58,False,False,True,False
37.0,4.3,7.9,0.0,12.2,2023,210,40,False,False,True,False
94.0,4.3,7.733,0.0,12.033,2022,211,40,False,False,True,False
59.0,4.2,7.6,0.0,11.8,2022,211,40,False,False,True,False
18.0,4.1,6.6,0.0,10.7,2023,448,5,False,False,True,False
3.0,5.8,7.45,0.1,13.15,2022,262,76,True,False,False,False
1.0,5.7,8.133,0.0,13.833,2023,195,3,False,False,True,False
1.0,5.8,7.7,0.1,13.4,2023,195,3,False,True,False,False
1.0,5.8,7.767,0.0,13.567,2023,195,3,False,True,False,False
1.0,5.8,7.667,0.0,13.467,2023,195,3,False,False,True,False
58.0,4.5,7.366,0.0,11.866,2022,310,68,False,False,True,False
2.0,4.7,8.133,0.0,12.833,2023,328,10,False,True,False,False
3.0,4.7,7.933,0.0,12.633,2023,328,10,False,False,True,False
18.0,4.7,7.55,0.0,12.25,2023,328,10,False,False,True,False
140.0,4.0,6.1,0.0,10.1,2022,460,54,False,False,True,False
31.0,4.3,6.933,0.1,11.133,2023,31,36,False,False,True,False
19.0,4.3,7.166,0.0,11.466,2023,31,36,False,False,True,False
8.0,4.6,7.5,0.1,12.0,2023,126,68,False,True,False,False
6.0,4.5,7.6,0.0,12.1,2023,126,68,False,False,True,False
36.0,4.3,6.3,0.0,10.6,2023,108,28,False,False,True,False
5.0,5.1,7.866,0.0,12.966,2023,110,44,False,False,True,False
2.0,5.1,7.8,0.0,12.9,2023,110,44,False,True,False,False
3.0,5.1,7.666,0.0,12.766,2023,110,44,False,False,True,False
37.0,5.0,7.9,0.0,12.9,2022,4,26,False,False,True,False
45.0,4.4,7.7,0.0,12.1,2022,4,26,False,False,True,False
39.0,4.7,7.466,0.0,12.166,2023,4,26,False,False,True,False
14.0,4.6,7.766,0.0,12.366,2023,4,26,False,False,True,False
