Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_TeamFinal,round_final,round_qual
2.0,6.0,8.766,0.0,14.766,2023,311,38,False,False,True,False
2.0,6.0,8.666,0.0,14.666,2023,311,38,False,False,False,True
6.0,6.0,8.6,0.0,14.6,2023,311,38,False,False,True,False
5.0,6.0,8.666,0.0,14.666,2023,311,38,False,False,False,True
34.0,2.3,7.6,5.3,4.6,2022,452,6,False,False,False,True
118.0,3.8,7.966,0.0,11.766,2022,141,46,False,False,False,True
67.0,4.8,8.066,0.0,12.866,2022,511,10,False,False,False,True
44.0,4.8,8.366,0.0,13.166,2022,511,10,False,False,False,True
91.0,4.6,8.033,0.0,12.633,2023,511,10,False,False,False,True
109.0,3.2,6.333,0.3,9.233,2022,152,64,False,False,False,True
97.0,4.5,7.866,0.0,12.366,2022,235,13,False,False,False,True
66.0,4.3,8.566,0.0,12.866,2022,232,57,False,False,False,True
87.0,4.0,8.566,0.0,12.566,2022,170,19,False,False,False,True
95.0,4.0,8.166,0.0,12.166,2022,170,19,False,False,False,True
43.0,4.2,8.533,0.0,12.733,2023,170,19,False,False,False,True
88.0,4.2,8.466,0.0,12.666,2023,170,19,False,False,False,True
14.0,4.0,7.85,0.0,11.85,2023,170,19,True,False,False,False
24.0,4.0,8.6,0.0,12.6,2022,170,19,False,False,False,True
25.0,4.1,7.0,0.0,11.1,2023,509,83,False,False,False,True
27.0,3.8,7.05,0.0,10.85,2023,343,65,False,False,False,True
58.0,4.9,8.1,0.0,13.0,2022,313,4,False,False,False,True
1.0,6.3,8.633,0.0,14.933,2022,6,79,False,False,True,False
2.0,6.3,8.366,0.0,14.666,2022,6,79,False,False,False,True
2.0,6.3,8.733,0.0,15.033,2022,6,79,False,False,True,False
2.0,6.3,8.633,0.0,14.933,2022,6,79,False,False,False,True
1.0,6.3,8.5,0.0,14.8,2022,6,79,False,True,False,False
3.0,6.3,8.633,0.0,14.93,2023,6,79,False,False,True,False
5.0,6.3,8.533,0.0,14.833,2023,6,79,False,False,False,True
1.0,6.3,8.633,0.0,14.933,2023,6,79,False,False,True,False
1.0,6.3,8.733,0.0,15.033,2023,6,79,False,False,False,True
1.0,6.3,8.733,0.0,15.033,2023,6,79,True,False,False,False
1.0,6.3,8.3,0.0,14.6,2023,6,79,False,False,True,False
4.0,6.3,8.1,0.0,14.4,2023,6,79,False,False,False,True
5.0,6.3,8.166,0.0,14.466,2023,6,79,False,False,True,False
3.0,6.3,8.333,0.0,14.633,2023,6,79,False,False,False,True
2.0,6.3,8.733,0.0,15.033,2023,6,79,False,False,True,False
2.0,6.3,8.6,0.0,14.9,2023,6,79,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,336,39,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,418,60,True,False,False,False
28.0,4.3,6.45,0.0,10.75,2023,418,60,False,False,False,True
31.0,3.2,6.75,0.3,9.65,2023,223,29,False,False,False,True
4.0,6.0,8.6,0.0,14.6,2022,47,2,False,False,True,False
7.0,5.9,8.566,0.0,14.466,2022,47,2,False,False,False,True
8.0,5.6,8.133,0.0,13.733,2022,47,2,False,False,True,False
6.0,6.0,8.633,0.0,14.633,2022,47,2,False,False,False,True
4.0,5.9,8.933,0.0,14.83,2023,47,2,False,False,True,False
7.0,5.9,8.666,0.0,14.566,2023,47,2,False,False,False,True
7.0,6.0,8.433,0.0,14.433,2023,47,2,False,False,True,False
5.0,5.9,8.766,0.0,14.666,2023,47,2,False,False,False,True
1.0,5.9,8.8,0.0,14.7,2023,47,2,False,False,True,False
1.0,5.9,8.35,0.0,14.25,2023,47,2,False,False,False,True
3.0,5.9,8.766,0.0,14.666,2023,47,2,False,False,True,False
3.0,5.9,8.733,0.0,14.633,2023,47,2,False,False,False,True
3.0,6.0,8.533,0.0,14.533,2023,47,2,False,False,True,False
5.0,6.0,8.533,0.0,14.533,2023,47,2,False,False,False,True
4.0,6.0,8.733,0.0,14.733,2023,47,2,False,False,True,False
3.0,6.0,8.766,0.0,14.766,2023,47,2,False,False,False,True
36.0,5.1,7.966,0.0,13.066,2023,50,82,False,False,False,True
32.0,4.9,7.2,0.0,12.1,2023,50,82,False,False,False,True
112.0,4.3,7.666,0.0,11.966,2022,2,82,False,False,False,True
93.0,4.0,8.5,0.0,12.5,2022,199,46,False,False,False,True
16.0,4.0,8.6,0.0,12.6,2023,199,46,True,False,False,False
54.0,4.0,8.533,0.0,12.533,2023,199,46,False,False,False,True
2.0,5.7,8.35,0.0,14.05,2023,358,26,False,False,False,True
2.0,5.7,8.3,0.0,14.0,2023,358,26,False,False,True,False
0.0,0.0,0.0,0.0,0.0,2022,221,81,False,False,False,True
0.0,4.5,8.5,0.0,13.0,2022,221,81,False,False,True,False
0.0,5.6,8.5,0.0,14.1,2023,221,81,False,False,False,True
0.0,5.6,8.4,0.0,14.0,2023,221,81,False,False,True,False
3.0,5.6,8.55,0.0,14.15,2023,221,81,True,False,False,False
18.0,4.6,8.25,0.0,12.85,2023,131,81,True,False,False,False
0.0,3.9,8.5,0.0,12.4,2022,339,81,False,False,False,True
0.0,3.9,7.8,0.0,11.7,2022,339,81,False,False,True,False
14.0,4.2,8.85,0.0,13.05,2022,339,81,True,False,False,False
0.0,3.9,8.65,0.0,12.55,2023,339,81,False,False,False,True
0.0,3.9,8.45,0.0,12.35,2023,339,81,False,False,True,False
27.0,3.9,7.75,0.0,11.65,2023,339,81,True,False,False,False
1.0,5.9,8.766,0.0,14.666,2023,47,86,False,False,True,False
1.0,5.9,8.9,0.0,14.8,2023,47,86,False,False,False,True
90.0,4.1,8.533,0.0,12.633,2023,104,20,False,False,False,True
31.0,4.3,7.9,0.0,12.2,2023,104,20,False,False,False,True
7.0,4.3,8.65,0.0,12.95,2023,156,68,True,False,False,False
13.0,4.3,8.9,0.0,13.2,2022,156,68,False,False,False,True
20.0,4.4,8.466,0.0,12.866,2022,282,35,True,False,False,False
71.0,4.4,8.4,0.0,12.8,2022,282,35,False,False,False,True
57.0,4.4,8.6,0.0,13.0,2022,282,35,False,False,False,True
48.0,4.6,8.6,0.0,13.2,2023,282,35,False,False,False,True
6.0,4.9,8.17,0.0,13.066,2022,409,29,False,False,True,False
7.0,4.9,8.3,0.0,13.2,2022,409,29,False,False,False,True
11.0,4.8,8.25,0.0,13.05,2023,409,29,False,False,False,True
33.0,5.0,8.1,0.0,13.1,2023,163,9,False,False,False,True
68.0,4.3,8.533,0.0,12.833,2022,363,42,False,False,False,True
68.0,4.3,8.533,0.0,12.833,2022,363,42,False,False,False,True
20.0,4.5,5.85,0.0,10.35,2023,460,35,False,False,False,True
5.0,5.2,8.466,0.0,13.666,2023,89,73,False,False,True,False
7.0,5.2,8.25,0.0,13.45,2023,89,73,False,False,False,True
21.0,4.2,8.15,0.0,12.35,2023,92,29,False,False,False,True
121.0,4.3,7.4,0.0,11.7,2022,23,4,False,False,False,True
66.0,4.3,8.566,0.0,12.866,2022,23,4,False,False,False,True
117.0,4.3,7.566,0.0,11.866,2023,23,4,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,56,17,False,False,False,True
43.0,5.2,8.1,0.0,13.3,2022,75,28,False,False,False,True
73.0,5.2,7.6,0.0,12.8,2022,75,28,False,False,False,True
17.0,5.2,8.033,0.0,13.233,2022,75,28,False,True,False,False
30.0,5.2,8.266,0.0,13.466,2023,75,28,False,False,False,True
19.0,5.2,7.766,0.0,12.966,2023,75,28,False,False,False,True
32.0,5.2,7.95,0.0,13.15,2023,78,28,False,False,False,True
16.0,4.0,8.05,0.0,12.05,2023,492,83,False,False,False,True
15.0,4.3,8.45,0.0,12.75,2022,69,29,False,False,False,True
16.0,4.4,8.7,0.0,13.1,2022,69,85,False,False,False,True
63.0,4.0,8.1,0.0,12.1,2023,503,33,False,False,False,True
55.0,4.4,8.1,0.0,12.5,2023,289,81,False,False,False,True
1.0,5.6,8.3,0.0,13.9,2023,281,15,False,False,True,False
3.0,5.6,7.5,0.0,13.1,2023,281,15,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,305,70,False,False,False,True
63.0,5.1,7.8,0.0,12.9,2022,305,70,False,False,False,True
110.0,5.4,6.7,0.0,12.1,2023,305,70,False,False,False,True
18.0,5.4,8.0,0.0,13.4,2023,305,70,False,False,False,True
41.0,5.1,6.433,0.0,11.533,2023,305,70,False,False,False,True
35.0,4.1,6.766,0.0,10.866,2023,305,70,False,False,False,True
12.0,4.5,8.6,0.0,13.1,2023,299,42,True,False,False,False
42.0,4.9,7.933,0.0,12.833,2023,299,42,False,False,False,True
95.0,4.2,8.333,0.0,12.533,2023,407,50,False,False,False,True
36.0,4.4,7.6,0.0,12.0,2023,407,50,False,False,False,True
57.0,4.6,8.5,0.0,13.1,2023,393,33,False,False,False,True
18.0,4.6,8.266,0.0,12.866,2023,393,33,True,False,False,False
44.0,4.5,8.4,0.0,12.9,2023,393,30,False,False,False,True
31.0,3.7,7.3,0.0,11.0,2022,183,29,False,False,False,True
76.0,4.3,8.5,0.0,12.8,2023,273,70,False,False,False,True
38.0,4.0,7.2,0.0,11.2,2023,273,70,False,False,False,True
14.0,4.4,8.733,0.0,13.133,2022,164,66,True,False,False,False
47.0,4.4,8.8,0.0,13.2,2022,164,66,False,False,False,True
19.0,4.9,8.833,0.0,13.733,2022,164,66,False,False,False,True
22.0,5.1,8.566,0.0,13.666,2023,164,66,False,False,False,True
5.0,5.1,8.4,0.0,13.5,2023,164,66,True,False,False,False
13.0,5.1,8.233,0.0,13.333,2023,164,66,False,False,False,True
85.0,4.3,8.4,0.0,12.7,2023,421,66,False,False,False,True
21.0,4.6,7.45,0.0,12.05,2023,460,35,False,False,False,True
13.0,4.9,8.3,0.0,13.2,2022,162,81,True,False,False,False
0.0,4.6,8.8,0.0,13.4,2023,162,81,False,False,False,True
0.0,4.7,7.85,0.0,12.55,2023,162,81,False,False,True,False
0.0,4.5,7.95,0.0,12.45,2022,333,81,False,False,False,True
0.0,4.5,8.45,0.0,12.95,2022,333,81,False,False,True,False
0.0,4.5,8.1,0.0,12.6,2023,333,81,False,False,False,True
0.0,4.5,8.1,0.0,12.6,2023,333,81,False,False,True,False
17.0,4.5,8.35,0.0,12.85,2023,333,81,True,False,False,False
0.0,5.1,7.3,0.0,12.4,2022,225,81,False,False,False,True
0.0,5.1,7.85,0.0,12.95,2022,225,81,False,False,True,False
23.0,5.1,7.55,0.0,12.65,2022,225,81,True,False,False,False
0.0,5.3,8.0,0.0,13.3,2023,225,81,False,False,False,True
0.0,5.3,8.45,0.0,13.75,2023,225,81,False,False,True,False
12.0,4.9,8.3,0.0,13.2,2023,225,81,True,False,False,False
0.0,4.1,8.85,0.0,12.95,2022,288,81,False,False,False,True
0.0,4.1,8.75,0.0,12.85,2022,288,81,False,False,True,False
34.0,4.1,7.75,0.0,11.85,2022,288,81,True,False,False,False
0.0,4.8,7.9,0.0,12.7,2023,288,81,False,False,False,True
0.0,4.8,8.25,0.0,13.05,2023,288,81,False,False,True,False
23.0,4.4,8.05,0.0,12.45,2023,288,81,True,False,False,False
0.0,5.0,8.75,0.0,13.75,2022,74,81,False,False,False,True
0.0,5.0,8.6,0.0,13.6,2022,74,81,False,False,True,False
0.0,5.2,8.45,0.0,13.65,2023,74,81,False,False,False,True
0.0,5.2,8.5,0.0,13.7,2023,74,81,False,False,True,False
28.0,4.0,7.6,0.0,11.6,2023,74,81,True,False,False,False
0.0,4.8,8.45,0.0,13.25,2023,100,81,False,False,False,True
0.0,4.8,8.6,0.0,13.4,2023,100,81,False,False,True,False
0.0,5.0,8.35,0.0,13.35,2022,166,81,False,False,False,True
0.0,5.0,8.6,0.0,13.6,2022,166,81,False,False,True,False
16.0,4.7,8.35,0.0,13.05,2022,166,81,True,False,False,False
15.0,5.1,7.85,0.0,12.95,2023,166,81,True,False,False,False
0.0,5.6,8.65,0.0,14.25,2023,67,81,False,False,False,True
0.0,5.6,8.6,0.0,14.2,2023,67,81,False,False,True,False
0.0,5.1,8.55,0.0,13.65,2022,465,81,False,False,False,True
0.0,5.1,8.7,0.0,13.8,2022,465,81,False,False,True,False
18.0,4.9,8.05,0.0,12.95,2022,465,81,True,False,False,False
0.0,5.0,8.3,0.0,13.3,2023,465,81,False,False,False,True
0.0,4.8,8.8,0.0,13.6,2023,465,81,False,False,True,False
104.0,5.0,7.066,0.0,12.066,2022,253,15,False,False,False,True
24.0,4.8,6.766,0.0,11.566,2022,378,15,True,False,False,False
80.0,4.2,8.433,0.0,12.633,2022,175,64,False,False,False,True
85.0,4.2,8.3,0.0,12.5,2022,175,64,False,False,False,True
83.0,4.2,8.5,0.0,12.7,2023,175,64,False,False,False,True
54.0,4.4,7.2,0.0,11.6,2023,220,26,False,False,False,True
34.0,4.5,7.333,0.0,11.833,2023,105,26,False,False,False,True
24.0,4.3,8.1,0.0,12.4,2022,300,29,False,False,False,True
21.0,4.3,8.6,0.0,12.9,2022,177,68,False,False,False,True
15.0,4.8,8.3,0.0,13.1,2022,301,42,True,False,False,False
44.0,5.1,8.166,0.0,13.266,2022,301,42,False,False,False,True
31.0,5.1,8.4,0.0,13.5,2022,301,42,False,False,False,True
7.0,5.1,8.466,0.0,13.566,2022,301,42,False,True,False,False
29.0,5.1,8.366,0.0,13.466,2023,301,42,False,False,False,True
5.0,5.1,8.4,0.0,13.5,2023,301,42,True,False,False,False
100.0,4.4,7.6,0.0,12.0,2022,236,64,False,False,False,True
7.0,3.9,7.6,0.0,11.5,2022,233,29,False,False,True,False
9.0,5.5,7.65,0.0,13.15,2022,233,29,False,False,False,True
7.0,5.0,8.2,0.0,13.2,2023,233,29,False,False,True,False
7.0,4.6,8.85,0.0,13.45,2023,233,29,False,False,False,True
17.0,5.0,8.1,0.0,13.1,2022,246,85,False,False,False,True
11.0,4.9,8.1,0.0,13.0,2022,268,29,False,False,False,True
117.0,4.6,7.2,0.0,11.8,2022,341,19,False,False,False,True
96.0,4.3,7.833,0.0,12.133,2022,341,19,False,False,False,True
104.0,4.6,7.633,0.0,12.233,2023,341,19,False,False,False,True
101.0,4.4,7.833,0.0,12.233,2022,176,49,False,False,False,True
108.0,4.7,6.3,0.0,11.0,2022,176,49,False,False,False,True
69.0,4.7,8.233,0.0,12.933,2023,176,49,False,False,False,True
40.0,4.3,7.266,0.0,11.566,2023,176,49,False,False,False,True
30.0,4.6,8.666,0.0,13.266,2023,356,80,False,False,False,True
67.0,3.8,8.2,0.0,12.0,2023,428,3,False,False,False,True
29.0,4.9,8.466,0.0,13.366,2023,467,81,False,False,False,True
11.0,6.0,8.066,0.0,14.066,2022,28,42,False,False,False,True
10.0,5.7,7.766,0.0,13.466,2022,28,42,False,True,False,False
16.0,4.4,8.4,0.0,12.8,2023,432,29,False,False,False,True
72.0,4.7,8.1,0.0,12.8,2022,521,11,False,False,False,True
1.0,6.2,8.4,0.0,14.6,2023,192,79,False,False,False,True
8.0,6.1,7.366,0.0,13.466,2023,192,79,False,False,True,False
4.0,6.1,8.5,0.0,14.6,2023,192,79,False,False,False,True
5.0,6.1,8.6,0.0,14.7,2023,192,79,False,False,True,False
7.0,6.1,8.5,0.0,14.6,2023,192,79,False,False,False,True
6.0,5.2,7.8,0.0,13.0,2023,249,85,True,False,False,False
27.0,5.2,6.9,0.0,12.1,2022,249,85,False,False,False,True
28.0,4.5,7.05,0.0,11.55,2022,140,29,False,False,False,True
26.0,3.5,7.55,0.0,11.05,2023,228,16,False,False,False,True
46.0,4.7,7.9,0.0,12.6,2023,394,9,False,False,False,True
12.0,4.6,8.35,0.0,12.95,2022,144,29,False,False,False,True
103.0,3.8,8.433,0.0,12.233,2023,271,55,False,False,False,True
57.0,5.1,7.966,0.0,13.066,2022,129,39,False,False,False,True
0.0,5.1,7.8,0.0,12.9,2022,129,29,False,False,False,True
61.0,5.1,7.866,0.0,12.966,2022,129,39,False,False,False,True
102.0,4.8,7.466,0.0,12.266,2023,129,39,False,False,False,True
38.0,5.7,7.633,0.0,13.333,2022,171,7,False,False,False,True
32.0,6.0,7.466,0.0,13.466,2023,171,7,False,False,False,True
6.0,6.0,8.366,0.0,14.366,2023,171,7,False,False,True,False
4.0,6.0,8.533,0.0,14.533,2023,171,7,False,False,False,True
14.0,6.0,7.833,0.0,13.833,2023,171,7,False,False,False,True
15.0,5.5,8.066,0.0,13.566,2023,364,7,False,False,False,True
0.0,4.0,8.75,0.0,12.75,2022,466,81,False,False,False,True
0.0,4.0,9.05,0.0,13.05,2022,466,81,False,False,True,False
0.0,4.9,8.0,0.0,12.9,2023,466,81,False,False,False,True
0.0,4.9,8.0,0.0,12.9,2023,466,81,False,False,True,False
30.0,4.7,6.0,0.0,10.7,2023,466,81,True,False,False,False
0.0,4.3,8.35,0.0,12.65,2023,71,81,False,False,False,True
0.0,4.3,7.8,0.0,12.1,2023,71,81,False,False,True,False
0.0,4.7,7.9,0.0,12.6,2022,51,81,False,False,False,True
0.0,4.7,8.3,0.0,13.0,2022,51,81,False,False,True,False
0.0,5.0,8.25,0.0,13.25,2022,330,81,False,False,False,True
0.0,5.0,7.4,0.0,12.4,2022,330,81,False,False,True,False
7.0,4.7,8.8,0.0,13.5,2022,330,81,True,False,False,False
26.0,4.3,7.75,0.0,12.05,2023,330,81,True,False,False,False
40.0,3.8,7.1,0.0,10.9,2023,142,54,False,False,False,True
44.0,3.8,7.166,0.3,10.666,2023,142,54,False,False,False,True
19.0,5.0,7.9,0.0,12.9,2022,308,33,True,False,False,False
53.0,5.0,8.133,0.0,13.133,2022,308,33,False,False,False,True
37.0,5.2,8.133,0.0,13.333,2022,308,33,False,False,False,True
22.0,5.2,7.866,0.0,13.066,2022,308,33,False,True,False,False
96.0,4.4,8.133,0.0,12.533,2023,12,40,False,False,False,True
70.0,3.8,8.1,0.0,11.9,2023,285,3,False,False,False,True
18.0,4.8,8.933,0.0,13.733,2023,48,2,False,False,False,True
2.0,5.3,8.666,0.0,13.966,2023,48,2,True,False,False,False
3.0,5.3,8.766,0.0,14.066,2023,48,2,False,False,True,False
5.0,5.3,8.6,0.0,13.9,2023,48,2,False,False,False,True
7.0,5.3,8.866,0.0,14.166,2023,48,2,False,False,True,False
7.0,5.3,8.966,0.0,14.266,2023,48,2,False,False,False,True
6.0,6.0,8.533,0.0,14.533,2022,488,2,False,False,True,False
5.0,6.0,8.566,0.0,14.566,2022,488,2,False,False,False,True
4.0,6.0,8.766,0.0,14.766,2022,488,2,False,False,True,False
5.0,6.0,8.666,0.0,14.666,2022,488,2,False,False,False,True
2.0,6.0,8.733,0.0,14.733,2023,488,2,False,False,True,False
2.0,6.0,8.8,0.0,14.8,2023,488,2,False,False,False,True
4.0,6.0,8.5,0.0,14.5,2023,488,2,False,False,True,False
6.0,6.0,8.5,0.0,14.5,2023,488,2,False,False,False,True
7.0,5.9,8.566,0.0,14.466,2023,488,2,False,False,True,False
6.0,6.0,8.6,0.0,14.6,2023,488,2,False,False,False,True
2.0,5.6,8.2,0.0,13.8,2023,19,18,False,False,True,False
1.0,5.6,7.8,0.0,13.4,2023,19,18,False,False,False,True
4.0,5.7,7.5,0.0,13.2,2023,149,53,False,False,True,False
2.0,5.7,7.45,0.0,13.15,2023,149,53,False,False,False,True
20.0,5.4,7.5,0.0,12.9,2023,149,53,False,False,False,True
16.0,5.2,8.266,0.0,13.466,2023,149,53,False,False,False,True
18.0,5.8,7.833,0.0,13.633,2023,149,53,False,False,False,True
18.0,5.6,7.866,0.0,13.466,2023,149,53,False,False,False,True
46.0,4.6,8.533,0.0,13.133,2022,297,56,False,False,False,True
57.0,4.6,8.5,0.0,13.1,2023,297,56,False,False,False,True
29.0,5.1,8.15,0.0,13.25,2023,133,42,False,False,False,True
27.0,5.1,7.766,0.0,12.866,2023,133,42,False,False,False,True
74.0,4.2,8.566,0.0,12.766,2022,322,56,False,False,False,True
48.0,4.7,8.5,0.0,13.2,2022,398,28,False,False,False,True
43.0,4.7,8.5,0.0,13.2,2022,398,28,False,False,False,True
23.0,4.7,8.166,0.0,12.866,2022,398,28,False,True,False,False
73.0,4.7,8.2,0.0,12.9,2023,471,26,False,False,False,True
20.0,4.9,7.933,0.0,12.833,2023,471,26,True,False,False,False
30.0,5.0,7.2,0.0,12.2,2023,471,26,False,False,False,True
11.0,3.8,8.75,0.0,12.55,2023,143,58,True,False,False,False
23.0,3.8,8.9,0.0,12.7,2022,143,58,False,False,False,True
0.0,3.8,9.0,0.0,12.8,2023,143,58,True,False,False,False
0.0,4.7,8.633,-0.0,13.333,2023,440,58,True,False,False,False
8.0,4.7,8.2,0.0,12.9,2022,441,58,False,False,True,False
14.0,4.7,8.5,0.0,13.2,2022,441,58,False,False,False,True
26.0,4.9,7.9,0.0,12.8,2023,441,58,False,False,False,True
33.0,4.9,6.8,0.0,11.7,2023,441,58,False,False,False,True
93.0,4.7,7.533,0.0,12.233,2022,123,10,False,False,False,True
47.0,4.8,7.8,0.0,12.6,2023,434,45,False,False,False,True
35.0,5.0,8.366,0.0,13.366,2022,150,11,False,False,False,True
2.0,5.4,8.6,0.0,14.0,2023,150,11,True,False,False,False
5.0,5.4,8.566,0.0,13.966,2022,150,11,False,False,True,False
3.0,5.4,9.0,0.0,14.4,2022,150,11,False,False,False,True
3.0,5.4,8.5,0.0,13.9,2023,150,11,False,False,True,False
11.0,5.4,8.45,0.0,13.85,2023,150,11,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,45,41,False,False,False,True
51.0,4.5,8.666,0.0,13.166,2023,45,41,False,False,False,True
14.0,3.8,9.0,0.0,12.8,2022,97,29,False,False,False,True
31.0,5.5,7.966,0.0,13.466,2022,372,33,False,False,False,True
34.0,5.3,8.1,0.0,13.4,2022,372,33,False,False,False,True
24.0,5.0,7.0,0.0,12.0,2022,372,33,False,True,False,False
41.0,5.3,8.033,0.0,13.333,2023,372,33,False,False,False,True
25.0,5.3,7.533,0.0,12.833,2023,372,33,False,False,False,True
36.0,4.0,7.633,0.0,11.633,2023,348,20,False,False,False,True
0.0,4.0,8.5,0.0,12.5,2023,84,81,False,False,False,True
0.0,4.0,8.7,0.0,12.7,2023,84,81,False,False,True,False
24.0,4.0,8.3,0.0,12.3,2023,84,81,True,False,False,False
15.0,4.7,8.05,0.0,12.75,2023,11,86,False,False,False,True
12.0,4.7,8.5,0.0,13.2,2022,146,81,True,False,False,False
20.0,4.3,8.55,0.0,12.85,2022,327,81,True,False,False,False
0.0,6.2,8.15,0.0,14.35,2022,20,81,False,False,False,True
0.0,6.2,8.0,0.0,14.2,2022,20,81,False,False,True,False
2.0,6.2,7.35,0.0,13.55,2022,20,81,True,False,False,False
0.0,5.9,8.5,0.0,14.4,2023,20,81,False,False,False,True
0.0,5.9,8.3,0.0,14.2,2023,20,81,False,False,True,False
1.0,6.2,8.05,0.0,14.25,2023,20,81,True,False,False,False
6.0,4.7,8.4,0.0,13.1,2023,471,26,False,False,False,True
7.0,4.7,8.15,0.0,12.85,2023,471,26,False,False,True,False
0.0,5.2,8.2,0.0,13.4,2022,202,81,False,False,False,True
0.0,5.2,8.35,0.0,13.55,2022,202,81,False,False,True,False
29.0,4.7,7.45,0.0,12.15,2022,202,81,True,False,False,False
0.0,5.3,6.95,0.0,12.25,2023,202,81,False,False,False,True
0.0,5.2,8.15,0.0,13.35,2023,202,81,False,False,True,False
10.0,4.9,8.5,0.0,13.4,2023,202,81,True,False,False,False
9.0,4.5,8.3,0.0,12.8,2023,208,85,True,False,False,False
19.0,4.5,8.45,0.0,12.95,2022,208,85,False,False,False,True
0.0,4.5,7.27,0.0,11.766,2022,209,29,False,False,False,True
31.0,5.0,8.15,0.0,13.15,2023,504,11,False,False,False,True
86.0,4.6,8.0,0.0,12.6,2022,275,82,False,False,False,True
10.0,4.6,8.25,0.0,12.85,2023,275,82,False,False,False,True
22.0,4.6,8.266,0.0,12.866,2023,275,82,False,False,False,True
39.0,3.9,7.4,0.3,11.0,2023,487,54,False,False,False,True
35.0,4.1,7.933,0.0,12.033,2023,487,54,False,False,False,True
15.0,5.0,7.15,0.0,12.15,2023,241,18,False,False,False,True
11.0,4.2,7.55,0.0,11.75,2023,125,18,True,False,False,False
6.0,4.3,8.05,0.0,12.35,2023,125,18,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,272,60,False,False,False,True
22.0,4.1,8.35,0.0,12.45,2022,59,29,False,False,False,True
23.0,5.1,7.7,0.0,12.8,2023,43,42,False,False,False,True
16.0,4.4,8.35,0.0,12.75,2022,280,29,False,False,False,True
17.0,3.1,7.65,0.3,10.45,2023,429,72,True,False,False,False
32.0,3.1,7.45,0.3,10.25,2022,429,72,False,False,False,True
26.0,4.7,8.55,0.0,13.25,2023,481,9,False,False,False,True
21.0,5.7,8.033,0.0,13.733,2022,106,39,False,False,False,True
9.0,5.6,8.0,0.0,13.6,2022,234,29,True,False,False,False
15.0,5.6,8.333,0.0,13.933,2022,234,29,False,False,False,True
3.0,5.1,8.8,0.0,13.9,2022,234,29,False,False,False,True
9.0,5.6,8.666,0.0,14.266,2022,234,29,False,False,False,True
3.0,5.6,8.5,0.0,14.1,2022,234,29,False,True,False,False
4.0,5.6,8.5,0.0,14.1,2022,234,24,False,False,True,False
2.0,5.6,8.85,0.0,14.45,2022,234,24,False,False,False,True
90.0,4.9,7.666,0.0,12.566,2022,36,73,False,False,False,True
58.0,4.9,8.1,0.0,13.0,2022,36,73,False,False,False,True
70.0,3.8,8.1,0.0,11.9,2023,16,3,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,505,58,False,False,False,True
25.0,4.0,8.35,0.0,12.35,2022,505,58,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,502,81,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,502,81,False,False,True,False
