Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_AAqual,round_TeamFinal,round_final,round_qual
43.0,4.8,9.166,0.0,13.966,2023,406,33,False,False,False,False,True
38.0,4.8,8.75,0.0,13.55,2023,406,30,False,False,False,False,True
38.0,0.0,0.0,0.0,0.0,2023,406,30,False,False,False,False,True
28.0,5.2,7.4,0.3,12.9,2022,193,29,False,False,False,False,True
28.0,4.0,8.25,0.3,12.55,2022,193,29,False,False,False,False,True
117.0,4.8,8.233,0.3,12.733,2023,284,73,False,False,False,False,True
7.0,5.6,9.0,0.1,14.5,2022,169,69,True,False,False,False,False
2.0,5.6,9.2,0.0,14.8,2022,169,69,False,False,False,False,True
4.0,5.6,8.8,0.0,14.4,2022,169,69,False,False,False,True,False
3.0,5.6,8.866,0.0,14.466,2022,169,69,False,False,False,False,True
4.0,5.6,9.233,0.0,14.833,2022,169,69,False,False,False,False,True
5.0,5.6,8.766,0.3,14.066,2022,169,69,False,False,False,True,False
3.0,5.6,9.033,0.0,14.633,2022,169,69,False,False,False,False,True
24.0,4.4,7.566,0.0,11.966,2023,169,69,True,False,False,False,False
5.0,5.6,9.1,0.1,14.6,2023,169,69,False,False,False,False,True
4.0,5.6,8.966,0.0,14.566,2023,169,69,False,False,False,True,False
4.0,5.6,9.2,0.0,14.8,2023,169,69,False,False,False,False,True
8.0,5.6,7.966,0.3,13.266,2023,169,69,False,False,False,True,False
4.0,5.6,9.066,0.0,14.666,2023,169,69,False,False,False,False,True
8.0,5.6,7.933,0.3,13.233,2023,169,69,False,False,False,True,False
4.0,5.6,9.133,0.0,14.733,2023,169,69,False,False,False,False,True
102.0,5.2,8.533,0.3,13.433,2022,435,69,False,False,False,False,True
49.0,5.2,9.066,0.3,13.966,2022,435,69,False,False,False,False,True
40.0,5.2,8.833,0.0,14.033,2023,435,69,False,False,False,False,True
10.0,5.2,9.2,0.0,14.4,2022,168,84,True,False,False,False,False
11.0,5.2,9.2,0.1,14.3,2023,53,17,False,False,False,False,True
11.0,5.2,7.9,0.1,13.0,2023,53,17,False,False,False,False,True
0.0,5.2,8.0,0.3,12.9,2022,345,84,False,False,False,False,True
0.0,5.2,9.25,0.1,14.35,2022,345,84,False,False,False,True,False
0.0,5.2,8.8,0.0,14.0,2023,345,84,False,False,False,False,True
0.0,5.2,8.8,0.0,14.0,2023,345,84,False,False,False,True,False
0.0,5.2,7.95,0.1,13.05,2023,345,84,True,False,False,False,False
0.0,4.8,9.1,0.1,13.8,2022,237,84,False,False,False,False,True
0.0,4.8,8.95,0.0,13.75,2022,237,84,False,False,False,True,False
21.0,4.8,9.1,0.0,13.9,2022,237,84,True,False,False,False,False
0.0,4.8,8.9,0.0,13.7,2023,237,84,False,False,False,False,True
0.0,4.8,8.7,0.0,13.5,2023,237,84,False,False,False,True,False
0.0,4.8,9.25,0.0,14.05,2023,237,84,True,False,False,False,False
0.0,5.2,9.0,0.1,14.1,2022,296,84,False,False,False,False,True
0.0,5.2,9.3,0.3,14.2,2022,296,84,False,False,False,True,False
14.0,4.8,9.35,0.0,14.15,2022,296,84,True,False,False,False,False
0.0,5.2,8.05,0.1,13.15,2023,296,84,False,False,False,False,True
0.0,5.2,9.05,0.0,14.25,2023,296,84,False,False,False,True,False
0.0,5.2,7.75,0.3,12.65,2023,296,84,True,False,False,False,False
0.0,5.2,7.55,0.1,12.65,2022,71,84,False,False,False,False,True
0.0,5.2,8.65,0.0,13.85,2022,71,84,False,False,False,True,False
0.0,5.2,8.4,0.1,13.5,2023,71,84,False,False,False,False,True
0.0,5.2,8.9,0.0,14.1,2023,71,84,False,False,False,True,False
0.0,5.2,8.85,0.1,13.95,2023,71,84,True,False,False,False,False
0.0,5.2,8.8,0.1,13.9,2022,171,84,False,False,False,False,True
0.0,5.2,8.95,0.1,14.05,2022,171,84,False,False,False,True,False
37.0,4.4,7.8,0.0,12.2,2022,171,84,True,False,False,False,False
0.0,5.2,9.15,0.0,14.35,2023,63,84,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,63,84,False,False,False,True,False
0.0,5.4,9.35,0.0,14.75,2022,484,84,False,False,False,False,True
0.0,5.4,9.15,0.1,14.45,2022,484,84,False,False,False,True,False
8.0,5.4,8.95,0.0,14.35,2022,484,84,True,False,False,False,False
0.0,5.4,8.85,0.3,13.95,2023,484,84,False,False,False,False,True
0.0,5.4,9.5,0.0,14.9,2023,484,84,False,False,False,True,False
114.0,5.2,7.833,0.0,13.033,2022,262,15,False,False,False,False,True
9.0,5.2,9.2,0.0,14.4,2022,388,15,True,False,False,False,False
36.0,5.2,9.033,0.0,14.233,2022,183,67,False,False,False,False,True
40.0,5.2,8.966,0.1,14.066,2022,183,67,False,False,False,False,True
54.0,4.8,9.033,0.0,13.833,2023,183,67,False,False,False,False,True
39.0,4.4,8.6,0.3,12.7,2023,230,26,False,False,False,False,True
39.0,2.8,7.533,0.1,10.233,2023,230,26,False,False,False,False,True
54.0,4.4,7.5,0.3,11.6,2023,231,26,False,False,False,False,True
54.0,0.0,0.0,0.0,0.0,2023,231,26,False,False,False,False,True
115.0,5.2,8.033,0.3,12.933,2023,103,26,False,False,False,False,True
23.0,5.2,8.866,0.1,13.966,2023,103,26,False,False,False,False,True
23.0,4.0,9.033,0.0,13.033,2023,103,26,False,False,False,False,True
30.0,4.0,8.65,0.1,12.75,2022,308,29,False,False,False,False,True
0.0,4.8,9.1,0.1,13.8,2023,186,71,False,True,False,False,False
13.0,5.6,8.733,0.1,14.233,2022,309,44,True,False,False,False,False
33.0,5.6,8.7,0.0,14.3,2022,309,44,False,False,False,False,True
19.0,5.6,8.966,0.1,14.466,2022,309,44,False,False,False,False,True
7.0,5.6,8.9,0.0,14.5,2022,309,44,False,False,True,False,False
11.0,5.2,8.9,0.0,14.1,2023,309,44,True,False,False,False,False
10.0,5.2,9.266,0.0,14.466,2023,309,44,False,False,False,False,True
26.0,5.2,7.75,0.1,13.05,2022,244,29,False,False,False,False,True
19.0,4.8,0.0,0.0,13.9,2023,244,29,False,False,False,False,True
19.0,0.0,0.0,0.0,0.0,2023,244,29,False,False,False,False,True
0.0,5.2,7.95,0.0,13.15,2023,255,88,False,True,False,False,False
11.0,5.2,8.45,0.0,13.65,2022,255,88,False,False,False,False,True
28.0,5.2,7.4,0.3,12.9,2022,279,29,False,False,False,False,True
28.0,4.0,9.3,0.0,13.3,2022,279,29,False,False,False,False,True
131.0,4.8,7.733,0.3,12.233,2022,354,19,False,False,False,False,True
53.0,4.8,9.1,0.0,13.9,2022,354,19,False,False,False,False,True
53.0,4.8,9.066,0.0,13.866,2023,354,19,False,False,False,False,True
83.0,5.2,8.533,0.1,13.633,2022,184,51,False,False,False,False,True
87.0,5.2,7.966,0.1,13.066,2022,184,51,False,False,False,False,True
75.0,5.2,8.5,0.0,13.7,2023,184,51,False,False,False,False,True
19.0,6.0,7.733,0.3,13.433,2023,537,14,False,False,False,False,True
19.0,5.2,8.733,0.0,13.933,2023,537,14,False,False,False,False,True
8.0,5.6,8.933,0.0,14.53,2023,371,83,False,False,False,False,True
1.0,5.6,9.3,0.0,14.9,2023,371,83,False,False,False,True,False
1.0,5.6,9.266,0.0,14.866,2023,371,83,False,False,False,False,True
2.0,5.6,9.166,0.0,14.766,2023,371,83,False,False,False,True,False
2.0,5.6,9.166,0.0,14.766,2023,371,83,False,False,False,False,True
2.0,5.6,9.233,0.0,14.833,2023,371,83,False,False,False,True,False
2.0,5.6,9.266,0.0,14.866,2023,371,83,False,False,False,False,True
58.0,4.0,9.333,0.0,13.333,2023,441,3,False,False,False,False,True
10.0,5.2,9.266,0.0,14.46,2023,486,84,False,False,False,False,True
82.0,5.2,8.0,0.0,13.2,2022,26,44,False,False,False,False,True
25.0,4.0,0.0,0.0,13.2,2023,446,29,False,False,False,False,True
6.0,5.2,8.65,0.0,13.85,2023,517,22,False,False,False,False,True
8.0,4.8,7.7,0.1,12.4,2023,517,22,False,False,False,False,True
6.0,4.8,9.0,0.0,13.8,2023,258,88,True,False,False,False,False
0.0,4.8,8.9,0.1,13.6,2023,258,88,False,True,False,False,False
31.0,4.8,7.45,0.3,12.55,2022,136,29,False,False,False,False,True
14.0,4.8,8.85,0.0,13.65,2023,240,16,False,False,False,False,True
11.0,0.0,0.0,0.0,0.0,2023,240,16,False,False,False,False,True
16.0,5.2,9.3,0.0,14.5,2023,407,8,False,False,False,False,True
16.0,0.0,0.0,0.0,0.0,2023,407,8,False,False,False,False,True
7.0,5.2,9.1,0.0,14.3,2022,146,29,False,False,False,False,True
103.0,4.4,8.7,0.0,13.1,2023,282,57,False,False,False,False,True
106.0,4.4,8.933,0.0,13.333,2022,124,41,False,False,False,False,True
16.0,5.2,9.266,0.0,14.466,2022,124,41,False,False,False,False,True
14.0,4.8,9.066,0.0,13.866,2022,124,41,False,False,False,False,True
26.0,5.2,9.033,0.0,14.233,2023,124,41,False,False,False,False,True
4.0,5.2,9.3,0.0,14.5,2023,124,41,False,False,False,True,False
7.0,5.2,9.3,0.0,14.5,2023,124,41,False,False,False,False,True
20.0,5.2,9.166,0.0,14.366,2023,124,41,False,False,False,False,True
4.0,4.8,9.0,0.0,13.8,2023,124,41,False,False,False,True,False
7.0,4.8,9.1,0.0,13.9,2023,124,41,False,False,False,False,True
20.0,4.0,9.033,0.0,13.033,2023,124,41,False,False,False,False,True
15.0,4.8,9.133,0.0,13.933,2023,124,41,False,False,False,False,True
9.0,5.2,9.266,0.0,14.466,2023,124,41,False,False,False,False,True
23.0,4.4,9.066,0.0,13.466,2023,124,41,False,False,False,False,True
9.0,4.8,9.066,0.0,13.866,2023,124,41,False,False,False,False,True
23.0,4.8,8.866,0.0,13.666,2023,124,41,False,False,False,False,True
31.0,5.2,9.133,0.1,14.233,2022,179,7,False,False,False,False,True
0.0,5.2,9.1,0.0,14.3,2022,485,84,False,False,False,False,True
0.0,5.2,9.2,0.0,14.4,2022,485,84,False,False,False,True,False
0.0,5.2,8.9,0.1,14.0,2023,485,84,False,False,False,False,True
0.0,5.2,8.35,0.1,13.45,2023,485,84,False,False,False,True,False
0.0,5.2,9.05,0.0,14.25,2023,485,84,True,False,False,False,False
0.0,4.8,8.35,0.1,13.05,2023,67,84,False,False,False,False,True
0.0,4.8,8.45,0.0,13.25,2023,67,84,False,False,False,True,False
0.0,4.8,8.85,0.0,13.65,2022,46,84,False,False,False,False,True
0.0,4.8,9.1,0.1,13.8,2022,46,84,False,False,False,True,False
0.0,5.6,7.7,0.3,13.0,2022,342,84,False,False,False,False,True
0.0,5.2,7.8,0.3,12.7,2022,342,84,False,False,False,True,False
13.0,5.2,9.0,0.0,14.2,2022,342,84,True,False,False,False,False
0.0,5.2,7.35,0.3,12.25,2023,342,84,True,False,False,False,False
40.0,4.8,9.4,0.0,14.2,2023,143,56,False,False,False,False,True
40.0,0.0,0.0,0.0,0.0,2023,143,56,False,False,False,False,True
25.0,4.8,9.066,0.0,13.866,2023,143,56,False,False,False,False,True
25.0,4.8,8.566,0.3,13.066,2023,143,56,False,False,False,False,True
54.0,4.4,9.033,0.0,13.433,2023,290,27,False,False,False,False,True
17.0,4.0,9.266,0.0,13.266,2023,290,27,False,False,False,False,True
0.0,4.2,8.75,0.0,12.95,2023,370,70,False,True,False,False,False
19.0,4.8,8.966,0.0,13.766,2022,316,33,True,False,False,False,False
59.0,4.8,9.066,0.0,13.866,2022,316,33,False,False,False,False,True
68.0,4.8,8.933,0.1,13.633,2022,316,33,False,False,False,False,True
18.0,4.8,9.166,0.0,13.966,2022,316,33,False,False,True,False,False
35.0,4.8,8.966,0.0,13.76,2023,294,3,False,False,False,False,True
15.0,4.0,9.233,0.0,13.233,2023,294,3,False,False,False,False,True
1.0,5.6,9.4,0.1,14.9,2022,44,2,False,False,False,False,True
1.0,5.6,9.5,0.0,15.1,2022,44,2,False,False,False,True,False
1.0,5.6,9.4,0.1,14.9,2022,44,2,False,False,False,False,True
2.0,5.6,9.533,0.0,15.133,2022,44,2,False,False,False,False,True
2.0,5.6,9.3,0.0,14.9,2022,44,2,False,False,False,True,False
1.0,5.6,9.566,0.0,15.166,2022,44,2,False,False,False,False,True
2.0,5.6,9.5,0.0,15.1,2023,44,2,True,False,False,False,False
1.0,5.6,9.4,0.0,15.0,2023,44,2,False,False,False,False,True
1.0,5.6,9.566,0.0,15.166,2023,44,2,False,False,False,True,False
1.0,5.6,9.533,0.0,15.133,2023,44,2,False,False,False,False,True
1.0,5.6,9.133,0.0,14.733,2023,44,2,False,False,False,True,False
1.0,5.6,9.45,0.0,15.05,2023,44,2,False,False,False,False,True
1.0,5.6,9.266,0.0,14.866,2023,44,2,False,False,False,True,False
1.0,5.6,8.45,0.0,14.05,2023,44,2,False,False,False,False,True
1.0,5.6,9.466,0.0,15.066,2023,44,2,False,False,False,True,False
1.0,5.6,9.366,0.0,14.966,2023,44,2,False,False,False,False,True
1.0,5.6,9.566,0.0,15.166,2023,44,2,False,False,False,True,False
1.0,5.6,9.166,0.0,14.766,2023,44,2,False,False,False,False,True
1.0,5.6,9.366,0.0,14.966,2023,44,2,False,False,False,True,False
2.0,5.6,9.133,0.0,14.733,2023,44,2,False,False,False,False,True
1.0,5.6,9.666,0.0,15.266,2023,44,2,False,False,False,True,False
1.0,5.6,9.666,0.0,15.266,2023,44,2,False,False,False,False,True
1.0,5.6,9.5,0.0,15.1,2023,44,2,False,False,False,True,False
1.0,5.6,9.533,0.0,15.133,2023,44,2,False,False,False,False,True
1.0,5.6,9.6,0.0,15.2,2023,44,2,False,False,False,True,False
2.0,5.6,9.2,0.0,14.8,2023,44,2,False,False,False,False,True
17.0,5.2,8.15,0.0,13.35,2023,17,18,False,False,False,False,True
7.0,5.2,7.9,0.0,13.1,2023,17,18,False,False,False,True,False
7.0,5.2,7.85,0.1,12.95,2023,17,18,False,False,False,False,True
4.0,5.2,8.85,0.1,13.95,2023,152,55,False,False,False,False,True
3.0,5.2,8.35,0.0,13.55,2023,152,55,False,False,False,True,False
6.0,5.2,8.15,0.1,13.25,2023,152,55,False,False,False,False,True
22.0,5.2,8.9,0.0,14.1,2023,152,55,False,False,False,False,True
12.0,5.2,8.766,0.0,13.966,2023,152,55,False,False,False,False,True
21.0,5.2,8.733,0.0,13.933,2023,152,55,False,False,False,False,True
22.0,5.2,7.9,0.0,13.1,2023,152,55,False,False,False,False,True
12.0,5.2,8.233,0.3,13.133,2023,152,55,False,False,False,False,True
21.0,5.2,8.233,0.0,13.433,2023,152,55,False,False,False,False,True
32.0,4.8,8.9,0.0,13.7,2023,129,44,False,False,False,False,True
32.0,0.0,0.0,0.0,0.0,2023,129,44,False,False,False,False,True
35.0,4.8,9.3,0.0,14.1,2022,334,58,False,False,False,False,True
43.0,5.2,8.9,0.0,14.1,2022,411,28,False,False,False,False,True
