Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_aafinal,round_final,round_qual,round_teamfinal
25.0,4.3,7.033,0.0,11.333,2023,420,78,False,False,True,False
133.0,5.1,4.933,0.1,9.933,2022,446,56,False,False,True,False
34.0,4.2,6.133,0.0,10.333,2023,320,63,False,False,True,False
59.0,4.5,7.066,0.0,11.566,2022,341,60,False,False,True,False
66.0,4.9,6.033,0.0,10.933,2023,341,60,False,False,True,False
28.0,5.0,6.3,0.0,11.3,2023,341,60,False,False,True,False
17.0,4.0,7.05,0.0,11.05,2023,261,13,False,False,True,False
73.0,5.3,5.433,0.1,10.633,2023,76,35,False,False,True,False
1.0,5.4,8.066,0.0,13.46,2023,76,35,False,True,False,False
2.0,5.4,7.4,0.0,12.8,2023,76,35,False,False,True,False
0.0,5.6,7.6,0.0,13.2,2022,224,77,False,False,True,False
0.0,5.8,7.5,0.0,13.3,2022,224,77,False,True,False,False
0.0,5.7,6.45,0.0,12.15,2023,224,77,False,False,True,False
0.0,5.7,6.35,0.0,12.05,2023,224,77,False,True,False,False
0.0,5.2,7.0,0.0,12.2,2023,140,77,False,False,True,False
0.0,5.2,7.2,0.0,12.4,2023,140,77,False,True,False,False
13.0,5.6,6.35,0.0,11.95,2023,140,77,True,False,False,False
16.0,3.8,6.867,0.0,10.667,2023,107,34,False,False,True,False
0.0,5.4,8.2,0.0,13.6,2022,245,77,False,False,True,False
0.0,5.4,8.05,0.0,13.45,2022,245,77,False,True,False,False
0.0,5.2,7.8,0.0,13.0,2023,245,77,False,False,True,False
0.0,5.1,7.0,0.0,12.1,2023,245,77,False,True,False,False
30.0,4.8,4.6,0.0,9.4,2023,114,77,True,False,False,False
27.0,5.1,5.3,0.0,10.4,2023,418,77,True,False,False,False
12.0,5.3,7.233,0.0,12.533,2022,17,42,True,False,False,False
45.0,5.3,6.833,0.0,12.133,2022,17,42,False,False,True,False
6.0,5.4,7.6,0.0,13.0,2023,17,42,True,False,False,False
5.0,5.5,7.8,0.0,13.3,2023,17,42,False,True,False,False
6.0,5.3,7.733,0.0,13.033,2023,17,42,False,False,True,False
3.0,5.4,8.1,0.0,13.5,2022,67,42,False,False,True,False
1.0,5.6,8.2,0.0,13.8,2022,67,42,False,False,False,True
16.0,5.6,6.9,0.0,12.5,2023,67,42,False,False,True,False
1.0,5.5,7.933,0.0,13.433,2023,67,42,False,False,True,False
20.0,4.6,6.433,0.0,11.033,2023,357,7,False,False,True,False
114.0,4.8,5.766,0.0,10.566,2022,405,63,False,False,True,False
11.0,4.7,6.7,0.0,11.4,2023,405,63,True,False,False,False
27.0,4.8,6.0,0.0,10.8,2022,405,63,False,False,True,False
5.0,5.1,7.55,0.0,12.65,2023,198,28,False,True,False,False
6.0,5.1,7.55,0.0,12.65,2023,198,28,False,False,True,False
24.0,4.7,6.7,0.0,11.4,2023,335,28,False,False,True,False
26.0,5.3,5.9,0.0,11.2,2022,238,28,False,False,True,False
100.0,4.3,5.8,0.1,10.0,2022,244,53,False,False,True,False
106.0,3.9,5.4,0.0,9.3,2023,244,53,False,False,True,False
44.0,3.8,6.2,0.0,10.0,2023,244,53,False,False,True,False
36.0,4.4,6.533,0.0,10.933,2023,244,53,False,False,True,False
13.0,4.5,6.9,0.0,11.4,2023,400,61,False,False,True,False
21.0,4.1,7.533,0.0,11.633,2023,296,1,False,False,True,False
14.0,5.0,5.9,0.0,10.9,2023,302,10,True,False,False,False
18.0,5.2,6.5,0.0,11.7,2022,302,10,False,False,True,False
20.0,5.4,7.266,0.0,12.666,2022,35,15,False,False,True,False
29.0,5.4,7.166,0.0,12.566,2022,412,7,False,False,True,False
18.0,5.1,7.233,0.0,12.333,2023,121,27,False,False,True,False
6.0,4.8,7.8,0.0,12.6,2023,121,27,False,True,False,False
8.0,5.0,7.9,0.0,12.9,2023,121,27,False,False,True,False
14.0,4.4,6.5,0.0,10.9,2023,260,61,True,False,False,False
21.0,4.5,6.1,0.0,10.6,2023,260,61,False,False,True,False
131.0,4.9,5.266,0.1,10.066,2022,408,61,False,False,True,False
18.0,4.4,6.1,0.0,10.5,2023,500,61,True,False,False,False
4.0,4.4,7.0,0.0,11.4,2023,500,61,False,True,False,False
6.0,4.4,7.45,0.0,11.85,2023,500,61,False,False,True,False
115.0,4.6,4.166,0.0,8.766,2023,175,17,False,False,True,False
12.0,4.5,7.25,0.0,11.75,2022,505,28,False,False,True,False
8.0,4.5,7.35,0.0,11.85,2023,505,38,True,False,False,False
31.0,4.5,5.6,0.0,10.1,2022,505,38,False,False,True,False
92.0,4.4,6.033,0.0,10.433,2022,189,41,False,False,True,False
21.0,4.6,6.266,0.0,10.866,2023,189,41,False,False,True,False
14.0,4.5,7.566,0.0,12.066,2023,239,10,False,False,True,False
22.0,4.5,6.433,0.1,10.833,2023,239,10,False,False,True,False
9.0,5.0,6.95,0.0,11.95,2022,445,28,False,False,True,False
3.0,5.1,7.85,0.0,12.95,2023,445,28,False,False,True,False
83.0,4.9,5.4,0.1,10.2,2023,149,18,False,False,True,False
22.0,5.0,7.066,0.0,12.066,2023,149,18,False,False,True,False
19.0,4.5,5.75,0.0,10.25,2023,300,16,True,False,False,False
20.0,4.5,6.4,0.0,10.9,2023,300,16,False,False,True,False
34.0,3.9,3.55,0.0,7.45,2023,226,43,False,False,True,False
33.0,3.9,6.4,0.0,10.3,2023,122,28,False,False,True,False
80.0,4.5,6.666,0.1,11.066,2022,61,62,False,False,True,False
9.0,5.4,6.567,0.0,11.967,2023,357,7,False,False,True,False
0.0,5.5,8.3,0.0,13.8,2022,276,77,False,False,True,False
0.0,5.5,8.05,0.0,13.55,2022,276,77,False,True,False,False
0.0,5.5,6.2,0.0,11.7,2023,276,77,False,False,True,False
0.0,5.7,7.05,0.0,12.75,2023,276,77,False,True,False,False
0.0,5.2,7.45,0.0,12.65,2022,30,77,False,False,True,False
0.0,5.3,7.0,0.0,12.3,2022,30,77,False,True,False,False
22.0,4.7,6.45,0.0,11.15,2022,30,77,True,False,False,False
0.0,5.8,7.5,0.0,13.3,2023,30,77,False,False,True,False
0.0,5.5,6.8,0.0,12.3,2023,30,77,False,True,False,False
16.0,5.7,6.2,0.1,11.8,2023,30,77,True,False,False,False
10.0,4.4,7.433,0.0,11.833,2023,189,41,False,False,True,False
18.0,5.3,6.85,0.0,12.15,2022,494,77,True,False,False,False
29.0,5.2,4.45,0.0,9.65,2023,26,77,True,False,False,False
7.0,4.5,7.8,0.0,12.3,2023,25,3,True,False,False,False
24.0,4.4,7.133,0.0,11.533,2023,25,3,False,False,True,False
97.0,4.6,5.2,0.1,9.7,2023,370,69,False,False,True,False
113.0,3.7,5.3,0.0,9.0,2022,126,47,False,False,True,False
17.0,4.7,5.85,0.0,10.55,2023,417,68,True,False,False,False
0.0,0.0,0.0,0.0,0.0,2022,385,68,False,False,True,False
33.0,5.0,4.75,0.0,9.75,2022,385,68,False,False,True,False
19.0,4.7,8.0,0.0,12.7,2022,181,7,False,False,True,False
8.0,5.0,6.733,0.3,11.433,2023,181,7,False,True,False,False
7.0,5.2,7.633,0.0,12.833,2023,181,7,False,False,True,False
27.0,5.1,7.0,0.1,12.0,2023,181,7,False,False,True,False
119.0,5.4,5.1,0.0,10.5,2022,138,46,False,False,True,False
124.0,4.6,5.7,0.0,10.3,2022,23,71,False,False,True,False
72.0,4.1,7.166,0.0,11.266,2022,23,71,False,False,True,False
71.0,5.2,6.4,0.0,11.6,2022,401,51,False,False,True,False
1.0,5.3,7.7,0.0,13.0,2023,401,51,True,False,False,False
8.0,5.3,6.45,0.1,11.65,2023,401,51,False,False,True,False
17.0,4.2,6.45,0.0,10.65,2023,194,13,True,False,False,False
6.0,4.1,7.1,0.0,11.2,2023,194,13,False,True,False,False
10.0,4.5,7.05,0.0,11.55,2023,194,13,False,False,True,False
43.0,4.4,5.933,0.1,10.233,2023,195,13,False,False,True,False
107.0,4.7,6.1,0.0,10.8,2022,356,42,False,False,True,False
5.0,5.7,7.333,0.0,13.033,2023,356,42,True,False,False,False
2.0,5.7,8.0,0.0,13.7,2023,356,42,False,True,False,False
8.0,5.6,7.233,0.0,12.833,2023,356,42,False,False,True,False
6.0,4.8,8.233,0.0,13.033,2023,450,28,False,True,False,False
8.0,4.7,8.133,0.0,12.833,2023,450,28,False,False,True,False
20.0,4.5,6.9,0.0,11.4,2022,380,28,False,False,True,False
28.0,4.7,5.95,0.1,10.55,2022,380,81,False,False,True,False
11.0,4.8,7.25,0.0,12.05,2023,451,28,False,False,True,False
0.0,0.0,0.0,0.0,0.0,2023,32,2,True,False,False,False
31.0,4.0,5.6,0.0,9.6,2023,32,2,False,False,True,False
5.0,5.4,7.55,0.0,12.95,2023,246,77,True,False,False,False
47.0,5.2,6.9,0.0,12.1,2022,192,28,False,False,True,False
3.0,5.5,7.85,0.0,13.35,2022,192,28,False,True,False,False
4.0,5.5,7.1,0.0,12.6,2022,192,28,False,False,True,False
21.0,5.4,6.15,0.0,11.55,2023,192,28,False,False,True,False
4.0,5.3,7.8,0.0,13.1,2023,192,28,True,False,False,False
19.0,5.4,6.933,0.0,12.333,2023,192,28,False,False,True,False
5.0,5.3,7.433,0.0,12.733,2022,192,23,False,True,False,False
3.0,5.3,8.0,0.0,13.3,2022,192,23,False,False,True,False
99.0,5.1,6.033,0.1,11.033,2022,165,25,False,False,True,False
50.0,4.8,7.066,0.0,11.866,2022,165,25,False,False,True,False
43.0,4.8,6.733,0.0,11.533,2023,292,25,False,False,True,False
35.0,3.9,6.366,0.0,10.266,2023,92,25,False,False,True,False
49.0,4.6,5.3,0.0,9.9,2022,283,28,False,False,True,False
19.0,4.6,7.05,0.0,11.65,2022,120,23,False,False,True,False
3.0,5.4,7.333,0.0,12.733,2023,334,27,False,True,False,False
5.0,5.4,7.8,0.0,13.2,2023,334,27,False,False,True,False
21.0,5.1,6.366,0.0,11.466,2022,21,27,True,False,False,False
43.0,5.1,7.166,0.0,12.266,2022,21,27,False,False,True,False
38.0,5.1,7.066,0.0,12.166,2022,21,27,False,False,True,False
6.0,4.6,7.8,0.0,12.4,2023,77,4,True,False,False,False
5.0,4.4,8.0,0.0,12.4,2023,77,4,False,True,False,False
10.0,4.4,8.133,0.1,12.433,2023,77,4,False,False,True,False
22.0,4.6,6.0,0.0,10.6,2023,77,4,True,False,False,False
33.0,4.6,7.2,0.0,11.8,2023,77,4,False,False,True,False
6.0,5.2,7.7,0.0,12.9,2023,285,44,False,False,True,False
26.0,5.1,6.366,0.0,11.466,2023,285,44,False,False,True,False
129.0,3.8,6.4,0.1,10.1,2022,434,15,False,False,True,False
85.0,4.3,6.766,0.1,10.966,2022,434,15,False,False,True,False
0.0,4.8,7.65,0.0,12.45,2022,4,77,False,False,True,False
0.0,5.0,7.15,0.0,12.15,2022,4,77,False,True,False,False
13.0,4.9,7.65,0.0,12.55,2022,4,77,True,False,False,False
0.0,5.2,7.8,0.0,13.0,2023,4,77,False,False,True,False
0.0,4.8,6.55,0.0,11.35,2023,4,77,False,True,False,False
24.0,4.9,6.0,0.1,10.8,2023,4,77,True,False,False,False
3.0,5.3,7.533,0.0,12.833,2023,303,27,False,True,False,False
5.0,5.3,7.7,0.0,13.0,2023,303,27,False,False,True,False
2.0,5.5,8.2,0.0,13.7,2022,164,77,True,False,False,False
1.0,5.9,7.85,0.0,13.75,2022,236,28,False,True,False,False
8.0,5.4,6.9,0.1,12.2,2022,236,28,False,False,True,False
16.0,5.5,7.4,0.0,12.9,2022,236,28,False,False,True,False
15.0,5.5,7.0,0.0,12.5,2022,236,28,False,False,False,True
12.0,4.5,7.55,0.1,11.95,2023,236,28,False,False,True,False
2.0,5.7,8.033,0.0,13.733,2022,240,28,True,False,False,False
18.0,5.4,7.533,0.0,12.933,2022,240,28,False,False,True,False
2.0,5.8,7.75,0.0,13.55,2022,240,28,False,True,False,False
2.0,6.0,7.3,0.0,13.3,2022,240,28,False,False,True,False
37.0,5.3,6.933,0.0,12.233,2022,240,28,False,False,True,False
2.0,5.0,8.65,0.0,13.65,2023,240,28,False,True,False,False
4.0,5.0,7.8,0.0,12.8,2023,240,28,False,False,True,False
2.0,5.7,7.833,0.0,13.533,2023,240,28,True,False,False,False
7.0,5.4,6.766,0.0,12.166,2023,240,28,False,True,False,False
1.0,5.8,7.8,0.0,13.6,2023,240,28,False,False,True,False
135.0,4.2,5.6,0.0,9.8,2022,461,5,False,False,True,False
111.0,4.4,4.7,0.0,9.1,2022,461,5,False,False,True,False
112.0,4.4,4.633,0.0,9.033,2023,461,5,False,False,True,False
22.0,4.5,6.2,0.0,10.7,2023,461,5,False,False,True,False
32.0,4.4,6.7,0.0,11.1,2023,461,5,False,False,True,False
26.0,4.5,5.833,0.0,10.333,2023,461,5,False,False,True,False
32.0,4.7,6.466,0.0,11.166,2023,461,5,False,False,True,False
32.0,4.3,6.6,0.0,10.9,2023,461,5,False,False,True,False
38.0,2.7,5.3,0.0,8.0,2022,275,68,False,False,True,False
44.0,3.3,6.85,0.0,10.15,2022,154,28,False,False,True,False
89.0,4.1,5.9,0.0,10.0,2023,50,59,False,False,True,False
83.0,5.1,5.933,0.0,11.033,2022,521,9,False,False,True,False
37.0,4.7,6.55,0.0,11.25,2023,145,54,False,False,True,False
10.0,5.4,7.5,0.0,12.9,2023,24,62,True,False,False,False
6.0,5.0,7.9,0.0,12.9,2023,24,62,False,True,False,False
5.0,5.3,7.833,0.0,13.133,2023,24,62,False,False,True,False
71.0,5.2,6.1,0.0,11.3,2022,109,69,False,False,True,False
25.0,4.8,5.566,0.1,10.266,2023,109,69,False,False,True,False
99.0,4.3,5.833,0.1,10.033,2022,47,31,False,False,True,False
116.0,4.8,4.0,0.1,8.7,2023,47,31,False,False,True,False
37.0,4.2,6.466,0.1,10.566,2023,47,31,False,False,True,False
14.0,5.4,7.0,0.0,12.4,2022,191,3,True,False,False,False
14.0,5.6,7.4,0.0,13.0,2022,191,3,False,False,True,False
1.0,6.1,7.65,0.0,13.75,2023,191,3,True,False,False,False
2.0,5.8,7.633,0.0,13.433,2022,191,3,False,True,False,False
1.0,5.8,7.8,0.0,13.6,2022,191,3,False,False,True,False
39.0,4.3,6.1,0.0,10.4,2022,141,28,False,False,True,False
28.0,4.4,6.8,0.0,11.2,2023,141,28,False,False,True,False
23.0,4.2,7.15,0.0,11.35,2022,141,64,False,False,True,False
5.0,4.4,7.35,0.0,11.75,2023,14,24,True,False,False,False
5.0,4.4,6.85,0.0,11.25,2023,14,24,False,True,False,False
3.0,4.4,7.6,0.0,12.0,2023,14,24,False,False,True,False
15.0,4.0,7.55,0.0,11.55,2022,480,28,False,False,True,False
20.0,4.6,7.0,0.0,11.6,2023,480,28,False,False,True,False
13.0,4.7,7.733,0.1,12.333,2023,143,71,False,False,True,False
102.0,4.1,5.3,0.0,9.4,2023,342,59,False,False,True,False
113.0,4.4,4.6,0.1,8.9,2023,207,40,False,False,True,False
128.0,4.1,6.033,0.0,10.133,2022,208,40,False,False,True,False
75.0,4.1,7.166,0.1,11.166,2022,208,40,False,False,True,False
19.0,4.4,5.833,0.0,10.233,2023,461,5,False,False,True,False
12.0,5.2,7.45,0.0,12.65,2022,264,77,True,False,False,False
1.0,5.9,8.0,0.0,13.9,2023,191,3,False,True,False,False
6.0,5.9,6.7,0.0,12.6,2023,191,3,False,False,True,False
4.0,5.8,6.833,0.0,12.633,2023,191,3,False,True,False,False
2.0,6.0,7.733,0.0,13.733,2023,191,3,False,False,True,False
116.0,4.7,3.966,0.0,8.666,2022,318,69,False,False,True,False
17.0,4.5,7.166,0.0,11.666,2023,337,10,False,False,True,False
15.0,4.8,7.75,0.0,12.55,2023,337,10,False,False,True,False
13.0,4.0,7.566,0.0,11.566,2023,457,18,False,False,True,False
35.0,3.7,5.833,0.0,9.533,2023,488,0,False,False,True,False
67.0,4.4,6.933,0.0,11.333,2022,200,40,False,False,True,False
38.0,4.4,5.966,0.0,10.366,2023,29,36,False,False,True,False
19.0,4.3,6.733,0.0,11.033,2023,29,36,False,False,True,False
9.0,4.6,7.633,0.0,12.233,2023,125,69,False,False,True,False
37.0,4.2,5.95,0.0,10.15,2023,106,28,False,False,True,False
13.0,5.2,7.1,0.0,12.3,2023,108,44,False,False,True,False
