Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_TeamFinal,round_final,round_qual
2.0,6.5,8.7,0.0,15.2,2022,145,76,False,True,False,False
2.0,6.5,8.433,0.0,14.933,2023,145,76,False,False,True,False
1.0,6.5,8.6,0.0,15.1,2023,145,76,False,False,False,True
3.0,6.5,7.766,0.0,14.266,2023,145,76,False,False,True,False
8.0,6.5,7.85,0.0,14.35,2023,145,76,False,False,False,True
5.0,6.5,8.0,0.0,14.5,2023,145,76,False,False,True,False
3.0,6.5,8.2,0.0,14.7,2023,145,76,False,False,False,True
3.0,6.5,8.233,0.0,14.733,2023,145,76,False,False,True,False
3.0,6.5,8.233,0.0,14.733,2023,145,76,False,False,False,True
73.0,4.2,8.5,0.0,12.7,2022,308,4,False,False,False,True
115.0,5.3,7.233,0.0,12.533,2022,7,76,False,False,False,True
15.0,5.6,8.533,0.0,14.133,2022,7,76,False,False,False,True
13.0,5.6,8.266,0.0,13.866,2022,7,76,False,True,False,False
18.0,5.6,8.166,0.0,13.766,2023,7,76,False,False,False,True
3.0,5.6,8.7,0.0,14.3,2023,7,76,True,False,False,False
17.0,5.6,8.4,0.0,14.0,2023,7,76,False,False,False,True
25.0,5.6,8.05,0.0,13.65,2023,7,76,False,False,False,True
8.0,5.6,8.466,0.0,14.066,2023,7,76,False,False,True,False
8.0,5.6,8.4,0.0,14.0,2023,7,76,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,333,38,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,412,58,True,False,False,False
32.0,4.7,4.65,0.0,9.35,2023,412,58,False,False,False,True
22.0,3.5,8.65,0.0,12.15,2023,219,29,False,False,False,True
66.0,4.6,7.333,0.0,11.933,2023,44,79,False,False,False,True
64.0,5.1,8.433,0.0,13.533,2022,2,79,False,False,False,True
71.0,5.1,8.366,0.0,13.466,2022,195,45,False,False,False,True
15.0,4.8,8.4,0.0,13.2,2023,195,45,True,False,False,False
46.0,5.1,7.633,0.0,12.733,2023,195,45,False,False,False,True
25.0,5.1,7.3,0.0,12.4,2023,195,45,False,False,False,True
23.0,5.1,7.2,0.0,12.3,2023,195,45,False,False,False,True
12.0,5.1,8.5,0.0,13.6,2023,195,45,False,False,False,True
25.0,5.1,6.833,0.0,11.933,2023,195,45,False,False,False,True
20.0,5.2,7.9,0.0,13.1,2023,134,82,False,False,False,True
6.0,5.7,8.433,0.0,14.133,2023,504,82,False,False,True,False
7.0,5.7,8.1,0.0,13.8,2023,504,82,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,217,78,False,False,False,True
0.0,4.7,7.85,0.0,12.55,2023,217,78,False,False,False,True
0.0,5.0,8.8,0.0,13.8,2023,217,78,False,False,True,False
26.0,5.0,7.6,0.0,12.6,2023,217,78,True,False,False,False
29.0,4.9,6.5,0.0,11.4,2023,125,78,True,False,False,False
6.0,6.0,7.85,0.0,13.85,2023,145,76,False,False,False,True
2.0,6.5,8.466,0.0,14.966,2023,145,76,False,False,True,False
5.0,6.5,7.1,0.0,13.6,2023,145,76,False,False,True,False
1.0,6.5,8.6,0.0,15.1,2023,145,76,False,False,False,True
0.0,4.3,8.95,0.0,13.25,2022,336,78,False,False,False,True
0.0,4.3,9.45,0.0,13.75,2022,336,78,False,False,True,False
25.0,4.6,8.05,0.0,12.65,2022,336,78,True,False,False,False
0.0,4.3,8.95,0.0,13.25,2023,336,78,False,False,False,True
0.0,4.3,9.1,0.0,13.4,2023,336,78,False,False,True,False
30.0,4.3,7.0,0.0,11.3,2023,336,78,True,False,False,False
83.0,4.3,8.333,0.0,12.633,2023,99,20,False,False,False,True
44.0,3.6,5.1,0.0,8.7,2023,99,20,False,False,False,True
9.0,4.6,8.65,0.0,13.25,2023,152,66,True,False,False,False
20.0,4.6,8.75,0.0,13.35,2022,152,66,False,False,False,True
9.0,6.1,8.333,0.0,14.433,2022,276,35,True,False,False,False
21.0,6.1,8.433,0.0,14.533,2022,276,35,False,False,False,True
26.0,5.8,8.166,0.0,13.966,2022,276,35,False,False,False,True
16.0,6.1,7.733,0.0,13.833,2022,276,35,False,True,False,False
53.0,5.9,7.3,0.0,13.2,2023,276,35,False,False,False,True
12.0,5.0,8.05,0.0,13.05,2022,404,29,False,False,False,True
13.0,4.6,8.3,0.0,12.9,2023,404,29,False,False,False,True
14.0,4.2,8.7,0.0,12.9,2022,135,29,False,False,False,True
39.0,5.2,7.8,0.0,13.0,2023,159,9,False,False,False,True
32.0,5.1,9.0,0.0,14.1,2022,358,41,False,False,False,True
39.0,5.0,8.633,0.0,13.633,2022,358,41,False,False,False,True
19.0,5.0,8.733,0.0,13.733,2022,358,41,False,True,False,False
14.0,5.9,7.35,0.0,13.25,2023,82,71,False,False,False,True
31.0,4.9,6.05,0.0,10.95,2023,85,29,False,False,False,True
131.0,4.7,7.266,0.0,11.966,2022,23,4,False,False,False,True
54.0,4.7,8.466,0.0,13.166,2022,23,4,False,False,False,True
102.0,4.8,7.2,0.0,12.0,2023,23,4,False,False,False,True
94.0,5.5,7.466,0.0,12.966,2022,68,28,False,False,False,True
11.0,6.3,7.966,0.0,14.266,2022,68,28,False,False,False,True
5.0,6.3,8.433,0.0,14.733,2022,68,28,False,True,False,False
5.0,6.2,8.166,0.0,14.366,2023,68,28,False,False,True,False
7.0,5.8,8.6,0.0,14.4,2023,68,28,False,False,False,True
3.0,6.2,8.4,0.0,14.6,2023,68,28,False,False,True,False
6.0,6.2,8.466,0.0,14.666,2023,68,28,False,False,False,True
32.0,6.2,7.25,0.0,13.45,2023,70,28,False,False,False,True
23.0,5.0,7.15,0.0,12.15,2023,486,80,False,False,False,True
3.0,5.7,8.4,0.0,14.1,2022,62,29,False,False,True,False
3.0,5.7,8.6,0.0,14.3,2022,62,29,False,False,False,True
7.0,5.7,7.7,0.0,13.4,2022,62,81,False,False,True,False
4.0,6.1,8.35,0.0,14.45,2022,62,81,False,False,False,True
55.0,4.8,7.666,0.0,12.466,2023,494,33,False,False,False,True
24.0,5.3,8.266,0.0,13.566,2023,283,78,False,False,False,True
11.0,5.3,8.566,0.0,13.866,2023,293,41,True,False,False,False
21.0,5.3,8.4,0.0,13.7,2023,293,41,False,False,False,True
108.0,4.5,7.166,0.0,11.666,2023,402,49,False,False,False,True
26.0,4.8,7.833,0.0,12.633,2023,402,49,False,False,False,True
54.0,5.3,8.366,0.0,13.666,2022,390,33,False,False,False,True
14.0,5.4,8.266,0.0,13.666,2023,390,33,True,False,False,False
12.0,5.7,8.5,0.0,14.2,2023,390,33,False,False,False,True
50.0,4.8,7.35,0.0,12.15,2023,390,30,False,False,False,True
16.0,5.7,7.7,0.0,13.4,2023,390,33,False,False,False,True
20.0,3.7,8.5,0.0,12.2,2022,182,29,False,False,False,True
114.0,4.2,6.433,0.0,10.633,2023,270,68,False,False,False,True
41.0,4.2,5.933,0.0,10.133,2023,270,68,False,False,False,True
83.0,5.4,7.8,0.0,13.2,2022,480,3,False,False,False,True
8.0,5.4,7.733,0.0,13.133,2022,480,3,False,False,True,False
8.0,5.4,8.65,0.0,14.05,2022,480,3,False,False,False,True
43.0,5.0,8.4,0.0,13.4,2023,180,76,False,False,False,True
8.0,4.3,7.7,0.0,12.0,2023,180,76,False,False,True,False
6.0,5.0,8.7,0.0,13.7,2023,180,76,False,False,False,True
17.0,5.3,8.1,0.0,13.4,2022,160,64,True,False,False,False
68.0,5.3,8.2,0.0,13.5,2022,160,64,False,False,False,True
44.0,5.3,8.233,0.0,13.533,2022,160,64,False,False,False,True
20.0,5.0,8.266,0.0,13.266,2023,160,64,True,False,False,False
22.0,5.0,8.933,0.0,13.933,2023,160,64,False,False,False,True
38.0,4.1,6.866,0.0,10.966,2023,160,64,False,False,False,True
75.0,4.9,8.466,0.0,13.366,2022,415,64,False,False,False,True
43.0,4.9,8.633,0.0,13.533,2022,415,64,False,False,False,True
30.0,4.9,8.733,0.0,13.633,2023,415,64,False,False,False,True
28.0,5.1,6.966,0.0,12.066,2023,415,64,False,False,False,True
10.0,5.3,8.45,0.0,13.75,2022,158,78,True,False,False,False
0.0,5.0,8.65,0.0,13.65,2023,158,78,False,False,False,True
0.0,5.4,8.45,0.0,13.85,2023,158,78,False,False,True,False
0.0,4.9,5.45,0.0,10.35,2022,330,78,False,False,False,True
0.0,4.5,8.0,0.0,12.5,2022,330,78,False,False,True,False
0.0,4.9,7.7,0.0,12.6,2023,330,78,False,False,False,True
0.0,4.9,7.9,0.0,12.8,2023,330,78,False,False,True,False
22.0,4.2,8.9,0.0,13.1,2023,330,78,True,False,False,False
0.0,5.6,7.2,0.0,12.8,2022,221,78,False,False,False,True
0.0,5.6,8.0,0.0,13.6,2022,221,78,False,False,True,False
21.0,5.6,7.45,0.0,13.05,2022,221,78,True,False,False,False
0.0,6.0,8.5,0.0,14.5,2023,221,78,False,False,False,True
0.0,5.6,7.6,0.0,13.2,2023,221,78,False,False,True,False
12.0,5.7,7.95,0.0,13.65,2023,221,78,True,False,False,False
0.0,5.1,8.75,0.0,13.85,2022,282,78,False,False,False,True
0.0,5.1,8.5,0.0,13.6,2022,282,78,False,False,True,False
26.0,4.5,7.9,0.0,12.4,2022,282,78,True,False,False,False
0.0,5.3,8.15,0.0,13.45,2023,282,78,False,False,False,True
0.0,5.3,8.55,0.0,13.85,2023,282,78,False,False,True,False
9.0,5.2,8.6,0.0,13.8,2023,282,78,True,False,False,False
0.0,5.5,7.9,0.0,13.4,2022,67,78,False,False,False,True
0.0,5.6,6.8,0.0,12.4,2022,67,78,False,False,True,False
0.0,5.9,8.7,0.0,14.6,2023,67,78,False,False,False,True
0.0,5.9,9.05,0.0,14.95,2023,67,78,False,False,True,False
20.0,5.6,7.7,0.0,13.3,2023,67,78,True,False,False,False
0.0,5.6,8.4,0.0,14.0,2023,93,78,False,False,False,True
0.0,5.6,8.3,0.0,13.9,2023,93,78,False,False,True,False
0.0,5.5,7.9,0.0,13.4,2022,162,78,False,False,False,True
0.0,5.3,7.0,0.0,12.3,2022,162,78,False,False,True,False
19.0,5.1,8.05,0.0,13.15,2022,162,78,True,False,False,False
15.0,5.8,7.75,0.0,13.55,2023,162,78,True,False,False,False
0.0,5.5,8.35,0.0,13.85,2022,464,78,False,False,False,True
0.0,5.5,8.0,0.0,13.5,2022,464,78,False,False,True,False
5.0,5.5,8.65,0.0,14.15,2022,464,78,True,False,False,False
0.0,5.8,8.65,0.0,14.45,2023,464,78,False,False,False,True
0.0,5.3,6.9,0.0,12.2,2023,464,78,False,False,True,False
5.0,6.7,8.266,0.0,14.966,2022,248,15,False,False,True,False
6.0,6.7,8.466,0.0,15.166,2022,248,15,False,False,False,True
23.0,6.0,6.366,0.0,12.366,2022,375,15,True,False,False,False
108.0,3.8,8.8,0.0,12.6,2022,173,62,False,False,False,True
95.0,4.1,7.566,0.0,11.666,2022,173,62,False,False,False,True
71.0,3.8,9.033,0.0,12.833,2023,173,62,False,False,False,True
41.0,4.4,8.45,0.0,12.85,2023,216,26,False,False,False,True
87.0,4.9,7.633,0.0,12.533,2023,100,26,False,False,False,True
19.0,4.9,8.366,0.0,13.266,2023,100,26,False,False,False,True
21.0,4.4,7.7,0.0,12.1,2022,294,29,False,False,False,True
16.0,4.9,7.65,0.0,12.55,2023,175,29,False,False,False,True
15.0,5.0,8.6,0.0,13.6,2022,175,66,False,False,False,True
11.0,5.8,8.533,0.0,14.333,2022,295,41,True,False,False,False
84.0,5.8,7.4,0.0,13.2,2022,295,41,False,False,False,True
14.0,5.6,8.566,0.0,14.166,2022,295,41,False,False,False,True
14.0,5.6,8.233,0.0,13.833,2022,295,41,False,True,False,False
6.0,5.6,8.466,0.0,14.066,2023,295,41,True,False,False,False
14.0,5.6,8.533,0.0,14.133,2023,295,41,False,False,False,True
101.0,3.9,7.3,0.0,11.2,2022,232,62,False,False,False,True
18.0,5.3,7.3,0.0,12.6,2022,229,29,False,False,False,True
5.0,5.4,8.1,0.0,13.5,2023,229,29,False,False,True,False
10.0,5.4,7.85,0.0,13.25,2023,229,29,False,False,False,True
22.0,4.9,8.4,0.0,13.3,2022,242,81,False,False,False,True
23.0,4.6,7.3,0.0,11.9,2022,265,29,False,False,False,True
118.0,4.2,8.266,0.0,12.466,2022,339,19,False,False,False,True
73.0,4.2,8.5,0.0,12.7,2022,339,19,False,False,False,True
66.0,4.2,8.733,0.0,12.933,2023,339,19,False,False,False,True
25.0,3.9,8.85,0.0,12.75,2022,339,19,False,False,False,True
20.0,4.2,8.7,0.0,12.9,2023,339,19,False,False,False,True
120.0,4.9,7.533,0.0,12.433,2022,174,48,False,False,False,True
51.0,5.0,8.3,0.0,13.3,2022,174,48,False,False,False,True
77.0,4.0,8.733,0.0,12.733,2023,174,48,False,False,False,True
22.0,5.7,7.966,0.0,13.666,2023,354,77,False,False,False,True
26.0,6.1,5.466,0.0,11.566,2023,354,77,False,False,False,True
71.0,4.0,7.7,0.0,11.7,2023,423,3,False,False,False,True
69.0,4.7,7.066,0.0,11.766,2023,466,78,False,False,False,True
17.0,4.3,8.1,0.0,12.4,2023,427,29,False,False,False,True
39.0,5.6,8.266,0.0,13.866,2022,513,11,False,False,False,True
21.0,4.9,8.85,0.0,13.75,2023,189,76,False,False,False,True
18.0,4.3,8.2,0.0,12.5,2023,492,22,False,False,False,True
43.0,3.3,7.2,0.0,10.5,2023,492,22,False,False,False,True
28.0,4.4,6.566,0.0,10.966,2023,492,22,False,False,False,True
13.0,4.9,7.3,0.0,12.2,2023,244,81,True,False,False,False
31.0,4.9,7.3,0.0,12.2,2022,244,81,False,False,False,True
16.0,4.8,7.9,0.0,12.7,2022,133,29,False,False,False,True
29.0,3.5,7.3,0.0,10.8,2023,225,16,False,False,False,True
17.0,5.1,7.5,0.0,12.6,2022,138,29,False,False,False,True
115.0,3.5,6.766,0.0,10.266,2023,268,54,False,False,False,True
87.0,5.1,8.033,0.0,13.133,2022,123,38,False,False,False,True
53.0,5.1,8.133,0.0,13.233,2022,123,38,False,False,False,True
96.0,5.1,7.066,0.0,12.166,2023,123,38,False,False,False,True
7.0,5.6,7.766,0.0,13.366,2023,169,7,False,False,True,False
8.0,5.6,8.433,0.0,14.033,2023,169,7,False,False,False,True
60.0,5.6,7.433,0.0,13.033,2022,359,7,False,False,False,True
12.0,5.6,7.7,0.0,13.3,2023,359,7,False,False,False,True
0.0,5.6,8.7,0.0,14.3,2023,201,78,False,False,False,True
0.0,6.0,8.65,0.0,14.65,2023,201,78,False,False,True,False
0.0,4.4,7.25,0.0,11.65,2022,465,78,False,False,False,True
0.0,5.1,8.15,0.0,13.25,2022,465,78,False,False,True,False
0.0,5.1,8.45,0.0,13.55,2023,465,78,False,False,False,True
0.0,4.2,8.0,0.0,12.2,2023,465,78,False,False,True,False
24.0,5.0,7.95,0.0,12.95,2023,465,78,True,False,False,False
0.0,4.9,8.85,0.0,13.75,2023,64,78,False,False,False,True
0.0,4.9,7.8,0.0,12.7,2023,64,78,False,False,True,False
0.0,4.4,8.7,0.0,13.1,2022,45,78,False,False,False,True
0.0,4.4,8.7,0.0,13.1,2022,45,78,False,False,True,False
0.0,5.3,7.15,0.0,12.45,2022,326,78,False,False,False,True
0.0,4.9,7.5,0.0,12.4,2022,326,78,False,False,True,False
36.0,4.6,6.45,0.0,11.05,2022,326,78,True,False,False,False
16.0,5.3,8.15,0.0,13.45,2023,326,78,True,False,False,False
39.0,4.2,6.433,0.0,10.633,2023,136,53,False,False,False,True
36.0,4.2,7.466,0.0,11.666,2023,136,53,False,False,False,True
2.0,6.6,8.566,0.0,15.166,2022,302,33,True,False,False,False
2.0,6.6,8.9,0.0,15.5,2022,302,33,False,False,True,False
3.0,6.6,8.8,0.0,15.4,2022,302,33,False,False,False,True
8.0,6.2,7.433,0.0,13.633,2022,302,33,False,False,True,False
4.0,6.4,8.366,0.0,14.766,2022,302,33,False,False,False,True
1.0,6.6,8.933,0.0,15.533,2022,302,33,False,True,False,False
70.0,4.4,8.466,0.0,12.866,2023,11,39,False,False,False,True
48.0,4.2,8.433,0.0,12.633,2023,279,3,False,False,False,True
13.0,4.5,9.166,0.0,13.666,2023,43,2,True,False,False,False
32.0,4.5,9.1,0.0,13.6,2023,43,2,False,False,False,True
5.0,4.5,9.1,0.0,13.6,2023,43,2,False,False,True,False
8.0,4.5,9.05,0.0,13.55,2023,43,2,False,False,False,True
19.0,5.5,6.95,0.0,12.45,2023,20,18,False,False,False,True
35.0,5.0,6.166,0.0,11.166,2023,143,52,False,False,False,True
22.0,5.0,7.4,0.0,12.4,2023,143,52,False,False,False,True
39.0,5.0,6.466,0.0,11.466,2023,143,52,False,False,False,True
31.0,5.6,8.2,0.0,13.8,2022,291,55,False,False,False,True
20.0,5.6,8.366,0.0,13.966,2023,291,55,False,False,False,True
5.0,5.6,8.333,0.0,13.933,2023,291,55,False,False,True,False
7.0,5.6,8.066,0.0,13.666,2023,291,55,False,False,False,True
28.0,5.5,8.05,0.0,13.55,2023,127,41,False,False,False,True
50.0,4.7,8.6,0.0,13.3,2022,316,55,False,False,False,True
53.0,5.5,8.2,0.0,13.7,2022,395,28,False,False,False,True
21.0,5.5,8.566,0.0,14.066,2022,395,28,False,False,False,True
17.0,5.5,8.266,0.0,13.766,2022,395,28,False,True,False,False
106.0,5.0,6.766,0.0,11.766,2023,296,28,False,False,False,True
24.0,5.4,8.3,0.0,13.7,2023,296,28,False,False,False,True
24.0,6.1,8.266,0.0,14.366,2022,470,26,False,False,False,True
19.0,5.9,8.2,0.0,14.1,2022,470,26,False,False,False,True
15.0,5.9,7.933,0.0,13.833,2022,470,26,False,True,False,False
7.0,5.9,8.133,0.0,14.033,2023,470,26,True,False,False,False
3.0,6.4,8.333,0.0,14.733,2023,470,26,False,False,True,False
5.0,6.4,8.3,0.0,14.7,2023,470,26,False,False,False,True
16.0,5.7,7.4,0.0,13.1,2023,470,26,False,False,False,True
6.0,5.5,8.3,0.0,13.8,2023,137,57,True,False,False,False
36.0,5.1,6.05,0.0,11.15,2022,137,57,False,False,False,True
0.0,5.3,7.566,0.0,12.866,2023,137,57,True,False,False,False
0.0,4.5,8.833,0.0,13.333,2023,435,57,True,False,False,False
30.0,4.5,7.95,0.0,12.45,2022,436,57,False,False,False,True
15.0,5.9,8.25,0.0,14.15,2023,429,44,False,False,False,True
44.0,5.9,7.966,0.0,13.866,2022,144,11,False,False,False,True
5.0,5.9,8.1,0.0,14.0,2023,144,11,True,False,False,False
4.0,5.9,8.3,0.0,14.2,2022,144,11,False,False,True,False
5.0,5.9,8.5,0.0,14.4,2022,144,11,False,False,False,True
16.0,5.5,8.6,0.0,14.1,2023,144,11,False,False,False,True
29.0,5.3,8.533,0.0,13.833,2022,41,40,False,False,False,True
45.0,5.3,8.333,0.3,13.333,2023,41,40,False,False,False,True
29.0,3.0,7.3,0.0,10.3,2022,90,29,False,False,False,True
31.0,6.0,8.133,0.0,14.133,2022,368,33,False,False,False,True
42.0,5.6,7.966,0.0,13.566,2022,368,33,False,False,False,True
9.0,5.6,8.466,0.0,14.066,2022,368,33,False,True,False,False
18.0,5.7,8.3,0.0,14.0,2023,368,33,False,False,False,True
24.0,5.7,6.9,0.0,12.6,2023,368,33,False,False,False,True
6.0,5.7,8.533,0.0,14.233,2023,368,33,False,False,True,False
5.0,5.7,8.766,0.0,14.466,2023,368,33,False,False,False,True
40.0,4.0,6.166,0.0,10.166,2023,347,20,False,False,False,True
0.0,4.4,5.8,0.0,10.2,2023,76,78,False,False,False,True
0.0,4.2,7.6,0.0,11.8,2023,76,78,False,False,True,False
31.0,4.0,6.95,0.0,10.95,2023,76,78,True,False,False,False
15.0,5.3,7.95,0.0,13.25,2022,140,78,True,False,False,False
33.0,4.8,6.9,0.0,11.7,2022,323,78,True,False,False,False
8.0,4.5,9.233,0.0,13.733,2023,43,82,False,False,True,False
8.0,4.6,9.15,0.0,13.75,2023,43,82,False,False,False,True
7.0,5.9,7.7,0.0,13.6,2023,470,26,False,False,False,True
3.0,6.4,7.75,0.0,14.15,2023,470,26,False,False,True,False
0.0,5.1,8.4,0.0,13.5,2022,198,78,False,False,False,True
0.0,5.1,8.4,0.0,13.5,2022,198,78,False,False,True,False
22.0,5.2,7.65,0.0,12.85,2022,198,78,True,False,False,False
0.0,5.1,7.85,0.0,12.95,2023,198,78,False,False,False,True
0.0,5.1,8.65,0.0,13.75,2023,198,78,False,False,True,False
13.0,4.8,8.75,0.0,13.55,2023,198,78,True,False,False,False
14.0,4.4,7.7,0.0,12.1,2023,204,81,True,False,False,False
28.0,4.4,8.2,0.0,12.6,2022,204,81,False,False,False,True
0.0,4.4,8.83,0.0,13.233,2022,205,29,False,False,False,True
35.0,5.2,7.95,0.0,13.15,2023,495,11,False,False,False,True
98.0,5.2,7.633,0.0,12.833,2022,272,79,False,False,False,True
10.0,5.1,8.4,0.0,13.5,2023,272,79,False,False,False,True
15.0,5.1,8.033,0.0,13.133,2023,272,79,False,False,False,True
36.0,4.3,6.833,0.0,11.133,2023,482,53,False,False,False,True
30.0,4.5,7.866,0.0,12.366,2023,482,53,False,False,False,True
21.0,5.7,6.6,0.0,12.3,2023,237,18,False,False,False,True
1.0,5.8,8.35,0.0,14.15,2023,118,18,True,False,False,False
17.0,5.6,6.95,0.0,12.55,2023,118,18,False,False,False,True
31.0,3.6,6.75,0.0,10.35,2023,269,58,False,False,False,True
24.0,4.8,6.9,0.0,11.7,2022,53,29,False,False,False,True
17.0,3.5,8.35,0.0,11.85,2023,424,70,True,False,False,False
33.0,3.5,7.75,0.0,11.25,2022,424,70,False,False,False,True
44.0,5.4,7.4,0.0,12.8,2023,475,9,False,False,False,True
66.0,5.0,7.866,0.0,12.866,2022,101,38,False,False,False,True
24.0,6.0,5.533,0.0,11.533,2022,230,29,True,False,False,False
8.0,6.5,8.2,0.0,14.7,2022,230,29,False,False,True,False
7.0,6.5,8.566,0.0,15.066,2022,230,29,False,False,False,True
2.0,5.9,8.57,0.0,14.466,2022,230,29,False,False,True,False
1.0,6.4,8.95,0.0,15.35,2022,230,29,False,False,False,True
1.0,6.5,8.833,0.0,15.333,2022,230,29,False,False,True,False
1.0,6.5,8.566,0.0,15.066,2022,230,29,False,False,False,True
3.0,6.5,8.666,0.0,15.166,2022,230,29,False,True,False,False
1.0,6.5,8.5,0.0,15.0,2022,230,24,False,False,True,False
2.0,6.5,8.1,0.0,14.6,2022,230,24,False,False,False,True
127.0,5.7,6.6,0.0,12.3,2022,33,71,False,False,False,True
65.0,5.3,7.6,0.0,12.9,2022,33,71,False,False,False,True
28.0,4.8,8.566,0.0,13.366,2023,17,3,False,False,False,True
139.0,3.0,8.066,0.0,11.066,2022,496,57,False,False,False,True
0.0,3.7,7.5,0.0,11.2,2023,497,57,True,False,False,False
0.0,4.2,8.7,0.0,12.9,2022,493,78,False,False,False,True
0.0,4.2,8.6,0.0,12.8,2022,493,78,False,False,True,False
18.0,5.0,8.15,0.0,13.15,2022,343,78,True,False,False,False
0.0,5.5,8.5,0.0,14.0,2023,343,78,False,False,False,True
0.0,5.5,8.8,0.0,14.3,2023,343,78,False,False,True,False
14.0,5.3,8.25,0.0,13.55,2023,343,78,True,False,False,False
0.0,5.1,8.0,0.0,13.1,2022,87,78,False,False,False,True
0.0,5.0,7.8,0.0,12.8,2022,87,78,False,False,True,False
29.0,4.9,7.15,0.0,12.05,2022,202,78,True,False,False,False
14.0,4.8,8.6,0.0,13.4,2023,16,3,False,False,False,True
11.0,4.8,8.0,0.0,12.8,2023,16,3,False,False,False,True
