Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
BUL,2023 Senior European Championships,qual,PB,24.0,5.7,8.133,0.0,13.833,2023,yordan aleksandrov
BUL,2023 Varna World Challenge Cup,final,PB,2.0,5.7,8.533,0.0,14.23,2023,yordan aleksandrov
BUL,2023 Varna World Challenge Cup,qual,PB,3.0,5.7,8.7,0.0,14.4,2023,yordan aleksandrov
ALG,2023 Cairo World Cup,qual,PB,11.0,4.9,8.433,0.0,13.333,2023,ahmed riadh aliouat
POR,2022 Senior European Championships,qual,PB,106.0,3.3,6.933,0.0,10.233,2022,filipe almeida
CHI,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,96.0,5.3,7.633,0.0,12.933,2022,joel alvarez
NOR,2022 Senior European Championships,qual,PB,82.0,3.7,8.8,0.0,12.5,2022,joar amblie
CYP,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,99.0,4.8,8.0,0.0,12.8,2022,georgios angonas
CYP,2022 Senior European Championships,qual,PB,36.0,5.1,8.566,0.0,13.666,2022,georgios angonas
CYP,2023 FISU World University Games,qual,PB,26.0,4.8,8.633,0.0,13.433,2023,georgios angonas
CYP,2023 Senior European Championships,qual,PB,64.0,4.8,8.166,0.0,12.966,2023,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,AAfinal,PB,12.0,5.0,7.55,0.0,12.55,2022,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,qual,PB,32.0,4.9,7.15,0.0,12.05,2022,georgios angonas
VEN,2023 Central American and Caribbean Games,qual,PB,22.0,4.4,7.8,0.0,12.2,2023,yefferson anton
PUR,2023 Central American and Caribbean Games,qual,PB,24.0,3.8,8.2,0.0,12.0,2023,miguel aquino iii
TUR,2022 51st FIG Artistic Gymnastics World Championships,final,PB,4.0,6.6,8.466,0.0,15.066,2022,ferhat arican
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,5.0,6.6,8.6,0.0,15.2,2022,ferhat arican
TUR,2022 Senior European Championships,final,PB,7.0,6.5,7.2,0.0,13.7,2022,ferhat arican
TUR,2022 Senior European Championships,qual,PB,5.0,6.5,8.2,0.0,14.7,2022,ferhat arican
TUR,2022 Senior European Championships,TeamFinal,PB,2.0,6.5,8.7,0.0,15.2,2022,ferhat arican
TUR,2023 Cottbus World Cup,final,PB,5.0,6.5,8.0,0.0,14.5,2023,ferhat arican
TUR,2023 Cottbus World Cup,qual,PB,3.0,6.5,8.2,0.0,14.7,2023,ferhat arican
TUR,2023 Doha World Cup,final,PB,3.0,6.5,8.233,0.0,14.733,2023,ferhat arican
TUR,2023 Doha World Cup,qual,PB,3.0,6.5,8.233,0.0,14.733,2023,ferhat arican
TUR,2023 Senior European Championships,final,PB,2.0,6.5,8.433,0.0,14.933,2023,ferhat arican
TUR,2023 Senior European Championships,qual,PB,1.0,6.5,8.6,0.0,15.1,2023,ferhat arican
TUR,EnBW DTB Pokal Team Challenge 2023,final,PB,3.0,6.5,7.766,0.0,14.266,2023,ferhat arican
TUR,EnBW DTB Pokal Team Challenge 2023,qual,PB,8.0,6.5,7.85,0.0,14.35,2023,ferhat arican
AUT,2022 Senior European Championships,qual,PB,73.0,4.2,8.5,0.0,12.7,2022,manuel helmut arnold
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,115.0,5.3,7.233,0.0,12.533,2022,adem asil
TUR,2022 Senior European Championships,qual,PB,15.0,5.6,8.533,0.0,14.133,2022,adem asil
TUR,2022 Senior European Championships,TeamFinal,PB,13.0,5.6,8.266,0.0,13.866,2022,adem asil
TUR,2023 Doha World Cup,final,PB,8.0,5.6,8.466,0.0,14.066,2023,adem asil
TUR,2023 Doha World Cup,qual,PB,8.0,5.6,8.4,0.0,14.0,2023,adem asil
TUR,2023 FISU World University Games,qual,PB,18.0,5.6,8.166,0.0,13.766,2023,adem asil
TUR,2023 Senior European Championships,AAfinal,PB,3.0,5.6,8.7,0.0,14.3,2023,adem asil
TUR,2023 Senior European Championships,qual,PB,17.0,5.6,8.4,0.0,14.0,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,qual,PB,25.0,5.6,8.05,0.0,13.65,2023,adem asil
PAN,2023 Central American and Caribbean Games,qual,PB,32.0,4.7,4.65,0.0,9.35,2023,richard atencio
GBR,2023 British Gymnastics Championships,qual,PB,22.0,3.5,8.65,0.0,12.15,2023,jaydon attygalle
UZB,2023 FISU World University Games,qual,PB,66.0,4.6,7.333,0.0,11.933,2023,asadbek azamov
UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,64.0,5.1,8.433,0.0,13.533,2022,abdulla azimov
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,71.0,5.1,8.366,0.0,13.466,2022,ilyas azizov
KAZ,2023 Baku World Cup,qual,PB,25.0,5.1,7.3,0.0,12.4,2023,ilyas azizov
KAZ,2023 Cairo World Cup,qual,PB,23.0,5.1,7.2,0.0,12.3,2023,ilyas azizov
KAZ,2023 Cottbus World Cup,qual,PB,12.0,5.1,8.5,0.0,13.6,2023,ilyas azizov
KAZ,2023 Doha World Cup,qual,PB,25.0,5.1,6.833,0.0,11.933,2023,ilyas azizov
KAZ,2023 FISU World University Games,qual,PB,46.0,5.1,7.633,0.0,12.733,2023,ilyas azizov
KAZ,2023 FISU World University Games,AAfinal,PB,15.0,4.8,8.4,0.0,13.2,2023,ilyas azizov
NOR,2022 Cottbus World Cup,qual,PB,23.0,3.9,6.9,0.0,10.8,2022,fredrik aas
NOR,2022 Cottbus World Cup,qual,PB,23.0,3.9,6.9,0.0,10.8,2022,fredrik aas
UZB,2022 Baku World Cup,qual,PB,26.0,5.8,6.533,0.0,12.333,2022,rasuljon abdurakhimov
UZB,2022 Cairo World Cup,qual,PB,7.0,5.5,8.533,0.0,14.033,2022,rasuljon abdurakhimov
UZB,2022 Cairo World Cup,final,PB,5.0,5.8,8.3,0.0,14.1,2022,rasuljon abdurakhimov
UZB,2022 Doha World Cup,qual,PB,17.0,5.1,6.733,0.0,11.833,2022,rasuljon abdurakhimov
GEO,2022 Doha World Cup,qual,PB,19.0,5.1,6.466,0.0,11.566,2022,saba abesadze
EGY,2022 Cairo World Cup,qual,PB,9.0,5.8,8.033,0.0,13.833,2022,mohamed afify
none,2023 Osijek World Challenge Cup,qual,PB,20.0,5.2,7.9,0.0,13.1,2023,emil akhmejanov
none,2023 Osijek World Challenge Cup,final,PB,6.0,5.7,8.433,0.0,14.133,2023,yordan aleksandrov
none,2023 Osijek World Challenge Cup,qual,PB,7.0,5.7,8.1,0.0,13.8,2023,yordan aleksandrov
USA,2023 Winter Cup,AAfinal,PB,26.0,5.0,7.6,0.0,12.6,2023,javier alfonso
USA,2023 Winter Cup,AAfinal,PB,29.0,4.9,6.5,0.0,11.4,2023,drake andrews
ALG,2022 Doha World Cup,qual,PB,18.0,3.8,7.833,0.0,11.633,2022,mohamed aouicha
TUR,2022 Baku World Cup,final,PB,2.0,6.5,8.4,0.0,14.9,2022,ferhat arican
TUR,2022 Baku World Cup,qual,PB,1.0,6.5,8.6,0.0,15.1,2022,ferhat arican
TUR,2022 Cairo World Cup,qual,PB,3.0,6.5,7.9,0.0,14.4,2022,ferhat arican
TUR,2022 Cairo World Cup,final,PB,2.0,6.5,8.3,0.0,14.8,2022,ferhat arican
TUR,2023 Osijek World Challenge Cup,qual,PB,6.0,6.0,7.85,0.0,13.85,2023,ferhat arican
TUR,2023 Osijek World Challenge Cup,final,PB,2.0,6.5,8.466,0.0,14.966,2023,ferhat arican
TUR,2023 Tel Aviv World Challenge Cup,final,PB,5.0,6.5,7.1,0.0,13.6,2023,ferhat arican
TUR,2023 Tel Aviv World Challenge Cup,qual,PB,1.0,6.5,8.6,0.0,15.1,2023,ferhat arican
USA,2022 Winter Cup,AAfinal,PB,25.0,4.6,8.05,0.0,12.65,2022,michael artlip
USA,2023 Winter Cup,AAfinal,PB,30.0,4.3,7.0,0.0,11.3,2023,michael artlip
KAZ,2022 Cairo World Cup,qual,PB,21.0,4.9,6.866,0.0,11.766,2022,ilyas azizov
CZE,2023 Baku World Cup,qual,PB,44.0,3.6,5.1,0.0,8.7,2023,daniel bago
CZE,2023 Senior European Championships,qual,PB,83.0,4.3,8.333,0.0,12.633,2023,daniel bago
SCO,BIRMINGHAM 2022 Commonwealth Games,AAfinal,PB,9.0,4.6,8.65,0.0,13.25,2022,frank baines
SCO,BIRMINGHAM 2022 Commonwealth Games,qual,PB,20.0,4.6,8.75,0.0,13.35,2022,frank baines
HUN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,PB,9.0,6.1,8.333,0.0,14.433,2022,krisztian balazs
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,21.0,6.1,8.433,0.0,14.533,2022,krisztian balazs
HUN,2022 Senior European Championships,qual,PB,26.0,5.8,8.166,0.0,13.966,2022,krisztian balazs
HUN,2022 Senior European Championships,TeamFinal,PB,16.0,6.1,7.733,0.0,13.833,2022,krisztian balazs
HUN,2023 Senior European Championships,qual,PB,53.0,5.9,7.3,0.0,13.2,2023,krisztian balazs
GBR,2022 British Gymnastics Championships,qual,PB,12.0,5.0,8.05,0.0,13.05,2022,raekwon baptiste
GBR,2023 British Gymnastics Championships,qual,PB,13.0,4.6,8.3,0.0,12.9,2023,raekwon baptiste
GBR,2022 British Gymnastics Championships,qual,PB,14.0,4.2,8.7,0.0,12.9,2022,emil barber
BRA,EnBW DTB Pokal Team Challenge 2023,qual,PB,39.0,5.2,7.8,0.0,13.0,2023,gabriel barbosa
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,32.0,5.1,9.0,0.0,14.1,2022,nicola bartolini
ITA,2022 Senior European Championships,qual,PB,39.0,5.0,8.633,0.0,13.633,2022,nicola bartolini
ITA,2022 Senior European Championships,TeamFinal,PB,19.0,5.0,8.733,0.0,13.733,2022,nicola bartolini
SUI,2023 Varna World Challenge Cup,qual,PB,14.0,5.9,7.35,0.0,13.25,2023,christian baumann
GBR,2023 British Gymnastics Championships,qual,PB,31.0,4.9,6.05,0.0,10.95,2023,clayton bell
AUT,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,131.0,4.7,7.266,0.0,11.966,2022,alexander benda
AUT,2022 Senior European Championships,qual,PB,54.0,4.7,8.466,0.0,13.166,2022,alexander benda
AUT,2023 Senior European Championships,qual,PB,102.0,4.8,7.2,0.0,12.0,2023,alexander benda
FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,94.0,5.5,7.466,0.0,12.966,2022,cameron lie bernard
FRA,2022 Senior European Championships,qual,PB,11.0,6.3,7.966,0.0,14.266,2022,cameron lie bernard
FRA,2022 Senior European Championships,TeamFinal,PB,5.0,6.3,8.433,0.0,14.733,2022,cameron lie bernard
FRA,2023 Baku World Cup,final,PB,3.0,6.2,8.4,0.0,14.6,2023,cameron lie bernard
FRA,2023 Baku World Cup,qual,PB,6.0,6.2,8.466,0.0,14.666,2023,cameron lie bernard
FRA,2023 Senior European Championships,final,PB,5.0,6.2,8.166,0.0,14.366,2023,cameron lie bernard
FRA,2023 Senior European Championships,qual,PB,7.0,5.8,8.6,0.0,14.4,2023,cameron lie bernard
FRA,EnBW DTB Pokal Team Challenge 2023,qual,PB,32.0,6.2,7.25,0.0,13.45,2023,cameron-lie bernard
VEN,2023 Central American and Caribbean Games,qual,PB,23.0,5.0,7.15,0.0,12.15,2023,victor betancourt
GBR,2022 British Gymnastics Championships,final,PB,3.0,5.7,8.4,0.0,14.1,2022,brinn bevan
GBR,2022 British Gymnastics Championships,qual,PB,3.0,5.7,8.6,0.0,14.3,2022,brinn bevan
WAL,BIRMINGHAM 2022 Commonwealth Games,final,PB,7.0,5.7,7.7,0.0,13.4,2022,brinn bevan
WAL,BIRMINGHAM 2022 Commonwealth Games,qual,PB,4.0,6.1,8.35,0.0,14.45,2022,brinn bevan
GER,2023 FISU World University Games,qual,PB,55.0,4.8,7.666,0.0,12.466,2023,willi leonhard binder
USA,2023 FISU World University Games,qual,PB,24.0,5.3,8.266,0.0,13.566,2023,landen paul blixt
ITA,2023 FISU World University Games,qual,PB,21.0,5.3,8.4,0.0,13.7,2023,lorenzo bonicelli
ITA,2023 FISU World University Games,AAfinal,PB,11.0,5.3,8.566,0.0,13.866,2023,lorenzo bonicelli
LUX,2023 Cottbus World Cup,qual,PB,26.0,4.8,7.833,0.0,12.633,2023,quentin brandenburger
LUX,2023 Senior European Championships,qual,PB,108.0,4.5,7.166,0.0,11.666,2023,quentin brandenburger
GER,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,54.0,5.3,8.366,0.0,13.666,2022,pascal brendel
GER,2023 Baku World Cup,qual,PB,16.0,5.7,7.7,0.0,13.4,2023,pascal brendel
GER,2023 Senior European Championships,AAfinal,PB,14.0,5.4,8.266,0.0,13.666,2023,pascal brendel
GER,2023 Senior European Championships,qual,PB,12.0,5.7,8.5,0.0,14.2,2023,pascal brendel
GE1,EnBW DTB Pokal Team Challenge 2023,qual,PB,50.0,4.8,7.35,0.0,12.15,2023,pascal brendel
GBR,2022 British Gymnastics Championships,qual,PB,20.0,3.7,8.5,0.0,12.2,2022,henry brooker
SLO,2023 Baku World Cup,qual,PB,41.0,4.2,5.933,0.0,10.133,2023,kevin george buckley
SLO,2023 Senior European Championships,qual,PB,114.0,4.2,6.433,0.0,10.633,2023,kevin george buckley
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,83.0,5.4,7.8,0.0,13.2,2022,tyson bull
AUS,BIRMINGHAM 2022 Commonwealth Games,final,PB,8.0,5.4,7.733,0.0,13.133,2022,tyson bull
AUS,BIRMINGHAM 2022 Commonwealth Games,qual,PB,8.0,5.4,8.65,0.0,14.05,2022,tyson bull
TUR,2023 Cairo World Cup,final,PB,8.0,4.3,7.7,0.0,12.0,2023,hasan bulut
TUR,2023 Cairo World Cup,qual,PB,6.0,5.0,8.7,0.0,13.7,2023,hasan bulut
TUR,2023 Senior European Championships,qual,PB,43.0,5.0,8.4,0.0,13.4,2023,hasan bulut
ROU,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,PB,17.0,5.3,8.1,0.0,13.4,2022,gabriel burtanete
ROU,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,68.0,5.3,8.2,0.0,13.5,2022,gabriel burtanete
ROU,2022 Senior European Championships,qual,PB,44.0,5.3,8.233,0.0,13.533,2022,gabriel burtanete
ROU,2023 Baku World Cup,qual,PB,38.0,4.1,6.866,0.0,10.966,2023,gabriel burtanete
ROU,2023 Senior European Championships,AAfinal,PB,20.0,5.0,8.266,0.0,13.266,2023,gabriel burtanete
ROU,2023 Senior European Championships,qual,PB,22.0,5.0,8.933,0.0,13.933,2023,gabriel burtanete
ROU,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,75.0,4.9,8.466,0.0,13.366,2022,robert burtanete
ROU,2022 Senior European Championships,qual,PB,43.0,4.9,8.633,0.0,13.533,2022,robert burtanete
ROU,2023 Baku World Cup,qual,PB,28.0,5.1,6.966,0.0,12.066,2023,robert burtanete
ROU,2023 Senior European Championships,qual,PB,30.0,4.9,8.733,0.0,13.633,2023,robert burtanete
HUN,2022 Baku World Cup,final,PB,4.0,6.1,8.433,0.0,14.533,2022,krisztian balazs
HUN,2022 Baku World Cup,qual,PB,3.0,6.1,8.3,0.0,14.4,2022,krisztian balazs
HUN,2022 Cairo World Cup,qual,PB,10.0,5.7,8.033,0.0,13.733,2022,krisztian balazs
HUN,2022 Doha World Cup,qual,PB,13.0,5.4,7.0,0.0,12.4,2022,krisztian balazs
USA,2022 Winter Cup,AAfinal,PB,10.0,5.3,8.45,0.0,13.75,2022,fuzzy benas
USA,2023 Winter Cup,AAfinal,PB,22.0,4.2,8.9,0.0,13.1,2023,maxim bereznev
FRA,2022 Baku World Cup,qual,PB,21.0,5.8,7.233,0.0,13.033,2022,cameron-lie bernard
USA,2022 Winter Cup,AAfinal,PB,21.0,5.6,7.45,0.0,13.05,2022,jeremy bischoff
USA,2023 Winter Cup,AAfinal,PB,12.0,5.7,7.95,0.0,13.65,2023,jeremy bischoff
USA,2022 Winter Cup,AAfinal,PB,26.0,4.5,7.9,0.0,12.4,2022,landen blixt
USA,2023 Winter Cup,AAfinal,PB,9.0,5.2,8.6,0.0,13.8,2023,landen blixt
USA,2023 Winter Cup,AAfinal,PB,20.0,5.6,7.7,0.0,13.3,2023,cameron bock
USA,2022 Winter Cup,AAfinal,PB,19.0,5.1,8.05,0.0,13.15,2022,garrett braunton
USA,2023 Winter Cup,AAfinal,PB,15.0,5.8,7.75,0.0,13.55,2023,garrett braunton
USA,2022 Winter Cup,AAfinal,PB,5.0,5.5,8.65,0.0,14.15,2022,taylor burkhart
COL,2022 51st FIG Artistic Gymnastics World Championships,final,PB,5.0,6.7,8.266,0.0,14.966,2022,jossimar orlando calvo moreno
COL,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,6.0,6.7,8.466,0.0,15.166,2022,jossimar orlando calvo moreno
COL,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,PB,23.0,6.0,6.366,0.0,12.366,2022,none calvo moreno jo
POR,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,108.0,3.8,8.8,0.0,12.6,2022,guilherme campos
POR,2022 Senior European Championships,qual,PB,95.0,4.1,7.566,0.0,11.666,2022,guilherme campos
POR,2023 Senior European Championships,qual,PB,71.0,3.8,9.033,0.0,12.833,2023,guilherme campos
ESP,EnBW DTB Pokal Team Challenge 2023,qual,PB,41.0,4.4,8.45,0.0,12.85,2023,jan carreres macia
ESP,2023 Baku World Cup,qual,PB,19.0,4.9,8.366,0.0,13.266,2023,daniel carrion caro
ESP,2023 Senior European Championships,qual,PB,87.0,4.9,7.633,0.0,12.533,2023,daniel carrion caro
GBR,2022 British Gymnastics Championships,qual,PB,21.0,4.4,7.7,0.0,12.1,2022,lorenzo carrozzo
GBR,2023 British Gymnastics Championships,qual,PB,16.0,4.9,7.65,0.0,12.55,2023,hamish carter
SCO,BIRMINGHAM 2022 Commonwealth Games,qual,PB,15.0,5.0,8.6,0.0,13.6,2022,hamish carter
ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,PB,11.0,5.8,8.533,0.0,14.333,2022,lorenzo minh casali
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,84.0,5.8,7.4,0.0,13.2,2022,lorenzo minh casali
ITA,2022 Senior European Championships,qual,PB,14.0,5.6,8.566,0.0,14.166,2022,lorenzo minh casali
ITA,2022 Senior European Championships,TeamFinal,PB,14.0,5.6,8.233,0.0,13.833,2022,lorenzo minh casali
ITA,2023 Senior European Championships,AAfinal,PB,6.0,5.6,8.466,0.0,14.066,2023,lorenzo minh casali
ITA,2023 Senior European Championships,qual,PB,14.0,5.6,8.533,0.0,14.133,2023,lorenzo minh casali
POR,2022 Senior European Championships,qual,PB,101.0,3.9,7.3,0.0,11.2,2022,joel catarino
GBR,2022 British Gymnastics Championships,qual,PB,18.0,5.3,7.3,0.0,12.6,2022,joe cemlyn jones
GBR,2023 British Gymnastics Championships,final,PB,5.0,5.4,8.1,0.0,13.5,2023,joe cemlyn jones
GBR,2023 British Gymnastics Championships,qual,PB,10.0,5.4,7.85,0.0,13.25,2023,joe cemlyn jones
WAL,BIRMINGHAM 2022 Commonwealth Games,qual,PB,22.0,4.9,8.4,0.0,13.3,2022,joseph cemlyn jones
GBR,2022 British Gymnastics Championships,qual,PB,23.0,4.6,7.3,0.0,11.9,2022,kelvin cham
CYP,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,118.0,4.2,8.266,0.0,12.466,2022,michalis chari
CYP,2022 Senior European Championships,qual,PB,73.0,4.2,8.5,0.0,12.7,2022,michalis chari
CYP,2023 Cottbus World Cup,qual,PB,20.0,4.2,8.7,0.0,12.9,2023,michalis chari
CYP,2023 Senior European Championships,qual,PB,66.0,4.2,8.733,0.0,12.933,2023,michalis chari
CYP,BIRMINGHAM 2022 Commonwealth Games,qual,PB,25.0,3.9,8.85,0.0,12.75,2022,michalis chari
LTU,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,120.0,4.9,7.533,0.0,12.433,2022,gytis chasazyrovas
LTU,2022 Senior European Championships,qual,PB,51.0,5.0,8.3,0.0,13.3,2022,gytis chasazyrovas
LTU,2023 Senior European Championships,qual,PB,77.0,4.0,8.733,0.0,12.733,2023,gytis chasazyrovas
UKR,2023 Cairo World Cup,qual,PB,26.0,6.1,5.466,0.0,11.566,2023,nazar chepurnyi
UKR,2023 FISU World University Games,qual,PB,22.0,5.7,7.966,0.0,13.666,2023,nazar chepurnyi
AUS,2023 FISU World University Games,qual,PB,71.0,4.0,7.7,0.0,11.7,2023,ruben luis chitters
USA,2023 FISU World University Games,qual,PB,69.0,4.7,7.066,0.0,11.766,2023,taylor troy christopulos
GBR,2023 British Gymnastics Championships,qual,PB,17.0,4.3,8.1,0.0,12.4,2023,ryan cirino
CAN,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,39.0,5.6,8.266,0.0,13.866,2022,zachary clay
TUR,EnBW DTB Pokal Team Challenge 2023,qual,PB,21.0,4.9,8.85,0.0,13.75,2023,ibrahim colak
DOM,2023 Central American and Caribbean Games,qual,PB,18.0,4.3,8.2,0.0,12.5,2023,wilfry contreras
DOM,2023 Cottbus World Cup,qual,PB,43.0,3.3,7.2,0.0,10.5,2023,wilfry contreras
DOM,2023 Doha World Cup,qual,PB,28.0,4.4,6.566,0.0,10.966,2023,wilfry contreras
WAL,BIRMINGHAM 2022 Commonwealth Games,AAfinal,PB,13.0,4.9,7.3,0.0,12.2,2022,joshua cook
WAL,BIRMINGHAM 2022 Commonwealth Games,qual,PB,31.0,4.9,7.3,0.0,12.2,2022,joshua cook
GBR,2022 British Gymnastics Championships,qual,PB,16.0,4.8,7.9,0.0,12.7,2022,elliott cooper
CRC,2023 Central American and Caribbean Games,qual,PB,29.0,3.5,7.3,0.0,10.8,2023,jhossua corrales
GBR,2022 British Gymnastics Championships,qual,PB,17.0,5.1,7.5,0.0,12.6,2022,euan cox
MON,2023 Senior European Championships,qual,PB,115.0,3.5,6.766,0.0,10.266,2023,kevin crovetto
IRL,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,87.0,5.1,8.033,0.0,13.133,2022,dominick cunningham
IRL,2022 Senior European Championships,qual,PB,53.0,5.1,8.133,0.0,13.233,2022,dominick cunningham
IRL,2023 Senior European Championships,qual,PB,96.0,5.1,7.066,0.0,12.166,2023,dominick cunningham
BEL,2023 Cottbus World Cup,final,PB,7.0,5.6,7.766,0.0,13.366,2023,glen cuyle
BEL,2023 Cottbus World Cup,qual,PB,8.0,5.6,8.433,0.0,14.033,2023,glen cuyle
BEL,2022 Senior European Championships,qual,PB,60.0,5.6,7.433,0.0,13.033,2022,nicola cuyle
BEL,2023 Cairo World Cup,qual,PB,12.0,5.6,7.7,0.0,13.3,2023,nicola cuyle
LTU,2022 Baku World Cup,qual,PB,11.0,5.0,8.5,0.0,13.5,2022,gytis chasazyrovas
