Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Jana ABOELHASAN,EGY,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,74.0,4.4,7.866,0.0,12.266
Jana ABOELHASAN,EGY,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,113.0,4.4,6.5,0.0,10.9
Jana ABOELHASAN,EGY,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,138.0,3.2,8.4,0.0,11.6
Ondine ACHAMPONG,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,15.0,5.7,7.266,0.0,12.966
Ondine ACHAMPONG,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,16.0,5.3,8.033,0.0,13.333
Ondine ACHAMPONG,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,51.0,5.8,7.033,0.0,12.833
Ondine ACHAMPONG,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,3.0,5.0,9.466,0.0,14.466
Ondine ACHAMPONG,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,BB,4.0,5.1,7.7,0.0,12.8
Ondine ACHAMPONG,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,1.0,5.9,7.75,0.0,13.65
Ondine ACHAMPONG,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,FX,12.0,5.2,7.6,0.3,12.5
Ondine ACHAMPONG,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,UB,5.0,5.6,7.3,0.0,12.9
Ondine ACHAMPONG,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,7.0,5.6,7.5,0.0,13.1
Ondine ACHAMPONG,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,1.0,5.0,9.25,0.0,14.25
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,final,BB,2.0,5.5,7.9,0.0,13.4
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,qual,BB,7.0,5.5,7.766,0.0,13.266
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,TeamFinal,BB,4.0,5.7,8.0,0.0,13.7
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,qual,FX,25.0,5.3,7.566,0.2,12.666
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,qual,UB,43.0,5.8,6.433,0.0,12.233
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,24.0,5.6,6.833,0.0,12.433
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,qual,VT1,4.0,5.0,8.933,0.0,13.933
Ondine ACHAMPONG,GBR,w,2022-08-14,2022 Senior European Championships,TeamFinal,VT1,7.0,5.0,8.9,0.0,13.9
Ondine ACHAMPONG,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,BB,1.0,5.7,8.1,0.0,13.8
Ondine ACHAMPONG,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,2.0,5.5,8.3,0.0,13.8
Ondine ACHAMPONG,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,FX,8.0,5.2,6.75,0.0,11.95
Ondine ACHAMPONG,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,FX,4.0,5.3,7.9,0.0,13.2
Ondine ACHAMPONG,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,UB,5.0,5.8,8.3,0.0,14.1
Ondine ACHAMPONG,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,2.0,5.7,8.0,0.0,13.7
Ondine ACHAMPONG,GBR,w,2023-04-16,2023 Senior European Championships,final,BB,4.0,5.9,7.633,0.0,13.533
Ondine ACHAMPONG,GBR,w,2023-04-16,2023 Senior European Championships,qual,BB,4.0,5.7,7.666,0.0,13.366
Ondine ACHAMPONG,GBR,w,2023-04-16,2023 Senior European Championships,qual,FX,8.0,5.3,7.866,0.0,13.166
Ondine ACHAMPONG,GBR,w,2023-04-16,2023 Senior European Championships,qual,VT1,6.0,5.0,8.966,0.0,13.966
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,4.0,5.7,6.8,0.0,12.5
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,4.0,5.7,7.6,0.0,13.3
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,FX,1.0,5.3,8.05,0.0,13.35
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,FX,2.0,5.3,7.733,0.0,13.033
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,FX,11.0,5.3,7.25,0.0,12.55
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,3.0,6.0,7.25,0.0,13.25
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,UB,4.0,6.0,7.433,0.0,13.433
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,2.0,6.1,7.65,0.0,13.75
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,1.0,5.0,8.9,0.0,13.9
Thelma ADALSTEINSDOTTIR,ISL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,69.0,4.7,7.0,0.1,11.6
Thelma ADALSTEINSDOTTIR,ISL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,127.0,3.7,7.733,0.0,11.433
Thelma ADALSTEINSDOTTIR,ISL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,108.0,4.2,6.833,0.0,11.033
Thelma ADALSTEINSDOTTIR,ISL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,126.0,3.8,8.266,0.0,12.066
Thelma ADALSTEINSDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,BB,35.0,4.7,7.533,0.0,12.233
Thelma ADALSTEINSDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,FX,91.0,3.6,7.533,0.0,11.133
Thelma ADALSTEINSDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,UB,57.0,4.1,7.633,0.0,11.733
Thelma ADALSTEINSDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,VT1,69.0,3.8,8.533,0.0,12.333
Thelma ADALSTEINSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,BB,57.0,4.8,6.466,0.1,11.166
Thelma ADALSTEINSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,FX,78.0,4.5,7.066,0.0,11.566
Thelma ADALSTEINSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,UB,54.0,4.3,7.933,0.0,12.233
Thelma ADALSTEINSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,VT1,82.0,3.8,8.5,0.0,12.3
Jess ADAMSON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,54.0,4.3,5.4,0.0,9.7
Jess ADAMSON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,FX,52.0,4.0,6.45,0.0,10.45
Jess ADAMSON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,24.0,3.7,7.6,0.0,11.3
Jess ADAMSON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,44.0,3.6,8.4,0.0,12.0
Ruba ALDAOUD,JOR,w,2023-04-30,2023 Cairo World Cup,qual,VT1,23.0,3.2,8.6,0.0,11.8
Ruba ALDAOUD,JOR,w,2023-04-30,2023 Cairo World Cup,qual,VT2,23.0,1.6,8.566,0.0,10.166
Mei AMORELLI,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,22.0,4.2,7.3,0.0,11.5
Mei AMORELLI,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,FX,31.0,4.3,6.7,0.0,11.0
Mei AMORELLI,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,35.0,3.4,6.5,0.0,9.9
Lobar AMRILLAEVA,UZB,w,2023-03-12,2023 Baku World Cup,qual,BB,17.0,4.9,7.2,0.0,12.1
Lobar AMRILLAEVA,UZB,w,2023-03-12,2023 Baku World Cup,qual,FX,21.0,4.9,7.166,0.1,11.966
Lobar AMRILLAEVA,UZB,w,2023-03-12,2023 Baku World Cup,qual,UB,28.0,3.6,6.3,0.0,9.9
Lobar AMRILLAEVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,BB,26.0,4.9,5.433,0.1,10.233
Lobar AMRILLAEVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,FX,18.0,4.6,6.333,0.0,10.933
Lobar AMRILLAEVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,16.0,4.3,6.133,0.0,10.433
Lobar AMRILLAEVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,VT1,9.0,3.8,8.566,0.0,12.366
Lobar AMRILLAEVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,VT2,9.0,3.4,8.733,0.0,12.133
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,BB,117.0,4.7,3.533,0.0,8.233
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,FX,101.0,4.4,6.4,0.0,10.8
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,UB,111.0,2.7,5.933,0.0,8.633
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,VT1,87.0,3.8,8.266,0.0,12.066
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,VT2,24.0,3.4,8.5,0.0,11.9
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,BB,72.0,4.6,6.1,0.0,10.7
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,FX,64.0,4.3,7.5,0.0,11.8
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,UB,103.0,3.4,6.7,0.0,10.1
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,VT1,93.0,3.8,8.633,0.3,12.133
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,VT2,15.0,3.4,8.433,0.0,11.833
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,3.0,6.0,7.533,0.0,13.533
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,8.0,6.0,6.733,0.0,12.733
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,8.0,5.8,7.6,0.0,13.4
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,FX,2.0,6.1,8.3,0.0,14.4
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,FX,3.0,5.9,7.833,0.0,13.733
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,2.0,6.1,8.1,0.0,14.2
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,5.0,6.2,7.6,0.0,13.8
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,UB,8.0,5.7,7.1,0.0,12.8
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,3.0,6.1,8.566,0.0,14.666
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,VT,1.0,5.6,9.566,0.0,15.166
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,1.0,5.6,9.466,0.0,15.066
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,12.0,3.0,8.466,0.0,11.466
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,BB,21.0,6.1,6.566,0.0,12.666
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,final,FX,3.0,5.8,8.066,0.0,13.866
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,FX,3.0,5.6,8.033,0.0,13.633
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT1,26.0,4.6,8.533,0.0,13.133
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT2,13.0,4.0,8.633,0.0,12.633
Angela ANDREOLI,ITA,w,2023-04-16,2023 Senior European Championships,qual,FX,11.0,5.5,7.5,0.0,13.0
Angela ANDREOLI,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT1,43.0,4.6,8.733,0.3,13.033
Angela ANDREOLI,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT2,10.0,3.8,8.466,0.0,12.266
Minea Aino Maija ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,BB,25.0,4.4,6.933,0.0,11.333
Minea Aino Maija ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,UB,35.0,2.4,7.9,0.0,10.3
Minea Aino Maija ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,VT1,26.0,3.6,8.633,0.0,12.23
Misella ANTILA,FIN,w,2023-02-26,2023 Cottbus World Cup,qual,BB,25.0,4.3,7.366,0.0,11.666
Misella ANTILA,FIN,w,2023-02-26,2023 Cottbus World Cup,qual,FX,27.0,4.3,6.3,0.1,10.5
Misella Alli Helena ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,BB,26.0,4.2,7.066,0.0,11.266
Misella Alli Helena ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,FX,41.0,4.6,6.266,0.3,10.566
Misella Alli Helena ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,UB,41.0,4.2,5.733,0.5,9.433
Misella Alli Helena ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,VT1,37.0,3.2,8.666,0.0,11.86
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,BB,8.0,5.2,5.1,0.0,10.3
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,5.0,5.2,7.3,0.0,12.5
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,FX,5.0,4.7,8.2,0.0,12.9
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,FX,7.0,4.7,7.95,0.0,12.65
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,19.0,4.6,7.05,0.0,11.65
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,VT1,6.0,5.0,7.05,0.3,12.35
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,3.0,5.0,8.85,0.0,13.85
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,VT2,6.0,4.4,8.45,0.0,12.85
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT2,3.0,4.4,8.5,0.0,12.9
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,3.0,5.2,7.5,0.0,12.7
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,16.0,5.3,6.65,0.0,11.95
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,FX,13.0,4.6,6.9,0.0,11.5
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,FX,15.0,4.5,7.9,0.0,12.4
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,12.0,5.0,6.4,0.0,11.4
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,UB,8.0,4.8,7.566,0.0,12.366
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,11.0,4.8,7.45,0.0,12.25
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,3.0,5.0,8.7,0.0,13.7
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,VT2,3.0,4.4,8.5,0.0,12.9
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,1.0,4.4,8.7,0.0,13.1
Dildora ARIPOVA,UZB,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,135.0,4.6,5.333,0.0,9.933
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,BB,30.0,4.3,5.833,0.0,10.133
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,FX,26.0,4.4,6.666,0.0,11.066
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,final,UB,8.0,4.9,7.2,0.0,12.1
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,UB,8.0,5.0,7.5,0.0,12.5
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,VT1,18.0,4.2,7.633,0.1,11.733
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,VT2,18.0,3.8,8.633,0.0,12.433
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,final,BB,8.0,5.0,6.066,0.0,11.066
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,BB,7.0,5.2,7.766,0.0,12.966
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,FX,15.0,4.6,8.0,0.3,12.3
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,UB,22.0,5.0,5.7,0.0,10.7
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,final,VT1,8.0,4.2,8.466,0.3,12.366
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,VT1,8.0,4.2,8.566,0.0,12.766
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,final,VT2,8.0,3.8,8.666,0.0,12.466
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,VT2,8.0,3.8,8.533,0.0,12.333
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,BB,31.0,5.0,6.033,0.0,11.033
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,final,FX,4.0,5.0,7.566,0.0,12.566
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,FX,2.0,5.0,7.866,0.0,12.866
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,UB,22.0,4.5,3.866,0.5,7.866
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,VT1,12.0,4.2,8.433,0.1,12.533
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,VT2,12.0,3.8,8.7,0.0,12.5
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,9.0,4.2,7.35,0.0,11.55
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,FX,12.0,4.3,7.7,0.0,12.0
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,28.0,4.1,5.7,0.0,9.8
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,VT1,22.0,3.6,8.75,0.0,12.35
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,VT2,10.0,3.6,8.6,0.0,12.2
Sona ARTAMONOVA,CZE,w,2023-02-26,2023 Cottbus World Cup,qual,BB,11.0,4.6,8.066,0.0,12.666
Sona ARTAMONOVA,CZE,w,2023-02-26,2023 Cottbus World Cup,qual,FX,13.0,4.8,7.766,0.1,12.466
Sona ARTAMONOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,BB,22.0,4.8,7.3,0.0,12.1
Sona ARTAMONOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,FX,90.0,4.6,6.933,0.3,11.233
Sona ARTAMONOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,UB,68.0,3.8,7.766,0.0,11.566
Sona ARTAMONOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,VT1,80.0,3.6,8.7,0.0,12.3
Urara ASHIKAWA,JPN,w,2023-02-26,2023 Cottbus World Cup,final,BB,2.0,5.8,8.266,0.0,14.066
Urara ASHIKAWA,JPN,w,2023-02-26,2023 Cottbus World Cup,qual,BB,4.0,5.5,7.633,0.0,13.133
Urara ASHIKAWA,JPN,w,2023-02-26,2023 Cottbus World Cup,qual,FX,10.0,4.5,8.166,0.0,12.666
Amelie ATTWOOD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,36.0,4.7,5.85,0.0,10.55
Amelie ATTWOOD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,FX,41.0,4.3,7.05,0.0,11.35
Amelie ATTWOOD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,43.0,3.2,7.0,0.0,10.2
Amelie ATTWOOD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,49.0,3.2,8.65,0.0,11.85
Nada AWAD,EGY,w,2023-04-30,2023 Cairo World Cup,qual,BB,25.0,4.4,6.033,0.0,10.433
Nada AWAD,EGY,w,2023-04-30,2023 Cairo World Cup,qual,FX,33.0,4.2,6.3,0.6,9.9
Nada AWAD,EGY,w,2023-04-30,2023 Cairo World Cup,qual,UB,28.0,4.5,6.3,0.0,10.8
Jana Abdelsalam,EGY,w,2022-03-20,2022 Cairo World Cup,qual,BB,14.0,4.8,5.966,0.0,10.766
Jana Abdelsalam,EGY,w,2022-03-20,2022 Cairo World Cup,final,UB,6.0,4.6,6.266,0.0,10.866
Jana Abdelsalam,EGY,w,2022-03-20,2022 Cairo World Cup,qual,UB,7.0,4.6,6.633,0.0,11.233
Ciena Alipio,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,17.0,5.6,6.65,0.0,12.25
Ciena Alipio,USA,w,2022-02-27,2022 Winter Cup,AAfinal,FX,19.0,5.0,6.85,0.0,11.85
Ciena Alipio,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,11.0,4.6,8.3,0.0,12.9
Caleigh Anders,RSA,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,UB,5.0,4.7,7.1,0.0,11.8
Caleigh Anders,RSA,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,UB,5.0,4.7,7.167,0.0,11.867
Wong Hiu Ying Angel,HKG,w,2022-04-03,2022 Baku World Cup,qual,BB,26.0,4.5,6.5,0.3,10.7
Wong Hiu Ying Angel,HKG,w,2022-03-20,2022 Cairo World Cup,qual,BB,13.0,4.5,6.933,0.1,11.333
Wong Hiu Ying Angel,HKG,w,2022-02-27,2022 Cottbus World Cup,qual,BB,15.0,4.6,6.633,0.0,11.233
Wong Hiu Ying Angel,HKG,w,2022-03-05,2022 Doha World Cup,qual,BB,4.0,4.7,7.166,0.0,11.866
Wong Hiu Ying Angel,HKG,w,2022-03-05,2022 Doha World Cup,final,BB,3.0,4.8,7.533,0.0,12.333
Wong Hiu Ying Angel,HKG,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,BB,12.0,4.5,6.9,0.1,11.3
Dildora Aripova,UZB,w,2022-04-03,2022 Baku World Cup,qual,BB,15.0,4.8,7.333,0.0,12.133
Dildora Aripova,UZB,w,2022-04-03,2022 Baku World Cup,final,FX,3.0,4.9,7.966,0.0,12.866
Dildora Aripova,UZB,w,2022-04-03,2022 Baku World Cup,qual,FX,3.0,4.9,7.733,0.0,12.633
Dildora Aripova,UZB,w,2022-04-03,2022 Baku World Cup,qual,UB,13.0,4.6,7.566,0.0,12.166
Dildora Aripova,UZB,w,2022-03-20,2022 Cairo World Cup,qual,BB,15.0,4.7,5.8,0.0,10.5
Dildora Aripova,UZB,w,2022-03-20,2022 Cairo World Cup,final,FX,2.0,4.9,7.7,0.0,12.6
Dildora Aripova,UZB,w,2022-03-20,2022 Cairo World Cup,qual,FX,2.0,4.9,7.833,0.0,12.733
