Name,Country,Competition,Location,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Ondine ACHAMPONG,BRN,2023 British Gymnastics Championships,"Liverpool, England",final,BB,1.0,5.7,8.1,0.0,13.8
Ondine ACHAMPONG,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,BB,2.0,5.5,8.3,0.0,13.8
Ondine ACHAMPONG,BRN,2023 British Gymnastics Championships,"Liverpool, England",final,FX,8.0,5.2,6.75,0.0,11.95
Ondine ACHAMPONG,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,4.0,5.3,7.9,0.0,13.2
Ondine ACHAMPONG,BRN,2023 British Gymnastics Championships,"Liverpool, England",final,UB,5.0,5.8,8.3,0.0,14.1
Ondine ACHAMPONG,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,UB,2.0,5.7,8.0,0.0,13.7
Thelma ADALSTEINSDOTTIR,ISL,2022 Senior European Championships,"Munich, Germany",qual,BB,35.0,4.7,7.533,0.0,12.233
Thelma ADALSTEINSDOTTIR,ISL,2022 Senior European Championships,"Munich, Germany",qual,FX,91.0,3.6,7.533,0.0,11.133
Thelma ADALSTEINSDOTTIR,ISL,2022 Senior European Championships,"Munich, Germany",qual,UB,57.0,4.1,7.633,0.0,11.733
Thelma ADALSTEINSDOTTIR,ISL,2022 Senior European Championships,"Munich, Germany",qual,VT,69.0,3.8,8.533,0.0,12.333
Thelma ADALSTEINSDOTTIR,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,57.0,4.8,6.466,0.1,11.166
Thelma ADALSTEINSDOTTIR,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,78.0,4.5,7.066,0.0,11.566
Thelma ADALSTEINSDOTTIR,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,54.0,4.3,7.933,0.0,12.233
Thelma ADALSTEINSDOTTIR,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,82.0,3.8,8.5,0.0,12.3
Jess ADAMSON,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,BB,54.0,4.3,5.4,0.0,9.7
Jess ADAMSON,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,52.0,4.0,6.45,0.0,10.45
Jess ADAMSON,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,UB,24.0,3.7,7.6,0.0,11.3
Jess ADAMSON,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,44.0,3.6,8.4,0.0,12.0
Mei AMORELLI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,BB,22.0,4.2,7.3,0.0,11.5
Mei AMORELLI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,31.0,4.3,6.7,0.0,11.0
Mei AMORELLI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,UB,35.0,3.4,6.5,0.0,9.9
Lobar AMRILLAEVA,UZB,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,BB,26.0,5.433,4.9,0.1,10.233
Lobar AMRILLAEVA,UZB,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,FX,18.0,6.333,4.6,0.0,10.933
Lobar AMRILLAEVA,UZB,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,UB,16.0,6.133,4.3,0.0,10.433
Lobar AMRILLAEVA,UZB,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,VT,9.0,8.566,3.8,0.0,12.366
Lobar AMRILLAEVA,UZB,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,VT,9.0,8.733,3.4,0.0,12.133
Anastasija ANANJEVA,LAT,2022 Senior European Championships,"Munich, Germany",qual,BB,117.0,4.7,3.533,0.0,8.233
Anastasija ANANJEVA,LAT,2022 Senior European Championships,"Munich, Germany",qual,FX,101.0,4.4,6.4,0.0,10.8
Anastasija ANANJEVA,LAT,2022 Senior European Championships,"Munich, Germany",qual,UB,111.0,2.7,5.933,0.0,8.633
Anastasija ANANJEVA,LAT,2022 Senior European Championships,"Munich, Germany",qual,VT,87.0,3.8,8.266,0.0,12.066
Anastasija ANANJEVA,LAT,2022 Senior European Championships,"Munich, Germany",qual,VT,24.0,3.4,8.5,0.0,11.9
Anastasija ANANJEVA,LAT,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,72.0,4.6,6.1,0.0,10.7
Anastasija ANANJEVA,LAT,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,64.0,4.3,7.5,0.0,11.8
Anastasija ANANJEVA,LAT,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,103.0,3.4,6.7,0.0,10.1
Anastasija ANANJEVA,LAT,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,93.0,3.8,8.633,0.3,12.133
Anastasija ANANJEVA,LAT,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,15.0,3.4,8.433,0.0,11.833
Angela ANDREOLI,ITA,2022 Senior European Championships,"Munich, Germany",qual,BB,21.0,6.1,6.566,0.0,12.666
Angela ANDREOLI,ITA,2022 Senior European Championships,"Munich, Germany",final,FX,3.0,5.8,8.066,0.0,13.866
Angela ANDREOLI,ITA,2022 Senior European Championships,"Munich, Germany",qual,FX,3.0,5.6,8.033,0.0,13.633
Angela ANDREOLI,ITA,2022 Senior European Championships,"Munich, Germany",qual,VT,26.0,4.6,8.533,0.0,13.133
Angela ANDREOLI,ITA,2022 Senior European Championships,"Munich, Germany",qual,VT,13.0,4.0,8.633,0.0,12.633
Angela ANDREOLI,ITA,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,11.0,5.5,7.5,0.0,13.0
Angela ANDREOLI,ITA,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,43.0,4.6,8.733,0.3,13.033
Angela ANDREOLI,ITA,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,10.0,3.8,8.466,0.0,12.266
Minea Aino Maija ANTILA,FIN,2023 FISH World University Games,"Chengdu, China",qual,BB,25.0,6.933,4.4,0.0,11.333
Minea Aino Maija ANTILA,FIN,2023 FISH World University Games,"Chengdu, China",qual,UB,35.0,7.9,2.4,0.0,10.3
Minea Aino Maija ANTILA,FIN,2023 FISH World University Games,"Chengdu, China",qual,VT,26.0,8.633,3.6,0.0,12.23
Misella ANTILA,FIN,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,BB,25.0,4.3,7.366,0.0,11.666
Misella ANTILA,FIN,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,FX,27.0,4.3,6.3,0.1,10.5
Misella Alli Helena ANTILA,FIN,2023 FISH World University Games,"Chengdu, China",qual,BB,26.0,7.066,4.2,0.0,11.266
Misella Alli Helena ANTILA,FIN,2023 FISH World University Games,"Chengdu, China",qual,FX,41.0,6.266,4.6,0.3,10.566
Misella Alli Helena ANTILA,FIN,2023 FISH World University Games,"Chengdu, China",qual,UB,41.0,5.733,4.2,0.5,9.433
Misella Alli Helena ANTILA,FIN,2023 FISH World University Games,"Chengdu, China",qual,VT,37.0,8.666,3.2,0.0,11.86
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,BB,8.0,5.2,5.1,0.0,10.3
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,BB,5.0,5.2,7.3,0.0,12.5
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,FX,5.0,4.7,8.2,0.0,12.9
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,7.0,4.7,7.95,0.0,12.65
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,UB,19.0,4.6,7.05,0.0,11.65
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,VT,6.0,5.0,7.05,0.3,12.35
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,3.0,5.0,8.85,0.0,13.85
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,VT,6.0,4.4,8.45,0.0,12.85
Shannon ARCHER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,3.0,4.4,8.5,0.0,12.9
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",final,BB,8.0,5.0,6.066,0.0,11.066
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,BB,7.0,5.2,7.766,0.0,12.966
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,FX,15.0,4.6,8.0,0.3,12.3
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,UB,22.0,5.0,5.7,0.0,10.7
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",final,VT,8.0,4.2,8.466,0.3,12.366
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,8.0,4.2,8.566,0.0,12.766
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",final,VT,8.0,3.8,8.666,0.0,12.466
Dildora ARIPOVA,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,8.0,3.8,8.533,0.0,12.333
Dildora ARIPOVA,UZB,World Cup,"Doha, Qatar",qual,BB,31.0,5.0,6.033,0.0,11.033
Dildora ARIPOVA,UZB,World Cup,"Doha, Qatar",final,FX,4.0,5.0,7.566,0.0,12.566
Dildora ARIPOVA,UZB,World Cup,"Doha, Qatar",qual,FX,2.0,5.0,7.866,0.0,12.866
Dildora ARIPOVA,UZB,World Cup,"Doha, Qatar",qual,UB,22.0,4.5,3.866,0.5,7.866
Dildora ARIPOVA,UZB,World Cup,"Doha, Qatar",qual,VT,12.0,4.2,8.433,0.1,12.533
Dildora ARIPOVA,UZB,World Cup,"Doha, Qatar",qual,VT,12.0,3.8,8.7,0.0,12.5
Valeria ARRAIZ,VEN,Central American and Caribbean Games,"San Salvador, El Salvador",qual,BB,9.0,4.2,7.35,0.0,11.55
Valeria ARRAIZ,VEN,Central American and Caribbean Games,"San Salvador, El Salvador",qual,FX,12.0,4.3,7.7,0.0,12.0
Valeria ARRAIZ,VEN,Central American and Caribbean Games,"San Salvador, El Salvador",qual,UB,28.0,4.1,5.7,0.0,9.8
Valeria ARRAIZ,VEN,Central American and Caribbean Games,"San Salvador, El Salvador",qual,VT,22.0,3.6,8.75,0.0,12.35
Valeria ARRAIZ,VEN,Central American and Caribbean Games,"San Salvador, El Salvador",qual,VT,10.0,3.6,8.6,0.0,12.2
Sona ARTAMONOVA,CZE,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,22.0,4.8,7.3,0.0,12.1
Sona ARTAMONOVA,CZE,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,90.0,4.6,6.933,0.3,11.233
Sona ARTAMONOVA,CZE,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,68.0,3.8,7.766,0.0,11.566
Sona ARTAMONOVA,CZE,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,80.0,3.6,8.7,0.0,12.3
Sona ARTAMONOVA,CZE,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,BB,11.0,4.6,8.066,0.0,12.666
Sona ARTAMONOVA,CZE,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,FX,13.0,4.8,7.766,0.1,12.466
Urara ASHIKAWA,JPN,FIG Apparatus World Cup 2023,"Cottbus, Germany",final,BB,2.0,5.8,8.266,0.0,14.066
Urara ASHIKAWA,JPN,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,BB,4.0,5.5,7.633,0.0,13.133
Urara ASHIKAWA,JPN,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,FX,10.0,4.5,8.166,0.0,12.666
Amelie ATTWOOD,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,BB,36.0,4.7,5.85,0.0,10.55
Amelie ATTWOOD,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,41.0,4.3,7.05,0.0,11.35
Amelie ATTWOOD,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,UB,43.0,3.2,7.0,0.0,10.2
Amelie ATTWOOD,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,49.0,3.2,8.65,0.0,11.85
Caleigh Anders,RSA,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,UB,5.0,4.7,7.1,0.0,11.8
Caleigh Anders,RSA,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,UB,5.0,4.7,7.167,0.0,11.867
Wong Hiu Ying Angel,HKG,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,BB,12.0,4.5,6.9,0.1,11.3
Tatiana BACHURINA,CYP,2022 Senior European Championships,"Munich, Germany",qual,BB,52.0,4.5,7.266,0.0,11.766
Tatiana BACHURINA,CYP,2022 Senior European Championships,"Munich, Germany",qual,FX,94.0,4.3,7.1,0.3,11.1
Tatiana BACHURINA,CYP,2022 Senior European Championships,"Munich, Germany",qual,UB,79.0,4.5,6.5,0.0,11.0
Tatiana BACHURINA,CYP,2022 Senior European Championships,"Munich, Germany",qual,VT,98.0,3.2,8.466,0.0,11.666
Csenge Maria BACSKAY,HUN,2022 Senior European Championships,"Munich, Germany",qual,BB,77.0,4.6,6.533,0.0,11.133
Csenge Maria BACSKAY,HUN,2022 Senior European Championships,"Munich, Germany",qual,VT,19.0,4.6,8.7,0.0,13.3
Csenge Maria BACSKAY,HUN,2022 Senior European Championships,"Munich, Germany",TeamFinal,VT,9.0,4.6,9.2,0.0,13.8
Csenge Maria BACSKAY,HUN,2022 Senior European Championships,"Munich, Germany",qual,VT,9.0,4.4,8.7,0.0,13.1
Sacha BAILEY,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,BB,35.0,4.6,6.0,0.0,10.6
Sacha BAILEY,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,40.0,4.2,7.15,0.0,11.35
Sacha BAILEY,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,UB,44.0,3.3,6.9,0.0,10.2
Sacha BAILEY,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,41.0,3.4,8.7,0.0,12.1
Sacha BAILEY,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,41.0,3.6,7.75,0.0,11.35
Sacha BAILEY,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,BB,31.0,4.2,6.4,0.0,10.6
Sacha BAILEY,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,39.0,4.4,5.8,0.1,10.1
Sacha BAILEY,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,UB,39.0,3.3,6.15,0.0,9.45
Shannon BAKER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,BB,40.0,4.0,6.3,0.0,10.3
Shannon BAKER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,27.0,4.7,7.1,0.1,11.7
Shannon BAKER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,UB,30.0,3.9,7.0,0.0,10.9
Shannon BAKER,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,47.0,3.6,8.35,0.0,11.95
Shannon BAKER,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,BB,19.0,5.1,6.55,0.0,11.65
Shannon BAKER,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,16.0,4.6,7.1,0.0,11.7
Shannon BAKER,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,UB,38.0,4.2,5.3,0.0,9.5
Adela BALCOVA,SVK,2022 Senior European Championships,"Munich, Germany",qual,UB,76.0,3.5,7.6,0.0,11.1
Adela BALCOVA,SVK,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,76.0,4.3,6.133,0.0,10.433
Adela BALCOVA,SVK,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,106.0,4.4,6.266,0.0,10.666
Adela BALCOVA,SVK,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,98.0,3.5,6.733,0.0,10.233
Adela BALCOVA,SVK,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,97.0,3.4,8.6,0.0,12.0
Gabriela BARBOSA,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,34.0,4.3,7.1,0.0,11.4
Gabriela BARBOSA,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,UB,25.0,4.8,7.45,0.0,12.25
Gabriela BARBOSA,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,31.0,4.2,8.45,0.0,12.65
Ana BARBOSU,ROU,2022 Senior European Championships,"Munich, Germany",final,BB,8.0,5.3,6.566,0.3,11.566
Ana BARBOSU,ROU,2022 Senior European Championships,"Munich, Germany",qual,BB,1.0,5.6,7.933,0.0,13.533
Ana BARBOSU,ROU,2022 Senior European Championships,"Munich, Germany",final,FX,4.0,5.6,8.033,0.0,13.633
Ana BARBOSU,ROU,2022 Senior European Championships,"Munich, Germany",qual,FX,10.0,5.4,7.866,0.0,13.266
Ana BARBOSU,ROU,2022 Senior European Championships,"Munich, Germany",qual,UB,12.0,5.9,7.6,0.0,13.5
Ana BARBOSU,ROU,2022 Senior European Championships,"Munich, Germany",qual,VT,50.0,4.2,8.633,0.1,12.733
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,BB,8.0,5.8,7.133,0.0,12.933
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,9.0,5.3,7.5,0.0,12.8
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,FX,19.0,5.3,6.733,0.0,12.033
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",final,FX,7.0,5.5,7.3,0.0,12.8
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,7.0,5.5,7.733,0.0,13.233
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,UB,11.0,6.0,7.133,0.0,13.133
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,13.0,6.2,7.4,0.0,13.6
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,VT,8.0,4.6,8.8,0.0,13.4
Ana BARBOSU,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,98.0,4.6,7.633,0.3,11.933
Sydney BARROS,PUR,Central American and Caribbean Games,"San Salvador, El Salvador",qual,FX,13.0,5.2,6.75,0.0,11.95
Aida BAUYRZHANOVA,KAZ,World Cup,"Doha, Qatar",qual,BB,10.0,4.8,7.9,0.0,12.7
Aida BAUYRZHANOVA,KAZ,World Cup,"Doha, Qatar",qual,FX,15.0,4.7,7.2,0.4,11.5
Aida BAUYRZHANOVA,KAZ,World Cup,"Doha, Qatar",qual,UB,13.0,4.3,6.8,0.0,11.1
Teja BELAK,SLO,2022 Senior European Championships,"Munich, Germany",qual,VT,117.0,4.0,7.6,0.3,11.3
Ellie BELBIN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,BB,36.0,4.1,6.1,0.0,10.2
Ellie BELBIN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,22.0,4.3,7.15,0.0,11.45
Ellie BELBIN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,UB,42.0,4.1,5.15,0.0,9.25
Cecilie BERGHOLT,DEN,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,95.0,4.2,5.533,0.0,9.733
Cecilie BERGHOLT,DEN,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,109.0,4.3,6.266,0.0,10.566
Cecilie BERGHOLT,DEN,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,75.0,3.4,7.9,0.0,11.3
Cecilie BERGHOLT,DEN,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,106.0,3.4,8.433,0.0,11.833
Zadie BERKIN EVANS,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,BB,52.0,4.3,5.45,0.0,9.75
Zadie BERKIN EVANS,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,UB,49.0,2.4,7.35,0.0,9.75
Tamsyn Sanchez BESSIT,RSA,2023 FISH World University Games,"Chengdu, China",qual,BB,33.0,6.0,4.4,0.0,10.4
Tamsyn Sanchez BESSIT,RSA,2023 FISH World University Games,"Chengdu, China",qual,FX,26.0,6.966,4.5,0.0,11.466
Tamsyn Sanchez BESSIT,RSA,2023 FISH World University Games,"Chengdu, China",qual,UB,43.0,4.4,4.5,0.0,8.9
Tamsyn Sanchez BESSIT,RSA,2023 FISH World University Games,"Chengdu, China",qual,VT,40.0,8.3,3.4,0.0,11.7
Lena BICKEL,SUI,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,90.0,5.1,4.9,0.0,10.0
Lena BICKEL,SUI,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,10.0,5.3,7.733,0.0,13.033
Lena BICKEL,SUI,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,77.0,4.7,6.533,0.0,11.233
Lena BICKEL,SUI,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,17.0,4.2,9.166,0.0,13.366
Ula BIKINAITE,LTU,2022 Senior European Championships,"Munich, Germany",qual,BB,57.0,4.3,7.333,0.0,11.633
Ula BIKINAITE,LTU,2022 Senior European Championships,"Munich, Germany",qual,FX,113.0,3.6,5.966,0.0,9.566
Ula BIKINAITE,LTU,2022 Senior European Championships,"Munich, Germany",qual,UB,108.0,3.6,5.8,0.3,9.1
Ula BIKINAITE,LTU,2022 Senior European Championships,"Munich, Germany",qual,VT,68.0,3.8,8.6,0.0,12.4
Ula BIKINAITE,LTU,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,120.0,4.0,4.166,0.1,8.066
Ula BIKINAITE,LTU,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,114.0,3.6,6.533,0.0,10.133
Ula BIKINAITE,LTU,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,87.0,3.5,7.3,0.0,10.8
Ula BIKINAITE,LTU,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,88.0,3.6,8.566,0.0,12.166
Ceren BINER,TUR,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,51.0,4.7,7.333,0.0,12.033
Ceren BINER,TUR,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,74.0,4.8,6.533,0.0,11.333
Ceren BINER,TUR,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,38.0,4.2,8.833,0.0,13.033
Ceren BINER,TUR,2023 10th Senior European Championships,"Antalya, Turkey",final,VT,6.0,3.8,8.666,0.0,12.466
Ceren BINER,TUR,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,8.0,3.8,8.666,0.0,12.466
Leni BOHLE,AUT,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,84.0,4.8,5.366,0.0,10.166
Leni BOHLE,AUT,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,45.0,4.2,8.9,0.1,13.0
Ella BORG,MLT,2022 Senior European Championships,"Munich, Germany",qual,BB,105.0,4.4,5.1,0.0,9.5
Ella BORG,MLT,2022 Senior European Championships,"Munich, Germany",qual,FX,88.0,4.4,7.066,0.2,11.266
Ella BORG,MLT,2022 Senior European Championships,"Munich, Germany",qual,UB,106.0,3.4,6.0,0.0,9.4
Ella BORG,MLT,2022 Senior European Championships,"Munich, Germany",qual,VT,89.0,3.4,8.5,0.0,11.9
Ella BORG,MLT,2022 Senior European Championships,"Munich, Germany",qual,VT,26.0,3.6,8.133,0.1,11.633
Ella BORG,MLT,2023 10th Senior European Championships,"Antalya, Turkey",qual,BB,101.0,4.4,5.033,0.0,9.433
Ella BORG,MLT,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,94.0,4.3,6.966,0.1,11.166
Ella BORG,MLT,2023 10th Senior European Championships,"Antalya, Turkey",qual,UB,113.0,3.3,5.4,0.0,8.7
Ella BORG,MLT,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,100.0,3.4,8.5,0.0,11.9
Isabella BOTTGER,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,UB,26.0,4.0,6.95,0.0,10.95
Marine BOYER,FRA,2022 Senior European Championships,"Munich, Germany",qual,BB,12.0,5.5,7.5,0.0,13.0
Marine BOYER,FRA,2022 Senior European Championships,"Munich, Germany",TeamFinal,BB,9.0,5.6,7.266,0.0,12.866
