Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Ondine ACHAMPONG,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,2.0,5.5,8.3,0.0,13.8
Ondine ACHAMPONG,GBR,w,2023-04-16,2023 Senior European Championships,final,BB,4.0,5.9,7.633,0.0,13.533
Ondine ACHAMPONG,GBR,w,2023-04-16,2023 Senior European Championships,qual,BB,4.0,5.7,7.666,0.0,13.366
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,4.0,5.7,6.8,0.0,12.5
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,4.0,5.7,7.6,0.0,13.3
Thelma ADALSTEINSDOTTIR,ISL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,69.0,4.7,7.0,0.1,11.6
Thelma ADALSTEINSDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,BB,35.0,4.7,7.533,0.0,12.233
Thelma ADALSTEINSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,BB,57.0,4.8,6.466,0.1,11.166
Jess ADAMSON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,54.0,4.3,5.4,0.0,9.7
Mei AMORELLI,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,22.0,4.2,7.3,0.0,11.5
Lobar AMRILLAEVA,UZB,w,2023-03-12,2023 Baku World Cup,qual,BB,17.0,4.9,7.2,0.0,12.1
Lobar AMRILLAEVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,BB,26.0,4.9,5.433,0.1,10.233
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,BB,117.0,4.7,3.533,0.0,8.233
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,BB,72.0,4.6,6.1,0.0,10.7
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,3.0,6.0,7.533,0.0,13.533
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,8.0,6.0,6.733,0.0,12.733
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,8.0,5.8,7.6,0.0,13.4
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,BB,21.0,6.1,6.566,0.0,12.666
Minea Aino Maija ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,BB,25.0,4.4,6.933,0.0,11.333
Misella ANTILA,FIN,w,2023-02-26,2023 Cottbus World Cup,qual,BB,25.0,4.3,7.366,0.0,11.666
Misella Alli Helena ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,BB,26.0,4.2,7.066,0.0,11.266
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,BB,8.0,5.2,5.1,0.0,10.3
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,5.0,5.2,7.3,0.0,12.5
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,3.0,5.2,7.5,0.0,12.7
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,16.0,5.3,6.65,0.0,11.95
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,BB,30.0,4.3,5.833,0.0,10.133
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,final,BB,8.0,5.0,6.066,0.0,11.066
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,BB,7.0,5.2,7.766,0.0,12.966
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,BB,31.0,5.0,6.033,0.0,11.033
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,9.0,4.2,7.35,0.0,11.55
Sona ARTAMONOVA,CZE,w,2023-02-26,2023 Cottbus World Cup,qual,BB,11.0,4.6,8.066,0.0,12.666
Sona ARTAMONOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,BB,22.0,4.8,7.3,0.0,12.1
Urara ASHIKAWA,JPN,w,2023-02-26,2023 Cottbus World Cup,final,BB,2.0,5.8,8.266,0.0,14.066
Urara ASHIKAWA,JPN,w,2023-02-26,2023 Cottbus World Cup,qual,BB,4.0,5.5,7.633,0.0,13.133
Amelie ATTWOOD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,36.0,4.7,5.85,0.0,10.55
Nada AWAD,EGY,w,2023-04-30,2023 Cairo World Cup,qual,BB,25.0,4.4,6.033,0.0,10.433
Jana Abdelsalam,EGY,w,2022-03-20,2022 Cairo World Cup,qual,BB,14.0,4.8,5.966,0.0,10.766
Ciena Alipio,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,17.0,5.6,6.65,0.0,12.25
Wong Hiu Ying Angel,HKG,w,2022-04-03,2022 Baku World Cup,qual,BB,26.0,4.5,6.5,0.3,10.7
Wong Hiu Ying Angel,HKG,w,2022-03-20,2022 Cairo World Cup,qual,BB,13.0,4.5,6.933,0.1,11.333
Wong Hiu Ying Angel,HKG,w,2022-02-27,2022 Cottbus World Cup,qual,BB,15.0,4.6,6.633,0.0,11.233
Wong Hiu Ying Angel,HKG,w,2022-03-05,2022 Doha World Cup,qual,BB,4.0,4.7,7.166,0.0,11.866
Wong Hiu Ying Angel,HKG,w,2022-03-05,2022 Doha World Cup,final,BB,3.0,4.8,7.533,0.0,12.333
Wong Hiu Ying Angel,HKG,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,BB,12.0,4.5,6.9,0.1,11.3
Dildora Aripova,UZB,w,2022-04-03,2022 Baku World Cup,qual,BB,15.0,4.8,7.333,0.0,12.133
Dildora Aripova,UZB,w,2022-03-20,2022 Cairo World Cup,qual,BB,15.0,4.7,5.8,0.0,10.5
Tatiana BACHURINA,CYP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,92.0,4.7,6.433,0.0,11.133
Tatiana BACHURINA,CYP,w,2022-08-14,2022 Senior European Championships,qual,BB,52.0,4.5,7.266,0.0,11.766
Tatiana BACHURINA,CYP,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,12.0,4.5,6.7,0.0,11.2
Tatiana BACHURINA,CYP,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,30.0,4.0,6.2,0.1,10.1
Csenge Maria BACSKAY,HUN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,82.0,4.7,6.666,0.0,11.366
Csenge Maria BACSKAY,HUN,w,2022-08-14,2022 Senior European Championships,qual,BB,77.0,4.6,6.533,0.0,11.133
Sacha BAILEY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,35.0,4.6,6.0,0.0,10.6
Sacha BAILEY,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,31.0,4.2,6.4,0.0,10.6
Shannon BAKER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,40.0,4.0,6.3,0.0,10.3
Shannon BAKER,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,19.0,5.1,6.55,0.0,11.65
Adela BALCOVA,SVK,w,2023-04-16,2023 Senior European Championships,qual,BB,76.0,4.3,6.133,0.0,10.433
Ana BARBOSU,ROU,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,10.0,5.6,7.133,0.0,12.733
Ana BARBOSU,ROU,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,34.0,5.7,6.8,0.0,12.5
Ana BARBOSU,ROU,w,2022-08-14,2022 Senior European Championships,final,BB,8.0,5.3,6.566,0.3,11.566
Ana BARBOSU,ROU,w,2022-08-14,2022 Senior European Championships,qual,BB,1.0,5.6,7.933,0.0,13.533
Ana BARBOSU,ROU,w,2023-04-16,2023 Senior European Championships,AAfinal,BB,8.0,5.8,7.133,0.0,12.933
Ana BARBOSU,ROU,w,2023-04-16,2023 Senior European Championships,qual,BB,9.0,5.3,7.5,0.0,12.8
Aida BAUYRZHANOVA,KAZ,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,97.0,4.9,6.166,0.0,11.066
Aida BAUYRZHANOVA,KAZ,w,2023-03-12,2023 Baku World Cup,qual,BB,9.0,5.1,7.6,0.0,12.7
Aida BAUYRZHANOVA,KAZ,w,2023-04-30,2023 Cairo World Cup,qual,BB,10.0,4.8,7.266,0.0,12.066
Aida BAUYRZHANOVA,KAZ,w,2023-03-04,2023 Doha World Cup,qual,BB,10.0,4.8,7.9,0.0,12.7
Ellie BELBIN,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,36.0,4.1,6.1,0.0,10.2
Cecilie BERGHOLT,DEN,w,2023-04-16,2023 Senior European Championships,qual,BB,95.0,4.2,5.533,0.0,9.733
Zadie BERKIN EVANS,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,52.0,4.3,5.45,0.0,9.75
Tamsyn Sanchez BESSIT,RSA,w,2023-08-05,2023 FISU World University Games,qual,BB,33.0,4.4,6.0,0.0,10.4
Lena BICKEL,SUI,w,2023-04-16,2023 Senior European Championships,qual,BB,90.0,5.1,4.9,0.0,10.0
Ula BIKINAITE,LTU,w,2022-08-14,2022 Senior European Championships,qual,BB,57.0,4.3,7.333,0.0,11.633
Ula BIKINAITE,LTU,w,2023-04-16,2023 Senior European Championships,qual,BB,120.0,4.0,4.166,0.1,8.066
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,4.0,5.8,7.633,0.0,13.433
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,2.0,5.5,8.066,0.0,13.566
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,9.0,5.5,7.766,0.0,13.266
Skye BLAKELY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,5.0,6.2,7.1,0.0,13.3
Skye BLAKELY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,2.0,6.0,7.733,0.0,13.733
Leni BOHLE,AUT,w,2023-04-16,2023 Senior European Championships,qual,BB,84.0,4.8,5.366,0.0,10.166
Ella BORG,MLT,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,138.0,4.4,5.2,0.0,9.6
Ella BORG,MLT,w,2022-08-14,2022 Senior European Championships,qual,BB,105.0,4.4,5.1,0.0,9.5
Ella BORG,MLT,w,2023-04-16,2023 Senior European Championships,qual,BB,101.0,4.4,5.033,0.0,9.433
Fatma Zohra BOUKHATEM,ALG,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,145.0,4.2,4.3,0.0,8.5
Marine BOYER,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,4.0,5.5,7.8,0.0,13.3
Marine BOYER,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,4.0,5.7,7.966,0.0,13.666
Marine BOYER,FRA,w,2022-08-14,2022 Senior European Championships,qual,BB,12.0,5.5,7.5,0.0,13.0
Marine BOYER,FRA,w,2022-08-14,2022 Senior European Championships,TeamFinal,BB,9.0,5.6,7.266,0.0,12.866
Marine BOYER,FRA,w,2023-03-12,2023 Baku World Cup,final,BB,2.0,5.8,8.066,0.0,13.866
Marine BOYER,FRA,w,2023-03-12,2023 Baku World Cup,qual,BB,2.0,5.6,8.033,0.0,13.633
Marine BOYER,FRA,w,2023-04-16,2023 Senior European Championships,qual,BB,17.0,5.5,6.866,0.0,12.366
Jacinta BRACKLEY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,58.0,4.7,4.45,0.0,9.15
Maellyse BRASSART,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,19.0,5.2,6.533,0.0,11.733
Maellyse BRASSART,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,59.0,5.1,6.733,0.0,11.833
Maellyse BRASSART,BEL,w,2023-04-16,2023 Senior European Championships,AAfinal,BB,3.0,5.6,7.8,0.0,13.4
Maellyse BRASSART,BEL,w,2023-04-16,2023 Senior European Championships,qual,BB,58.0,5.2,5.933,0.0,11.133
Maellyse BRASSART,BEL,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,BB,2.0,5.3,7.833,0.0,13.133
Maellyse BRASSART,BEL,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,BB,3.0,5.4,7.9,0.0,13.3
Emily BREMNER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,18.0,4.7,6.85,0.1,11.45
Emily BREMNER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,20.0,4.7,6.8,0.0,11.5
Anna BRIDGE,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,66.0,4.0,2.75,0.0,6.75
Megan BRIDGE,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,45.0,4.0,6.05,0.0,10.05
Romi BROWN,AUS,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,23.0,4.7,6.5,0.0,11.2
Romi BROWN,AUS,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,42.0,4.7,7.566,0.0,12.266
Romi BROWN,AUS,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,BB,13.0,4.8,7.8,0.0,12.6
Kim BUI,GER,w,2022-08-14,2022 Senior European Championships,qual,BB,17.0,4.9,7.933,0.0,12.833
Csenge Bacskay,HUN,w,2022-03-05,2022 Doha World Cup,qual,BB,7.0,4.6,6.933,0.0,11.533
Csenge Bacskay,HUN,w,2022-03-05,2022 Doha World Cup,final,BB,8.0,4.4,6.733,0.0,11.133
Sydney Barros,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,6.0,5.5,7.6,0.0,13.1
Daniela Batrona,UKR,w,2022-04-03,2022 Baku World Cup,final,BB,3.0,5.4,7.5,0.0,12.9
Daniela Batrona,UKR,w,2022-04-03,2022 Baku World Cup,qual,BB,1.0,5.5,7.933,0.0,13.433
Daniela Batrona,UKR,w,2022-03-20,2022 Cairo World Cup,qual,BB,1.0,5.2,7.6,0.0,12.8
Daniela Batrona,UKR,w,2022-03-20,2022 Cairo World Cup,final,BB,3.0,4.9,7.266,0.0,12.166
Daniela Batrona,UKR,w,2022-02-27,2022 Cottbus World Cup,final,BB,1.0,5.5,7.7,0.0,13.2
Daniela Batrona,UKR,w,2022-02-27,2022 Cottbus World Cup,qual,BB,1.0,5.5,7.8,0.0,13.3
Daniela Batrona,UKR,w,2022-03-05,2022 Doha World Cup,qual,BB,11.0,5.4,5.533,0.0,10.933
Aida Bauyrzhanova,KAZ,w,2022-04-03,2022 Baku World Cup,qual,BB,14.0,4.9,7.266,0.0,12.166
Aida Bauyrzhanova,KAZ,w,2022-03-20,2022 Cairo World Cup,qual,BB,10.0,4.9,6.666,0.0,11.566
Aida Bauyrzhanova,KAZ,w,2022-03-05,2022 Doha World Cup,qual,BB,9.0,5.0,6.1,0.0,11.1
Teja Belak,SLO,w,2022-04-03,2022 Baku World Cup,qual,BB,25.0,4.2,6.7,0.0,10.9
Teja Belak,SLO,w,2022-03-20,2022 Cairo World Cup,qual,BB,9.0,4.7,7.0,0.0,11.7
Miriam Bernhard,AUT,w,2023-06-11,2023 Osijek World Challenge Cup,qual,BB,15.0,4.6,7.066,0.0,11.666
Ceren Biner,TUR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,BB,25.0,5.6,4.866,0.0,10.466
Skye Blakely,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,3.0,6.0,7.5,0.0,13.5
Skye Blakely,USA,w,2023-02-26,2023 Winter Cup,AAfinal,BB,1.0,5.9,7.6,0.1,13.4
Charlotte Booth,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,24.0,4.9,5.7,0.0,10.6
Charlotte Booth,USA,w,2023-02-26,2023 Winter Cup,AAfinal,BB,12.0,4.9,7.15,0.0,12.05
Ella Borg,MLT,w,2022-03-05,2022 Doha World Cup,qual,BB,12.0,4.4,6.466,0.0,10.866
Marine Boyer,FRA,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,BB,1.0,5.4,8.433,0.0,13.833
Marine Boyer,FRA,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,BB,1.0,5.4,8.167,0.0,13.567
Annabelle Burrows,AUS,w,2023-06-11,2023 Osijek World Challenge Cup,qual,BB,17.0,4.6,6.833,0.0,11.433
Dorina Böczögö,HUN,w,2022-03-20,2022 Cairo World Cup,qual,BB,17.0,4.6,5.6,0.1,10.1
Irene CALLE GIL,ESP,w,2023-08-05,2023 FISU World University Games,qual,BB,32.0,4.1,6.433,0.1,10.433
Paulina CAMPOS,MEX,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,96.0,4.6,6.466,0.0,11.066
Paulina CAMPOS,MEX,w,2023-06-28,2023 Central American and Caribbean Games,final,BB,1.0,5.0,7.75,0.1,12.65
Paulina CAMPOS,MEX,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,1.0,5.0,7.4,0.1,12.3
Sabrina CARDERO,CUB,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,35.0,4.1,3.3,0.0,7.4
Jade CAREY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,11.0,5.2,7.433,0.0,12.633
Jade CAREY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,11.0,5.4,7.733,0.0,13.133
Brisa CARRARO,ARG,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,46.0,4.8,7.3,0.0,12.1
Laura CASABUENA,ESP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,24.0,5.0,2.6,0.1,7.5
Laura CASABUENA,ESP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,15.0,5.7,7.266,0.0,12.966
Laura CASABUENA,ESP,w,2022-08-14,2022 Senior European Championships,qual,BB,56.0,5.2,6.533,0.0,11.733
Laura CASABUENA,ESP,w,2022-08-14,2022 Senior European Championships,TeamFinal,BB,20.0,5.1,6.833,0.0,11.933
Laura CASABUENA,ESP,w,2023-02-26,2023 Cottbus World Cup,qual,BB,14.0,5.1,7.533,0.1,12.533
Laura CASABUENA,ESP,w,2023-04-16,2023 Senior European Championships,AAfinal,BB,15.0,5.5,6.8,0.0,12.3
Laura CASABUENA,ESP,w,2023-04-16,2023 Senior European Championships,qual,BB,36.0,5.5,6.3,0.0,11.8
Charlotte CASSIDY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,42.0,4.5,6.3,0.6,10.2
Caterina CEREGHETTI,SUI,w,2023-04-16,2023 Senior European Championships,qual,BB,44.0,5.1,6.366,0.0,11.466
Olivia CHAM,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,11.0,4.6,7.2,0.0,11.8
Cheuk Lam CHAN,HKG,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,132.0,4.5,5.533,0.0,10.033
Cheuk Lam CHAN,HKG,w,2023-03-12,2023 Baku World Cup,qual,BB,20.0,4.6,7.033,0.0,11.633
Cheuk Lam CHAN,HKG,w,2023-02-26,2023 Cottbus World Cup,qual,BB,39.0,4.0,6.4,0.0,10.4
Cheuk Lam CHAN,HKG,w,2023-03-04,2023 Doha World Cup,qual,BB,12.0,4.6,7.766,0.0,12.366
Cheuk Lam CHAN,HKG,w,2023-05-28,2023 Varna World Challenge Cup,qual,BB,9.0,4.6,7.633,0.0,12.233
Georgia CHARALAMPOUS,CYP,w,2023-04-16,2023 Senior European Championships,qual,BB,121.0,4.4,3.2,0.0,7.6
Carmina CHAVEZ,ESA,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,33.0,4.2,4.65,0.0,8.85
Jordan CHILES,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,83.0,5.2,6.166,0.0,11.366
Dasol CHOI,KOR,w,2023-08-05,2023 FISU World University Games,qual,BB,19.0,4.2,7.466,0.0,11.666
Oksana CHUSOVITINA,UZB,w,2023-03-12,2023 Baku World Cup,qual,BB,25.0,4.3,7.033,0.0,11.333
Reece COBB,NZL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,133.0,5.1,4.933,0.1,9.933
Lisa CONRADIE,RSA,w,2023-08-05,2023 FISU World University Games,qual,BB,34.0,4.2,6.133,0.0,10.333
Mafalda COSTA,POR,w,2022-08-14,2022 Senior European Championships,qual,BB,59.0,4.5,7.066,0.0,11.566
Mafalda COSTA,POR,w,2023-03-12,2023 Baku World Cup,qual,BB,28.0,5.0,6.3,0.0,11.3
Mafalda COSTA,POR,w,2023-04-16,2023 Senior European Championships,qual,BB,66.0,4.9,6.033,0.0,10.933
Karen CUBILLOS,COL,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,17.0,4.0,7.05,0.0,11.05
Bettina Lili CZIFRA,HUN,w,2023-04-16,2023 Senior European Championships,qual,BB,73.0,5.3,5.433,0.1,10.633
Bettina Lili CZIFRA,HUN,w,2023-05-28,2023 Varna World Challenge Cup,final,BB,1.0,5.4,8.066,0.0,13.46
Bettina Lili CZIFRA,HUN,w,2023-05-28,2023 Varna World Challenge Cup,qual,BB,2.0,5.4,7.4,0.0,12.8
Dulcy Caylor,USA,w,2023-02-26,2023 Winter Cup,AAfinal,BB,13.0,5.6,6.35,0.0,11.95
Cheuk Lam Chan,HKG,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,BB,16.0,3.8,6.867,0.0,10.667
Chan Cheuk Lam Charlie,HKG,w,2022-03-20,2022 Cairo World Cup,qual,BB,12.0,3.9,7.433,0.0,11.333
Lorette Charpy,FRA,w,2022-04-03,2022 Baku World Cup,qual,BB,5.0,5.4,7.6,0.0,13.0
Lorette Charpy,FRA,w,2022-04-03,2022 Baku World Cup,final,BB,2.0,5.3,7.666,0.0,12.966
Chloe Cho,USA,w,2023-02-26,2023 Winter Cup,AAfinal,BB,30.0,4.8,4.6,0.0,9.4
Norah Christian,USA,w,2023-02-26,2023 Winter Cup,AAfinal,BB,27.0,5.1,5.3,0.0,10.4
Reece Cobb,NZL,w,2022-02-27,2022 Cottbus World Cup,qual,BB,12.0,4.9,6.733,0.1,11.533
Alice D AMATO,ITA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,12.0,5.3,7.233,0.0,12.533
Alice D AMATO,ITA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,45.0,5.3,6.833,0.0,12.133
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,AAfinal,BB,6.0,5.4,7.6,0.0,13.0
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,final,BB,5.0,5.5,7.8,0.0,13.3
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,BB,6.0,5.3,7.733,0.0,13.033
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,BB,3.0,5.4,8.1,0.0,13.5
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,BB,1.0,5.6,8.2,0.0,13.8
Asia D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,BB,1.0,5.5,7.933,0.0,13.433
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,BB,16.0,5.6,6.9,0.0,12.5
Margaux DANDOIS,BEL,w,2023-04-30,2023 Cairo World Cup,qual,BB,20.0,4.6,6.433,0.0,11.033
Naveen DARIES,RSA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,114.0,4.8,5.766,0.0,10.566
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,11.0,4.7,6.7,0.0,11.4
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,27.0,4.8,6.0,0.0,10.8
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,BB,5.0,5.1,7.55,0.0,12.65
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,6.0,5.1,7.55,0.0,12.65
Mabelle DAWSON,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,24.0,4.7,6.7,0.0,11.4
Jessica DAYKIN,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,26.0,5.3,5.9,0.0,11.2
Joana DE FREITAS,MON,w,2022-08-14,2022 Senior European Championships,qual,BB,100.0,4.3,5.8,0.1,10.0
Joana DE FREITAS,MON,w,2023-03-12,2023 Baku World Cup,qual,BB,44.0,3.8,6.2,0.0,10.0
Joana DE FREITAS,MON,w,2023-02-26,2023 Cottbus World Cup,qual,BB,36.0,4.4,6.533,0.0,10.933
Joana DE FREITAS,MON,w,2023-04-16,2023 Senior European Championships,qual,BB,106.0,3.9,5.4,0.0,9.3
