Rank,D Score,E Score,Pen.,Total,year,medal,Name,nation,round_final,round_qual
2.0,6.0,8.2,0.0,14.2,2018,0,312,57,True,False
3.0,5.6,7.567,0.0,13.167,2018,0,41,49,True,False
4.0,5.8,7.167,-0.1,12.867,2018,0,176,7,True,False
5.0,5.3,7.267,0.0,12.567,2018,0,261,31,True,False
6.0,5.0,6.5,0.0,11.5,2018,0,286,47,True,False
7.0,5.2,6.2,-0.1,11.3,2018,0,211,31,True,False
8.0,5.0,6.1,0.0,11.1,2018,0,26,49,True,False
1.0,5.5,8.033,0.0,13.533,2017,0,305,62,True,False
2.0,5.7,7.8,-0.1,13.4,2017,0,276,62,True,False
3.0,5.7,7.6,0.0,13.3,2017,0,336,62,True,False
4.0,5.4,7.666,0.0,13.066,2017,0,240,62,True,False
5.0,5.4,7.566,0.0,12.966,2017,0,109,62,True,False
6.0,5.6,7.366,0.0,12.966,2017,0,53,62,True,False
7.0,5.5,7.366,-0.1,12.766,2017,0,229,62,True,False
8.0,5.7,6.7,0.0,12.4,2017,0,116,62,True,False
1.0,6.3,8.233,0.0,14.533,2018,0,229,62,True,False
2.0,6.0,8.1,0.0,14.1,2018,0,22,62,True,False
3.0,6.2,7.4,0.0,13.6,2018,1,329,62,True,False
4.0,5.4,8.066,0.0,13.466,2018,0,288,62,True,False
5.0,4.8,8.233,0.0,13.033,2018,0,116,62,True,False
6.0,6.2,6.733,0.1,12.833,2018,0,193,62,True,False
7.0,5.3,7.366,0.0,12.666,2018,0,316,62,True,False
8.0,5.3,6.2,0.0,11.5,2018,0,372,62,True,False
1.0,6.4,8.666,0.0,15.066,2019,1,329,62,True,False
2.0,6.2,8.233,0.0,14.433,2019,0,229,62,True,False
3.0,6.1,8.3,0.1,14.3,2019,0,220,62,True,False
4.0,5.9,8.1,0.0,14.0,2019,0,193,62,True,False
5.0,5.5,8.466,0.0,13.966,2019,0,278,62,True,False
6.0,5.7,7.7,0.0,13.4,2019,0,141,62,True,False
7.0,5.4,7.866,0.0,13.266,2019,0,319,62,True,False
8.0,5.6,6.333,0.0,11.933,2019,0,22,62,True,False
1.0,6.0,7.9,0.0,13.9,2021,0,278,19,True,False
2.0,5.6,8.266,0.0,13.866,2021,0,316,41,True,False
3.0,5.6,7.733,0.0,13.333,2021,0,28,56,True,False
4.0,5.3,7.866,0.0,13.166,2021,0,18,20,True,False
5.0,4.9,8.1,0.0,13.0,2021,0,262,31,True,False
6.0,5.3,7.566,0.0,12.866,2021,0,257,19,True,False
7.0,5.1,7.2,0.0,12.3,2021,0,221,41,True,False
8.0,4.6,6.6,0.0,11.2,2021,0,111,35,True,False
1.0,6.1,7.366,0.0,13.466,2021,0,212,47,False,True
2.0,5.3,8.133,0.0,13.433,2021,0,316,41,False,True
3.0,5.4,8.033,0.0,13.433,2021,0,18,20,False,True
4.0,5.2,8.2,0.0,13.4,2021,0,221,41,False,True
5.0,5.2,8.166,0.0,13.366,2021,0,262,31,False,True
6.0,5.4,7.966,0.0,13.366,2021,0,278,19,False,True
7.0,5.2,8.033,0.0,13.233,2021,0,111,35,False,True
8.0,5.5,7.733,0.0,13.233,2021,0,257,19,False,True
9.0,5.4,7.733,0.0,13.133,2021,0,260,44,False,True
10.0,5.6,7.533,0.0,13.133,2021,0,28,56,False,True
11.0,5.6,7.433,0.0,13.033,2021,0,364,49,False,True
12.0,4.9,8.033,0.0,12.933,2021,0,247,47,False,True
13.0,5.1,7.833,0.0,12.933,2021,0,73,19,False,True
14.0,5.3,7.566,0.0,12.866,2021,0,324,19,False,True
15.0,5.2,7.6,0.0,12.8,2021,0,140,45,False,True
16.0,5.6,7.2,0.0,12.8,2021,0,363,49,False,True
17.0,4.9,7.8,0.0,12.7,2021,0,307,20,False,True
18.0,5.5,7.266,-0.1,12.666,2021,0,11,20,False,True
19.0,5.1,7.633,-0.1,12.633,2021,0,356,31,False,True
20.0,5.0,7.6,0.0,12.6,2021,0,347,53,False,True
21.0,5.5,7.1,0.0,12.6,2021,0,127,22,False,True
21.0,5.5,7.1,0.0,12.6,2021,0,153,31,False,True
23.0,5.1,7.466,0.0,12.566,2021,0,158,55,False,True
24.0,4.9,7.566,0.0,12.466,2021,0,0,18,False,True
25.0,5.2,7.266,0.0,12.466,2021,0,41,49,False,True
26.0,4.9,7.533,0.0,12.433,2021,0,65,44,False,True
27.0,4.9,7.525,0.0,12.425,2021,0,199,22,False,True
28.0,5.2,7.3,-0.1,12.4,2021,0,281,41,False,True
29.0,5.5,6.9,0.0,12.4,2021,0,376,26,False,True
30.0,4.7,7.666,-0.1,12.266,2021,0,37,14,False,True
31.0,5.2,7.066,0.0,12.266,2021,0,222,30,False,True
32.0,4.7,7.533,0.0,12.233,2021,0,375,26,False,True
33.0,4.2,7.966,0.0,12.166,2021,0,58,52,False,True
34.0,4.7,7.433,0.0,12.133,2021,0,242,18,False,True
35.0,4.9,7.233,0.0,12.133,2021,0,115,22,False,True
36.0,5.2,6.933,0.0,12.133,2021,0,179,53,False,True
37.0,4.4,7.7,0.0,12.1,2021,0,259,3,False,True
38.0,4.7,7.366,0.0,12.066,2021,0,89,26,False,True
39.0,5.0,7.033,0.0,12.033,2021,0,129,28,False,True
40.0,4.6,7.4,0.0,12.0,2021,0,243,42,False,True
41.0,5.0,7.0,0.0,12.0,2021,0,154,51,False,True
42.0,5.1,6.766,0.0,11.866,2021,0,63,55,False,True
43.0,4.8,6.933,0.0,11.733,2021,0,139,5,False,True
44.0,5.3,6.433,0.0,11.733,2021,0,345,41,False,True
45.0,5.0,6.708,0.0,11.708,2021,0,169,30,False,True
46.0,4.9,6.8,0.0,11.7,2021,0,280,29,False,True
47.0,5.0,6.7,0.0,11.7,2021,0,334,51,False,True
48.0,5.1,6.6,0.0,11.7,2021,0,245,5,False,True
49.0,5.3,6.5,-0.1,11.7,2021,0,29,56,False,True
50.0,4.7,6.966,0.0,11.666,2021,0,157,29,False,True
51.0,4.9,6.766,0.0,11.666,2021,0,59,45,False,True
52.0,5.0,6.666,0.0,11.666,2021,0,10,31,False,True
53.0,5.5,6.1,0.0,11.6,2021,0,110,49,False,True
54.0,4.9,6.691,0.0,11.591,2021,0,268,28,False,True
55.0,4.9,6.625,0.0,11.525,2021,0,144,15,False,True
56.0,4.7,6.733,0.0,11.433,2021,0,183,20,False,True
57.0,4.7,6.7,0.0,11.4,2021,0,21,11,False,True
58.0,4.4,7.033,-0.1,11.333,2021,0,161,29,False,True
59.0,4.5,6.833,0.0,11.333,2021,0,191,42,False,True
60.0,5.0,6.333,0.0,11.333,2021,0,295,5,False,True
61.0,4.8,6.5,0.0,11.3,2021,0,68,15,False,True
62.0,4.7,6.566,0.0,11.266,2021,0,80,11,False,True
63.0,4.5,6.7,0.0,11.2,2021,0,297,30,False,True
64.0,4.4,7.266,-0.5,11.166,2021,0,239,23,False,True
65.0,5.0,6.233,-0.1,11.133,2021,0,223,51,False,True
66.0,4.4,6.633,0.0,11.033,2021,0,216,18,False,True
67.0,4.6,6.466,-0.1,10.966,2021,0,246,29,False,True
68.0,4.4,6.533,0.0,10.933,2021,0,178,3,False,True
69.0,4.5,6.433,0.0,10.933,2021,0,147,6,False,True
70.0,4.4,6.5,0.0,10.9,2021,0,188,61,False,True
71.0,4.8,6.1,0.0,10.9,2021,0,44,51,False,True
72.0,3.9,6.966,0.0,10.866,2021,0,46,35,False,True
73.0,5.0,5.966,-0.1,10.866,2021,0,31,6,False,True
74.0,4.4,6.433,0.0,10.833,2021,0,143,45,False,True
75.0,4.7,6.166,-0.1,10.766,2021,0,32,6,False,True
76.0,5.1,5.733,-0.1,10.733,2021,0,367,56,False,True
77.0,4.4,6.333,-0.1,10.633,2021,0,2,36,False,True
78.0,4.9,5.733,0.0,10.633,2021,0,256,4,False,True
79.0,4.8,5.8,0.0,10.6,2021,0,319,22,False,True
80.0,4.7,5.833,0.0,10.533,2021,0,291,30,False,True
81.0,5.3,5.166,0.0,10.466,2021,0,192,5,False,True
82.0,4.5,5.9,0.0,10.4,2021,0,52,15,False,True
83.0,4.8,5.566,0.0,10.366,2021,0,76,55,False,True
84.0,4.6,5.85,-0.1,10.35,2021,0,187,15,False,True
85.0,4.1,6.233,0.0,10.333,2021,0,235,50,False,True
86.0,4.6,5.666,0.0,10.266,2021,0,167,18,False,True
87.0,4.6,5.6,0.0,10.2,2021,0,74,37,False,True
88.0,4.8,5.133,0.0,9.933,2021,0,121,53,False,True
89.0,4.2,5.633,0.0,9.833,2021,0,97,56,False,True
90.0,4.5,5.341,-0.1,9.741,2021,0,318,11,False,True
91.0,4.2,5.533,0.0,9.733,2021,0,311,45,False,True
92.0,4.9,4.733,0.0,9.633,2021,0,50,47,False,True
93.0,4.8,4.8,0.0,9.6,2021,0,122,44,False,True
94.0,5.1,4.433,-0.1,9.433,2021,0,81,23,False,True
95.0,3.8,5.3,0.0,9.1,2021,0,231,37,False,True
96.0,4.1,4.866,0.0,8.966,2021,0,104,42,False,True
97.0,4.5,4.466,0.0,8.966,2021,0,51,35,False,True
98.0,4.9,4.366,-0.4,8.866,2021,0,120,23,False,True
99.0,4.7,4.108,-0.1,8.708,2021,0,273,4,False,True
100.0,4.7,4.066,-0.1,8.666,2021,0,255,35,False,True
1.0,5.6,8.3,0.0,13.9,2021,0,316,41,True,False
2.0,5.0,8.6,0.0,13.6,2021,0,288,5,True,False
3.0,5.8,7.366,0.0,13.166,2021,0,257,19,True,False
4.0,5.4,7.666,0.0,13.066,2021,0,269,19,True,False
5.0,5.1,7.466,-0.1,12.466,2021,0,168,51,True,False
6.0,5.2,7.2,0.0,12.4,2021,0,305,22,True,False
7.0,5.1,7.266,-0.1,12.266,2021,0,238,5,True,False
8.0,5.3,6.833,0.0,12.133,2021,0,358,23,True,False
1.0,5.0,8.5,0.0,13.5,2021,0,288,5,False,True
2.0,5.3,8.2,0.0,13.5,2021,0,305,22,False,True
3.0,5.4,8.0,0.0,13.4,2021,0,168,51,False,True
4.0,5.5,7.866,0.0,13.366,2021,0,316,41,False,True
5.0,5.9,7.466,0.0,13.366,2021,0,257,19,False,True
6.0,5.4,7.9,0.0,13.3,2021,0,269,19,False,True
7.0,5.5,7.666,0.0,13.166,2021,0,232,19,False,True
8.0,5.2,7.866,0.0,13.066,2021,0,238,5,False,True
9.0,5.4,7.666,0.0,13.066,2021,0,358,23,False,True
10.0,4.9,8.133,0.0,13.033,2021,0,197,20,False,True
11.0,5.1,7.933,0.0,13.033,2021,0,23,17,False,True
12.0,4.9,8.1,0.0,13.0,2021,0,82,17,False,True
13.0,5.1,7.733,0.0,12.833,2021,0,152,31,False,True
14.0,5.6,7.233,0.0,12.833,2021,0,94,47,False,True
15.0,4.8,8.0,0.0,12.8,2021,0,142,31,False,True
16.0,5.0,7.766,0.0,12.766,2021,0,41,49,False,True
17.0,5.2,7.566,0.0,12.766,2021,0,292,26,False,True
18.0,5.2,7.533,0.0,12.733,2021,0,97,56,False,True
19.0,4.7,7.966,0.0,12.666,2021,0,359,41,False,True
20.0,5.2,7.433,0.0,12.633,2021,0,11,20,False,True
21.0,4.7,7.9,0.0,12.6,2021,0,339,50,False,True
22.0,4.9,7.633,0.0,12.533,2021,0,159,17,False,True
23.0,5.0,7.5,0.0,12.5,2021,0,75,41,False,True
24.0,5.2,7.3,0.0,12.5,2021,0,354,56,False,True
25.0,5.0,7.433,0.0,12.433,2021,0,1,50,False,True
26.0,5.2,7.233,0.0,12.433,2021,0,260,44,False,True
27.0,4.9,7.6,-0.1,12.4,2021,0,102,26,False,True
28.0,5.1,7.233,0.0,12.333,2021,0,140,45,False,True
29.0,5.2,7.133,0.0,12.333,2021,0,43,49,False,True
29.0,5.2,7.133,0.0,12.333,2021,0,173,49,False,True
31.0,5.4,6.933,0.0,12.333,2021,0,55,5,False,True
32.0,5.0,7.266,0.0,12.266,2021,0,149,20,False,True
33.0,4.8,7.433,0.0,12.233,2021,0,214,47,False,True
34.0,5.0,7.2,0.0,12.2,2021,0,290,26,False,True
35.0,4.3,7.8,0.0,12.1,2021,0,218,51,False,True
36.0,5.4,6.633,0.0,12.033,2021,0,261,31,False,True
37.0,4.9,7.066,0.0,11.966,2021,0,112,3,False,True
38.0,4.6,7.333,-0.1,11.833,2021,0,334,51,False,True
39.0,4.5,7.3,0.0,11.8,2021,0,30,35,False,True
40.0,4.5,7.233,0.0,11.733,2021,0,241,18,False,True
41.0,4.7,6.966,0.0,11.666,2021,0,196,44,False,True
42.0,4.6,7.033,0.0,11.633,2021,0,191,42,False,True
43.0,5.6,6.033,0.0,11.633,2021,0,349,55,False,True
44.0,3.9,7.633,0.0,11.533,2021,0,27,13,False,True
45.0,4.9,6.6,0.0,11.5,2021,0,180,53,False,True
46.0,5.1,6.4,0.0,11.5,2021,0,71,47,False,True
47.0,4.7,6.766,0.0,11.466,2021,0,252,45,False,True
48.0,5.0,6.466,0.0,11.466,2021,0,172,23,False,True
49.0,5.5,5.966,0.0,11.466,2021,0,42,56,False,True
50.0,4.7,6.7,0.0,11.4,2021,0,309,52,False,True
51.0,4.7,6.766,-0.1,11.366,2021,0,205,14,False,True
52.0,4.9,6.466,0.0,11.366,2021,0,37,14,False,True
53.0,4.6,6.733,0.0,11.333,2021,0,300,8,False,True
54.0,4.9,6.4,0.0,11.3,2021,0,370,4,False,True
55.0,4.7,6.533,0.0,11.233,2021,0,178,3,False,True
56.0,5.2,6.1,-0.1,11.2,2021,0,341,29,False,True
57.0,4.3,6.833,0.0,11.133,2021,0,131,18,False,True
58.0,4.5,6.433,0.0,10.933,2021,0,100,14,False,True
59.0,4.6,6.3,0.0,10.9,2021,0,317,42,False,True
60.0,4.2,6.533,0.0,10.733,2021,0,58,52,False,True
61.0,4.4,6.433,-0.1,10.733,2021,0,54,37,False,True
62.0,4.7,6.133,-0.1,10.733,2021,0,145,44,False,True
63.0,4.0,6.766,-0.1,10.666,2021,0,331,15,False,True
64.0,4.8,5.966,-0.1,10.666,2021,0,135,23,False,True
65.0,4.8,5.766,0.0,10.566,2021,0,251,45,False,True
66.0,4.3,6.1,0.0,10.4,2021,0,326,18,False,True
67.0,4.7,5.666,0.0,10.366,2021,0,80,11,False,True
68.0,4.6,5.7,0.0,10.3,2021,0,158,55,False,True
69.0,4.9,5.4,0.0,10.3,2021,0,61,3,False,True
70.0,4.6,5.6,0.0,10.2,2021,0,48,21,False,True
71.0,4.6,5.566,0.0,10.166,2021,0,93,55,False,True
72.0,4.9,5.233,0.0,10.133,2021,0,266,28,False,True
73.0,4.5,5.6,0.0,10.1,2021,0,155,13,False,True
74.0,4.4,5.6,-0.1,9.9,2021,0,246,29,False,True
75.0,4.5,5.4,0.0,9.9,2021,0,325,29,False,True
76.0,4.6,5.066,0.0,9.666,2021,0,194,52,False,True
77.0,5.0,4.633,0.0,9.633,2021,0,217,22,False,True
78.0,4.2,5.366,0.0,9.566,2021,0,297,30,False,True
79.0,4.0,5.5,0.0,9.5,2021,0,225,15,False,True
80.0,4.4,5.033,0.0,9.433,2021,0,319,22,False,True
81.0,4.7,4.533,-0.1,9.133,2021,0,255,35,False,True
82.0,4.3,4.6,0.0,8.9,2021,0,235,50,False,True
83.0,4.1,4.7,0.0,8.8,2021,0,156,8,False,True
84.0,4.7,4.1,0.0,8.8,2021,0,340,42,False,True
85.0,4.3,4.0,0.0,8.3,2021,0,361,15,False,True
86.0,3.7,4.533,0.0,8.233,2021,0,224,35,False,True
87.0,1.6,7.666,-6.5,2.766,2021,0,256,4,False,True
1.0,5.3,8.466,0.0,13.766,2019,0,288,5,True,False
2.0,5.3,8.3,0.0,13.6,2019,0,41,49,True,False
3.0,5.2,7.9,0.0,13.1,2019,0,97,56,True,False
4.0,5.2,7.733,0.0,12.933,2019,0,94,47,True,False
5.0,5.2,7.6,0.0,12.8,2019,0,149,20,True,False
6.0,5.6,5.966,0.0,11.566,2019,0,232,19,True,False
1.0,5.3,8.3,0.0,13.6,2019,0,288,5,False,True
2.0,5.5,7.9,0.0,13.4,2019,0,232,19,False,True
3.0,5.1,8.033,0.0,13.133,2019,0,41,49,False,True
4.0,5.0,7.966,0.0,12.966,2019,0,94,47,False,True
5.0,5.2,7.733,0.0,12.933,2019,0,97,56,False,True
6.0,5.2,7.7,0.0,12.9,2019,0,149,20,False,True
7.0,5.7,7.1,0.0,12.8,2019,0,28,56,False,True
8.0,5.1,7.533,0.0,12.633,2019,0,1,50,False,True
9.0,5.5,7.0,0.0,12.5,2019,0,42,56,False,True
10.0,5.0,7.333,0.0,12.333,2019,0,37,14,False,True
11.0,5.2,7.033,0.0,12.233,2019,0,31,6,False,True
12.0,4.8,7.4,0.0,12.2,2019,0,13,19,False,True
13.0,5.0,7.2,0.0,12.2,2019,0,140,45,False,True
14.0,4.3,7.866,0.0,12.166,2019,0,100,14,False,True
15.0,4.7,7.4,0.0,12.1,2019,0,145,44,False,True
16.0,4.9,7.166,0.0,12.066,2019,0,82,17,False,True
17.0,5.3,6.666,0.0,11.966,2019,0,256,4,False,True
18.0,5.0,6.833,0.0,11.833,2019,0,180,53,False,True
18.0,5.0,6.833,0.0,11.833,2019,0,120,23,False,True
20.0,5.0,6.733,0.0,11.733,2019,0,129,27,False,True
21.0,4.5,7.166,0.0,11.666,2019,0,60,20,False,True
22.0,4.9,6.6,0.0,11.5,2019,0,321,5,False,True
23.0,5.2,6.3,0.0,11.5,2019,0,111,35,False,True
24.0,5.2,6.266,0.0,11.466,2019,0,8,49,False,True
25.0,4.8,6.6,0.0,11.4,2019,0,79,52,False,True
26.0,5.1,6.3,0.0,11.4,2019,0,281,41,False,True
27.0,3.9,7.266,0.0,11.166,2019,0,346,50,False,True
28.0,4.6,6.4,0.0,11.0,2019,0,284,55,False,True
29.0,5.1,5.9,0.0,11.0,2019,0,62,26,False,True
30.0,4.9,6.033,0.0,10.933,2019,0,73,19,False,True
31.0,4.0,6.866,0.0,10.866,2019,0,74,37,False,True
32.0,3.8,7.0,0.0,10.8,2019,0,3,29,False,True
33.0,4.9,5.8,0.0,10.7,2019,0,147,6,False,True
34.0,4.8,5.766,0.0,10.566,2019,0,61,3,False,True
35.0,4.8,5.6,0.0,10.4,2019,0,375,26,False,True
36.0,4.9,5.366,0.0,10.266,2019,0,210,8,False,True
37.0,4.3,5.0,0.0,9.3,2019,0,297,30,False,True
38.0,4.9,3.9,0.0,8.8,2019,0,213,41,False,True
1.0,6.4,8.825,0.0,15.225,2016,0,312,57,True,False
2.0,6.5,8.6,0.0,15.1,2016,0,16,57,True,False
3.0,5.6,8.1,0.0,13.7,2016,0,279,32,True,False
4.0,5.4,8.225,0.0,13.625,2016,0,78,43,True,False
5.0,5.4,8.2,0.0,13.6,2016,0,267,9,True,False
6.0,5.6,7.975,0.0,13.575,2016,0,88,43,True,False
7.0,5.7,7.775,0.0,13.475,2016,0,322,9,True,False
8.0,5.3,8.15,0.0,13.45,2016,0,198,2,True,False
9.0,5.5,7.15,0.0,12.65,2016,0,123,2,True,False
1.0,6.1,8.3,0.0,14.4,2015,0,350,20,True,False
2.0,5.6,8.1,0.0,13.7,2015,0,151,20,True,False
3.0,5.6,7.85,0.0,13.45,2015,0,86,20,True,False
4.0,5.7,7.05,0.0,12.75,2015,0,310,20,True,False
5.0,5.4,7.15,0.0,12.55,2015,0,19,20,True,False
6.0,5.7,6.55,-0.1,12.15,2015,0,117,20,True,False
7.0,4.8,7.05,0.0,11.85,2015,0,39,20,True,False
8.0,5.2,6.3,0.0,11.5,2015,0,228,20,True,False
1.0,6.5,8.75,0.0,15.25,2015,1,329,57,True,False
2.0,6.2,8.35,0.0,14.55,2015,0,17,57,True,False
3.0,5.8,8.5,0.0,14.3,2015,0,70,31,True,False
4.0,6.0,8.25,0.0,14.25,2015,0,174,9,True,False
5.0,5.9,8.3,0.0,14.2,2015,0,258,19,True,False
6.0,5.6,8.5,0.0,14.1,2015,0,128,2,True,False
7.0,6.2,7.65,0.0,13.85,2015,0,116,9,True,False
8.0,5.7,7.4,0.0,13.1,2015,0,113,31,True,False
1.0,5.8,8.8,0.0,14.6,2013,0,25,49,True,False
2.0,5.7,8.6,0.0,14.3,2013,0,358,23,True,False
3.0,6.0,8.275,-0.1,14.175,2013,0,45,49,True,False
4.0,5.1,8.425,0.0,13.525,2013,0,289,41,True,False
5.0,5.8,7.525,0.0,13.325,2013,0,249,17,True,False
6.0,4.9,8.175,0.0,13.075,2013,0,140,45,True,False
7.0,5.5,7.65,-0.1,13.05,2013,0,298,58,True,False
8.0,5.1,7.85,-0.1,12.85,2013,0,98,58,True,False
1.0,5.6,8.45,0.0,14.05,2013,0,25,49,False,True
2.0,5.4,8.45,0.0,13.85,2013,0,289,41,False,True
3.0,5.3,8.5,0.0,13.8,2013,0,358,23,False,True
4.0,5.4,8.25,0.0,13.65,2013,0,298,58,False,True
5.0,6.1,7.55,0.0,13.65,2013,0,45,49,False,True
6.0,5.8,7.8,0.0,13.6,2013,0,249,17,False,True
7.0,5.3,8.5,-0.5,13.3,2013,0,140,45,False,True
8.0,5.1,8.05,-0.1,13.05,2013,0,98,58,False,True
9.0,5.3,7.7,0.0,13.0,2013,0,206,14,False,True
10.0,5.7,7.4,-0.1,13.0,2013,0,165,10,False,True
11.0,4.9,8.0,0.0,12.9,2013,0,241,18,False,True
12.0,4.6,8.2,0.0,12.8,2013,0,163,25,False,True
13.0,5.2,7.7,-0.1,12.8,2013,0,112,3,False,True
14.0,5.7,6.95,0.0,12.65,2013,0,184,59,False,True
15.0,5.8,6.65,0.0,12.45,2013,0,327,17,False,True
16.0,5.0,7.35,0.0,12.35,2013,0,77,41,False,True
17.0,5.3,6.9,0.0,12.2,2013,0,166,53,False,True
18.0,5.5,6.55,0.0,12.05,2013,0,66,22,False,True
19.0,4.6,7.35,0.0,11.95,2013,0,305,22,False,True
20.0,5.0,6.85,-0.1,11.75,2013,0,125,28,False,True
21.0,5.5,6.15,0.0,11.65,2013,0,339,50,False,True
22.0,4.7,6.55,0.0,11.25,2013,0,171,33,False,True
23.0,4.4,6.7,0.0,11.1,2013,0,287,25,False,True
24.0,4.5,6.6,0.0,11.1,2013,0,105,45,False,True
25.0,5.2,5.9,0.0,11.1,2013,0,274,16,False,True
26.0,5.5,5.6,0.0,11.1,2013,0,237,9,False,True
27.0,5.2,5.85,0.0,11.05,2013,0,226,3,False,True
28.0,4.8,6.15,0.0,10.95,2013,0,58,52,False,True
29.0,5.0,5.9,0.0,10.9,2013,0,38,38,False,True
30.0,4.8,5.75,0.0,10.55,2013,0,170,28,False,True
31.0,5.3,5.2,-0.1,10.4,2013,0,175,59,False,True
32.0,5.0,5.0,0.0,10.0,2013,0,177,14,False,True
33.0,4.1,5.55,0.0,9.65,2013,0,138,16,False,True
34.0,4.5,5.15,0.0,9.65,2013,0,304,18,False,True
