Rank,Athlete,Nation,D,E,ND,Total,round,year
26,Noemi Makra,HUN,5.1,7.933,0.0,13.033,qual,2015
27,Krystyna Sankova,UKR,5.9,7.2,-0.1,13.0,qual,2015
28,Dyonnailys Supriana,NED,5.8,7.266,-0.1,12.966,qual,2015
29,Martina Rizzelli,ITA,5.3,7.633,0.0,12.933,qual,2015
30,Marta Pihan-Kulesza,POL,5.6,7.333,0.0,12.933,qual,2015
31,Amy Tinkler,GBR,5.4,7.433,0.0,12.833,qual,2015
32,Valerija Grisane,LAT,4.7,8.041,0.0,12.741,qual,2015
33,Loan His,FRA,5.0,7.633,0.0,12.633,qual,2015
34,Pauline Tratz,GER,4.4,8.2,0.0,12.6,qual,2015
35,Katarzyna Jurkowska,POL,5.3,7.266,0.0,12.566,qual,2015
36,Eniko Horvath,HUN,4.5,8.033,0.0,12.533,qual,2015
37,Angelina Kysla,UKR,5.1,7.366,0.0,12.466,qual,2015
38,Ilaria Käslin,SUI,5.4,7.166,-0.1,12.466,qual,2015
39,Laura Jurca,ROU,5.4,7.066,0.0,12.466,qual,2015
40,Louise Vanhille,FRA,5.4,7.0,0.0,12.4,qual,2015
41,Tara Donnelly,IRL,4.7,7.6,0.0,12.3,qual,2015
42,Camille Bahl,FRA,5.0,7.3,0.0,12.3,qual,2015
43,Demet Mutlu,TUR,5.1,7.166,0.0,12.266,qual,2015
44,Dominiqua Belanyi,ISL,4.5,7.7,0.0,12.2,qual,2015
44,Anastasija Dubova,LAT,4.5,7.7,0.0,12.2,qual,2015
46,Ellis O’Reilly,IRL,4.8,7.366,0.0,12.166,qual,2015
47,Tutya Yilmaz,TUR,5.7,6.466,0.0,12.166,qual,2015
48,Aliaksandra Koshaleva,BLR,4.4,7.733,0.0,12.133,qual,2015
49,Tzuf Feldon,ISR,5.1,7.033,0.0,12.133,qual,2015
50,Michelle Timm,GER,4.7,7.366,0.0,12.066,qual,2015
51,Marina Nekrasova,AZE,4.8,7.266,0.0,12.066,qual,2015
52,Kitti Honti,HUN,4.7,7.4,-0.1,12.0,qual,2015
53,Veronika Cenkova,CZE,4.6,7.4,0.0,12.0,qual,2015
53,Dina Nygaard,NOR,4.6,7.4,0.0,12.0,qual,2015
55,Houry Gebeshian,ARM,4.5,7.466,0.0,11.966,qual,2015
56,Rosanna Ojala,FIN,4.7,7.366,-0.1,11.966,qual,2015
57,Norma Robertsdottir,ISL,4.8,7.166,0.0,11.966,qual,2015
58,Barbora Mokosova,SVK,4.7,7.266,-0.1,11.866,qual,2015
59,Martine Skregelid,NOR,4.6,7.266,0.0,11.866,qual,2015
60,Maria Simou,GRE,5.1,6.766,0.0,11.866,qual,2015
61,Mariia Smirnova,AZE,4.5,7.166,0.0,11.666,qual,2015
62,Ralitsa Mileva,BUL,5.0,6.633,0.0,11.633,qual,2015
63,Monica Sileoni,FIN,4.6,6.966,0.0,11.566,qual,2015
64,Zoi Lima,POR,4.9,6.6,0.0,11.5,qual,2015
65,Andrea Orradottir,ISL,4.5,6.966,-0.1,11.366,qual,2015
66,Tjasa Kysselef,SLO,4.5,6.8,0.0,11.3,qual,2015
67,Mette Hulgaard,DEN,4.4,6.866,0.0,11.266,qual,2015
68,Mia Haerum,NOR,4.1,7.0,0.0,11.1,qual,2015
69,Gaya Giladi,ISR,4.2,6.833,0.0,11.033,qual,2015
70,Ekin Morova,TUR,4.3,6.733,-0.1,10.933,qual,2015
71,Anastasiya Yekimenka,BLR,4.0,6.866,0.0,10.866,qual,2015
72,Boglarka Devai,HUN,4.1,6.7,0.0,10.8,qual,2015
73,Nora Fernandez,ESP,5.3,5.5,0.0,10.8,qual,2015
74,Thelma Hermannsdottir,ISL,4.1,6.633,0.0,10.733,qual,2015
75,Vaida Zitineviciute,LTU,4.6,5.9,0.0,10.5,qual,2015
76,Suzanne Buttigieg,MLT,4.5,5.966,0.0,10.466,qual,2015
77,Anna-Maria Kanyai,CZE,5.1,5.233,0.0,10.333,qual,2015
78,Paula Raya,ESP,5.0,5.2,0.0,10.2,qual,2015
79,Albena Zlatkova,BUL,4.3,5.766,0.0,10.066,qual,2015
80,Kirsty Caruana,MLT,3.5,6.533,0.0,10.033,qual,2015
81,Sofie Bråten,NOR,4.8,5.166,0.0,9.966,qual,2015
82,Diana Jerofejeva,LAT,3.5,6.4,0.0,9.9,qual,2015
83,Claire Rose Azzopardi,MLT,3.3,6.433,-0.1,9.633,qual,2015
84,Julie Krogsgaard,DEN,2.4,6.966,0.0,9.366,qual,2015
85,Alina Circene,LAT,4.4,4.566,0.0,8.966,qual,2015
86,Linnea Wang,DEN,4.6,4.266,0.0,8.866,qual,2015
87,Nato Dzidziguri,GEO,3.6,5.266,-0.1,8.766,qual,2015
88,Gabriele Blazyte,LTU,2.5,5.5,0.0,8.0,qual,2015
89,Kristina Pravdina,AZE,0.7,8.433,-8.0,1.133,qual,2015
