Rank,Athlete,Nation,D,E,ND,Total,year,round
81,Emma Malewski,GER,4.4,7.233,-0.4,11.233,2021,qual
82,Emilia Kulczynska,POL,4.3,6.9,,11.2,2021,qual
83,Lola Schleich,LUX,4.2,6.833,,11.033,2021,qual
84,Agata Vostruchovaite,LTU,4.2,6.9,-0.1,11.0,2021,qual
85,Cemre Kendirci,TUR,4.4,6.466,-0.1,10.766,2021,qual
86,Sara Peter,HUN,5.0,5.766,,10.766,2021,qual
87,Rafaela Ferreira,POR,4.4,6.566,-0.3,10.666,2021,qual
88,Anastasiya Smantsar,BLR,4.2,6.6,-0.3,10.5,2021,qual
89,Illy Ezra,ISR,4.1,6.333,,10.433,2021,qual
90,Anna Locmele,LAT,3.6,6.866,-0.3,10.166,2021,qual
91,Anastasiya Alistratava,BLR,4.1,5.666,,9.766,2021,qual
