Rank,Athlete,Nation,D,E,ND,Total
129,Ivan Tikhonov,Azerbaijan,5,7.466,,12.466
130,Isaac Nuñez,Mexico,4.5,7.933,,12.433
131,Julian Jato,Argentina,4.2,8.2,,12.4
131,Tyson Bull,Australia,4.2,8.2,,12.4
133,Akobir Khamrokulov,Uzbekistan,4.9,7.466,,12.366
134,Milos Paunovic,Serbia,5.1,7.266,,12.366
135,Caleb Faulk,Jamaica,4.9,7.433,,12.333
136,Murad Agharzayev,Azerbaijan,4.4,7.9,,12.3
137,Botond Kardos,Hungary,4.6,7.7,,12.3
138,Stephen Lewis,Jamaica,4.5,7.766,,12.266
139,Kim Vanström,Sweden,4.3,7.933,,12.233
140,Ethan Dick,New Zealand,3.8,8.4,,12.2
141,Slavomir Michnak,Slovakia,3.9,8.3,,12.2
142,Michael Sorokine,Israel,4.2,8,,12.2
143,Pham Phuoc Hung,Vietnam,4.6,7.566,,12.166
144,Frantisek Cerny,Czech Republic,4.1,8.033,,12.133
144,Daniel Radovesnicky,Czech Republic,4.1,8.033,,12.133
146,Shiao Yu-Jan,Chinese Taipei,4.3,7.833,,12.133
146,Abdulla Azimov,Uzbekistan,4.3,7.833,,12.133
148,Paul Degouy,France,4.5,7.633,,12.133
149,Karl Idesjö,Sweden,4.6,7.533,,12.133
150,Henrik Stiansen,Norway,4.7,7.408,,12.108
151,Lukas Kranzlmüller,Austria,3.7,8.4,,12.1
152,Adam Steele,Ireland,4.2,7.9,,12.1
152,Valgard Reinhardsson,Iceland,4.2,7.9,,12.1
154,Matthias Schwab,Austria,4.5,7.6,,12.1
154,Daniel Aguero,Peru,4.5,7.6,,12.1
156,Konstantin Kuzovkov,Georgia,4.6,7.5,,12.1
157,Dzianis Sanuvonh,Belarus,4.7,7.4,,12.1
158,Severin Kranzlmüller,Austria,4.2,7.866,,12.066
159,Joshua Valle,Mexico,5.5,6.566,,12.066
160,Ilan Korchak,Israel,4.2,7.833,,12.033
161,Nikola Jurkovic,Serbia,4.1,7.9,,12
162,Ahmed Al Dyani,Qatar,4.3,7.7,,12
163,Randy Leru,Cuba,4.4,7.6,,12
164,Daniel Ponizil,Czech Republic,3.4,8.566,,11.966
165,Artem Dolgopyat,Israel,4.3,7.666,,11.966
166,Simao Almeida,Portugal,5.2,6.766,,11.966
167,Han Chung Hyo,North Korea,5.3,6.666,,11.966
168,Tikumporn Surintornta,Thailand,4.7,7.233,,11.933
169,Bobur Toshpulatov,Uzbekistan,3.9,8,,11.9
170,Bram Louwije,Netherlands,3.7,8.1,,11.8
171,Jorden O’Connell-Inns,New Zealand,4.2,7.566,,11.766
172,Dmitrii Govorov,Georgia,4.4,7.333,,11.733
173,Petar Vefic,Serbia,4.2,7.366,,11.566
174,Wei An Terry Tay,Singapore,4.2,7.333,,11.533
175,Tomas Kuzmickas,Lithuania,4.9,6.6,,11.5
176,Andres Martinez,Colombia,4.6,6.733,,11.333
177,Carlos Calvo,Colombia,4.6,6.7,,11.3
178,Phan Ngoc Hung,Vietnam,3.3,7.966,,11.266
179,Timur Bairamov,Azerbaijan,3.4,7.766,,11.166
180,Eythor Baldursson,Iceland,3.9,7.1,,11
181,Israel Chiriboga,Ecuador,3.2,7.533,,10.733
182,Svjatoslav Solovjev,Czech Republic,2.8,8.166,-0.3,10.666
183,Loo Phay Xing,Malaysia,3.8,6.6,,10.4
184,Arian Leon,Peru,2.7,7.566,,10.266
185,Saleem Naghouj,Jordan,3.7,6.866,-0.3,10.266
186,Yerbol Jantykov,Kazakhstan,4,6.1,-0.3,9.8
187,Ahmed Mosa,Qatar,3.7,6.1,,9.8
188,Petar Velickovic,Serbia,4.1,5.7,,9.8
189,Patricio Razo,Mexico,3.2,7.2,-4,6.4
190,Filip Ude,Croatia,2.2,8.383,-4.3,6.283
191,Leonardo Kusan,Croatia,2.5,7.633,-4,6.133
192,Jamorn Prommanee,Thailand,2.9,7.3,-4.3,5.9
193,Lee Chih-Kai,Chinese Taipei,3.6,6.3,-4,5.9
194,Anton Kovacevic,Croatia,2.1,7.666,-4.3,5.466
