Rank,Athlete,Nation,D,E,ND,Total
39,Andrey Likhovitskiy,Belarus,5.9,6.633,,12.533
40,Marios Georgiou,Cyprus,5.6,6.833,,12.433
41,Kazuma Kaya,Japan,6.4,6.025,,12.425
42,Andrea Russo,Italy,4.6,7.8,,12.4
43,Nestor Abad,Spain,5.1,7.3,,12.4
44,Robert Seligman,Croatia,5.2,7.2,,12.4
45,Zou Jingyuan,China,5.2,7.166,,12.366
46,Sofus Heggemsnes,Norway,5.3,7.066,,12.366
47,Casimir Schmidt,Netherlands,5.2,7.133,,12.333
48,Arthur Mariano,Brazil,4.8,7.5,,12.3
49,David Vecsernyes,Hungary,5.3,6.966,,12.266
50,Abdulla Azimov,Uzbekistan,6.1,6.166,,12.266
51,Philipp Herder,Germany,5.3,6.9,,12.2
52,Carlos Edriel Yulo,Philippines,4.7,7.466,,12.166
53,Ilias Georgiou,Cyprus,4.4,7.733,,12.133
54,Dinh Phuong Thanh,Vietnam,4.9,7.233,,12.133
55,Harald Wibye,Norway,4.1,8,,12.1
56,Jonathan Vrolix,Belgium,4.7,7.366,,12.066
57,Andreas Toba,Germany,5.8,6.233,,12.033
58,Harutyun Merdinyan,Armenia,6,6.033,,12.033
59,Shiao Yu-Jan,Chinese Taipei,5.1,6.9,,12
60,Akash Modi,United States,5.7,6.3,,12
61,Ahmet Önder,Turkey,5.8,6.2,,12
62,Joe Fraser,Great Britain,5.6,6.383,,11.983
63,Ferhat Arican,Turkey,5.8,6.166,,11.966
64,Radomir Sliz,Czech Republic,4,7.933,,11.933
65,Dariy Morozov,Azerbaijan,5.8,6.133,,11.933
66,Thierno Diallo,Spain,5.1,6.825,,11.925
67,Ilan Korchak,Israel,4.5,7.4,,11.9
68,Benjamin Gischard,Switzerland,5.6,6.3,,11.9
69,Daniel Radovesnicky,Czech Republic,4,7.866,,11.866
70,Lukas Dauser,Germany,5.7,6.108,,11.808
71,David Rumbutis,Sweden,4.6,7.2,,11.8
72,Artur Dalaloyan,Russia,5.2,6.566,,11.766
73,Artem Dolgopyat,Israel,5.5,6.241,,11.741
74,Elias Koski,Finland,4.6,7.133,,11.733
75,Franz Card,Finland,3.5,8.133,,11.633
76,Antoine Borello,France,4.6,7.033,,11.633
77,Stian Skjerahaug,Norway,4.9,6.733,,11.633
77,Rasuljon Abdurakhimov,Uzbekistan,4.9,6.733,,11.633
79,Ludovico Edalli,Italy,5.4,6.233,,11.633
80,Cristian Bataga,Romania,6.3,5.333,,11.633
81,Ryan Sheppard,Hungary,4.3,7.3,,11.6
82,Han Chung Hyo,North Korea,5.2,6.366,,11.566
83,Valgard Reinhardsson,Iceland,3.6,7.9,,11.5
84,Yordan Aleksandrov,Bulgaria,4.6,6.9,,11.5
85,Yul Moldauer,United States,4.7,6.8,,11.5
86,Bojan Dejanovic,Serbia,4.2,7.266,,11.466
87,Yerbol Jantykov,Kazakhstan,3.8,7.6,,11.4
88,Botond Kardos,Hungary,4.3,7.1,,11.4
89,Dzianis Sanuvonh,Belarus,4.6,6.8,,11.4
90,Oskar Kirmes,Finland,4.1,7.266,,11.366
91,Rene Cournoyer,Canada,5.2,6.166,,11.366
92,Artur Davtyan,Armenia,5.5,5.866,,11.366
92,Loo Phay Xing,Malaysia,5.5,5.866,,11.366
94,Zachary Clay,Canada,5.8,5.566,,11.366
95,Robert Tvorogal,Lithuania,4.6,6.7,,11.3
96,Leonardo Kusan,Croatia,5.1,6.2,,11.3
97,Petar Vefic,Serbia,4.2,7.066,,11.266
98,Michael Sorokine,Israel,4.3,6.966,,11.266
99,Ri Yong Min,North Korea,4.8,6.466,,11.266
100,Maksym Vasylenko,Ukraine,5.2,6.066,,11.266
101,Marcel Nguyen,Germany,4.8,6.433,,11.233
102,Ahmed Al Dyani,Qatar,5.4,5.833,,11.233
103,Severin Kranzlmüller,Austria,3.9,7.3,,11.2
104,Oleg Verniaiev,Ukraine,5.1,6.1,,11.2
105,Daniel Ponizil,Czech Republic,3.4,7.766,,11.166
106,Matthias Schwab,Austria,4.3,6.866,,11.166
107,Caio Souza,Brazil,5.3,5.866,,11.166
108,Ivan Tikhonov,Azerbaijan,5.5,5.666,,11.166
109,Vinzenz Höck,Austria,4.2,6.958,,11.158
110,Ethan Dick,New Zealand,4.5,6.633,,11.133
111,Santiago Mayol,Argentina,4.6,6.466,,11.066
112,Georgios Chatziefstathiou,Greece,5.2,5.866,,11.066
113,Rhys McClenaghan,Ireland,6.1,4.966,,11.066
114,Phan Ngoc Hung,Vietnam,4.8,6.2,,11
115,Adam Babos,Hungary,4.9,6.1,,11
116,Wataru Tanigawa,Japan,5.5,5.5,,11
117,William Broman,Sweden,3.7,7.266,,10.966
118,Julien Gobaux,France,4.9,6.066,,10.966
119,Svjatoslav Solovjev,Czech Republic,4,6.95,,10.95
120,Saba Abesadze,Georgia,4.6,6.3,,10.9
121,Devy Dyson,New Zealand,4.2,6.666,,10.866
122,Andres Martinez,Colombia,4.7,6.133,,10.833
122,Simao Almeida,Portugal,4.7,6.133,,10.833
124,Andrei Muntean,Romania,4.2,6.6,,10.8
125,Konstantin Kuzovkov,Georgia,5,5.8,,10.8
126,Ahmad Abu Al Soud,Jordan,5.5,5.3,,10.8
127,Antonios Tantalidis,Greece,5.2,5.533,,10.733
128,Lucas Bitencourt,Brazil,4.8,5.9,,10.7
128,Tomas Kuzmickas,Lithuania,4.8,5.9,,10.7
130,Murad Agharzayev,Azerbaijan,5,5.7,,10.7
131,Clay Mason Stephens,Australia,3.6,7.066,,10.666
132,Eythor Baldursson,Iceland,2.8,7.833,,10.633
133,Mikhail Koudinov,New Zealand,3.9,6.7,,10.6
134,Bae Ga-ram,South Korea,4.2,6.4,,10.6
135,Bernardo Almeida,Portugal,4.5,6,,10.5
136,Nikolaos Iliopoulos,Greece,3.6,6.791,,10.391
137,Marco Sarrugerio,Italy,3.8,6.533,,10.333
138,Odin Kalvø,Norway,4.6,5.733,,10.333
139,Nicolau Mir,Spain,3.7,6.6,,10.3
140,Fabian de Luna,Mexico,4.1,6.166,,10.266
141,Dmitrii Govorov,Georgia,5,5.266,,10.266
142,Carlos Calvo,Colombia,4.1,6.133,,10.233
143,Frank Rijken,Netherlands,4.2,6.033,,10.233
144,Petrix Barbosa,Portugal,4.4,5.833,,10.233
145,Raman Antropau,Belarus,5.4,4.833,,10.233
146,Yahor Sharamkou,Belarus,4.4,5.8,,10.2
147,Rokas Guscinas,Lithuania,5.3,4.866,,10.166
148,Loris Frasca,France,4.5,5.6,,10.1
149,Ruben Lopez,Spain,4.8,5.3,,10.1
150,Alexander Shatilov,Israel,4.7,5.366,,10.066
151,Vitalii Arseniev,Georgia,3.9,6.133,,10.033
152,Fabio Sereinig,Austria,4.7,5.333,,10.033
153,Noah Kuavita,Belgium,4,6,,10
154,Lee Jun-ho,South Korea,4.2,5.8,,10
155,Samuel Zakutney,Canada,4.7,5.3,,10
156,Mustafa Arca,Turkey,3.7,6.266,,9.966
157,Stephen Lewis,Jamaica,4.1,5.866,,9.966
158,Michalis Krasias,Cyprus,5.4,4.566,,9.966
159,Pham Phuoc Hung,Vietnam,4.2,5.733,,9.933
160,Yasir Al Dulaimi,Iraq,3.8,6.1,,9.9
161,Kim Vanström,Sweden,3.9,6,,9.9
162,Neofytos Kyriakou,Cyprus,3.4,6.491,,9.891
163,Nikolaos Kranitis,Greece,3.1,6.766,,9.866
164,Abdullah Al Dulaimi,Iraq,4.8,5.066,,9.866
165,Erick Vargas,Colombia,4.7,5.133,,9.833
166,Scott Costin,Australia,3.8,5.966,,9.766
167,Milos Paunovic,Serbia,4.4,5.366,,9.766
168,Jon Gunnarsson,Iceland,3.1,6.633,,9.733
169,Le Thanh Tung,Vietnam,3.3,6.4,,9.7
170,Ri Wi Chol,North Korea,3.8,5.9,,9.7
171,Khusniddin Abdusamatov,Uzbekistan,4.5,5.2,,9.7
172,Wei An Terry Tay,Singapore,3.8,5.866,,9.666
173,Yu Chao-Wei,Chinese Taipei,3.7,5.9,,9.6
174,Petar Velickovic,Serbia,4.6,5,,9.6
175,Jossimar Calvo,Colombia,4.2,5.266,,9.466
176,Julian Jato,Argentina,3.1,6.2,,9.3
177,Vigen Khachatryan,Armenia,4.4,4.9,,9.3
178,Luka van den Keybus,Belgium,4.4,4.866,,9.266
179,Han Jong Hyok,North Korea,4.3,4.933,,9.233
180,Arian Leon,Peru,4.4,4.833,,9.233
181,Reiss Beckford,Jamaica,4.3,4.6,,8.9
182,Saleem Naghouj,Jordan,3.9,4.966,,8.866
183,Caleb Faulk,Jamaica,4,4.766,,8.766
184,Yazan Al Souliman,Syria,3.8,4.5,,8.3
185,Adelin Kotrong,Romania,4.2,4.033,,8.233
186,Francisco Rojo,Mexico,3.4,4.766,,8.166
187,Cory Paterson,Canada,4.5,3.666,,8.166
188,Tyson Bull,Australia,3.8,4.333,,8.133
189,Akobir Khamrokulov,Uzbekistan,3.7,3.833,,7.533
190,Ahmed Mosa,Qatar,3,3.8,,6.8
191,Randy Leru,Cuba,3.2,3.533,,6.733
192,Israel Chiriboga,Ecuador,3.7,2.966,,6.666
193,Rafael Szabo,Romania,3.3,3.333,,6.633
194,Timur Bairamov,Azerbaijan,2.9,2.6,,5.5
195,Umit Samiloglu,Turkey,2.8,6.4,-4,5.2
196,Daniel Villafane,Argentina,2.9,5.8,-4,4.7
197,Nicolas Cordoba,Argentina,2,6.5,-4,4.5
198,Jamorn Prommanee,Thailand,3.2,4.9,-4,4.1
199,Daniel Aguero,Peru,3.4,4.366,-4,3.766
200,Isaac Nuñez,Mexico,3.3,4.366,-4,3.666
201,Patricio Razo,Mexico,2.9,4.566,-4,3.466
202,Filip Lidbeck,Sweden,2.2,4.7,-4,2.9
