Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Anastasija ANANJEVA,LAT,w,2022-10-09,2022 Mersin World Challenge Cup,final,VT2,8.0,3.4,8.6,0.0,12.0
Anastasija ANANJEVA,LAT,w,2022-10-09,2022 Mersin World Challenge Cup,qual,VT2,8.0,3.4,8.4,0.0,11.8
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,VT1,87.0,3.8,8.266,0.0,12.066
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,VT1,24.0,3.8,8.266,0.0,12.066
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,VT2,24.0,3.4,8.5,0.0,11.9
Anastasija ANANJEVA,LAT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,128.0,3.8,8.633,0.0,12.433
Anastasija ANANJEVA,LAT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,29.0,3.8,8.633,0.0,12.433
Anastasija ANANJEVA,LAT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT2,29.0,3.4,8.633,0.0,12.033
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,VT1,93.0,3.8,8.633,0.3,12.133
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,VT1,15.0,3.8,8.633,0.3,12.133
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,VT2,15.0,3.4,8.433,0.0,11.833
Caleigh ANDERS,RSA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,85.0,4.2,8.8,0.0,13.0
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,VT,1.0,5.6,9.566,0.0,15.166
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,1.0,5.6,9.466,0.0,15.066
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,12.0,5.6,9.466,0.0,15.066
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,12.0,3.0,8.466,0.0,11.466
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,VT,2.0,5.6,9.2,0.1,14.7
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT1,1.0,5.6,9.4,0.0,15.0
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,2.0,5.6,9.3,0.0,14.9
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT2,1.0,5.0,9.5,0.0,14.5
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT2,2.0,5.0,9.366,0.0,14.366
Rebeca ANDRADE,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,VT1,1.0,5.6,9.733,0.0,15.333
Rebeca ANDRADE,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,VT1,1.0,5.6,9.5,0.0,15.1
Rebeca ANDRADE,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,VT2,1.0,5.0,9.633,0.0,14.633
Rebeca ANDRADE,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,VT2,1.0,5.0,9.533,0.0,14.533
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT1,26.0,4.6,8.533,0.0,13.133
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT1,13.0,4.6,8.533,0.0,13.133
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT2,13.0,4.0,8.633,0.0,12.633
Angela ANDREOLI,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT1,43.0,4.6,8.733,0.3,13.033
Angela ANDREOLI,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT1,10.0,4.6,8.733,0.3,13.033
Angela ANDREOLI,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT2,10.0,3.8,8.466,0.0,12.266
Minea Aino Maija ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,VT1,26.0,3.6,8.633,0.0,12.233
Misella ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,VT1,37.0,3.2,8.666,0.0,11.866
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,VT1,6.0,5.0,7.65,0.3,12.35
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,3.0,5.0,8.85,0.0,13.85
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,VT2,6.0,4.4,8.45,0.0,12.85
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT2,3.0,4.4,8.5,0.0,12.9
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,3.0,5.0,8.7,0.0,13.7
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,VT2,3.0,4.4,8.5,0.0,12.9
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,1.0,4.4,8.7,0.0,13.1
Dildora ARIPOVA,UZB,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,150.0,4.2,7.633,0.3,11.533
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,VT1,18.0,4.2,7.633,0.1,11.733
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,VT2,18.0,3.8,8.633,0.0,12.433
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,final,VT1,8.0,4.2,8.466,0.3,12.366
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,VT1,8.0,4.2,8.566,0.0,12.766
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,final,VT2,8.0,3.8,8.666,0.0,12.466
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,VT2,8.0,3.8,8.533,0.0,12.333
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,VT1,12.0,4.2,8.433,0.1,12.533
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,VT2,12.0,3.8,8.7,0.0,12.5
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,VT1,22.0,3.6,8.75,0.0,12.35
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,VT1,10.0,3.6,8.75,0.0,12.35
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,VT2,10.0,3.6,8.6,0.0,12.2
Sona ARTAMONOVA,CZE,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,62.0,4.2,8.933,0.0,13.133
Sona ARTAMONOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,VT1,80.0,3.6,8.7,0.0,12.3
Amelie ATTWOOD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,49.0,3.2,8.65,0.0,11.85
Tatiana BACHURINA,CYP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,138.0,3.2,8.4,0.0,11.6
Tatiana BACHURINA,CYP,w,2022-08-14,2022 Senior European Championships,qual,VT1,98.0,3.2,8.466,0.0,11.666
Tatiana BACHURINA,CYP,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,16.0,3.2,8.55,0.0,11.75
Csenge Maria BACSKAY,HUN,w,2022-04-03,2022 Baku World Cup,final,VT1,2.0,4.6,8.733,0.0,13.333
Csenge Maria BACSKAY,HUN,w,2022-04-03,2022 Baku World Cup,qual,VT1,4.0,4.6,8.766,0.0,13.366
Csenge Maria BACSKAY,HUN,w,2022-04-03,2022 Baku World Cup,final,VT2,2.0,4.4,8.8,0.0,13.2
Csenge Maria BACSKAY,HUN,w,2022-04-03,2022 Baku World Cup,qual,VT2,4.0,4.4,8.7,0.0,13.1
Csenge Maria BACSKAY,HUN,w,2022-03-20,2022 Cairo World Cup,final,VT1,6.0,4.6,8.866,0.1,13.366
Csenge Maria BACSKAY,HUN,w,2022-03-20,2022 Cairo World Cup,qual,VT1,6.0,4.2,8.766,0.0,12.966
Csenge Maria BACSKAY,HUN,w,2022-03-20,2022 Cairo World Cup,final,VT2,6.0,3.4,8.533,0.0,11.933
Csenge Maria BACSKAY,HUN,w,2022-03-20,2022 Cairo World Cup,qual,VT2,6.0,3.4,8.466,0.0,11.866
Csenge Maria BACSKAY,HUN,w,2022-03-05,2022 Doha World Cup,qual,VT1,2.0,4.6,8.766,0.0,13.366
Csenge Maria BACSKAY,HUN,w,2022-03-05,2022 Doha World Cup,final,VT1,2.0,4.6,8.7,0.0,13.3
Csenge Maria BACSKAY,HUN,w,2022-03-05,2022 Doha World Cup,final,VT2,2.0,4.4,8.6,0.0,13.0
Csenge Maria BACSKAY,HUN,w,2022-03-05,2022 Doha World Cup,qual,VT2,2.0,4.4,8.3,0.0,12.7
Csenge Maria BACSKAY,HUN,w,2023-06-11,2023 Osijek World Challenge Cup,final,VT1,2.0,4.6,8.566,0.3,12.866
Csenge Maria BACSKAY,HUN,w,2023-06-11,2023 Osijek World Challenge Cup,qual,VT1,8.0,4.2,8.8,0.0,13.0
Csenge Maria BACSKAY,HUN,w,2023-06-11,2023 Osijek World Challenge Cup,qual,VT2,8.0,3.4,8.6,0.0,12.0
Csenge Maria BACSKAY,HUN,w,2023-06-11,2023 Osijek World Challenge Cup,final,VT2,2.0,4.4,8.933,0.0,13.333
Csenge Maria BACSKAY,HUN,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,VT1,4.0,4.2,8.767,0.0,12.967
Csenge Maria BACSKAY,HUN,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,VT1,2.0,4.6,8.667,0.0,13.267
Csenge Maria BACSKAY,HUN,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,VT2,4.0,3.8,8.733,0.0,12.533
Csenge Maria BACSKAY,HUN,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,VT2,2.0,4.4,8.633,0.0,13.033
Csenge Maria BACSKAY,HUN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,51.0,4.6,8.5,0.0,13.1
Csenge Maria BACSKAY,HUN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,17.0,4.6,8.5,0.0,13.1
Csenge Maria BACSKAY,HUN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,17.0,4.4,8.6,0.0,13.0
Csenge Maria BACSKAY,HUN,w,2022-08-14,2022 Senior European Championships,qual,VT1,19.0,4.6,8.7,0.0,13.3
Csenge Maria BACSKAY,HUN,w,2022-08-14,2022 Senior European Championships,qual,VT1,9.0,4.6,8.7,0.0,13.3
Csenge Maria BACSKAY,HUN,w,2022-08-14,2022 Senior European Championships,TeamFinal,VT1,9.0,4.6,9.2,0.0,13.8
Csenge Maria BACSKAY,HUN,w,2022-08-14,2022 Senior European Championships,qual,VT2,9.0,4.4,8.7,0.0,13.1
Csenge Maria BACSKAY,HUN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT1,8.0,4.6,8.8,0.0,13.4
Csenge Maria BACSKAY,HUN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,23.0,5.0,8.8,0.0,13.8
Csenge Maria BACSKAY,HUN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,11.0,5.0,8.8,0.0,13.8
Csenge Maria BACSKAY,HUN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT2,8.0,4.4,8.733,0.0,13.133
Csenge Maria BACSKAY,HUN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT2,11.0,4.4,8.8,0.0,13.2
Sacha BAILEY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,41.0,3.4,8.7,0.0,12.1
Sacha BAILEY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT2,41.0,3.6,7.75,0.0,11.35
Sacha BAILEY,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT1,15.0,3.4,8.85,0.0,12.25
Sacha BAILEY,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT2,15.0,3.6,7.6,0.3,10.9
Shannon BAKER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,47.0,3.6,8.35,0.0,11.95
Shannon BAKER,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT1,28.0,3.6,8.75,0.0,12.35
Adela BALCOVA,SVK,w,2023-04-16,2023 Senior European Championships,qual,VT1,97.0,3.4,8.6,0.0,12.0
Gabriela BARBOSA,BRA,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,VT1,31.0,4.2,8.45,0.0,12.65
Jade BARBOSA,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,21.0,5.0,8.833,0.0,13.833
Jade BARBOSA,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,VT,4.0,5.0,8.9,0.0,13.9
Ana BARBOSU,ROU,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,VT,19.0,4.2,8.9,0.0,13.1
Ana BARBOSU,ROU,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,57.0,4.2,8.8,0.0,13.0
Ana BARBOSU,ROU,w,2022-08-14,2022 Senior European Championships,qual,VT1,50.0,4.2,8.633,0.1,12.733
Ana BARBOSU,ROU,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,VT,16.0,4.6,8.766,0.0,13.366
Ana BARBOSU,ROU,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,31.0,4.6,8.9,0.0,13.5
Ana BARBOSU,ROU,w,2023-04-16,2023 Senior European Championships,AAfinal,VT1,8.0,4.6,8.8,0.0,13.4
Ana BARBOSU,ROU,w,2023-04-16,2023 Senior European Championships,qual,VT1,98.0,4.6,7.633,0.3,11.933
Aida BAUYRZHANOVA,KAZ,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,134.0,3.4,8.366,0.0,11.766
Aida BAUYRZHANOVA,KAZ,w,2022-10-09,2022 Mersin World Challenge Cup,qual,VT1,6.0,3.8,8.5,0.0,12.3
Aida BAUYRZHANOVA,KAZ,w,2022-10-09,2022 Mersin World Challenge Cup,final,VT1,5.0,3.8,8.65,0.0,12.45
Aida BAUYRZHANOVA,KAZ,w,2022-10-09,2022 Mersin World Challenge Cup,final,VT2,5.0,4.2,8.7,0.0,12.9
Aida BAUYRZHANOVA,KAZ,w,2022-10-09,2022 Mersin World Challenge Cup,qual,VT2,6.0,4.2,7.85,0.0,12.05
Aida BAUYRZHANOVA,KAZ,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,125.0,4.2,8.433,0.1,12.533
Aida BAUYRZHANOVA,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,VT,15.0,3.4,8.3,0.1,11.6
Aida BAUYRZHANOVA,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,VT1,10.0,3.8,8.566,0.0,12.366
Aida BAUYRZHANOVA,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,VT2,10.0,4.2,8.433,0.0,12.633
Teja BELAK,SLO,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,99.0,5.0,7.566,0.0,12.566
Teja BELAK,SLO,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,15.0,5.0,7.566,0.0,12.566
Teja BELAK,SLO,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,15.0,4.6,9.066,0.0,13.666
Teja BELAK,SLO,w,2022-04-03,2022 Baku World Cup,qual,VT1,2.0,5.0,8.766,0.0,13.766
Teja BELAK,SLO,w,2022-04-03,2022 Baku World Cup,final,VT1,3.0,5.0,8.7,0.0,13.7
Teja BELAK,SLO,w,2022-04-03,2022 Baku World Cup,qual,VT2,2.0,4.6,8.666,0.3,12.966
Teja BELAK,SLO,w,2022-04-03,2022 Baku World Cup,final,VT2,3.0,4.6,7.666,0.1,12.166
Teja BELAK,SLO,w,2022-03-20,2022 Cairo World Cup,qual,VT2,14.0,4.6,7.666,0.0,12.266
Teja BELAK,SLO,w,2022-10-09,2022 Mersin World Challenge Cup,qual,VT1,1.0,5.0,8.85,0.0,13.85
Teja BELAK,SLO,w,2022-10-09,2022 Mersin World Challenge Cup,final,VT1,1.0,5.0,9.0,0.0,14.0
Teja BELAK,SLO,w,2022-10-09,2022 Mersin World Challenge Cup,final,VT2,1.0,4.6,9.15,0.0,13.75
Teja BELAK,SLO,w,2022-10-09,2022 Mersin World Challenge Cup,qual,VT2,1.0,4.6,9.1,0.0,13.7
Teja BELAK,SLO,w,2022-08-14,2022 Senior European Championships,qual,VT1,117.0,4.0,7.6,0.3,11.3
Teja BELAK,SLO,w,2022-08-14,2022 Senior European Championships,qual,VT1,26.0,4.0,7.6,0.3,11.3
Teja BELAK,CRO,w,2022-10-02,2022 Szombathely World Challenge Cup,final,VT1,2.0,5.0,7.9,0.0,12.9
Teja BELAK,SLO,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,VT1,2.0,3.8,9.033,0.0,12.833
Teja BELAK,CRO,w,2022-10-02,2022 Szombathely World Challenge Cup,final,VT2,2.0,4.6,8.933,0.0,13.533
Teja BELAK,SLO,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,VT2,2.0,4.6,8.633,0.0,13.233
Arianna BELARDELLI,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,21.0,5.0,8.833,0.0,13.833
Ellie BELBIN,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,VT1,4.0,4.2,9.05,0.0,13.25
Ellie BELBIN,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT1,6.0,4.2,9.05,0.0,13.25
Ellie BELBIN,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,VT2,4.0,3.8,8.899999999999999,0.0,12.7
Ellie BELBIN,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT2,6.0,3.8,8.5,0.0,12.3
Cecilie BERGHOLT,DEN,w,2023-04-16,2023 Senior European Championships,qual,VT1,106.0,3.4,8.433,0.0,11.833
Tamsyn BESSIT,RSA,w,2023-08-05,2023 FISU World University Games,qual,VT1,40.0,3.4,8.3,0.0,11.7
Camil BETANCES,DOM,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,VT1,6.0,4.2,8.466,0.0,12.666
Camil BETANCES,DOM,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,VT1,7.0,4.2,8.433,0.0,12.633
Camil BETANCES,DOM,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,VT2,6.0,3.8,8.333,0.1,12.033
Camil BETANCES,DOM,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,VT2,7.0,3.8,8.3,0.0,12.1
Lena BICKEL,SUI,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,58.0,4.2,8.966,0.0,13.166
Lena BICKEL,SUI,w,2023-04-16,2023 Senior European Championships,qual,VT1,17.0,4.2,9.166,0.0,13.366
Ula BIKINAITE,LTU,w,2022-08-14,2022 Senior European Championships,qual,VT1,68.0,3.8,8.6,0.0,12.4
Ula BIKINAITE,LTU,w,2023-04-16,2023 Senior European Championships,qual,VT1,88.0,3.6,8.566,0.0,12.166
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,VT,1.0,5.6,9.5,0.0,15.1
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT1,2.0,6.4,8.533,0.5,14.433
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,1.0,6.4,9.366,0.5,15.266
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT2,2.0,5.6,9.066,0.0,14.666
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT2,1.0,5.6,9.033,0.0,14.633
Ceren BINER,TUR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,VT1,14.0,4.2,8.0,0.0,12.2
Ceren BINER,TUR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,VT2,14.0,3.8,8.566,0.0,12.366
Ceren BINER,TUR,w,2023-04-16,2023 Senior European Championships,final,VT1,6.0,4.2,8.866,0.0,13.066
Ceren BINER,TUR,w,2023-04-16,2023 Senior European Championships,qual,VT1,38.0,4.2,8.833,0.0,13.033
Ceren BINER,TUR,w,2023-04-16,2023 Senior European Championships,qual,VT1,8.0,4.2,8.833,0.0,13.033
Ceren BINER,TUR,w,2023-04-16,2023 Senior European Championships,final,VT2,6.0,3.8,8.666,0.0,12.466
Ceren BINER,TUR,w,2023-04-16,2023 Senior European Championships,qual,VT2,8.0,3.8,8.666,0.0,12.466
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,VT,9.0,5.0,9.033,0.0,14.033
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,VT1,4.0,5.0,9.2,0.0,14.2
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,26.0,4.8,8.866,0.0,13.666
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,6.0,4.8,8.866,0.0,13.666
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,VT2,4.0,4.8,9.233,0.0,14.033
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,6.0,5.0,8.833,0.0,13.833
Elsabeth BLACK,CAN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,VT,6.0,5.0,9.0,0.0,14.0
Elsabeth BLACK,CAN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT1,5.0,5.0,9.0,0.0,14.0
Elsabeth BLACK,CAN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,17.0,5.0,8.966,0.0,13.966
