Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,4.0,5.7,6.8,0.0,12.5
Ondine ACHAMPONG,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,4.0,5.7,7.6,0.0,13.3
Barbara ACHONDO ANDINO,CHI,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,BB,17.0,3.6,7.6,0.1,11.1
Barbara ACHONDO ANDINO,CHI,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,31.0,3.8,7.233,0.0,11.033
Thelma ADALSTEINSDOTTIR,ISL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,69.0,4.7,7.0,0.1,11.6
Thelma ADALSTEINSDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,BB,35.0,4.7,7.533,0.0,12.233
Thelma ADALSTEINSDOTTIR,ISL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,69.0,4.8,7.333,0.0,12.133
Thelma ADALSTEINSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,BB,57.0,4.8,6.466,0.1,11.166
Jess ADAMSON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,54.0,4.3,5.4,0.0,9.7
Katyna ALICEA,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,48.0,4.3,4.3,0.0,8.6
Ciena ALIPIO,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,17.0,5.6,6.65,0.0,12.25
Alejandra ALVAREZ DIAZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,22.0,4.3,7.266,0.0,11.566
Alejandra Sofia ALVAREZ DIAZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,BB,24.0,4.3,4.833,0.0,9.133
Mei AMORELLI,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,22.0,4.2,7.3,0.0,11.5
Lobar AMRILLAEVA,UZB,w,2023-03-12,2023 Baku World Cup,qual,BB,17.0,4.9,7.2,0.0,12.1
Lobar AMRILLAEVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,BB,26.0,4.9,5.433,0.1,10.233
Changok AN,PRK,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,BB,19.0,5.2,6.7,0.0,11.9
Changok AN,PRK,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,BB,9.0,5.1,6.933,0.0,12.033
Yeonjeong AN,KOR,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,BB,13.0,4.8,7.4,0.0,12.2
Yeonjeong AN,KOR,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,BB,7.0,4.9,7.633,0.0,12.533
Anastasija ANANJEVA,LAT,w,2022-10-09,2022 Mersin World Challenge Cup,qual,BB,22.0,4.1,3.95,0.0,8.05
Anastasija ANANJEVA,LAT,w,2022-08-14,2022 Senior European Championships,qual,BB,117.0,4.7,3.533,0.0,8.233
Anastasija ANANJEVA,LAT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,151.0,4.5,4.966,0.0,9.466
Anastasija ANANJEVA,LAT,w,2023-04-16,2023 Senior European Championships,qual,BB,72.0,4.6,6.1,0.0,10.7
Caleigh ANDERS,RSA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,120.0,4.6,6.6,0.0,11.2
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,3.0,6.0,7.533,0.0,13.533
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,8.0,6.0,6.733,0.0,12.733
Rebeca ANDRADE,BRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,8.0,5.8,7.6,0.0,13.4
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,BB,10.0,5.8,7.7,0.0,13.5
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,BB,3.0,6.0,8.3,0.0,14.3
Rebeca ANDRADE,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,9.0,5.9,7.9,0.0,13.8
Rebeca ANDRADE,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,BB,1.0,6.1,8.066,0.0,14.166
Rebeca ANDRADE,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,2.0,5.8,7.766,0.0,13.566
Angela ANDREOLI,ITA,w,2022-08-14,2022 Senior European Championships,qual,BB,21.0,6.1,6.566,0.0,12.666
Angela ANDREOLI,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,24.0,5.3,7.9,0.0,13.2
Leigh ANNE ELLIOTT,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,BB,33.0,4.3,5.4,0.0,9.7
Minea Aino Maija ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,BB,25.0,4.4,6.933,0.0,11.333
Misella ANTILA,FIN,w,2023-02-26,2023 Cottbus World Cup,qual,BB,25.0,4.3,7.366,0.0,11.666
Misella ANTILA,FIN,w,2023-08-05,2023 FISU World University Games,qual,BB,26.0,4.2,7.066,0.0,11.266
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,BB,8.0,5.2,5.1,0.0,10.3
Shannon ARCHER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,5.0,5.2,7.3,0.0,12.5
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,3.0,5.2,7.5,0.0,12.7
Shannon ARCHER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,16.0,5.3,6.65,0.0,11.95
Dildora ARIPOVA,UZB,w,2022-04-03,2022 Baku World Cup,qual,BB,15.0,4.8,7.333,0.0,12.133
Dildora ARIPOVA,UZB,w,2022-03-20,2022 Cairo World Cup,qual,BB,15.0,4.7,5.8,0.0,10.5
Dildora ARIPOVA,UZB,w,2022-03-29,2022 Varna World Challenge Cup,qual,BB,21.0,4.7,6.1,0.0,10.8
Dildora ARIPOVA,UZB,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,91.0,5.2,6.666,0.0,11.866
Dildora ARIPOVA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,BB,30.0,4.3,5.833,0.0,10.133
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,final,BB,8.0,5.0,6.066,0.0,11.066
Dildora ARIPOVA,UZB,w,2023-02-26,2023 Cottbus World Cup,qual,BB,7.0,5.2,7.766,0.0,12.966
Dildora ARIPOVA,UZB,w,2023-03-04,2023 Doha World Cup,qual,BB,31.0,5.0,6.033,0.0,11.033
Valeria ARRAIZ,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,9.0,4.2,7.35,0.0,11.55
Sona ARTAMONOVA,CZE,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,44.0,5.1,7.533,0.0,12.633
Sona ARTAMONOVA,CZE,w,2023-02-26,2023 Cottbus World Cup,qual,BB,11.0,4.6,8.066,0.0,12.666
Sona ARTAMONOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,BB,22.0,4.8,7.3,0.0,12.1
Urara ASHIKAWA,JPN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,BB,5.0,5.9,8.166,0.0,14.066
Urara ASHIKAWA,JPN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,8.0,5.9,8.1,0.0,14.0
Urara ASHIKAWA,JPN,w,2023-02-26,2023 Cottbus World Cup,final,BB,2.0,5.8,8.266,0.0,14.066
Urara ASHIKAWA,JPN,w,2023-02-26,2023 Cottbus World Cup,qual,BB,4.0,5.5,7.633,0.0,13.133
Amelie ATTWOOD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,36.0,4.7,5.85,0.0,10.55
Nada AWAD,EGY,w,2023-04-30,2023 Cairo World Cup,qual,BB,25.0,4.4,6.033,0.0,10.433
Tatiana BACHURINA,CYP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,92.0,4.7,6.433,0.0,11.133
Tatiana BACHURINA,CYP,w,2022-08-14,2022 Senior European Championships,qual,BB,52.0,4.5,7.266,0.0,11.766
Tatiana BACHURINA,CYP,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,12.0,4.5,6.7,0.0,11.2
Tatiana BACHURINA,CYP,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,30.0,4.0,6.2,0.1,10.1
Csenge Maria BACSKAY,HUN,w,2022-03-05,2022 Doha World Cup,qual,BB,7.0,4.6,6.933,0.0,11.533
Csenge Maria BACSKAY,HUN,w,2022-03-05,2022 Doha World Cup,final,BB,8.0,4.4,6.733,0.0,11.133
Csenge Maria BACSKAY,HUN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,82.0,4.7,6.666,0.0,11.366
Csenge Maria BACSKAY,HUN,w,2022-08-14,2022 Senior European Championships,qual,BB,77.0,4.6,6.533,0.0,11.133
Sacha BAILEY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,35.0,4.6,6.0,0.0,10.6
Sacha BAILEY,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,31.0,4.2,6.4,0.0,10.6
Shannon BAKER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,40.0,4.0,6.3,0.0,10.3
Shannon BAKER,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,19.0,5.1,6.55,0.0,11.65
Adela BALCOVA,SVK,w,2023-04-16,2023 Senior European Championships,qual,BB,76.0,4.3,6.133,0.0,10.433
Jade BARBOSA,BRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,55.0,5.1,7.3,0.0,12.4
Jade BARBOSA,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,BB,5.0,5.1,7.8,0.0,12.9
Jade BARBOSA,BRA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,12.0,5.1,7.5,0.0,12.6
Ana BARBOSU,ROU,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,10.0,5.6,7.133,0.0,12.733
Ana BARBOSU,ROU,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,34.0,5.7,6.8,0.0,12.5
Ana BARBOSU,ROU,w,2022-10-09,2022 Mersin World Challenge Cup,final,BB,1.0,5.9,8.05,0.0,13.95
Ana BARBOSU,ROU,w,2022-10-09,2022 Mersin World Challenge Cup,qual,BB,1.0,5.9,8.0,0.0,13.9
Ana BARBOSU,ROU,w,2022-08-14,2022 Senior European Championships,final,BB,8.0,5.3,6.566,0.3,11.566
Ana BARBOSU,ROU,w,2022-08-14,2022 Senior European Championships,qual,BB,1.0,5.6,7.933,0.0,13.533
Ana BARBOSU,ROU,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,BB,9.0,5.8,7.733,0.0,13.533
Ana BARBOSU,ROU,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,33.0,5.6,7.266,0.0,12.866
Ana BARBOSU,ROU,w,2023-04-16,2023 Senior European Championships,AAfinal,BB,8.0,5.8,7.133,0.0,12.933
Ana BARBOSU,ROU,w,2023-04-16,2023 Senior European Championships,qual,BB,9.0,5.3,7.5,0.0,12.8
Sydney BARROS,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,6.0,5.5,7.6,0.0,13.1
Daniela BATRONA,UKR,w,2022-04-03,2022 Baku World Cup,final,BB,3.0,5.4,7.5,0.0,12.9
Daniela BATRONA,UKR,w,2022-04-03,2022 Baku World Cup,qual,BB,1.0,5.5,7.933,0.0,13.433
Daniela BATRONA,UKR,w,2022-03-20,2022 Cairo World Cup,qual,BB,1.0,5.2,7.6,0.0,12.8
Daniela BATRONA,UKR,w,2022-03-20,2022 Cairo World Cup,final,BB,3.0,4.9,7.266,0.0,12.166
Daniela BATRONA,UKR,w,2022-02-27,2022 Cottbus World Cup,final,BB,1.0,5.5,7.7,0.0,13.2
Daniela BATRONA,UKR,w,2022-02-27,2022 Cottbus World Cup,qual,BB,1.0,5.5,7.8,0.0,13.3
Daniela BATRONA,UKR,w,2022-03-05,2022 Doha World Cup,qual,BB,11.0,5.4,5.533,0.0,10.933
Aida BAUYRZHANOVA,KAZ,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,97.0,4.9,6.166,0.0,11.066
Aida BAUYRZHANOVA,KAZ,w,2022-04-03,2022 Baku World Cup,qual,BB,14.0,4.9,7.266,0.0,12.166
Aida BAUYRZHANOVA,KAZ,w,2022-03-20,2022 Cairo World Cup,qual,BB,10.0,4.9,6.666,0.0,11.566
Aida BAUYRZHANOVA,KAZ,w,2022-03-05,2022 Doha World Cup,qual,BB,9.0,5.0,6.1,0.0,11.1
Aida BAUYRZHANOVA,KAZ,w,2022-10-09,2022 Mersin World Challenge Cup,final,BB,5.0,4.8,7.4,0.0,12.2
Aida BAUYRZHANOVA,KAZ,w,2022-10-09,2022 Mersin World Challenge Cup,qual,BB,5.0,4.8,7.35,0.0,12.15
Aida BAUYRZHANOVA,KAZ,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,101.0,5.1,6.633,0.0,11.733
Aida BAUYRZHANOVA,KAZ,w,2023-03-12,2023 Baku World Cup,qual,BB,9.0,5.1,7.6,0.0,12.7
Aida BAUYRZHANOVA,KAZ,w,2023-04-30,2023 Cairo World Cup,qual,BB,10.0,4.8,7.266,0.0,12.066
Aida BAUYRZHANOVA,KAZ,w,2023-03-04,2023 Doha World Cup,qual,BB,10.0,4.8,7.9,0.0,12.7
Aida BAUYRZHANOVA,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,BB,18.0,4.9,7.133,0.0,12.033
Aida BAUYRZHANOVA,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,BB,10.0,4.9,7.033,0.0,11.933
Teja BELAK,SLO,w,2022-04-03,2022 Baku World Cup,qual,BB,25.0,4.2,6.7,0.0,10.9
Teja BELAK,SLO,w,2022-03-20,2022 Cairo World Cup,qual,BB,9.0,4.7,7.0,0.0,11.7
Ellie BELBIN,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,36.0,4.1,6.1,0.0,10.2
Cecilie BERGHOLT,DEN,w,2023-04-16,2023 Senior European Championships,qual,BB,95.0,4.2,5.533,0.0,9.733
Zadie BERKIN EVANS,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,52.0,4.3,5.45,0.0,9.75
Miriam BERNHARD,AUT,w,2023-06-11,2023 Osijek World Challenge Cup,qual,BB,15.0,4.6,7.066,0.0,11.666
Tamsyn BESSIT,RSA,w,2023-08-05,2023 FISU World University Games,qual,BB,33.0,4.4,6.0,0.0,10.4
Camil BETANCES,DOM,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,42.0,4.3,5.033,0.0,9.333
Lena BICKEL,SUI,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,39.0,5.1,7.6,0.0,12.7
Lena BICKEL,SUI,w,2023-04-16,2023 Senior European Championships,qual,BB,90.0,5.1,4.9,0.0,10.0
Ula BIKINAITE,LTU,w,2022-08-14,2022 Senior European Championships,qual,BB,57.0,4.3,7.333,0.0,11.633
Ula BIKINAITE,LTU,w,2023-04-16,2023 Senior European Championships,qual,BB,120.0,4.0,4.166,0.1,8.066
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,BB,1.0,6.4,8.033,0.0,14.433
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,BB,1.0,6.5,8.3,0.0,14.8
Simone BILES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,1.0,6.3,8.266,0.0,14.566
Simone BILES,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,BB,1.0,6.5,8.3,0.0,14.8
Ceren BINER,TUR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,BB,25.0,5.6,4.866,0.0,10.466
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,4.0,5.8,7.633,0.0,13.433
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,2.0,5.5,8.066,0.0,13.566
Elsabeth BLACK,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,9.0,5.5,7.766,0.0,13.266
Elsabeth BLACK,CAN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,BB,18.0,5.5,7.433,0.0,12.933
Elsabeth BLACK,CAN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,15.0,5.8,7.766,0.0,13.566
Skye BLAKELY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,5.0,6.2,7.1,0.0,13.3
Skye BLAKELY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,2.0,6.0,7.733,0.0,13.733
Skye BLAKELY,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,3.0,6.0,7.5,0.0,13.5
Skye BLAKELY,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,92.0,6.0,5.866,0.0,11.866
Skye BLAKELY,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,BB,3.0,6.4,7.9,0.0,14.3
Skye BLAKELY,USA,w,2023-02-26,2023 Winter Cup,AAfinal,BB,1.0,5.9,7.6,0.1,13.4
Luisa BLANCO,COL,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,BB,9.0,5.0,7.2,0.0,12.2
Luisa BLANCO,COL,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,BB,7.0,5.2,7.066,0.1,12.166
Luisa BLANCO,COL,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,13.0,5.2,7.166,0.1,12.266
Leni BOHLE,AUT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,122.0,4.1,7.066,0.0,11.166
Leni BOHLE,AUT,w,2023-04-16,2023 Senior European Championships,qual,BB,84.0,4.8,5.366,0.0,10.166
Ashley BOHORQUEZ,ECU,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,BB,19.0,4.5,6.2,0.1,10.6
Ashley BOHORQUEZ,ECU,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,45.0,4.5,4.766,0.1,9.166
Charlotte BOOTH,USA,w,2022-02-27,2022 Winter Cup,AAfinal,BB,24.0,4.9,5.7,0.0,10.6
Charlotte BOOTH,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,BB,22.0,4.6,7.2,0.0,11.8
Charlotte BOOTH,USA,w,2023-02-26,2023 Winter Cup,AAfinal,BB,12.0,4.9,7.15,0.0,12.05
Ella BORG,MLT,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,138.0,4.4,5.2,0.0,9.6
Ella BORG,MLT,w,2022-03-05,2022 Doha World Cup,qual,BB,12.0,4.4,6.466,0.0,10.866
Ella BORG,MLT,w,2022-08-14,2022 Senior European Championships,qual,BB,105.0,4.4,5.1,0.0,9.5
Ella BORG,MLT,w,2023-04-16,2023 Senior European Championships,qual,BB,101.0,4.4,5.033,0.0,9.433
Fatma Zohra BOUKHATEM,ALG,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,145.0,4.2,4.3,0.0,8.5
Marine BOYER,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,BB,4.0,5.5,7.8,0.0,13.3
Marine BOYER,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,4.0,5.7,7.966,0.0,13.666
Marine BOYER,FRA,w,2022-08-14,2022 Senior European Championships,qual,BB,12.0,5.5,7.5,0.0,13.0
Marine BOYER,FRA,w,2022-08-14,2022 Senior European Championships,TeamFinal,BB,9.0,5.6,7.266,0.0,12.866
Marine BOYER,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,19.0,5.8,7.6,0.0,13.4
Marine BOYER,FRA,w,2023-03-12,2023 Baku World Cup,final,BB,2.0,5.8,8.066,0.0,13.866
Marine BOYER,FRA,w,2023-03-12,2023 Baku World Cup,qual,BB,2.0,5.6,8.033,0.0,13.633
Marine BOYER,FRA,w,2023-04-16,2023 Senior European Championships,qual,BB,17.0,5.5,6.866,0.0,12.366
Marine BOYER,FRA,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,BB,1.0,5.4,8.433,0.0,13.833
Marine BOYER,FRA,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,BB,1.0,5.4,8.167,0.0,13.567
Jacinta BRACKLEY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,58.0,4.7,4.45,0.0,9.15
Maellyse BRASSART,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,19.0,5.2,6.533,0.0,11.733
Maellyse BRASSART,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,59.0,5.1,6.733,0.0,11.833
Maellyse BRASSART,BEL,w,2023-04-16,2023 Senior European Championships,AAfinal,BB,3.0,5.6,7.8,0.0,13.4
Maellyse BRASSART,BEL,w,2023-04-16,2023 Senior European Championships,qual,BB,58.0,5.2,5.933,0.0,11.133
Maellyse BRASSART,BEL,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,BB,2.0,5.3,7.833,0.0,13.133
Maellyse BRASSART,BEL,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,BB,3.0,5.4,7.9,0.0,13.3
Emily BREMNER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,18.0,4.7,6.85,0.1,11.45
Emily BREMNER,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,20.0,4.7,6.8,0.0,11.5
Anna BRIDGE,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,66.0,4.0,2.75,0.0,6.75
Megan BRIDGE,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,45.0,4.0,6.05,0.0,10.05
Lynnzee BROWN,HAI,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,123.0,4.2,6.966,0.0,11.166
Lynnzee BROWN,HAI,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,BB,11.0,4.2,7.333,0.0,11.533
Lynnzee BROWN,HAI,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,27.0,4.3,7.0,0.0,11.3
Romi BROWN,AUS,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,BB,23.0,4.7,6.5,0.0,11.2
Romi BROWN,AUS,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,42.0,4.7,7.566,0.0,12.266
Romi BROWN,AUS,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,BB,13.0,4.8,7.8,0.0,12.6
Kim BUI,GER,w,2022-08-14,2022 Senior European Championships,qual,BB,17.0,4.9,7.933,0.0,12.833
Annabelle BURROWS,AUS,w,2023-06-11,2023 Osijek World Challenge Cup,qual,BB,17.0,4.6,6.833,0.0,11.433
Dorina BÖCZÖGÖ,HUN,w,2022-03-20,2022 Cairo World Cup,qual,BB,17.0,4.6,5.6,0.1,10.1
Irene CALLE GIL,ESP,w,2023-08-05,2023 FISU World University Games,qual,BB,32.0,4.1,6.433,0.1,10.433
Paulina CAMPOS,MEX,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,96.0,4.6,6.466,0.0,11.066
Paulina CAMPOS,MEX,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,BB,12.0,5.1,6.5,0.1,11.5
