Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
USA,2023 Core Hydration Classic,AAfinal,HB,50.0,3.4,8.35,0.0,11.75,2023,saran alexander
ARG,SANTIAGO 2023 XIX Pan American Games,final,HB,6.0,4.8,8.233,0.0,13.033,2023,luca alfieri
ARG,SANTIAGO 2023 XIX Pan American Games,qual,HB,11.0,4.9,8.4,0.0,13.3,2023,luca alfieri
USA,2022 U.S. Classic,AAfinal,HB,33.0,4.5,7.05,0.0,11.55,2022,javier alfonso
TTO,SANTIAGO 2023 XIX Pan American Games,qual,HB,45.0,3.6,7.033,0.0,10.633,2023,jameel ali
ALG,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,106.0,4.9,7.4,0.0,12.3,2023,ahmed riadh aliouat
ALG,2023 Cairo World Cup,qual,HB,18.0,4.6,8.233,0.0,12.833,2023,ahmed riadh aliouat
POR,2022 Senior European Championships,qual,HB,57.0,3.9,8.766,0.0,12.666,2022,filipe almeida
MGL,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,31.0,4.3,8.033,0.0,12.333,2023,enkhtulga altansukh
CHI,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,90.0,5.0,7.366,0.0,12.366,2022,joel alvarez
CHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,111.0,5.3,6.866,0.0,12.166,2023,joel alvarez
CHI,SANTIAGO 2023 XIX Pan American Games,AAfinal,HB,14.0,5.0,7.666,0.0,12.666,2023,joel alvarez
CHI,SANTIAGO 2023 XIX Pan American Games,qual,HB,19.0,5.0,7.9,0.0,12.9,2023,joel alvarez
SRI,HANGZHOU 2022 19th Asian Games,AAfinal,HB,11.0,4.7,7.566,0.0,12.266,2023,nadila nethviru ambul deniyage don
USA,2023 Core Hydration Classic,AAfinal,HB,22.0,4.2,8.9,0.0,13.1,2023,drake andrews
USA,2023 Winter Cup,AAfinal,HB,10.0,4.2,8.7,0.0,12.9,2023,drake andrews
CYP,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,55.0,4.9,8.166,0.0,13.066,2022,georgios angonas
CYP,2022 Senior European Championships,qual,HB,39.0,4.8,8.433,0.0,13.233,2022,georgios angonas
CYP,2022 Varna World Challenge Cup,qual,HB,10.0,4.6,8.7,0.0,13.3,2022,georgios angonas
CYP,2023 FISU World University Games,qual,HB,35.0,5.1,8.0,0.0,13.1,2023,georgios angonas
CYP,2023 Senior European Championships,qual,HB,70.0,4.8,7.633,0.0,12.433,2023,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,9.0,4.6,8.35,0.0,12.95,2022,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,qual,HB,12.0,4.6,8.65,0.0,13.25,2022,georgios angonas
VEN,2023 Central American and Caribbean Games,qual,HB,26.0,4.2,6.6,0.0,10.8,2023,yefferson anton
none,2022 Paris World Challenge Cup,qual,HB,30.0,3.9,8.3,0.0,12.2,2022,miguel aquino
PUR,2023 Central American and Caribbean Games,qual,HB,14.0,3.9,8.0,0.0,11.9,2023,miguel aquino iii
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,64.0,4.4,8.533,0.0,12.933,2022,ferhat arican
TUR,2022 Senior European Championships,qual,HB,43.0,4.7,8.433,0.0,13.133,2022,ferhat arican
TUR,2022 Senior European Championships,TeamFinal,HB,19.0,4.7,8.0,0.0,12.7,2022,ferhat arican
TUR,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,84.0,4.1,8.633,0.0,12.733,2023,ferhat arican
TUR,2023 Senior European Championships,qual,HB,47.0,4.4,8.433,0.0,12.833,2023,ferhat arican
TUR,EnBW DTB Pokal Team Challenge 2023,qual,HB,26.0,4.4,8.55,0.0,12.95,2023,ferhat arican
INA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,57.0,4.1,5.666,0.0,9.766,2023,samsul arifin
CHI,SANTIAGO 2023 XIX Pan American Games,qual,HB,36.0,4.2,7.766,0.0,11.966,2023,josue armijo
AUT,2022 Senior European Championships,qual,HB,95.0,3.8,7.833,0.0,11.633,2022,manuel helmut arnold
USA,2022 U.S. Classic,AAfinal,HB,30.0,4.7,7.0,0.0,11.7,2022,michael artlip
USA,2022 Winter Cup,AAfinal,HB,36.0,5.0,5.1,0.0,10.1,2022,michael artlip
USA,2023 Core Hydration Classic,AAfinal,HB,26.0,5.0,7.85,0.0,12.85,2023,michael artlip
USA,2023 Winter Cup,AAfinal,HB,16.0,4.8,7.85,0.0,12.65,2023,michael artlip
USA,2023 Core Hydration Classic,AAfinal,HB,76.0,4.1,5.8,0.0,9.9,2023,arthur ashton
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,28.0,5.0,8.566,0.0,13.566,2022,adem asil
TUR,2022 Mersin World Challenge Cup,final,HB,2.0,5.0,9.05,0.0,14.05,2022,adem asil
TUR,2022 Mersin World Challenge Cup,qual,HB,2.0,5.1,8.7,0.0,13.8,2022,adem asil
TUR,2022 Osijek World Challenge Cup,qual,HB,6.0,5.4,8.5,0.0,13.9,2022,adem asil
TUR,2022 Osijek World Challenge Cup,final,HB,5.0,5.4,8.366,0.0,13.766,2022,adem asil
TUR,2022 Senior European Championships,qual,HB,60.0,4.7,7.933,0.0,12.633,2022,adem asil
TUR,2022 Senior European Championships,TeamFinal,HB,3.0,5.4,8.5,0.0,13.9,2022,adem asil
TUR,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,40.0,5.1,8.266,0.0,13.366,2023,adem asil
TUR,2023 Doha World Cup,final,HB,4.0,5.4,8.366,0.0,13.766,2023,adem asil
TUR,2023 Doha World Cup,qual,HB,7.0,5.0,8.633,0.0,13.633,2023,adem asil
TUR,2023 FISU World University Games,qual,HB,12.0,5.4,8.4,0.0,13.8,2023,adem asil
TUR,2023 Senior European Championships,AAfinal,HB,5.0,4.7,8.733,0.0,13.433,2023,adem asil
TUR,2023 Senior European Championships,qual,HB,21.0,4.7,8.5,0.0,13.2,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,qual,HB,14.0,5.0,8.5,0.0,13.5,2023,adem asil
PAN,2023 Central American and Caribbean Games,qual,HB,27.0,4.3,6.2,0.0,10.5,2023,richard atencio
PAN,SANTIAGO 2023 XIX Pan American Games,qual,HB,43.0,4.5,6.766,0.0,11.266,2023,richard atencio
GBR,2023 British Gymnastics Championships,qual,HB,31.0,3.2,4.25,0.0,7.45,2023,jaydon attygalle
UZB,2023 FISU World University Games,qual,HB,65.0,4.0,7.666,0.0,11.666,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,AAfinal,HB,13.0,3.9,8.266,0.0,12.166,2023,asadbek azamov
UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,87.0,4.7,7.733,0.0,12.433,2022,abdulla azimov
UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,HB,17.0,4.4,8.333,0.0,12.733,2022,abdulla azimov
UZB,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,18.0,4.7,8.466,0.0,13.166,2023,abdulla azimov
UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,61.0,4.9,8.2,0.0,13.1,2023,abdulla azimov
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,121.0,4.4,7.1,0.0,11.5,2022,ilyas azizov
KAZ,2022 9th Senior Artistic Gymnastics Asian Championships,qual,HB,15.0,4.5,8.367,0.0,12.867,2022,ilyas azizov
KAZ,2022 Cairo World Cup,qual,HB,20.0,4.2,7.133,0.0,11.333,2022,ilyas azizov
KAZ,2022 Paris World Challenge Cup,qual,HB,36.0,4.4,7.2,0.0,11.6,2022,ilyas azizov
KAZ,2022 Szombathely World Challenge Cup,qual,HB,23.0,3.0,5.0,3.0,5.0,2022,ilyas azizov
KAZ,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,13.0,4.7,8.633,0.0,13.333,2023,ilyas azizov
KAZ,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,75.0,4.7,8.2,0.0,12.9,2023,ilyas azizov
KAZ,2023 Cottbus World Cup,qual,HB,20.0,4.8,7.766,0.0,12.566,2023,ilyas azizov
KAZ,2023 Doha World Cup,qual,HB,31.0,4.4,6.366,0.0,10.766,2023,ilyas azizov
KAZ,2023 FISU World University Games,qual,HB,31.0,4.7,8.533,0.0,13.233,2023,ilyas azizov
KAZ,2023 FISU World University Games,AAfinal,HB,11.0,4.7,8.433,0.0,13.133,2023,ilyas azizov
KOR,HANGZHOU 2022 19th Asian Games,final,HB,6.0,5.5,7.766,0.0,13.266,2023,garam bae
KOR,HANGZHOU 2022 19th Asian Games,AAfinal,HB,12.0,5.1,7.133,0.0,12.233,2023,garam bae
CZE,2023 Senior European Championships,qual,HB,83.0,4.2,8.033,0.0,12.233,2023,daniel bago
SCO,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,6.0,4.5,8.75,0.0,13.25,2022,frank baines
SCO,BIRMINGHAM 2022 Commonwealth Games,final,HB,8.0,4.4,7.5,0.0,11.9,2022,frank baines
SCO,BIRMINGHAM 2022 Commonwealth Games,qual,HB,11.0,4.5,8.75,0.0,13.25,2022,frank baines
HUN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,7.0,5.7,8.1,0.0,13.8,2022,krisztian balazs
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,13.0,5.7,8.4,0.0,14.1,2022,krisztian balazs
HUN,2022 Baku World Cup,qual,HB,22.0,4.9,6.6,0.0,11.5,2022,krisztian balazs
HUN,2022 Cairo World Cup,qual,HB,26.0,4.4,4.833,0.0,9.233,2022,krisztian balazs
HUN,2022 Doha World Cup,qual,HB,9.0,5.0,7.366,0.0,12.366,2022,krisztian balazs
HUN,2022 Doha World Cup,final,HB,8.0,5.1,6.466,0.0,11.566,2022,krisztian balazs
HUN,2022 Koper World Challenge Cup,qual,HB,3.0,5.3,8.35,0.0,13.65,2022,krisztian balazs
HUN,2022 Koper World Challenge Cup,final,HB,7.0,5.3,7.55,0.0,12.85,2022,krisztian balazs
HUN,2022 Osijek World Challenge Cup,qual,HB,9.0,5.3,8.25,0.0,13.55,2022,krisztian balazs
HUN,2022 Senior European Championships,qual,HB,14.0,5.6,8.133,0.0,13.733,2022,krisztian balazs
HUN,2022 Senior European Championships,TeamFinal,HB,5.0,5.6,8.266,0.0,13.866,2022,krisztian balazs
HUN,2022 Szombathely World Challenge Cup,qual,HB,4.0,5.3,8.35,0.0,13.65,2022,krisztian balazs
HUN,2022 Szombathely World Challenge Cup,final,HB,2.0,5.6,8.533,0.0,14.133,2022,krisztian balazs
HUN,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,93.0,5.8,6.733,0.0,12.533,2023,krisztian balazs
HUN,2023 Senior European Championships,final,HB,8.0,5.1,7.4,0.0,12.5,2023,krisztian balazs
HUN,2023 Senior European Championships,qual,HB,4.0,5.5,8.366,0.0,13.866,2023,krisztian balazs
THA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,52.0,4.4,6.566,0.0,10.966,2023,suphacheep baobenmad
THA,HANGZHOU 2022 19th Asian Games,AAfinal,HB,6.0,4.4,8.466,0.0,12.866,2023,suphacheep baobenmad
GBR,2022 British Gymnastics Championships,qual,HB,16.0,4.2,8.15,0.0,12.35,2022,raekwon baptiste
GBR,2023 British Gymnastics Championships,qual,HB,20.0,4.0,8.0,0.0,12.0,2023,raekwon baptiste
GBR,2022 British Gymnastics Championships,qual,HB,15.0,3.9,8.45,0.0,12.35,2022,emil barber
BRA,2022 Varna World Challenge Cup,qual,HB,26.0,5.5,6.9,0.0,12.4,2022,francisco barretto
ITA,2022 Senior European Championships,qual,HB,36.0,4.4,8.866,0.0,13.266,2022,nicola bartolini
ITA,2022 Senior European Championships,TeamFinal,HB,20.0,4.4,8.266,0.0,12.666,2022,nicola bartolini
MGL,2022 9th Senior Artistic Gymnastics Asian Championships,qual,HB,46.0,3.4,7.0,0.0,10.4,2022,battur batbaatar
MGL,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,49.0,3.8,7.233,0.0,11.033,2023,battur batbaatar
SUI,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,53.0,5.5,7.733,0.0,13.233,2023,christian baumann
SUI,2023 Varna World Challenge Cup,final,HB,4.0,5.2,8.4,0.0,13.6,2023,christian baumann
SUI,2023 Varna World Challenge Cup,qual,HB,2.0,5.2,8.4,0.0,13.6,2023,christian baumann
CZE,2022 Cottbus World Cup,qual,HB,14.0,4.6,8.1,0.0,12.7,2022,jonas behal
GBR,2023 British Gymnastics Championships,qual,HB,24.0,4.6,7.0,0.0,11.6,2023,clayton bell
USA,2022 Winter Cup,AAfinal,HB,16.0,5.4,7.55,0.0,12.95,2022,fuzzy benas
USA,2023 Core Hydration Classic,AAfinal,HB,10.0,5.0,8.4,0.0,13.4,2023,fuzzy benas
AUT,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,54.0,5.3,7.8,0.0,13.1,2022,alexander benda
AUT,2022 Paris World Challenge Cup,qual,HB,11.0,5.3,8.05,0.0,13.35,2022,alexander benda
AUT,2022 Senior European Championships,qual,HB,31.0,5.1,8.266,0.0,13.366,2022,alexander benda
AUT,2022 Varna World Challenge Cup,qual,HB,28.0,4.6,7.15,0.0,11.75,2022,alexander benda
AUT,2023 Senior European Championships,qual,HB,98.0,4.8,7.133,0.0,11.933,2023,alexander benda
USA,2023 Winter Cup,AAfinal,HB,17.0,4.2,8.4,0.0,12.6,2023,maxim bereznev
FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,112.0,4.3,7.566,0.0,11.866,2022,cameron lie bernard
FRA,2022 Senior European Championships,qual,HB,74.0,4.2,8.166,0.0,12.366,2022,cameron lie bernard
PHI,2022 9th Senior Artistic Gymnastics Asian Championships,qual,HB,32.0,3.7,8.1,0.0,11.8,2022,juancho miguel besana
PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,38.0,3.8,7.966,0.0,11.766,2023,juancho miguel besana
PHI,2023 Cottbus World Cup,qual,HB,28.0,3.8,8.133,0.0,11.933,2023,juancho miguel besana
PHI,2023 Doha World Cup,qual,HB,15.0,3.8,8.6,0.0,12.4,2023,juancho miguel besana
VEN,2023 Central American and Caribbean Games,qual,HB,17.0,4.4,7.3,0.0,11.7,2023,victor betancourt
GBR,2022 British Gymnastics Championships,qual,HB,18.0,4.4,7.9,0.0,12.3,2022,brinn bevan
WAL,BIRMINGHAM 2022 Commonwealth Games,qual,HB,17.0,4.8,8.0,0.0,12.8,2022,brinn bevan
GER,2023 FISU World University Games,qual,HB,38.0,4.7,8.166,0.0,12.866,2023,willi leonhard binder
USA,2022 Varna World Challenge Cup,qual,HB,24.0,4.9,7.75,0.0,12.65,2022,jeremy bischoff
USA,2022 Winter Cup,AAfinal,HB,17.0,5.4,7.45,0.0,12.85,2022,jeremy bischoff
USA,2023 Core Hydration Classic,AAfinal,HB,14.0,5.6,7.7,0.0,13.3,2023,jeremy bischoff
USA,2023 Winter Cup,AAfinal,HB,24.0,5.3,6.15,0.0,11.45,2023,jeremy bischoff
BRA,2022 Osijek World Challenge Cup,qual,HB,7.0,5.4,8.35,0.0,13.75,2022,lucas bitencourt
BRA,2022 Osijek World Challenge Cup,final,HB,2.0,5.7,8.566,0.0,14.266,2022,lucas bitencourt
CAN,2022 Koper World Challenge Cup,qual,HB,16.0,4.6,7.0,0.0,11.6,2022,felix blaquiere
CAN,2022 Mersin World Challenge Cup,final,HB,7.0,4.8,7.4,0.0,12.2,2022,felix blaquiere
CAN,2022 Mersin World Challenge Cup,qual,HB,6.0,4.8,8.35,0.0,13.15,2022,felix blaquiere
USA,2022 U.S. Classic,AAfinal,HB,25.0,4.1,8.0,0.0,12.1,2022,landen blixt
USA,2022 Winter Cup,AAfinal,HB,21.0,4.3,8.3,0.0,12.6,2022,landen blixt
USA,2023 Winter Cup,AAfinal,HB,9.0,4.6,8.6,0.0,13.2,2023,landen blixt
USA,2023 FISU World University Games,qual,HB,29.0,4.8,8.5,0.0,13.3,2023,landen blixt
USA,2022 U.S. Classic,AAfinal,HB,16.0,4.9,7.75,0.0,12.65,2022,cameron bock
USA,2023 Core Hydration Classic,AAfinal,HB,7.0,5.2,8.25,0.0,13.45,2023,cameron bock
USA,2023 Winter Cup,AAfinal,HB,5.0,5.1,8.45,0.0,13.55,2023,cameron bock
USA,SANTIAGO 2023 XIX Pan American Games,AAfinal,HB,16.0,5.1,7.366,0.0,12.466,2023,cameron bock
USA,SANTIAGO 2023 XIX Pan American Games,final,HB,4.0,5.2,8.566,0.0,13.766,2023,cameron bock
USA,SANTIAGO 2023 XIX Pan American Games,qual,HB,4.0,5.2,8.6,0.0,13.8,2023,cameron bock
COL,SANTIAGO 2023 XIX Pan American Games,qual,HB,42.0,3.7,7.7,0.0,11.4,2023,kristopher bohorquez
USA,2023 Core Hydration Classic,AAfinal,HB,18.0,5.6,7.6,0.0,13.2,2023,crew bold
ITA,2022 Paris World Challenge Cup,qual,HB,25.0,4.9,7.8,0.0,12.7,2022,lorenzo bonicelli
ITA,2023 FISU World University Games,qual,HB,22.0,5.6,7.833,0.0,13.433,2023,lorenzo bonicelli
ITA,2023 FISU World University Games,AAfinal,HB,5.0,5.4,8.5,0.0,13.9,2023,lorenzo bonicelli
THA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,HB,54.0,2.8,7.9,0.0,10.7,2023,punyapat boonpatham
FRA,2022 Paris World Challenge Cup,qual,HB,17.0,5.8,7.35,0.0,13.15,2022,edgar boulet
LUX,2023 Senior European Championships,qual,HB,82.0,3.9,8.4,0.0,12.3,2023,quentin brandenburger
USA,2022 Winter Cup,AAfinal,HB,30.0,4.6,7.05,0.0,11.65,2022,garrett braunton
USA,2023 Winter Cup,AAfinal,HB,29.0,5.1,4.25,0.0,9.35,2023,garrett braunton
GER,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,117.0,4.7,7.033,0.0,11.733,2022,pascal brendel
GER,2023 52nd FIG Artistic Gymnastics World Championships,qual,HB,14.0,5.4,8.533,0.0,13.933,2023,pascal brendel
GER,2023 Baku World Cup,qual,HB,23.0,5.0,7.8,0.0,12.8,2023,pascal brendel
GER,2023 Cottbus World Cup,qual,HB,11.0,5.0,8.2,0.0,13.2,2023,pascal brendel
GER,2023 Senior European Championships,AAfinal,HB,12.0,5.0,8.233,0.0,13.233,2023,pascal brendel
GER,2023 Senior European Championships,qual,HB,22.0,5.0,8.2,0.0,13.2,2023,pascal brendel
GE1,EnBW DTB Pokal Team Challenge 2023,qual,HB,29.0,5.0,7.85,0.0,12.85,2023,pascal brendel
USA,2023 Core Hydration Classic,AAfinal,HB,2.0,6.1,7.55,0.0,13.65,2023,brandon briones
GBR,2022 British Gymnastics Championships,qual,HB,30.0,3.0,8.2,0.0,11.2,2022,henry brooker
USA,2023 Core Hydration Classic,AAfinal,HB,51.0,4.2,7.55,0.0,11.75,2023,hunter brunett
SLO,2023 Baku World Cup,qual,HB,36.0,4.3,7.166,0.0,11.466,2023,kevin george buckley
SLO,2023 Cairo World Cup,qual,HB,29.0,4.5,7.233,0.0,11.733,2023,kevin george buckley
SLO,2023 Senior European Championships,qual,HB,86.0,4.5,7.733,0.0,12.233,2023,kevin george buckley
