Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
USA,2023 Core Hydration Classic,AAfinal,SR,12.0,5.6,7.8,0.0,13.4,2023,ashton anaya
USA,2023 Core Hydration Classic,AAfinal,SR,60.0,5.4,6.25,0.0,11.65,2023,reuven anderson
USA,2023 Winter Cup,AAfinal,SR,18.0,4.6,8.25,0.0,12.85,2023,drake andrews
CYP,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,87.0,4.0,8.566,0.0,12.566,2022,georgios angonas
CYP,2022 Senior European Championships,qual,SR,95.0,4.0,8.166,0.0,12.166,2022,georgios angonas
CYP,2023 FISU World University Games,qual,SR,43.0,4.2,8.533,0.0,12.733,2023,georgios angonas
CYP,2023 Senior European Championships,qual,SR,88.0,4.2,8.466,0.0,12.666,2023,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,AAfinal,SR,14.0,4.0,7.85,0.0,11.85,2022,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,qual,SR,24.0,4.0,8.6,0.0,12.6,2022,georgios angonas
VEN,2023 Central American and Caribbean Games,qual,SR,25.0,4.1,7.0,0.0,11.1,2023,yefferson anton
PUR,2023 Central American and Caribbean Games,qual,SR,27.0,3.8,7.05,0.0,10.85,2023,miguel aquino iii
INA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,SR,51.0,5.5,5.7,0.3,10.9,2023,samsul arifin
AUT,2022 Senior European Championships,qual,SR,58.0,4.9,8.1,0.0,13.0,2022,manuel helmut arnold
USA,2022 U.S. Classic,AAfinal,SR,15.0,4.2,8.8,0.0,13.0,2022,michael artlip
USA,2022 Winter Cup,AAfinal,SR,14.0,4.2,8.85,0.0,13.05,2022,michael artlip
USA,2023 Winter Cup,AAfinal,SR,27.0,3.9,7.75,0.0,11.65,2023,michael artlip
USA,2023 Core Hydration Classic,AAfinal,SR,49.0,5.0,7.15,0.0,12.15,2023,arthur ashton
TUR,2022 51st FIG Artistic Gymnastics World Championships,final,SR,1.0,6.3,8.633,0.0,14.933,2022,adem asil
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,2.0,6.3,8.366,0.0,14.666,2022,adem asil
TUR,2022 Baku World Cup,final,SR,6.0,6.3,7.9,0.0,14.2,2022,adem asil
TUR,2022 Baku World Cup,qual,SR,3.0,6.3,8.333,0.0,14.633,2022,adem asil
TUR,2022 Cottbus World Cup,final,SR,4.0,6.2,8.266,0.0,14.466,2022,adem asil
TUR,2022 Cottbus World Cup,qual,SR,1.0,6.2,8.333,0.0,14.533,2022,adem asil
TUR,2022 Mersin World Challenge Cup,qual,SR,1.0,6.3,8.9,0.0,15.2,2022,adem asil
TUR,2022 Mersin World Challenge Cup,final,SR,1.0,6.3,8.7,0.0,15.0,2022,adem asil
TUR,2022 Osijek World Challenge Cup,qual,SR,2.0,6.3,8.7,0.0,15.0,2022,adem asil
TUR,2022 Osijek World Challenge Cup,final,SR,1.0,6.3,8.6,0.0,14.9,2022,adem asil
TUR,2022 Paris World Challenge Cup,qual,SR,1.0,6.3,8.6,0.0,14.9,2022,adem asil
TUR,2022 Paris World Challenge Cup,final,SR,1.0,6.3,8.5,0.0,14.8,2022,adem asil
TUR,2022 Senior European Championships,final,SR,2.0,6.3,8.733,0.0,15.033,2022,adem asil
TUR,2022 Senior European Championships,qual,SR,2.0,6.3,8.633,0.0,14.933,2022,adem asil
TUR,2022 Senior European Championships,TeamFinal,SR,1.0,6.3,8.5,0.0,14.8,2022,adem asil
TUR,2023 52nd FIG Artistic Gymnastics World Championships,qual,SR,12.0,6.3,7.866,0.0,14.166,2023,adem asil
TUR,2023 Cottbus World Cup,final,SR,5.0,6.3,8.166,0.0,14.466,2023,adem asil
TUR,2023 Cottbus World Cup,qual,SR,3.0,6.3,8.333,0.0,14.633,2023,adem asil
TUR,2023 Doha World Cup,final,SR,2.0,6.3,8.733,0.0,15.033,2023,adem asil
TUR,2023 Doha World Cup,qual,SR,2.0,6.3,8.6,0.0,14.9,2023,adem asil
TUR,2023 FISU World University Games,final,SR,3.0,6.3,8.633,0.0,14.933,2023,adem asil
TUR,2023 FISU World University Games,qual,SR,5.0,6.3,8.533,0.0,14.832999999999998,2023,adem asil
TUR,2023 Senior European Championships,final,SR,1.0,6.3,8.633,0.0,14.933,2023,adem asil
TUR,2023 Senior European Championships,qual,SR,1.0,6.3,8.733,0.0,15.033,2023,adem asil
TUR,2023 Senior European Championships,AAfinal,SR,1.0,6.3,8.733,0.0,15.033,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,final,SR,1.0,6.3,8.3,0.0,14.6,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,qual,SR,4.0,6.3,8.1,0.0,14.4,2023,adem asil
PAN,2023 Central American and Caribbean Games,qual,SR,28.0,4.3,6.45,0.0,10.75,2023,richard atencio
PAN,SANTIAGO 2023 XIX Pan American Games,qual,SR,42.0,4.1,7.466,0.0,11.566,2023,richard atencio
GBR,2023 British Gymnastics Championships,qual,SR,31.0,3.2,6.75,0.3,9.65,2023,jaydon attygalle
ARM,2022 51st FIG Artistic Gymnastics World Championships,final,SR,4.0,6.0,8.6,0.0,14.6,2022,artur avetisyan
ARM,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,7.0,5.9,8.566,0.0,14.466,2022,artur avetisyan
ARM,2022 Cairo World Cup,qual,SR,4.0,5.9,8.566,0.0,14.466,2022,artur avetisyan
ARM,2022 Cairo World Cup,qual,SR,4.0,5.9,8.566,0.0,14.466,2022,artur avetisyan
ARM,2022 Cairo World Cup,final,SR,4.0,6.0,8.5,0.0,14.5,2022,artur avetisyan
ARM,2022 Cairo World Cup,final,SR,4.0,6.0,8.5,0.0,14.5,2022,artur avetisyan
ARM,2022 Cottbus World Cup,qual,SR,4.0,6.0,8.3,0.0,14.3,2022,artur avetisyan
ARM,2022 Cottbus World Cup,qual,SR,4.0,6.0,8.3,0.0,14.3,2022,artur avetisyan
ARM,2022 Cottbus World Cup,final,SR,8.0,5.8,7.066,0.0,12.866,2022,artur avetisyan
ARM,2022 Cottbus World Cup,final,SR,8.0,5.8,7.066,0.0,12.866,2022,artur avetisyan
ARM,2022 Doha World Cup,qual,SR,2.0,6.0,8.633,0.0,14.633,2022,artur avetisyan
ARM,2022 Doha World Cup,qual,SR,2.0,6.0,8.633,0.0,14.633,2022,artur avetisyan
ARM,2022 Doha World Cup,final,SR,2.0,6.0,8.5,0.0,14.5,2022,artur avetisyan
ARM,2022 Doha World Cup,final,SR,2.0,6.0,8.5,0.0,14.5,2022,artur avetisyan
ARM,2022 Senior European Championships,final,SR,8.0,5.6,8.133,0.0,13.733,2022,artur avetisyan
ARM,2022 Senior European Championships,qual,SR,6.0,6.0,8.633,0.0,14.633,2022,artur avetisyan
ARM,2023 52nd FIG Artistic Gymnastics World Championships,final,SR,7.0,5.9,8.533,0.0,14.433,2023,artur avetisyan
ARM,2023 52nd FIG Artistic Gymnastics World Championships,qual,SR,6.0,5.9,8.533,0.0,14.433,2023,artur avetisyan
ARM,2023 Cairo World Cup,final,SR,3.0,5.9,8.766,0.0,14.666,2023,artur avetisyan
ARM,2023 Cairo World Cup,qual,SR,3.0,5.9,8.733,0.0,14.633,2023,artur avetisyan
ARM,2023 Cottbus World Cup,final,SR,3.0,6.0,8.533,0.0,14.533,2023,artur avetisyan
ARM,2023 Cottbus World Cup,qual,SR,5.0,6.0,8.533,0.0,14.533,2023,artur avetisyan
ARM,2023 Doha World Cup,final,SR,4.0,6.0,8.733,0.0,14.733,2023,artur avetisyan
ARM,2023 Doha World Cup,qual,SR,3.0,6.0,8.766,0.0,14.766,2023,artur avetisyan
ARM,2023 FISU World University Games,final,SR,4.0,5.9,8.933,0.0,14.833,2023,artur avetisyan
ARM,2023 FISU World University Games,qual,SR,7.0,5.9,8.666,0.0,14.566,2023,artur avetisyan
ARM,2023 Osijek World Challenge Cup,qual,SR,1.0,5.9,8.9,0.0,14.8,2023,artur avetisyan
ARM,2023 Osijek World Challenge Cup,qual,SR,1.0,5.9,8.9,0.0,14.8,2023,artur avetisyan
ARM,2023 Osijek World Challenge Cup,final,SR,1.0,5.9,8.766,0.0,14.666,2023,artur avetisyan
ARM,2023 Osijek World Challenge Cup,final,SR,1.0,5.9,8.766,0.0,14.666,2023,artur avetisyan
ARM,2023 Senior European Championships,final,SR,7.0,6.0,8.433,0.0,14.433,2023,artur avetisyan
ARM,2023 Senior European Championships,qual,SR,5.0,5.9,8.766,0.0,14.666,2023,artur avetisyan
ARM,2023 Varna World Challenge Cup,final,SR,1.0,5.9,8.8,0.0,14.7,2023,artur avetisyan
ARM,2023 Varna World Challenge Cup,qual,SR,1.0,5.9,8.35,0.0,14.25,2023,artur avetisyan
TUR,2022 Varna World Challenge Cup,qual,SR,8.0,6.0,7.85,0.0,13.85,2022,mehmet ayberk
UZB,2023 Baku World Cup,qual,SR,32.0,4.9,7.2,0.0,12.1,2023,asadbek azamov
UZB,2023 FISU World University Games,qual,SR,36.0,5.1,7.966,0.0,13.066,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,qual,SR,14.0,5.1,8.066,0.0,13.166,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,AAfinal,SR,4.0,5.1,8.433,0.0,13.533,2023,asadbek azamov
UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,112.0,4.3,7.666,0.0,11.966,2022,abdulla azimov
UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,SR,35.0,4.7,7.233,0.0,11.933,2022,abdulla azimov
UZB,2023 10th Senior Artistic Gymnastics Asian Championships,qual,SR,41.0,4.0,7.8,0.0,11.8,2023,abdulla azimov
UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,SR,111.0,4.2,8.166,0.0,12.366,2023,abdulla azimov
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,93.0,4.0,8.5,0.0,12.5,2022,ilyas azizov
KAZ,2022 9th Senior Artistic Gymnastics Asian Championships,qual,SR,25.0,4.0,8.6,0.0,12.6,2022,ilyas azizov
KAZ,2022 Cairo World Cup,qual,SR,21.0,4.3,7.6,0.0,11.9,2022,ilyas azizov
KAZ,2023 10th Senior Artistic Gymnastics Asian Championships,qual,SR,28.0,4.0,8.633,0.0,12.633,2023,ilyas azizov
KAZ,2023 52nd FIG Artistic Gymnastics World Championships,qual,SR,123.0,4.4,7.6,0.0,12.0,2023,ilyas azizov
KAZ,2023 FISU World University Games,qual,SR,54.0,4.0,8.533,0.0,12.533,2023,ilyas azizov
KAZ,2023 FISU World University Games,AAfinal,SR,16.0,4.0,8.6,0.0,12.6,2023,ilyas azizov
AZE,2022 Cairo World Cup,qual,SR,18.0,5.9,6.7,0.0,12.6,2022,javidan babayev
AZE,2022 Cottbus World Cup,qual,SR,17.0,5.9,6.933,0.0,12.833,2022,javidan babayev
AZE,2022 Paris World Challenge Cup,qual,SR,20.0,5.6,7.6,0.0,13.2,2022,javidan babayev
KOR,HANGZHOU 2022 19th Asian Games,qual,SR,25.0,4.8,7.666,0.0,12.466,2023,garam bae
KOR,HANGZHOU 2022 19th Asian Games,AAfinal,SR,10.0,4.8,8.033,0.0,12.833,2023,garam bae
CZE,2023 Baku World Cup,qual,SR,31.0,4.3,7.9,0.0,12.2,2023,daniel bago
CZE,2023 Senior European Championships,qual,SR,90.0,4.1,8.533,0.0,12.633,2023,daniel bago
SCO,BIRMINGHAM 2022 Commonwealth Games,AAfinal,SR,7.0,4.3,8.65,0.0,12.95,2022,frank baines
SCO,BIRMINGHAM 2022 Commonwealth Games,qual,SR,13.0,4.3,8.9,0.0,13.2,2022,frank baines
HUN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,SR,20.0,4.4,8.466,0.0,12.866,2022,krisztian balazs
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,71.0,4.4,8.4,0.0,12.8,2022,krisztian balazs
HUN,2022 Senior European Championships,qual,SR,57.0,4.4,8.6,0.0,13.0,2022,krisztian balazs
HUN,2023 52nd FIG Artistic Gymnastics World Championships,qual,SR,126.0,3.8,8.1,0.0,11.9,2023,krisztian balazs
HUN,2023 Senior European Championships,qual,SR,48.0,4.6,8.6,0.0,13.2,2023,krisztian balazs
THA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,SR,47.0,4.4,7.033,0.0,11.433,2023,suphacheep baobenmad
THA,HANGZHOU 2022 19th Asian Games,qual,SR,29.0,4.4,7.366,0.0,11.766,2023,suphacheep baobenmad
THA,HANGZHOU 2022 19th Asian Games,AAfinal,SR,17.0,4.4,7.233,0.0,11.633,2023,suphacheep baobenmad
GBR,2022 British Gymnastics Championships,final,SR,6.0,4.9,8.166,0.0,13.066,2022,raekwon baptiste
GBR,2022 British Gymnastics Championships,qual,SR,7.0,4.9,8.3,0.0,13.2,2022,raekwon baptiste
GBR,2023 British Gymnastics Championships,qual,SR,11.0,4.8,8.25,0.0,13.05,2023,raekwon baptiste
BRA,2022 Varna World Challenge Cup,qual,SR,17.0,5.5,7.65,0.0,13.15,2022,gabriel barbosa
BRA,EnBW DTB Pokal Team Challenge 2023,qual,SR,33.0,5.0,8.1,0.0,13.1,2023,gabriel barbosa
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,68.0,4.3,8.533,0.0,12.833,2022,nicola bartolini
ITA,2022 Senior European Championships,qual,SR,68.0,4.3,8.533,0.0,12.833,2022,nicola bartolini
MGL,2022 9th Senior Artistic Gymnastics Asian Championships,qual,SR,54.0,2.9,6.033,0.0,8.933,2022,battur batbaatar
MGL,2023 10th Senior Artistic Gymnastics Asian Championships,qual,SR,57.0,1.9,7.466,3.3,6.066,2023,battur batbaatar
HUN,2022 Baku World Cup,qual,SR,27.0,4.2,7.233,0.0,11.433,2022,szabolcs batori
HUN,2022 Varna World Challenge Cup,qual,SR,25.0,4.5,8.05,0.0,12.55,2022,szabolcs batori
HUN,2023 Osijek World Challenge Cup,qual,SR,21.0,4.6,7.45,0.0,12.05,2023,szabolcs batori
HUN,2023 Varna World Challenge Cup,qual,SR,20.0,4.5,5.85,0.0,10.35,2023,szabolcs batori
SUI,2023 52nd FIG Artistic Gymnastics World Championships,qual,SR,29.0,5.2,8.466,0.0,13.666,2023,christian baumann
SUI,2023 Varna World Challenge Cup,final,SR,5.0,5.2,8.466,0.0,13.666,2023,christian baumann
SUI,2023 Varna World Challenge Cup,qual,SR,7.0,5.2,8.25,0.0,13.45,2023,christian baumann
GBR,2023 British Gymnastics Championships,qual,SR,21.0,4.2,8.15,0.0,12.35,2023,clayton bell
USA,2022 Winter Cup,AAfinal,SR,13.0,4.9,8.3,0.0,13.2,2022,fuzzy benas
USA,2023 Core Hydration Classic,AAfinal,SR,17.0,4.7,8.45,0.0,13.15,2023,fuzzy benas
AUT,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,121.0,4.3,7.4,0.0,11.7,2022,alexander benda
AUT,2022 Senior European Championships,qual,SR,66.0,4.3,8.566,0.0,12.866,2022,alexander benda
AUT,2023 Senior European Championships,qual,SR,117.0,4.3,7.566,0.0,11.866,2023,alexander benda
USA,2023 Winter Cup,AAfinal,SR,17.0,4.5,8.35,0.0,12.85,2023,maxim bereznev
FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,SR,43.0,5.2,8.1,0.0,13.3,2022,cameron lie bernard
FRA,2022 Senior European Championships,qual,SR,73.0,5.2,7.6,0.0,12.8,2022,cameron lie bernard
FRA,2022 Senior European Championships,TeamFinal,SR,17.0,5.2,8.033,0.0,13.233,2022,cameron lie bernard
FRA,2023 Baku World Cup,qual,SR,19.0,5.2,7.766,0.0,12.966,2023,cameron lie bernard
FRA,2023 Senior European Championships,qual,SR,30.0,5.2,8.266,0.0,13.466,2023,cameron lie bernard
FRA,2022 Baku World Cup,qual,SR,12.0,5.2,7.9,0.0,13.1,2022,cameron-lie bernard
FRA,2022 Paris World Challenge Cup,qual,SR,18.0,5.2,8.1,0.0,13.3,2022,cameron-lie bernard
FRA,EnBW DTB Pokal Team Challenge 2023,qual,SR,32.0,5.2,7.95,0.0,13.15,2023,cameron-lie bernard
PHI,2022 9th Senior Artistic Gymnastics Asian Championships,qual,SR,53.0,3.7,6.4,0.3,9.8,2022,juancho miguel besana
PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,SR,37.0,4.4,7.833,0.0,12.233,2023,juancho miguel besana
VEN,2023 Central American and Caribbean Games,qual,SR,16.0,4.0,8.05,0.0,12.05,2023,victor betancourt
GBR,2022 British Gymnastics Championships,qual,SR,15.0,4.3,8.45,0.0,12.75,2022,brinn bevan
WAL,BIRMINGHAM 2022 Commonwealth Games,qual,SR,16.0,4.4,8.7,0.0,13.1,2022,brinn bevan
GER,2023 FISU World University Games,qual,SR,63.0,4.0,8.1,0.0,12.1,2023,willi leonhard binder
USA,2022 U.S. Classic,AAfinal,SR,21.0,5.1,7.6,0.0,12.7,2022,jeremy bischoff
USA,2022 Varna World Challenge Cup,qual,SR,18.0,4.6,8.45,0.0,13.05,2022,jeremy bischoff
USA,2022 Winter Cup,AAfinal,SR,23.0,5.1,7.55,0.0,12.65,2022,jeremy bischoff
USA,2023 Core Hydration Classic,AAfinal,SR,27.0,5.1,7.85,0.0,12.95,2023,jeremy bischoff
USA,2023 Winter Cup,AAfinal,SR,12.0,4.9,8.3,0.0,13.2,2023,jeremy bischoff
BRA,2022 Osijek World Challenge Cup,qual,SR,12.0,5.2,7.9,0.0,13.1,2022,lucas bitencourt
CAN,2022 Koper World Challenge Cup,qual,SR,8.0,5.6,7.8,0.0,13.4,2022,felix blaquiere
CAN,2022 Koper World Challenge Cup,final,SR,3.0,5.6,7.85,0.0,13.45,2022,felix blaquiere
CAN,2022 Mersin World Challenge Cup,final,SR,5.0,5.6,8.25,0.0,13.85,2022,felix blaquiere
CAN,2022 Mersin World Challenge Cup,qual,SR,6.0,5.6,8.0,0.0,13.6,2022,felix blaquiere
USA,2022 U.S. Classic,AAfinal,SR,17.0,4.1,8.8,0.0,12.9,2022,landen blixt
USA,2022 Winter Cup,AAfinal,SR,34.0,4.1,7.75,0.0,11.85,2022,landen blixt
USA,2023 Winter Cup,AAfinal,SR,23.0,4.4,8.05,0.0,12.45,2023,landen blixt
USA,2023 FISU World University Games,qual,SR,55.0,4.4,8.1,0.0,12.5,2023,landen blixt
USA,2022 U.S. Classic,AAfinal,SR,13.0,5.0,8.2,0.0,13.2,2022,cameron bock
USA,2023 Core Hydration Classic,AAfinal,SR,8.0,4.8,8.85,0.0,13.65,2023,cameron bock
USA,2023 Winter Cup,AAfinal,SR,28.0,4.0,7.6,0.0,11.6,2023,cameron bock
USA,SANTIAGO 2023 XIX Pan American Games,AAfinal,SR,14.0,5.2,7.566,0.0,12.766,2023,cameron bock
USA,SANTIAGO 2023 XIX Pan American Games,qual,SR,8.0,5.2,8.4,0.0,13.6,2023,cameron bock
USA,2023 Core Hydration Classic,AAfinal,SR,15.0,4.6,8.65,0.0,13.25,2023,ethan boder
COL,2022 Varna World Challenge Cup,qual,SR,5.0,5.7,8.35,0.0,14.05,2022,kristopher bohorquez
COL,2022 Varna World Challenge Cup,final,SR,5.0,5.7,8.3,0.0,14.0,2022,kristopher bohorquez
COL,2023 Central American and Caribbean Games,final,SR,1.0,5.6,8.3,0.0,13.9,2023,kristopher bohorquez
COL,2023 Central American and Caribbean Games,qual,SR,3.0,5.6,7.5,0.0,13.1,2023,kristopher bohorquez
COL,SANTIAGO 2023 XIX Pan American Games,final,SR,5.0,5.6,8.066,0.0,13.666,2023,kristopher bohorquez
COL,SANTIAGO 2023 XIX Pan American Games,qual,SR,6.0,5.6,8.066,0.0,13.666,2023,kristopher bohorquez
