Name,Country,Competition,Location,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Nestor ABAD,ESP,2023 Tel Aviv World Challenge Cup,"Tel Aviv, Israel",qual,HB,1.0,5.3,8.35,0.0,13.65
Nestor ABAD,ESP,2023 Tel Aviv World Challenge Cup,"Tel Aviv, Israel",qual,PH,11.0,5.0,7.0,0.0,12.0
Nestor ABAD,ESP,2023 Tel Aviv World Challenge Cup,"Tel Aviv, Israel",qual,SR,2.0,5.7,8.35,0.0,14.05
Nestor ABAD,ESP,2023 Tel Aviv World Challenge Cup,"Tel Aviv, Israel",final,SR,2.0,5.7,8.3,0.0,14.0
Yumin ABBADINI,ITA,2022 Senior European Championships,"Munich, Germany",qual,FX,19.0,5.4,8.433,0.0,13.833
Yumin ABBADINI,ITA,2022 Senior European Championships,"Munich, Germany",qual,HB,11.0,5.6,8.2,0.0,13.8
Yumin ABBADINI,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,HB,6.0,5.6,8.166,0.0,13.766
Yumin ABBADINI,ITA,2022 Senior European Championships,"Munich, Germany",qual,PB,91.0,4.7,7.333,0.0,12.033
Yumin ABBADINI,ITA,2022 Senior European Championships,"Munich, Germany",qual,PH,61.0,5.0,7.533,0.0,12.533
Yumin ABBADINI,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,PH,5.0,5.5,8.333,0.0,13.833
Yumin ABBADINI,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,SR,13.0,5.0,8.366,0.0,13.366
Yumin ABBADINI,ITA,2023 Baku World Cup,"Baku, Azerbaijan",qual,FX,11.0,5.5,8.033,0.0,13.533
Yumin ABBADINI,ITA,2023 Baku World Cup,"Baku, Azerbaijan",qual,HB,10.0,5.3,8.233,0.0,13.533
Yumin ABBADINI,ITA,2023 Baku World Cup,"Baku, Azerbaijan",qual,PH,15.0,6.4,7.033,0.0,13.433
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,FX,11.0,5.5,8.266,0.0,13.766
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,FX,11.0,5.5,8.466,0.0,13.966
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,HB,4.0,5.3,8.166,0.0,13.466
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,HB,90.0,5.3,6.833,0.0,12.133
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,PB,8.0,5.3,8.7,0.0,14.0
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,PB,40.0,5.3,8.2,0.0,13.5
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,PH,1.0,5.7,8.4,0.0,14.1
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",final,PH,6.0,5.7,8.466,0.0,14.166
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,PH,6.0,5.7,8.566,0.0,14.266
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,SR,26.0,4.7,8.8,0.0,13.5
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,SR,10.0,4.7,8.566,0.0,13.266
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,VT,18.0,4.8,8.866,0.1,13.566
Yumin ABBADINI,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,VT,64.0,4.8,8.933,0.0,13.733
Abdelrahman ABDELHALEEM,EGY,2022 Cairo World Cup,"Cairo, Egypt",qual,HB,15.0,4.8,7.2,0.0,12.0
Abdelrahman ABDELHALEEM,EGY,2022 Cairo World Cup,"Cairo, Egypt",qual,PH,25.0,5.4,6.766,0.0,12.166
Abdelrahman ABDELHALEEM,EGY,2022 Paris World Challenge Cup,"Paris, France",qual,HB,26.0,4.6,8.0,0.0,12.6
Abdelrahman ABDELHALEEM,EGY,2022 Paris World Challenge Cup,"Paris, France",qual,PH,27.0,5.7,7.0,0.0,12.7
Abdelrahman ABDELHALEEM,EGY,2023 Baku World Cup,"Baku, Azerbaijan",qual,PH,21.0,5.8,7.266,0.0,13.066
Abdelrahman ABDELHALEEM,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,PH,9.0,5.6,8.5,0.0,14.1
Ahmed ABDELRAHMAN,EGY,2022 Cairo World Cup,"Cairo, Egypt",qual,FX,9.0,5.4,7.966,0.1,13.266
Ahmed ABDELRAHMAN,EGY,2022 Paris World Challenge Cup,"Paris, France",qual,PH,21.0,4.9,8.05,0.0,12.95
Ahmed ABDELRAHMAN,EGY,2023 Baku World Cup,"Baku, Azerbaijan",qual,FX,33.0,5.1,7.266,0.3,12.066
Ahmed ABDELRAHMAN,EGY,2023 Baku World Cup,"Baku, Azerbaijan",qual,PB,12.0,5.2,8.266,0.0,13.466
Ahmed ABDELRAHMAN,EGY,2023 Baku World Cup,"Baku, Azerbaijan",qual,PH,36.0,4.7,7.366,0.0,12.066
Ahmed ABDELRAHMAN,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,FX,38.0,5.2,6.333,0.4,11.133
Ahmed ABDELRAHMAN,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,17.0,5.6,7.833,0.0,13.433
Ahmed ABDELRAHMAN,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,17.0,5.2,7.9,0.0,13.1
Ally Hamuda ABDULLAH,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,PB,44.0,3.9,7.966,0.0,11.866
Ally Hamuda ABDULLAH,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,SR,14.0,5.2,8.166,0.0,13.366
Ally Hamuda ABDULLAH,MAS,2023 Cottbus World Cup,"Cottbus, Germany",qual,SR,46.0,4.8,5.133,0.0,9.933
Rasuljon ABDURAKHIMOV,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",qual,FX,26.0,4.7,7.967,0.0,12.667
Rasuljon ABDURAKHIMOV,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",qual,HB,27.0,4.3,8.133,0.0,12.433
Rasuljon ABDURAKHIMOV,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",qual,PB,24.0,5.3,8.1,0.0,13.4
Rasuljon ABDURAKHIMOV,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",qual,PH,43.0,4.6,5.9,0.0,10.5
Rasuljon ABDURAKHIMOV,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",qual,SR,26.0,4.1,8.467,0.0,12.567
Rasuljon ABDURAKHIMOV,UZB,2022 Cairo World Cup,"Cairo, Egypt",qual,HB,17.0,4.2,7.633,0.0,11.833
Rasuljon ABDURAKHIMOV,UZB,2022 Cairo World Cup,"Cairo, Egypt",qual,PB,7.0,5.5,8.533,0.0,14.033
Rasuljon ABDURAKHIMOV,UZB,2022 Cairo World Cup,"Cairo, Egypt",final,PB,5.0,5.8,8.3,0.0,14.1
Rasuljon ABDURAKHIMOV,UZB,2022 Doha World Cup,"Doha, Qatar",qual,PB,17.0,5.1,6.733,0.0,11.833
Rasuljon ABDURAKHIMOV,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,final,HB,5.0,4.9,8.3,0.0,13.2
Rasuljon ABDURAKHIMOV,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,HB,7.0,4.6,9.066,0.0,13.666
Rasuljon ABDURAKHIMOV,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,PB,33.0,5.2,7.5,0.0,12.7
Rasuljon ABDURAKHIMOV,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,PH,47.0,4.6,6.533,0.0,11.133
Rasuljon ABDURAKHIMOV,UZB,2023 Baku World Cup,"Baku, Azerbaijan",qual,HB,27.0,4.5,8.033,0.0,12.533
Rasuljon ABDURAKHIMOV,UZB,2023 Baku World Cup,"Baku, Azerbaijan",final,PB,7.0,5.9,8.366,0.0,14.266
Rasuljon ABDURAKHIMOV,UZB,2023 Baku World Cup,"Baku, Azerbaijan",qual,PB,8.0,5.9,8.366,0.0,14.266
Rasuljon ABDURAKHIMOV,UZB,2023 Varna World Challenge Cup,"Varna, Bulgaria",final,HB,8.0,4.3,8.0,0.0,12.3
Rasuljon ABDURAKHIMOV,UZB,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,HB,5.0,4.6,8.75,0.0,13.35
Rasuljon ABDURAKHIMOV,UZB,2023 Varna World Challenge Cup,"Varna, Bulgaria",final,PB,1.0,5.5,8.733,0.0,14.233
Rasuljon ABDURAKHIMOV,UZB,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,PB,1.0,5.5,9.0,0.0,14.5
Rasuljon ABDURAKHIMOV,UZB,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,SR,16.0,4.1,8.4,0.0,12.5
Saba ABESADZE,GEO,2022 Doha World Cup,"Doha, Qatar",qual,FX,21.0,5.4,7.033,0.0,12.433
Saba ABESADZE,GEO,2022 Doha World Cup,"Doha, Qatar",qual,PB,19.0,5.1,6.466,0.0,11.566
Saba ABESADZE,GEO,2022 Doha World Cup,"Doha, Qatar",qual,SR,8.0,5.0,8.066,0.0,13.1
Saba ABESADZE,GEO,2022 Doha World Cup,"Doha, Qatar",final,SR,8.0,4.7,7.533,0.0,12.233
Saba ABESADZE,GEO,2022 Senior European Championships,"Munich, Germany",qual,FX,104.0,5.3,6.3,0.0,11.6
Saba ABESADZE,GEO,2022 Senior European Championships,"Munich, Germany",qual,HB,101.0,3.8,7.266,0.0,11.066
Saba ABESADZE,GEO,2022 Senior European Championships,"Munich, Germany",qual,PB,56.0,6.0,7.166,0.0,13.166
Saba ABESADZE,GEO,2022 Senior European Championships,"Munich, Germany",qual,PH,89.0,3.8,7.7,0.0,11.5
Saba ABESADZE,GEO,2022 Senior European Championships,"Munich, Germany",qual,SR,55.0,4.7,8.333,0.0,13.033
Saba ABESADZE,GEO,2022 Senior European Championships,"Munich, Germany",qual,VT,96.0,5.2,7.966,0.3,12.866
Saba ABESADZE,GEO,2023 Baku World Cup,"Baku, Azerbaijan",qual,FX,27.0,4.9,7.866,0.0,12.766
Saba ABESADZE,GEO,2023 Baku World Cup,"Baku, Azerbaijan",qual,PB,21.0,5.2,7.7,0.0,12.9
Saba ABESADZE,GEO,2023 Cottbus World Cup,"Cottbus, Germany",qual,FX,28.0,5.3,7.733,0.0,13.033
Saba ABESADZE,GEO,2023 Cottbus World Cup,"Cottbus, Germany",qual,PB,23.0,5.0,7.7,0.0,12.7
Saba ABESADZE,GEO,2023 Cottbus World Cup,"Cottbus, Germany",qual,PH,33.0,4.7,8.3,0.0,13.0
Saba ABESADZE,GEO,2023 Doha World Cup,"Doha, Qatar",qual,FX,33.0,5.2,6.533,0.0,11.733
Saba ABESADZE,GEO,2023 Doha World Cup,"Doha, Qatar",qual,PB,18.0,5.7,7.166,0.0,12.866
Saba ABESADZE,GEO,2023 Doha World Cup,"Doha, Qatar",qual,PH,35.0,4.5,7.766,0.0,12.266
Saba ABESADZE,GEO,2023 Senior European Championships,"Antalya, Turkey",qual,PB,99.0,4.5,7.566,0.0,12.066
. ABIYURAFI,INA,2023 Doha World Cup,"Doha, Qatar",qual,HB,26.0,4.9,6.733,0.0,11.633
. ABIYURAFI,INA,2023 Doha World Cup,"Doha, Qatar",qual,PB,29.0,4.8,6.2,0.3,10.7
. ABIYURAFI,INA,2023 Doha World Cup,"Doha, Qatar",qual,PH,39.0,4.5,7.0,0.0,11.5
Ahmad ABU AL SOUD,JOR,2023 Baku World Cup,"Baku, Azerbaijan",qual,PH,26.0,5.1,7.7,0.0,12.8
Ahmad ABU AL SOUD,JOR,2023 Cottbus World Cup,"Cottbus, Germany",final,PH,8.0,5.5,6.3,0.0,11.8
Ahmad ABU AL SOUD,JOR,2023 Cottbus World Cup,"Cottbus, Germany",qual,PH,6.0,5.9,8.7,0.0,14.6
Ahmad ABU AL SOUD,JOR,2023 Doha World Cup,"Doha, Qatar",qual,PH,16.0,5.6,8.066,0.0,13.666
Ahmad ABU AL SOUD,JOR,HANGZHOU 2022 19th Asian Games,"Hangzhou, China",qual,PH,18.0,6.2,6.566,0.0,12.766
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",AAfinal,FX,14.0,4.3,8.2,0.0,12.5
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,FX,19.0,4.3,8.0,0.0,12.3
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",AAfinal,HB,10.0,4.2,7.95,0.0,12.15
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",final,HB,7.0,4.2,7.65,0.0,11.85
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,HB,8.0,4.2,8.0,0.0,12.2
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",AAfinal,PB,9.0,4.5,8.4,0.0,12.9
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,PB,10.0,4.5,8.5,0.0,13.0
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",AAfinal,PH,9.0,4.1,7.7,0.0,11.8
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,PH,14.0,4.1,7.6,0.0,11.7
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",AAfinal,SR,10.0,4.0,7.8,0.0,11.8
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,SR,20.0,4.0,7.7,0.0,11.7
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",AAfinal,VT,14.0,4.0,9.0,0.0,13.0
Francisco ACUNA,CRC,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,VT,22.0,4.0,8.9,0.0,12.9
Mohamed AFIFY,EGY,2022 Cairo World Cup,"Cairo, Egypt",qual,PB,9.0,5.8,8.033,0.0,13.833
Mohamed AFIFY,EGY,2022 Cairo World Cup,"Cairo, Egypt",qual,PH,40.0,4.6,5.766,0.0,10.366
Mohamed AFIFY,EGY,2022 Paris World Challenge Cup,"Paris, France",qual,FX,20.0,5.1,8.05,0.0,13.15
Mohamed AFIFY,EGY,2022 Paris World Challenge Cup,"Paris, France",qual,PB,13.0,5.8,7.7,0.0,13.5
Mohamed AFIFY,EGY,2023 Baku World Cup,"Baku, Azerbaijan",qual,HB,35.0,4.2,7.266,0.0,11.466
Mohamed AFIFY,EGY,2023 Baku World Cup,"Baku, Azerbaijan",final,PB,4.0,6.0,8.533,0.0,14.533
Mohamed AFIFY,EGY,2023 Baku World Cup,"Baku, Azerbaijan",qual,PB,7.0,6.0,8.433,0.0,14.433
Mohamed AFIFY,EGY,2023 Baku World Cup,"Baku, Azerbaijan",qual,SR,26.0,4.9,7.9,0.0,12.8
Mohamed AFIFY,EGY,2023 Cairo World Cup,"Cairo, Egypt",final,PB,2.0,6.0,8.066,0.0,14.066
Mohamed AFIFY,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,PB,3.0,6.0,8.033,0.0,14.033
Mohamed AFIFY,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,PH,24.0,5.3,7.4,0.0,12.7
Mohamed AFIFY,EGY,2023 Doha World Cup,"Doha, Qatar",qual,PB,15.0,5.8,7.333,0.0,13.133
Mohamed AFIFY,EGY,2023 Doha World Cup,"Doha, Qatar",qual,PH,34.0,5.3,7.0,0.0,12.3
Santiago AGOSTINELLI,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,FX,18.0,5.4,7.933,0.2,13.133
Santiago AGOSTINELLI,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,HB,31.0,4.1,8.3,0.0,12.4
Santiago AGOSTINELLI,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,PB,30.0,4.5,8.233,0.0,12.733
Santiago AGOSTINELLI,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,SR,15.0,4.7,8.3,0.0,13.0
Justin AH CHOW,USA,2022 U.S. Classic,"West Valley City, Utah",AAfinal,HB,26.0,4.7,7.4,0.0,12.1
Justin AH CHOW,USA,2022 U.S. Classic,"West Valley City, Utah",AAfinal,PB,19.0,5.2,7.95,0.0,13.15
Justin AH CHOW,USA,2022 U.S. Classic,"West Valley City, Utah",AAfinal,PH,26.0,5.6,6.15,0.0,11.75
Mahdi AHMAD KOHANI,IRI,2023 Baku World Cup,"Baku, Azerbaijan",final,SR,2.0,6.0,8.5,0.0,14.5
Mahdi AHMAD KOHANI,IRI,2023 Baku World Cup,"Baku, Azerbaijan",qual,SR,2.0,6.0,8.5,0.0,14.5
Mahdi AHMAD KOHANI,IRI,2023 Cottbus World Cup,"Cottbus, Germany",final,SR,2.0,6.0,8.766,0.0,14.766
Mahdi AHMAD KOHANI,IRI,2023 Cottbus World Cup,"Cottbus, Germany",qual,SR,2.0,6.0,8.666,0.0,14.666
Mahdi AHMAD KOHANI,IRI,2023 Doha World Cup,"Doha, Qatar",final,SR,6.0,6.0,8.6,0.0,14.6
Mahdi AHMAD KOHANI,IRI,2023 Doha World Cup,"Doha, Qatar",qual,SR,5.0,6.0,8.666,0.0,14.666
Mahdi AHMAD KOHANI,IRI,2023 FISU World University Games,"Chengdu, China",final,SR,8.0,6.0,7.766,0.0,13.766
Mahdi AHMAD KOHANI,IRI,2023 FISU World University Games,"Chengdu, China",qual,SR,6.0,6.0,8.6,0.0,14.6
Mahdi AHMAD KOHANI,IRI,HANGZHOU 2022 19th Asian Games,"Hangzhou, China",qual,SR,12.0,6.0,7.4,0.0,13.4
Muhammad Sharul AIMY,MAS,2022 Cairo World Cup,"Cairo, Egypt",final,VT,7.0,5.2,9.266,0.0,14.466
Muhammad Sharul AIMY,MAS,2022 Cairo World Cup,"Cairo, Egypt",qual,VT,8.0,5.2,8.966,0.0,14.166
Muhammad Sharul AIMY,MAS,2022 Cairo World Cup,"Cairo, Egypt",final,VT,7.0,5.2,7.833,0.3,12.733
Muhammad Sharul AIMY,MAS,2022 Cairo World Cup,"Cairo, Egypt",qual,VT,8.0,5.2,7.633,0.1,12.733
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,FX,14.0,5.5,8.133,0.0,13.633
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,HB,55.0,3.6,6.933,0.0,10.533
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,PB,31.0,3.8,8.933,0.0,12.733
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,PH,20.0,4.7,8.1,0.0,12.8
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,SR,48.0,4.3,7.033,0.0,11.333
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,VT,4.0,5.2,9.0,0.0,14.2
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,final,VT,6.0,5.2,7.833,0.1,12.933
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,VT,4.0,5.2,9.366,0.0,14.566
Muhammad Sharul AIMY,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,final,VT,6.0,5.2,9.1,0.0,14.3
Muhammad Sharul AIMY,MAS,2023 Cottbus World Cup,"Cottbus, Germany",qual,PH,38.0,4.7,8.133,0.0,12.833
Muhammad Sharul AIMY,MAS,2023 Cottbus World Cup,"Cottbus, Germany",qual,VT,18.0,5.2,8.9,0.0,14.1
Muhammad Sharul AIMY,MAS,2023 Cottbus World Cup,"Cottbus, Germany",qual,VT,18.0,5.2,8.2,0.0,13.4
Emil AKHMEJANOV,KAZ,2022 Mersin World Challenge Cup,"Mersin, Turkey",qual,HB,19.0,4.5,6.8,0.0,11.3
Emil AKHMEJANOV,KAZ,2022 Mersin World Challenge Cup,"Mersin, Turkey",qual,PB,15.0,4.7,8.05,0.0,12.75
Emil AKHMEJANOV,KAZ,2022 Mersin World Challenge Cup,"Mersin, Turkey",final,VT,5.0,5.2,9.15,0.0,14.35
Emil AKHMEJANOV,KAZ,2022 Mersin World Challenge Cup,"Mersin, Turkey",qual,VT,8.0,5.2,9.25,0.0,14.45
Emil AKHMEJANOV,KAZ,2022 Mersin World Challenge Cup,"Mersin, Turkey",final,VT,5.0,5.2,7.85,0.0,13.05
Emil AKHMEJANOV,KAZ,2022 Mersin World Challenge Cup,"Mersin, Turkey",qual,VT,8.0,5.2,8.0,0.1,13.1
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",qual,FX,26.0,5.7,5.65,0.0,11.35
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",qual,HB,29.0,4.6,4.4,0.0,9.0
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",qual,PB,20.0,5.2,7.9,0.0,13.1
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",qual,PH,22.0,4.8,7.8,0.0,12.6
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",final,VT,3.0,5.2,8.966,0.0,14.166
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",qual,VT,5.0,5.2,8.75,0.0,13.95
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",qual,VT,5.0,5.2,9.0,0.0,14.2
Emil AKHMEJANOV,KAZ,2023 Osijek World Challenge Cup,"Osijek, Croatia.",final,VT,3.0,5.2,9.2,0.0,14.4
Emil AKHMEJANOV,KAZ,2023 Varna World Challenge Cup,"Varna, Bulgaria",final,FX,3.0,5.8,8.0,0.0,13.8
Emil AKHMEJANOV,KAZ,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,FX,8.0,5.7,7.3,0.0,13.0
Emil AKHMEJANOV,KAZ,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,HB,16.0,4.8,7.65,0.0,12.45
Emil AKHMEJANOV,KAZ,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,PB,17.0,4.8,7.6,0.0,12.4
Emil AKHMEJANOV,KAZ,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,PH,21.0,4.5,6.5,0.0,11.0
Emil AKHMEJANOV,KAZ,2023 Varna World Challenge Cup,"Varna, Bulgaria",final,VT,5.0,5.2,7.933,0.1,13.033
