Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
EGY,2022 Paris World Challenge Cup,qual,FX,20.0,5.1,8.05,0.0,13.15,2022,mohamed afify
EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,89.0,5.1,8.133,0.0,13.233,2023,mohamed afify
PAK,BIRMINGHAM 2022 Commonwealth Games,qual,FX,39.0,2.9,5.5,0.0,8.4,2022,muhammad afzal
ARG,SANTIAGO 2023 XIX Pan American Games,qual,FX,18.0,5.4,7.933,0.2,13.133,2023,santiago agostinelli
BAN,BIRMINGHAM 2022 Commonwealth Games,qual,FX,38.0,3.5,5.9,0.3,9.1,2022,shishir ahmed
MAS,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,14.0,5.5,8.133,0.0,13.633,2023,muhammad sharul aimy
MAS,BIRMINGHAM 2022 Commonwealth Games,qual,FX,33.0,5.3,5.6,0.0,10.9,2022,muhammad sharul aimy
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,129.0,5.7,5.4,0.5,10.6,2022,emil akhmejanov
KAZ,2023 Osijek World Challenge Cup,qual,FX,26.0,5.7,5.65,0.0,11.35,2023,emil akhmejanov
KAZ,2023 Varna World Challenge Cup,final,FX,3.0,5.8,8.0,0.0,13.8,2023,emil akhmejanov
KAZ,2023 Varna World Challenge Cup,qual,FX,8.0,5.7,7.3,0.0,13.0,2023,emil akhmejanov
KAZ,HANGZHOU 2022 19th Asian Games,qual,FX,38.0,2.0,8.1,8.0,2.1,2023,emil akhmejanov
PER,SANTIAGO 2023 XIX Pan American Games,AAfinal,FX,22.0,5.0,6.4,0.0,11.4,2023,daniel alarcon
PER,SANTIAGO 2023 XIX Pan American Games,qual,FX,34.0,4.9,7.7,0.5,12.1,2023,daniel alarcon
BUL,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,93.0,4.9,7.666,0.0,12.566,2022,yordan aleksandrov
BUL,2022 Osijek World Challenge Cup,qual,FX,23.0,5.3,7.05,0.0,12.35,2022,yordan aleksandrov
BUL,2022 Senior European Championships,qual,FX,102.0,5.1,6.733,0.2,11.633,2022,yordan aleksandrov
BUL,2022 Varna World Challenge Cup,qual,FX,25.0,5.2,6.8,0.3,11.7,2022,yordan aleksandrov
BUL,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,111.0,5.0,7.766,0.1,12.666,2023,yordan aleksandrov
BUL,2023 Senior European Championships,qual,FX,61.0,4.9,8.166,0.0,13.066,2023,yordan aleksandrov
USA,2023 Core Hydration Classic,AAfinal,FX,49.0,4.5,7.65,0.0,12.15,2023,saran alexander
USA,2022 U.S. Classic,AAfinal,FX,16.0,4.9,8.55,0.0,13.45,2022,javier alfonso
USA,2023 Core Hydration Classic,AAfinal,FX,5.0,5.0,9.3,0.0,14.3,2023,javier alfonso
USA,2023 Winter Cup,AAfinal,FX,12.0,5.0,8.2,0.0,13.2,2023,javier alfonso
TTO,SANTIAGO 2023 XIX Pan American Games,qual,FX,48.0,4.7,4.333,0.7,8.333,2023,jameel ali
POR,2022 Senior European Championships,qual,FX,51.0,5.1,8.333,0.3,13.133,2022,filipe almeida
MGL,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,44.0,4.7,7.1,0.2,11.6,2023,enkhtulga altansukh
CHI,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,94.0,5.1,7.466,0.0,12.566,2022,joel alvarez
CHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,131.0,5.2,6.966,0.3,11.866,2023,joel alvarez
CHI,SANTIAGO 2023 XIX Pan American Games,AAfinal,FX,8.0,5.2,8.133,0.0,13.333,2023,joel alvarez
CHI,SANTIAGO 2023 XIX Pan American Games,qual,FX,14.0,5.2,8.366,0.1,13.466,2023,joel alvarez
SRI,HANGZHOU 2022 19th Asian Games,qual,FX,31.0,5.4,6.466,0.0,11.866,2023,nadila nethviru ambul deniyage don
SRI,HANGZHOU 2022 19th Asian Games,AAfinal,FX,14.0,5.3,6.733,0.0,12.033,2023,nadila nethviru ambul deniyage don
SIN,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,30.0,5.3,7.766,0.0,13.066,2023,terry tay wei an
USA,2023 Core Hydration Classic,AAfinal,FX,50.0,4.6,7.55,0.0,12.15,2023,drake andrews
CYP,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,120.0,4.8,7.266,0.4,11.666,2022,georgios angonas
CYP,2022 Senior European Championships,qual,FX,77.0,4.8,7.866,0.0,12.666,2022,georgios angonas
CYP,2022 Varna World Challenge Cup,qual,FX,26.0,4.9,7.05,0.3,11.65,2022,georgios angonas
CYP,2023 FISU World University Games,qual,FX,71.0,4.5,7.466,0.4,11.566,2023,georgios angonas
CYP,2023 Senior European Championships,qual,FX,95.0,4.4,8.066,0.0,12.466,2023,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,AAfinal,FX,12.0,4.8,7.45,0.0,12.25,2022,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,qual,FX,26.0,4.8,7.4,0.4,11.8,2022,georgios angonas
VEN,2023 Central American and Caribbean Games,qual,FX,11.0,5.1,7.7,0.0,12.8,2023,yefferson anton
none,2022 Paris World Challenge Cup,qual,FX,25.0,4.5,8.45,0.0,12.95,2022,miguel aquino
PUR,2023 Central American and Caribbean Games,qual,FX,14.0,4.7,8.0,0.0,12.7,2023,miguel aquino iii
TUR,2022 Senior European Championships,TeamFinal,FX,14.0,5.2,9.1,0.1,14.2,2022,ferhat arican
CHI,SANTIAGO 2023 XIX Pan American Games,qual,FX,40.0,4.2,6.933,0.0,11.133,2023,josue armijo
AUT,2022 Senior European Championships,qual,FX,65.0,4.5,8.333,0.0,12.833,2022,manuel helmut arnold
USA,2022 U.S. Classic,AAfinal,FX,25.0,4.9,7.9,0.1,12.7,2022,michael artlip
USA,2022 Winter Cup,AAfinal,FX,18.0,5.1,7.6,0.0,12.7,2022,michael artlip
USA,2023 Core Hydration Classic,AAfinal,FX,8.0,5.0,9.05,0.0,14.05,2023,michael artlip
USA,2023 Core Hydration Classic,AAfinal,FX,61.0,4.9,6.7,0.0,11.6,2023,arthur ashton
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,17.0,5.8,8.333,0.0,14.133,2022,adem asil
TUR,2022 Baku World Cup,final,FX,8.0,5.8,8.0,0.2,13.6,2022,adem asil
TUR,2022 Baku World Cup,qual,FX,8.0,5.8,7.966,0.1,13.666,2022,adem asil
TUR,2022 Cottbus World Cup,qual,FX,12.0,5.8,7.233,0.0,13.033,2022,adem asil
TUR,2022 Mersin World Challenge Cup,final,FX,2.0,5.8,8.5,0.0,14.3,2022,adem asil
TUR,2022 Mersin World Challenge Cup,qual,FX,3.0,5.8,8.6,0.0,14.4,2022,adem asil
TUR,2022 Osijek World Challenge Cup,final,FX,2.0,5.8,8.733,0.0,14.533,2022,adem asil
TUR,2022 Osijek World Challenge Cup,qual,FX,1.0,5.8,8.4,0.0,14.2,2022,adem asil
TUR,2022 Senior European Championships,final,FX,6.0,5.8,7.866,0.3,13.366,2022,adem asil
TUR,2022 Senior European Championships,qual,FX,7.0,5.8,8.466,0.0,14.266,2022,adem asil
TUR,2022 Senior European Championships,TeamFinal,FX,1.0,6.0,9.233,0.0,15.233,2022,adem asil
TUR,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,43.0,5.5,8.4,0.1,13.8,2023,adem asil
TUR,2023 Doha World Cup,final,FX,4.0,5.8,8.2,0.1,13.9,2023,adem asil
TUR,2023 Doha World Cup,qual,FX,6.0,5.8,7.9,0.1,13.6,2023,adem asil
TUR,2023 FISU World University Games,qual,FX,20.0,5.8,7.833,0.1,13.533,2023,adem asil
TUR,2023 Senior European Championships,AAfinal,FX,3.0,5.8,8.133,0.0,13.933,2023,adem asil
TUR,2023 Senior European Championships,qual,FX,16.0,5.8,8.066,0.1,13.766,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,qual,FX,14.0,5.8,8.3,0.1,14.0,2023,adem asil
PAN,2023 Central American and Caribbean Games,qual,FX,33.0,5.1,5.15,0.6,9.65,2023,richard atencio
PAN,SANTIAGO 2023 XIX Pan American Games,qual,FX,37.0,5.1,7.166,0.5,11.766,2023,richard atencio
GBR,2023 British Gymnastics Championships,qual,FX,14.0,4.9,7.75,0.0,12.65,2023,jaydon attygalle
TUR,2022 Varna World Challenge Cup,qual,FX,18.0,5.3,7.35,0.3,12.35,2022,mehmet ayberk
UZB,2023 Baku World Cup,qual,FX,30.0,5.1,7.333,0.0,12.433,2023,asadbek azamov
UZB,2023 FISU World University Games,qual,FX,28.0,5.0,8.266,0.0,13.266,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,qual,FX,18.0,5.0,8.266,0.0,13.266,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,AAfinal,FX,6.0,5.0,8.433,0.1,13.333,2023,asadbek azamov
UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,61.0,4.9,8.266,0.0,13.166,2022,abdulla azimov
UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,FX,34.0,5.1,7.4,0.2,12.3,2022,abdulla azimov
UZB,2022 Baku World Cup,qual,FX,20.0,5.1,8.2,0.3,13.0,2022,abdulla azimov
UZB,2022 Cairo World Cup,qual,FX,21.0,5.1,7.4,0.1,12.4,2022,abdulla azimov
UZB,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,27.0,4.9,8.5,0.3,13.1,2023,abdulla azimov
UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,48.0,5.1,8.6,0.0,13.7,2023,abdulla azimov
UZB,2023 Varna World Challenge Cup,qual,FX,11.0,4.7,8.1,0.0,12.8,2023,abdulla azimov
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,50.0,5.8,7.866,0.3,13.366,2022,ilyas azizov
KAZ,2022 9th Senior Artistic Gymnastics Asian Championships,qual,FX,25.0,5.6,7.167,0.0,12.767,2022,ilyas azizov
KAZ,2022 Cairo World Cup,qual,FX,29.0,5.7,5.466,0.1,11.066,2022,ilyas azizov
KAZ,2022 Mersin World Challenge Cup,qual,FX,16.0,5.8,7.35,0.0,13.15,2022,ilyas azizov
KAZ,2022 Paris World Challenge Cup,qual,FX,48.0,5.3,4.7,0.0,10.0,2022,ilyas azizov
KAZ,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,23.0,5.2,8.1,0.0,13.3,2023,ilyas azizov
KAZ,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,132.0,5.7,6.433,0.3,11.833,2023,ilyas azizov
KAZ,2023 Baku World Cup,qual,FX,35.0,5.1,7.033,0.1,12.033,2023,ilyas azizov
KAZ,2023 Cairo World Cup,qual,FX,16.0,5.8,7.666,0.4,13.066,2023,ilyas azizov
KAZ,2023 FISU World University Games,qual,FX,37.0,5.8,7.366,0.1,13.066,2023,ilyas azizov
KAZ,2023 FISU World University Games,AAfinal,FX,15.0,5.8,7.333,0.0,13.133,2023,ilyas azizov
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,69.0,5.3,8.033,0.3,13.033,2022,james bacueti
AUS,2022 Baku World Cup,qual,FX,12.0,6.3,7.266,0.2,13.366,2022,james bacueti
AUS,2022 Cairo World Cup,qual,FX,22.0,5.9,6.366,0.0,12.266,2022,james bacueti
AUS,2022 Cottbus World Cup,qual,FX,26.0,6.3,5.6,0.1,11.8,2022,james bacueti
AUS,2022 Doha World Cup,qual,FX,22.0,6.3,6.133,0.0,12.433,2022,james bacueti
AUS,BIRMINGHAM 2022 Commonwealth Games,qual,FX,24.0,5.8,6.4,0.1,12.1,2022,james bacueti
KOR,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,19.0,4.9,8.466,0.0,13.366,2023,garam bae
KOR,HANGZHOU 2022 19th Asian Games,qual,FX,28.0,4.9,7.333,0.0,12.233,2023,garam bae
KOR,HANGZHOU 2022 19th Asian Games,AAfinal,FX,5.0,4.9,8.6,0.0,13.5,2023,garam bae
CZE,2023 Senior European Championships,qual,FX,43.0,4.9,8.5,0.0,13.4,2023,daniel bago
SCO,BIRMINGHAM 2022 Commonwealth Games,AAfinal,FX,4.0,4.6,8.75,0.0,13.35,2022,frank baines
SCO,BIRMINGHAM 2022 Commonwealth Games,final,FX,6.0,4.6,8.966,0.0,13.566,2022,frank baines
SCO,BIRMINGHAM 2022 Commonwealth Games,qual,FX,8.0,4.6,8.7,0.0,13.3,2022,frank baines
HUN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,FX,22.0,5.3,7.633,0.1,12.833,2022,krisztian balazs
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,63.0,5.3,7.866,0.0,13.166,2022,krisztian balazs
HUN,2022 Koper World Challenge Cup,qual,FX,10.0,5.0,8.25,0.1,13.15,2022,krisztian balazs
HUN,2022 Senior European Championships,qual,FX,62.0,5.4,7.666,0.1,12.966,2022,krisztian balazs
HUN,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,99.0,5.1,8.066,0.2,12.966,2023,krisztian balazs
HUN,2023 Senior European Championships,qual,FX,89.0,5.2,7.466,0.1,12.566,2023,krisztian balazs
THA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,49.0,4.9,6.4,0.0,11.3,2023,suphacheep baobenmad
THA,HANGZHOU 2022 19th Asian Games,qual,FX,32.0,5.1,7.1,0.6,11.6,2023,suphacheep baobenmad
THA,HANGZHOU 2022 19th Asian Games,AAfinal,FX,11.0,5.1,8.066,0.3,12.866,2023,suphacheep baobenmad
GBR,2022 British Gymnastics Championships,qual,FX,33.0,5.1,5.0,0.3,9.8,2022,raekwon baptiste
GBR,2023 British Gymnastics Championships,qual,FX,18.0,5.4,7.1,0.0,12.5,2023,raekwon baptiste
GBR,2022 British Gymnastics Championships,final,FX,5.0,5.4,8.266,0.0,13.666,2022,emil barber
GBR,2022 British Gymnastics Championships,qual,FX,2.0,5.4,8.55,0.0,13.95,2022,emil barber
WAL,BIRMINGHAM 2022 Commonwealth Games,final,FX,4.0,5.7,8.1,0.0,13.8,2022,emil barber
WAL,BIRMINGHAM 2022 Commonwealth Games,qual,FX,4.0,5.7,7.95,0.0,13.65,2022,emil barber
BRA,2022 Varna World Challenge Cup,qual,FX,24.0,5.2,6.65,0.0,11.85,2022,gabriel barbosa
ITA,2022 51st FIG Artistic Gymnastics World Championships,final,FX,5.0,5.9,8.333,0.0,14.233,2022,nicola bartolini
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,8.0,5.9,8.533,0.0,14.433,2022,nicola bartolini
ITA,2022 Senior European Championships,final,FX,4.0,5.9,8.4,0.0,14.3,2022,nicola bartolini
ITA,2022 Senior European Championships,qual,FX,1.0,5.9,8.6,0.0,14.5,2022,nicola bartolini
ITA,2022 Senior European Championships,TeamFinal,FX,5.0,5.2,9.3,0.0,14.5,2022,nicola bartolini
ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,10.0,5.9,8.5,0.0,14.4,2023,nicola bartolini
ITA,2023 Baku World Cup,final,FX,4.0,5.4,8.033,0.0,13.433,2023,nicola bartolini
ITA,2023 Baku World Cup,qual,FX,4.0,5.7,8.266,0.0,13.966,2023,nicola bartolini
MGL,2022 9th Senior Artistic Gymnastics Asian Championships,qual,FX,53.0,3.6,6.833,0.1,10.333,2022,battur batbaatar
MGL,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,50.0,3.9,7.3,0.0,11.1,2023,battur batbaatar
HUN,2022 Baku World Cup,qual,FX,24.0,5.2,7.2,0.3,12.1,2022,szabolcs batori
HUN,2023 Osijek World Challenge Cup,qual,FX,22.0,5.2,7.5,0.0,12.7,2023,szabolcs batori
HUN,2023 Senior European Championships,qual,FX,117.0,5.1,6.666,0.0,11.766,2023,szabolcs batori
HUN,2023 Varna World Challenge Cup,qual,FX,19.0,5.1,5.7,0.0,10.8,2023,szabolcs batori
USA,2023 Core Hydration Classic,AAfinal,FX,67.0,4.1,6.2,0.0,10.3,2023,danny beaupre
GBR,2023 British Gymnastics Championships,qual,FX,23.0,5.6,6.8,0.3,12.1,2023,clayton bell
USA,2022 Winter Cup,AAfinal,FX,12.0,5.4,7.8,0.0,13.2,2022,fuzzy benas
AUT,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,55.0,5.5,7.766,0.0,13.266,2022,alexander benda
AUT,2022 Paris World Challenge Cup,qual,FX,12.0,5.6,8.1,0.0,13.7,2022,alexander benda
AUT,2022 Senior European Championships,qual,FX,33.0,5.6,7.9,0.0,13.5,2022,alexander benda
AUT,2022 Varna World Challenge Cup,qual,FX,19.0,5.5,6.85,0.1,12.25,2022,alexander benda
CRO,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,11.0,6.1,8.366,0.2,14.266,2022,aurel benovic
CRO,2022 Baku World Cup,qual,FX,30.0,6.0,5.933,0.3,11.633,2022,aurel benovic
CRO,2022 Cottbus World Cup,final,FX,2.0,6.3,7.666,0.2,13.766,2022,aurel benovic
CRO,2022 Cottbus World Cup,qual,FX,2.0,6.3,7.766,0.3,13.766,2022,aurel benovic
CRO,2022 Doha World Cup,qual,FX,4.0,6.3,7.8,0.1,14.0,2022,aurel benovic
CRO,2022 Doha World Cup,final,FX,3.0,6.3,7.966,0.1,14.166,2022,aurel benovic
CRO,2022 Osijek World Challenge Cup,final,FX,1.0,6.3,8.433,0.0,14.733,2022,aurel benovic
CRO,2022 Osijek World Challenge Cup,qual,FX,5.0,6.3,7.6,0.0,13.9,2022,aurel benovic
CRO,2022 Paris World Challenge Cup,qual,FX,29.0,6.3,6.55,0.0,12.85,2022,aurel benovic
CRO,2022 Senior European Championships,qual,FX,94.0,6.2,6.133,0.2,12.133,2022,aurel benovic
CRO,2023 Baku World Cup,final,FX,5.0,6.2,7.5,0.3,13.4,2023,aurel benovic
CRO,2023 Baku World Cup,qual,FX,1.0,6.2,8.3,0.0,14.5,2023,aurel benovic
CRO,2023 Cairo World Cup,final,FX,2.0,6.2,7.966,0.0,14.166,2023,aurel benovic
CRO,2023 Cairo World Cup,qual,FX,3.0,6.2,7.433,0.0,13.633,2023,aurel benovic
CRO,2023 Cottbus World Cup,final,FX,8.0,6.3,6.5,0.2,12.6,2023,aurel benovic
CRO,2023 Cottbus World Cup,qual,FX,4.0,6.3,7.7,0.0,14.0,2023,aurel benovic
CRO,2023 Doha World Cup,qual,FX,17.0,6.1,6.9,0.1,12.9,2023,aurel benovic
CRO,2023 Osijek World Challenge Cup,qual,FX,1.0,6.2,8.2,0.0,14.4,2023,aurel benovic
CRO,2023 Osijek World Challenge Cup,final,FX,6.0,6.2,6.966,0.1,13.066,2023,aurel benovic
CRO,2023 Senior European Championships,qual,FX,41.0,6.2,7.333,0.1,13.433,2023,aurel benovic
USA,2023 Winter Cup,AAfinal,FX,24.0,5.1,7.1,0.1,12.1,2023,maxim bereznev
PHI,2022 9th Senior Artistic Gymnastics Asian Championships,qual,FX,30.0,4.4,8.033,0.0,12.433,2022,juancho miguel besana
PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,52.0,5.1,5.9,0.0,11.0,2023,juancho miguel besana
PHI,2023 Doha World Cup,qual,FX,23.0,4.9,7.833,0.0,12.733,2023,juancho miguel besana
VEN,2023 Central American and Caribbean Games,qual,FX,27.0,4.2,7.1,0.1,11.2,2023,victor betancourt
GBR,2022 British Gymnastics Championships,qual,FX,12.0,5.0,8.35,0.1,13.25,2022,brinn bevan
GER,2023 FISU World University Games,qual,FX,66.0,5.2,6.966,0.1,12.066,2023,willi leonhard binder
USA,2022 Varna World Challenge Cup,qual,FX,16.0,5.7,6.9,0.0,12.6,2022,jeremy bischoff
USA,2022 Winter Cup,AAfinal,FX,24.0,5.5,7.05,0.0,12.55,2022,jeremy bischoff
USA,2023 Core Hydration Classic,AAfinal,FX,7.0,5.7,8.55,0.0,14.25,2023,jeremy bischoff
USA,2023 Winter Cup,AAfinal,FX,19.0,5.6,7.0,0.0,12.6,2023,jeremy bischoff
BRA,2022 Osijek World Challenge Cup,qual,FX,24.0,5.1,7.15,0.0,12.25,2022,lucas bitencourt
CAN,2022 Koper World Challenge Cup,qual,FX,22.0,5.2,7.15,0.3,12.05,2022,felix blaquiere
USA,2022 U.S. Classic,AAfinal,FX,18.0,5.6,7.65,0.0,13.25,2022,landen blixt
USA,2022 Winter Cup,AAfinal,FX,20.0,4.9,7.7,0.0,12.6,2022,landen blixt
USA,2023 Winter Cup,AAfinal,FX,9.0,5.5,8.1,0.1,13.5,2023,landen blixt
USA,2023 FISU World University Games,qual,FX,59.0,5.4,7.533,0.6,12.333,2023,landen blixt
USA,2022 U.S. Classic,AAfinal,FX,11.0,5.7,8.1,0.0,13.8,2022,cameron bock
USA,2023 Core Hydration Classic,AAfinal,FX,15.0,5.2,8.65,0.0,13.85,2023,cameron bock
USA,2023 Winter Cup,AAfinal,FX,11.0,5.4,8.0,0.0,13.4,2023,cameron bock
USA,SANTIAGO 2023 XIX Pan American Games,AAfinal,FX,11.0,5.2,8.1,0.1,13.2,2023,cameron bock
USA,SANTIAGO 2023 XIX Pan American Games,qual,FX,14.0,5.2,8.366,0.1,13.466,2023,cameron bock
USA,2023 Core Hydration Classic,AAfinal,FX,68.0,4.2,5.75,0.0,9.95,2023,ethan boder
COL,SANTIAGO 2023 XIX Pan American Games,qual,FX,38.0,4.7,7.0,0.0,11.7,2023,kristopher bohorquez
USA,2023 Core Hydration Classic,AAfinal,FX,17.0,5.2,8.55,0.0,13.75,2023,crew bold
ITA,2023 FISU World University Games,final,FX,6.0,5.5,8.133,0.1,13.533,2023,lorenzo bonicelli
ITA,2023 FISU World University Games,qual,FX,7.0,5.7,8.433,0.0,14.133,2023,lorenzo bonicelli
ITA,2023 FISU World University Games,AAfinal,FX,9.0,5.5,7.866,0.0,13.366,2023,lorenzo bonicelli
THA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,FX,54.0,4.4,6.5,0.0,10.9,2023,punyapat boonpatham
CRO,2022 Mersin World Challenge Cup,qual,FX,20.0,5.1,7.4,0.0,12.5,2022,filip borosa
CRO,2022 Paris World Challenge Cup,qual,FX,40.0,4.9,6.95,0.0,11.85,2022,filip borosa
CRO,2023 Varna World Challenge Cup,qual,FX,13.0,4.3,7.95,0.0,12.25,2023,filip borosa
SLO,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,114.0,5.3,6.7,0.0,12.0,2022,nikolaj bozic
SLO,2022 Baku World Cup,qual,FX,18.0,5.3,7.933,0.1,13.133,2022,nikolaj bozic
SLO,2022 Cairo World Cup,qual,FX,15.0,5.3,7.733,0.1,12.933,2022,nikolaj bozic
SLO,2022 Cottbus World Cup,qual,FX,18.0,5.3,7.466,0.1,12.666,2022,nikolaj bozic
SLO,2022 Doha World Cup,qual,FX,12.0,5.3,7.9,0.0,13.2,2022,nikolaj bozic
SLO,2022 Koper World Challenge Cup,qual,FX,9.0,5.2,8.1,0.1,13.2,2022,nikolaj bozic
SLO,2022 Koper World Challenge Cup,final,FX,8.0,5.1,7.1,0.1,12.1,2022,nikolaj bozic
SLO,2022 Mersin World Challenge Cup,qual,FX,8.0,5.5,8.2,0.0,13.7,2022,nikolaj bozic
SLO,2022 Mersin World Challenge Cup,final,FX,7.0,5.5,8.15,0.0,13.65,2022,nikolaj bozic
SLO,2022 Senior European Championships,qual,FX,108.0,4.9,6.033,0.1,10.833,2022,nikolaj bozic
SLO,2023 Cottbus World Cup,qual,FX,21.0,5.3,7.966,0.0,13.266,2023,nikolaj bozic
SLO,2023 Doha World Cup,qual,FX,34.0,5.3,6.333,0.0,11.633,2023,nikolaj bozic
LUX,2023 Cottbus World Cup,qual,FX,47.0,5.3,6.466,0.3,11.466,2023,quentin brandenburger
LUX,2023 Senior European Championships,qual,FX,120.0,5.0,6.3,0.3,11.0,2023,quentin brandenburger
