Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
CHI,SANTIAGO 2023 XIX Pan American Games,AAfinal,VT,12.0,4.8,8.933,0.0,13.733,2023,joel alvarez
SRI,HANGZHOU 2022 19th Asian Games,AAfinal,VT,11.0,4.8,8.8,0.1,13.5,2023,nadila nethviru ambul deniyage don
SRI,HANGZHOU 2022 19th Asian Games,qual,VT1,16.0,4.8,8.733,0.1,13.433,2023,nadila nethviru ambul deniyage don
SRI,HANGZHOU 2022 19th Asian Games,qual,VT2,16.0,2.8,9.166,0.0,11.966,2023,nadila nethviru ambul deniyage don
USA,2023 Core Hydration Classic,AAfinal,VT,49.0,4.8,8.7,0.1,13.4,2023,drake andrews
CYP,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,59.0,4.8,9.066,0.0,13.866,2022,georgios angonas
CYP,2022 Senior European Championships,qual,VT1,81.0,4.8,8.7,0.3,13.2,2022,georgios angonas
CYP,2022 Varna World Challenge Cup,qual,VT1,13.0,4.8,9.1,0.0,13.9,2022,georgios angonas
CYP,2022 Varna World Challenge Cup,qual,VT2,13.0,4.8,8.2,0.0,13.0,2022,georgios angonas
CYP,2023 FISU World University Games,qual,VT1,31.0,4.8,9.033,0.0,13.832999999999998,2023,georgios angonas
CYP,2023 FISU World University Games,qual,VT1,10.0,4.8,9.033,0.0,13.832999999999998,2023,georgios angonas
CYP,2023 FISU World University Games,qual,VT2,10.0,4.8,8.9,0.0,13.7,2023,georgios angonas
CYP,2023 Senior European Championships,qual,VT1,37.0,4.8,9.233,0.0,14.033,2023,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,9.0,4.8,8.95,0.0,13.75,2022,georgios angonas
CYP,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,10.0,4.0,9.05,0.0,13.05,2022,georgios angonas
VEN,2023 Central American and Caribbean Games,qual,VT1,31.0,4.0,7.9,0.0,11.9,2023,yefferson anton
PUR,2023 Central American and Caribbean Games,qual,VT1,25.0,5.2,7.65,0.1,12.75,2023,miguel aquino iii
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,45.0,5.2,8.833,0.0,14.033,2022,ferhat arican
TUR,2022 Senior European Championships,qual,VT1,21.0,5.2,9.233,0.0,14.433,2022,ferhat arican
TUR,2022 Senior European Championships,TeamFinal,VT1,14.0,5.2,9.1,0.1,14.2,2022,ferhat arican
TUR,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,91.0,5.2,8.766,0.1,13.866,2023,ferhat arican
TUR,2023 Senior European Championships,qual,VT1,38.0,5.2,8.933,0.1,14.033,2023,ferhat arican
TUR,EnBW DTB Pokal Team Challenge 2023,qual,VT1,25.0,5.2,8.8,0.1,13.9,2023,ferhat arican
INA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,VT1,13.0,5.2,7.733,0.0,12.933,2023,samsul arifin
INA,2023 10th Senior Artistic Gymnastics Asian Championships,qual,VT2,13.0,2.4,8.966,0.0,11.366,2023,samsul arifin
CHI,SANTIAGO 2023 XIX Pan American Games,final,VT1,7.0,5.2,7.933,0.0,13.133,2023,josue armijo
CHI,SANTIAGO 2023 XIX Pan American Games,qual,VT1,6.0,4.8,9.133,0.0,13.933,2023,josue armijo
CHI,SANTIAGO 2023 XIX Pan American Games,final,VT2,7.0,4.8,9.233,0.0,14.033,2023,josue armijo
CHI,SANTIAGO 2023 XIX Pan American Games,qual,VT2,6.0,4.8,9.233,0.0,14.033,2023,josue armijo
AUT,2022 Senior European Championships,qual,VT1,85.0,4.0,9.1,0.0,13.1,2022,manuel helmut arnold
USA,2022 U.S. Classic,AAfinal,VT,15.0,4.8,9.3,0.0,14.1,2022,michael artlip
USA,2022 Winter Cup,AAfinal,VT,19.0,5.2,8.9,0.1,14.0,2022,michael artlip
USA,2023 Core Hydration Classic,AAfinal,VT,9.0,4.8,9.65,0.0,14.45,2023,michael artlip
JPN,2022 Paris World Challenge Cup,qual,VT1,4.0,6.0,8.35,0.0,14.35,2022,keisuke asato
JPN,2022 Paris World Challenge Cup,final,VT2,8.0,5.6,7.7,0.1,13.2,2022,keisuke asato
JPN,2022 Paris World Challenge Cup,qual,VT2,4.0,5.6,8.9,0.1,14.4,2022,keisuke asato
USA,2023 Core Hydration Classic,AAfinal,VT,43.0,4.8,8.75,0.0,13.55,2023,arthur ashton
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,53.0,5.6,8.333,0.0,13.933,2022,adem asil
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,9.0,5.6,8.333,0.0,13.933,2022,adem asil
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,9.0,5.6,9.133,0.0,14.733,2022,adem asil
TUR,2022 Baku World Cup,qual,VT1,14.0,6.0,8.566,0.3,14.266,2022,adem asil
TUR,2022 Baku World Cup,qual,VT2,14.0,5.6,7.733,0.0,13.333,2022,adem asil
TUR,2022 Cottbus World Cup,qual,VT1,7.0,5.6,7.766,0.1,13.266,2022,adem asil
TUR,2022 Cottbus World Cup,final,VT1,3.0,6.0,8.666,0.0,14.666,2022,adem asil
TUR,2022 Cottbus World Cup,qual,VT2,7.0,6.0,9.066,0.0,15.066,2022,adem asil
TUR,2022 Cottbus World Cup,final,VT2,3.0,5.6,9.0,0.1,14.5,2022,adem asil
TUR,2022 Mersin World Challenge Cup,qual,VT1,3.0,5.6,8.1,0.1,13.6,2022,adem asil
TUR,2022 Mersin World Challenge Cup,qual,VT2,3.0,5.6,9.05,0.0,14.65,2022,adem asil
TUR,2022 Osijek World Challenge Cup,final,VT1,3.0,6.0,9.3,0.0,15.3,2022,adem asil
TUR,2022 Osijek World Challenge Cup,qual,VT1,3.0,5.6,9.3,0.0,14.9,2022,adem asil
TUR,2022 Osijek World Challenge Cup,final,VT2,3.0,5.6,8.066,0.0,13.666,2022,adem asil
TUR,2022 Osijek World Challenge Cup,qual,VT2,3.0,5.6,8.2,0.3,13.5,2022,adem asil
TUR,2022 Paris World Challenge Cup,qual,VT1,8.0,5.6,9.15,0.0,14.75,2022,adem asil
TUR,2022 Paris World Challenge Cup,final,VT1,1.0,6.0,9.0,0.0,15.0,2022,adem asil
TUR,2022 Paris World Challenge Cup,qual,VT2,8.0,5.6,8.15,0.0,13.75,2022,adem asil
TUR,2022 Paris World Challenge Cup,final,VT2,1.0,5.6,8.95,0.1,14.45,2022,adem asil
TUR,2022 Senior European Championships,qual,VT1,1.0,6.0,9.2,0.0,15.2,2022,adem asil
TUR,2022 Senior European Championships,qual,VT1,11.0,6.0,9.2,0.0,15.2,2022,adem asil
TUR,2022 Senior European Championships,TeamFinal,VT1,1.0,6.0,9.233,0.0,15.233,2022,adem asil
TUR,2022 Senior European Championships,qual,VT2,11.0,5.6,8.2,0.3,13.5,2022,adem asil
TUR,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,12.0,5.6,8.966,0.0,14.566,2023,adem asil
TUR,2023 Cottbus World Cup,qual,VT1,14.0,6.0,9.133,0.3,14.833,2023,adem asil
TUR,2023 Cottbus World Cup,qual,VT2,14.0,5.6,7.933,0.3,13.233,2023,adem asil
TUR,2023 Doha World Cup,qual,VT1,15.0,5.6,9.166,0.0,14.766,2023,adem asil
TUR,2023 Doha World Cup,qual,VT2,15.0,4.8,7.933,0.0,12.733,2023,adem asil
TUR,2023 FISU World University Games,final,VT1,5.0,6.0,8.9,0.1,14.8,2023,adem asil
TUR,2023 FISU World University Games,qual,VT1,22.0,5.6,8.866,0.3,14.166,2023,adem asil
TUR,2023 FISU World University Games,qual,VT1,6.0,5.6,8.866,0.3,14.166,2023,adem asil
TUR,2023 FISU World University Games,final,VT2,5.0,5.6,7.9,0.0,13.5,2023,adem asil
TUR,2023 FISU World University Games,qual,VT2,6.0,4.8,9.166,0.0,13.966,2023,adem asil
TUR,2023 Senior European Championships,AAfinal,VT1,3.0,6.0,9.1,0.0,15.1,2023,adem asil
TUR,2023 Senior European Championships,final,VT1,5.0,6.0,9.166,0.0,15.166,2023,adem asil
TUR,2023 Senior European Championships,qual,VT1,3.0,6.0,9.066,0.1,14.966,2023,adem asil
TUR,2023 Senior European Championships,qual,VT1,7.0,6.0,9.066,0.1,14.966,2023,adem asil
TUR,2023 Senior European Championships,final,VT2,5.0,5.6,8.033,0.1,13.533,2023,adem asil
TUR,2023 Senior European Championships,qual,VT2,7.0,4.8,9.1,0.0,13.9,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,final,VT1,3.0,5.6,8.1,0.1,13.6,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,qual,VT1,3.0,5.6,9.65,0.0,15.25,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,final,VT2,3.0,4.8,9.333,0.0,14.133,2023,adem asil
TUR,EnBW DTB Pokal Team Challenge 2023,qual,VT2,3.0,4.8,9.3,0.0,14.1,2023,adem asil
IRL,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,50.0,5.2,8.766,0.0,13.966,2022,mc ewan ateer
IRL,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,18.0,5.2,8.766,0.0,13.966,2022,mc ewan ateer
IRL,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,18.0,5.2,8.766,0.1,13.866,2022,mc ewan ateer
NIR,BIRMINGHAM 2022 Commonwealth Games,final,VT2,6.0,5.2,8.1,0.0,13.3,2022,mc ewan ateer
NIR,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,6.0,5.2,8.55,0.0,13.75,2022,mc ewan ateer
PAN,2023 Central American and Caribbean Games,qual,VT1,26.0,4.0,8.6,0.0,12.6,2023,richard atencio
GBR,2023 British Gymnastics Championships,qual,VT1,23.0,4.8,8.8,0.0,13.6,2023,jaydon attygalle
UZB,2023 Baku World Cup,qual,VT1,17.0,5.2,8.833,0.0,14.033,2023,asadbek azamov
UZB,2023 Baku World Cup,qual,VT2,17.0,4.8,8.866,0.1,13.566,2023,asadbek azamov
UZB,2023 FISU World University Games,final,VT1,7.0,5.2,7.866,0.0,13.066,2023,asadbek azamov
UZB,2023 FISU World University Games,qual,VT1,23.0,5.2,8.933,0.0,14.133,2023,asadbek azamov
UZB,2023 FISU World University Games,qual,VT1,7.0,5.2,8.933,0.0,14.133,2023,asadbek azamov
UZB,2023 FISU World University Games,qual,VT2,7.0,4.8,9.066,0.0,13.866,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,AAfinal,VT,4.0,4.8,9.166,0.0,13.966,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,final,VT1,6.0,5.2,8.9,0.0,14.1,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,qual,VT1,8.0,5.2,8.933,0.0,14.133,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,final,VT2,6.0,4.8,9.1,0.0,13.9,2023,asadbek azamov
UZB,HANGZHOU 2022 19th Asian Games,qual,VT2,8.0,4.8,9.166,0.0,13.966,2023,asadbek azamov
UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,54.0,4.8,9.1,0.0,13.9,2022,abdulla azimov
UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,92.0,4.8,9.033,0.0,13.833,2023,abdulla azimov
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,67.0,4.8,8.966,0.0,13.766,2022,ilyas azizov
KAZ,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,117.0,4.8,8.9,0.3,13.4,2023,ilyas azizov
KAZ,2023 FISU World University Games,AAfinal,VT,10.0,4.8,9.233,0.0,14.033,2023,ilyas azizov
KAZ,2023 FISU World University Games,qual,VT1,29.0,4.8,9.133,0.0,13.933,2023,ilyas azizov
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,113.0,5.6,7.8,0.3,13.1,2022,james bacueti
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,21.0,5.6,7.8,0.3,13.1,2022,james bacueti
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,21.0,5.6,8.9,0.1,14.4,2022,james bacueti
AUS,2022 Baku World Cup,qual,VT1,12.0,5.2,9.233,0.0,14.433,2022,james bacueti
AUS,2022 Baku World Cup,qual,VT2,12.0,5.6,8.166,0.3,13.466,2022,james bacueti
AUS,2022 Cairo World Cup,qual,VT1,4.0,5.2,8.666,0.0,13.866,2022,james bacueti
AUS,2022 Cairo World Cup,final,VT1,6.0,5.2,8.8,0.0,14.0,2022,james bacueti
AUS,2022 Cairo World Cup,qual,VT2,4.0,5.6,9.166,0.1,14.666,2022,james bacueti
AUS,2022 Cairo World Cup,final,VT2,6.0,5.6,7.9,0.2,13.3,2022,james bacueti
AUS,2022 Cottbus World Cup,qual,VT1,12.0,5.2,9.0,0.1,14.1,2022,james bacueti
AUS,2022 Cottbus World Cup,qual,VT2,12.0,5.6,8.533,0.3,13.833,2022,james bacueti
AUS,2022 Doha World Cup,qual,VT1,3.0,5.2,9.133,0.0,14.333,2022,james bacueti
AUS,2022 Doha World Cup,final,VT1,3.0,5.2,9.233,0.0,14.433,2022,james bacueti
AUS,2022 Doha World Cup,final,VT2,3.0,5.6,9.4,0.1,14.9,2022,james bacueti
AUS,2022 Doha World Cup,qual,VT2,3.0,5.6,9.233,0.1,14.733,2022,james bacueti
AUS,BIRMINGHAM 2022 Commonwealth Games,final,VT2,3.0,5.6,8.8,0.3,14.1,2022,james bacueti
AUS,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,4.0,5.2,8.9,0.1,14.0,2022,james bacueti
KOR,HANGZHOU 2022 19th Asian Games,AAfinal,VT,17.0,4.8,7.866,0.0,12.666,2023,garam bae
CZE,2023 Senior European Championships,qual,VT1,94.0,4.4,8.966,0.1,13.266,2023,daniel bago
SCO,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,8.0,4.8,9.05,0.1,13.75,2022,frank baines
HUN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,VT,22.0,4.4,8.9,0.1,13.2,2022,krisztian balazs
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,111.0,4.4,8.766,0.0,13.166,2022,krisztian balazs
HUN,2022 Senior European Championships,qual,VT1,63.0,4.8,9.066,0.1,13.766,2022,krisztian balazs
HUN,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,107.0,4.4,9.166,0.0,13.566,2023,krisztian balazs
HUN,2023 Senior European Championships,qual,VT1,109.0,4.4,8.733,0.1,13.033,2023,krisztian balazs
THA,HANGZHOU 2022 19th Asian Games,AAfinal,VT,8.0,4.8,8.866,0.1,13.566,2023,suphacheep baobenmad
GBR,2022 British Gymnastics Championships,final,VT1,6.0,5.2,9.133,0.1,14.233,2022,raekwon baptiste
GBR,2022 British Gymnastics Championships,qual,VT1,4.0,5.2,9.3,0.0,14.5,2022,raekwon baptiste
GBR,2022 British Gymnastics Championships,final,VT2,6.0,5.2,7.866,0.0,13.066,2022,raekwon baptiste
GBR,2022 British Gymnastics Championships,qual,VT2,4.0,4.8,8.6,0.1,13.3,2022,raekwon baptiste
GBR,2023 British Gymnastics Championships,qual,VT1,18.0,5.2,8.9,0.1,14.0,2023,raekwon baptiste
GBR,2022 British Gymnastics Championships,qual,VT1,25.0,5.6,7.9,0.3,13.2,2022,emil barber
GBR,2022 British Gymnastics Championships,qual,VT2,25.0,5.2,9.1,0.0,14.3,2022,emil barber
WAL,BIRMINGHAM 2022 Commonwealth Games,final,VT2,8.0,5.2,7.966,0.0,13.166,2022,emil barber
WAL,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,5.0,5.2,9.0,0.0,14.2,2022,emil barber
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,9.0,5.2,9.4,0.0,14.6,2022,nicola bartolini
ITA,2022 Senior European Championships,qual,VT1,26.0,5.2,9.2,0.1,14.3,2022,nicola bartolini
ITA,2022 Senior European Championships,qual,VT1,12.0,5.2,9.2,0.1,14.3,2022,nicola bartolini
ITA,2022 Senior European Championships,TeamFinal,VT1,5.0,5.2,9.3,0.0,14.5,2022,nicola bartolini
ITA,2022 Senior European Championships,qual,VT2,12.0,5.2,9.3,0.1,14.4,2022,nicola bartolini
ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,9.0,5.2,9.466,0.0,14.666,2023,nicola bartolini
ITA,2023 Baku World Cup,final,VT1,5.0,5.2,9.466,0.0,14.666,2023,nicola bartolini
ITA,2023 Baku World Cup,qual,VT1,5.0,5.2,9.533,0.0,14.733,2023,nicola bartolini
ITA,2023 Baku World Cup,final,VT2,5.0,4.8,9.333,0.0,14.133,2023,nicola bartolini
ITA,2023 Baku World Cup,qual,VT2,5.0,4.8,9.266,0.0,14.066,2023,nicola bartolini
HUN,2023 Senior European Championships,qual,VT1,84.0,4.8,8.8,0.0,13.6,2023,szabolcs batori
USA,2023 Core Hydration Classic,AAfinal,VT,71.0,4.4,7.9,0.3,12.0,2023,danny beaupre
GBR,2023 British Gymnastics Championships,qual,VT1,9.0,4.8,8.55,0.3,13.05,2023,clayton bell
GBR,2023 British Gymnastics Championships,qual,VT2,9.0,4.8,8.95,0.0,13.75,2023,clayton bell
USA,2022 Winter Cup,AAfinal,VT,10.0,5.2,9.2,0.0,14.4,2022,fuzzy benas
AUT,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,93.0,4.8,8.733,0.0,13.533,2022,alexander benda
AUT,2022 Senior European Championships,qual,VT1,61.0,4.8,9.0,0.0,13.8,2022,alexander benda
AUT,2023 Senior European Championships,qual,VT1,119.0,4.8,7.666,0.1,12.366,2023,alexander benda
CRO,2022 Cottbus World Cup,qual,VT1,21.0,5.2,8.866,0.0,14.066,2022,aurel benovic
CRO,2022 Cottbus World Cup,qual,VT2,21.0,5.2,7.766,0.1,12.866,2022,aurel benovic
CRO,2022 Doha World Cup,qual,VT1,5.0,5.2,9.066,0.0,14.266,2022,aurel benovic
CRO,2022 Doha World Cup,qual,VT2,5.0,5.2,9.3,0.0,14.5,2022,aurel benovic
CRO,2023 Baku World Cup,final,VT1,6.0,5.2,9.2,0.3,14.1,2023,aurel benovic
CRO,2023 Baku World Cup,qual,VT1,6.0,5.2,9.433,0.0,14.633,2023,aurel benovic
CRO,2023 Baku World Cup,final,VT2,6.0,5.2,9.366,0.0,14.566,2023,aurel benovic
CRO,2023 Baku World Cup,qual,VT2,6.0,5.2,8.966,0.0,14.166,2023,aurel benovic
CRO,2023 Cairo World Cup,final,VT1,7.0,5.2,7.933,0.0,13.133,2023,aurel benovic
CRO,2023 Cairo World Cup,qual,VT1,9.0,5.2,9.4,0.0,14.6,2023,aurel benovic
CRO,2023 Cairo World Cup,final,VT2,7.0,5.2,9.033,0.0,14.233,2023,aurel benovic
CRO,2023 Cairo World Cup,qual,VT2,9.0,5.2,8.033,0.1,13.133,2023,aurel benovic
CRO,2023 Cottbus World Cup,qual,VT1,35.0,5.2,7.866,0.3,12.766,2023,aurel benovic
CRO,2023 Cottbus World Cup,qual,VT2,35.0,5.2,7.933,0.1,13.033,2023,aurel benovic
CRO,2023 Doha World Cup,qual,VT1,22.0,5.2,7.933,0.0,13.133,2023,aurel benovic
CRO,2023 Doha World Cup,qual,VT2,22.0,5.2,8.8,0.0,14.0,2023,aurel benovic
CRO,2023 Osijek World Challenge Cup,qual,VT1,11.0,5.2,9.2,0.1,14.3,2023,aurel benovic
CRO,2023 Osijek World Challenge Cup,qual,VT2,11.0,5.2,7.9,0.1,13.0,2023,aurel benovic
CRO,2023 Senior European Championships,qual,VT1,97.0,5.6,8.0,0.4,13.2,2023,aurel benovic
CRO,2023 Senior European Championships,qual,VT1,20.0,5.6,8.0,0.4,13.2,2023,aurel benovic
CRO,2023 Senior European Championships,qual,VT2,20.0,5.2,8.633,0.1,13.733,2023,aurel benovic
FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,98.0,4.8,8.8,0.1,13.5,2022,cameron lie bernard
