Name,Country,Date,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Laura BECHDEJU,ESP,2021-07-25,qual,UE,56.0,5.3,7.4,0.0,12.7
Laura BECHDEJU,ESP,2021-07-25,qual,VT,52.0,4.6,8.933,0.0,13.533
Simone BILES,USA,2021-07-25,qual,BB,7.0,6.5,7.566,0.0,14.066
Simone BILES,USA,2021-07-25,qual,BB,7.0,6.5,7.566,0.0,14.066
Simone BILES,USA,2021-08-01,final,BB,3.0,6.1,7.9,0.0,14.0
Simone BILES,USA,2021-07-25,qual,FX,2.0,6.7,7.733,0.3,14.133
Simone BILES,USA,2021-07-25,qual,FX,2.0,6.7,7.733,0.3,14.133
Simone BILES,USA,2021-07-25,qual,UE,10.0,6.2,8.366,0.0,14.566
Simone BILES,USA,2021-07-25,qual,UE,10.0,6.2,8.366,0.0,14.566
Simone BILES,USA,2021-07-25,qual,VT,4.0,6.0,9.266,0.3,14.966
Simone BILES,USA,2021-07-25,qual,VT,1.0,6.0,9.266,0.3,14.966
Simone BILES,USA,2021-07-25,qual,VT,1.0,5.8,9.6,0.3,15.4
Elsabeth BLACK,CAN,2021-07-25,qual,BB,6.0,6.3,7.8,0.0,14.1
Elsabeth BLACK,CAN,2021-07-25,qual,BB,6.0,6.3,7.8,0.0,14.1
Elsabeth BLACK,CAN,2021-08-01,final,BB,4.0,6.2,7.666,0.0,13.86
Elsabeth BLACK,CAN,2021-07-25,qual,FX,63.0,5.3,6.966,0.0,12.266
Elsabeth BLACK,CAN,2021-07-25,qual,FX,63.0,5.3,6.966,0.0,12.266
Elsabeth BLACK,CAN,2021-07-25,qual,UE,54.0,5.7,7.1,0.0,12.8
Elsabeth BLACK,CAN,2021-07-25,qual,UE,54.0,5.7,7.1,0.0,12.8
Elsabeth BLACK,CAN,2021-07-25,qual,VT,13.0,5.4,9.133,0.0,14.533
Elsabeth BLACK,CAN,2021-07-25,qual,VT,12.0,5.4,9.133,0.0,14.533
Elsabeth BLACK,CAN,2021-07-25,qual,VT,12.0,5.2,9.1,0.0,14.3
Marine BOYER,FRA,2021-07-25,qual,BB,22.0,5.8,7.666,0.0,13.466
Marine BOYER,FRA,2021-07-25,qual,BB,22.0,5.8,7.666,0.0,13.466
Marine BOYER,FRA,2021-07-25,qual,FX,44.0,5.1,7.733,0.1,12.733
Marine BOYER,FRA,2021-07-25,qual,FX,44.0,5.1,7.733,0.1,12.733
Marine BOYER,FRA,2021-07-25,qual,UE,84.0,4.3,6.1,0.0,10.4
Marine BOYER,FRA,2021-07-25,qual,UE,84.0,4.3,6.1,0.0,10.4
Marine BOYER,FRA,2021-07-25,qual,VT,46.0,4.6,9.133,0.0,13.733
Maellyse BRASSART,BEL,2021-07-25,qual,BB,33.0,4.9,8.133,0.0,13.033
Maellyse BRASSART,BEL,2021-07-25,qual,BB,33.0,4.9,8.133,0.0,13.033
Maellyse BRASSART,BEL,2021-07-25,qual,FX,39.0,4.6,8.166,0.0,12.766
Maellyse BRASSART,BEL,2021-07-25,qual,FX,39.0,4.6,8.166,0.0,12.766
Maellyse BRASSART,BEL,2021-07-25,qual,UE,36.0,5.3,8.066,0.0,13.366
Maellyse BRASSART,BEL,2021-07-25,qual,UE,36.0,5.3,8.066,0.0,13.366
Maellyse BRASSART,BEL,2021-07-25,qual,VT,45.0,5.4,8.466,0.1,13.766
Kim BUI,GER,2021-07-29,final,BB,13.0,4.8,7.8,0.0,12.6
Kim BUI,GER,2021-07-25,qual,BB,44.0,4.8,7.866,0.0,12.666
Kim BUI,GER,2021-07-25,qual,BB,44.0,4.8,7.866,0.0,12.666
Kim BUI,GER,2021-07-29,final,FX,13.0,5.3,7.866,0.0,13.166
Kim BUI,GER,2021-07-25,qual,FX,24.0,5.3,7.9,0.0,13.2
Kim BUI,GER,2021-07-25,qual,FX,24.0,5.3,7.9,0.0,13.2
Kim BUI,GER,2021-07-29,final,UE,11.0,5.7,8.066,0.0,13.766
Kim BUI,GER,2021-07-25,qual,UE,24.0,5.9,8.166,0.0,14.066
Kim BUI,GER,2021-07-25,qual,UE,24.0,5.9,8.166,0.0,14.066
Kim BUI,GER,2021-07-29,final,VT,21.0,4.6,8.866,0.0,13.466
Kim BUI,GER,2021-07-25,qual,VT,54.0,4.6,8.866,0.0,13.466
Mc Grace CALLUM,USA,2021-07-25,qual,BB,32.0,5.2,7.866,0.0,13.066
Mc Grace CALLUM,USA,2021-07-25,qual,FX,16.0,5.6,7.966,0.1,13.466
Mc Grace CALLUM,USA,2021-07-25,qual,UE,22.0,5.8,8.3,0.0,14.1
Jade CAREY,USA,2021-07-29,final,BB,23.0,5.1,6.433,0.0,11.533
Jade CAREY,USA,2021-07-25,qual,BB,41.0,5.4,7.466,0.0,12.866
Jade CAREY,USA,2021-07-25,qual,BB,41.0,5.4,7.466,0.0,12.866
Jade CAREY,USA,2021-07-29,final,FX,3.0,6.3,7.766,0.1,13.966
Jade CAREY,USA,2021-07-25,qual,FX,3.0,6.2,7.9,0.0,14.1
Jade CAREY,USA,2021-07-25,qual,FX,3.0,6.2,7.9,0.3,14.1
Jade CAREY,USA,2021-08-01,final,FX,1.0,6.3,8.066,0.0,14.36
Jade CAREY,USA,2021-07-29,final,UE,15.0,5.5,8.0,0.0,13.5
Jade CAREY,USA,2021-07-25,qual,UE,20.0,5.8,8.333,0.0,14.133
Jade CAREY,USA,2021-07-25,qual,UE,20.0,5.8,8.333,0.0,14.133
Jade CAREY,USA,2021-07-29,final,VT,2.0,6.0,9.2,0.0,15.2
Jade CAREY,USA,2021-07-25,qual,VT,2.0,6.0,9.166,0.0,15.166
Jade CAREY,USA,2021-07-25,qual,VT,2.0,6.0,9.166,0.0,15.166
Jade CAREY,USA,2021-08-01,final,VT,8.0,3.3,8.633,0.0,11.933
Jade CAREY,USA,2021-07-25,qual,VT,2.0,5.8,9.366,0.0,15.166
Jade CAREY,USA,2021-08-01,final,VT,8.0,5.8,9.1,2.0,12.9
Simona CASTRO,CHI,2021-07-25,qual,BB,79.0,4.7,6.733,0.0,11.433
Simona CASTRO,CHI,2021-07-25,qual,BB,79.0,4.7,6.733,0.0,11.433
Simona CASTRO,CHI,2021-07-25,qual,FX,85.0,3.9,6.333,0.0,10.233
Simona CASTRO,CHI,2021-07-25,qual,FX,85.0,3.9,6.333,0.0,10.2
Simona CASTRO,CHI,2021-07-25,qual,UE,78.0,4.4,7.133,0.0,11.533
Simona CASTRO,CHI,2021-07-25,qual,UE,78.0,4.4,7.133,0.0,11.533
Simona CASTRO,CHI,2021-07-25,qual,VT,69.0,4.6,8.6,0.0,13.2
Jordan CHILES,USA,2021-07-25,qual,BB,78.0,5.6,5.966,0.0,11.566
Jordan CHILES,USA,2021-07-25,qual,BB,78.0,5.6,5.966,0.0,11.566
Jordan CHILES,USA,2021-07-25,qual,FX,13.0,5.9,7.666,0.0,13.566
Jordan CHILES,USA,2021-07-25,qual,FX,13.0,5.9,7.666,0.0,13.566
Jordan CHILES,USA,2021-07-25,qual,UE,52.0,5.7,7.166,0.0,12.866
Jordan CHILES,USA,2021-07-25,qual,UE,52.0,5.7,7.166,0.0,12.866
Jordan CHILES,USA,2021-07-25,qual,VT,11.0,5.4,9.3,0.0,14.7
Oksana CHUSOVITINA,UZB,2021-07-25,qual,VT,14.0,5.8,8.8,0.1,14.5
Oksana CHUSOVITINA,UZB,2021-07-25,qual,VT,14.0,5.2,8.733,0.1,13.833
Alice D AMATO,ITA,2021-07-25,qual,BB,48.0,5.3,7.3,0.0,12.6
Alice D AMATO,ITA,2021-07-25,qual,FX,28.0,5.0,8.033,0.0,13.033
Alice D AMATO,ITA,2021-07-25,qual,UE,18.0,5.9,8.333,0.0,14.233
Asia D AMATO,ITA,2021-07-25,qual,BB,29.0,5.3,7.833,0.0,13.133
Asia D AMATO,ITA,2021-07-25,qual,FX,76.0,5.1,7.033,0.3,11.833
Asia D AMATO,ITA,2021-07-25,qual,UE,26.0,5.7,8.233,0.0,13.933
Alice D'AMATO,ITA,2021-07-29,final,BB,22.0,5.3,6.333,0.0,11.633
Alice D'AMATO,ITA,2021-07-25,qual,BB,48.0,5.3,7.3,0.0,12.6
Alice D'AMATO,ITA,2021-07-29,final,FX,17.0,5.0,7.966,0.0,12.966
Alice D'AMATO,ITA,2021-07-25,qual,FX,28.0,5.0,8.033,0.0,13.033
Alice D'AMATO,ITA,2021-07-29,final,UE,19.0,5.9,7.1,0.0,13.0
Alice D'AMATO,ITA,2021-07-25,qual,UE,18.0,5.9,8.333,0.0,14.233
Alice D'AMATO,ITA,2021-07-29,final,VT,14.0,5.4,8.9,0.0,14.3
Alice D'AMATO,ITA,2021-07-25,qual,VT,24.0,5.4,8.933,0.0,14.333
Asia D'AMATO,ITA,2021-07-25,qual,BB,29.0,5.3,7.833,0.0,13.133
Asia D'AMATO,ITA,2021-07-25,qual,FX,76.0,5.1,7.033,0.3,11.833
Asia D'AMATO,ITA,2021-07-25,qual,UE,26.0,5.7,8.233,0.0,13.933
Asia D'AMATO,ITA,2021-07-25,qual,VT,32.0,5.4,8.833,0.0,14.233
Naveen DARIES,RSA,2021-07-25,qual,BB,90.0,4.8,4.133,0.0,8.933
Naveen DARIES,RSA,2021-07-25,qual,BB,90.0,4.8,4.133,0.0,8.9
Naveen DARIES,RSA,2021-07-25,qual,FX,77.0,4.5,7.566,0.3,11.766
Naveen DARIES,RSA,2021-07-25,qual,FX,77.0,4.5,7.566,0.3,11.766
Naveen DARIES,RSA,2021-07-25,qual,UE,62.0,5.0,7.366,0.0,12.366
Naveen DARIES,RSA,2021-07-25,qual,UE,62.0,5.0,7.366,0.0,12.366
Naveen DARIES,RSA,2021-07-25,qual,VT,66.0,4.6,8.7,0.0,13.3
Naveen DARIES,RSA,2021-07-25,qual,VT,18.0,4.6,8.7,0.0,13.3
Naveen DARIES,RSA,2021-07-25,qual,VT,18.0,4.0,8.666,0.0,12.666
Ana DEREK,CRO,2021-07-25,qual,BB,74.0,4.7,6.933,0.0,11.633
Ana DEREK,CRO,2021-07-25,qual,FX,58.0,4.7,7.733,0.0,12.433
Nina DERWAEL,BEL,2021-07-29,final,BB,6.0,5.4,7.966,0.0,13.366
Nina DERWAEL,BEL,2021-07-25,qual,BB,15.0,5.4,8.366,0.0,13.766
Nina DERWAEL,BEL,2021-07-25,qual,BB,15.0,5.4,8.366,0.0,13.766
Nina DERWAEL,BEL,2021-07-29,final,FX,9.0,5.0,8.433,0.0,13.433
Nina DERWAEL,BEL,2021-07-25,qual,FX,12.0,5.0,8.566,0.0,13.566
Nina DERWAEL,BEL,2021-07-25,qual,FX,12.0,5.0,8.566,0.0,13.566
Nina DERWAEL,BEL,2021-07-29,final,UE,2.0,6.7,8.566,0.0,15.266
Nina DERWAEL,BEL,2021-07-25,qual,UE,1.0,6.7,8.666,0.0,15.366
Nina DERWAEL,BEL,2021-07-25,qual,UE,1.0,6.7,8.666,0.0,15.366
Nina DERWAEL,BEL,2021-08-01,final,UE,1.0,6.7,8.5,0.0,15.2
Nina DERWAEL,BEL,2021-07-29,final,VT,19.0,5.0,9.0,0.1,13.9
Nina DERWAEL,BEL,2021-07-25,qual,VT,42.0,5.0,8.9,0.0,13.9
BADALG.D. ELPITIYA,SRI,2021-07-25,qual,BB,80.0,5.1,6.166,0.0,11.266
BADALG.D. ELPITIYA,SRI,2021-07-25,qual,FX,84.0,4.5,5.8,0.0,10.3
BADALG.D. ELPITIYA,SRI,2021-07-25,qual,UE,82.0,4.8,6.066,0.0,10.866
BADALG.D. ELPITIYA,SRI,2021-07-25,qual,VT,64.0,4.8,8.566,0.0,13.366
Milka Gehani ELPITIYA BADALGE DONA,SRI,2021-07-25,qual,BB,80.0,5.1,6.166,0.0,11.266
Milka Gehani ELPITIYA BADALGE DONA,SRI,2021-07-25,qual,FX,84.0,4.5,5.8,0.0,10.3
Milka Gehani ELPITIYA BADALGE DONA,SRI,2021-07-25,qual,UE,82.0,4.8,6.066,0.0,10.866
Julie ERICHSEN,NOR,2021-07-25,qual,UE,75.0,4.8,6.766,0.0,11.566
Yilin FAN,CHN,2021-07-25,qual,UE,9.0,6.3,8.3,0.0,14.6
Yilin FAN,CHN,2021-08-01,final,UE,7.0,6.4,7.5,0.0,13.9
Vanessa FERRARI,ITA,2021-07-25,qual,BB,52.0,5.1,7.4,0.0,12.5
Vanessa FERRARI,ITA,2021-07-25,qual,FX,1.0,5.9,8.266,0.0,14.166
Vanessa FERRARI,ITA,2021-08-01,final,FX,2.0,5.9,8.3,0.0,14.2
Danusia FRANCIS,JAM,2021-07-25,qual,UE,88.0,0.5,9.033,6.5,3.0
Aline FRIESS,FRA,2021-07-25,qual,BB,51.0,4.7,7.8,0.0,12.5
Aline FRIESS,FRA,2021-07-25,qual,BB,51.0,4.7,7.8,0.0,12.5
Aline FRIESS,FRA,2021-07-25,qual,FX,56.0,4.8,8.0,0.3,12.5
Aline FRIESS,FRA,2021-07-25,qual,FX,56.0,4.8,8.0,0.3,12.5
Aline FRIESS,FRA,2021-07-25,qual,UE,31.0,5.8,7.866,0.0,13.666
Aline FRIESS,FRA,2021-07-25,qual,UE,31.0,5.8,7.866,0.0,13.666
Aline FRIESS,FRA,2021-07-25,qual,VT,5.0,5.8,9.166,0.0,14.966
Jennifer GADIROVA,GBR,2021-07-29,final,BB,11.0,5.1,7.833,0.0,12.933
Jennifer GADIROVA,GBR,2021-07-25,qual,BB,24.0,5.2,8.1,0.0,13.3
Jennifer GADIROVA,GBR,2021-07-25,qual,BB,24.0,5.2,8.1,0.0,13.3
Jennifer GADIROVA,GBR,2021-07-29,final,FX,4.0,5.4,8.4,0.0,13.8
Jennifer GADIROVA,GBR,2021-07-25,qual,FX,9.0,5.4,8.4,0.0,13.8
Jennifer GADIROVA,GBR,2021-07-25,qual,FX,9.0,5.4,8.4,0.0,13.8
Jennifer GADIROVA,GBR,2021-08-01,final,FX,7.0,5.1,8.133,0.0,13.23
Jennifer GADIROVA,GBR,2021-07-29,final,UE,23.0,5.0,7.4,0.0,12.4
Jennifer GADIROVA,GBR,2021-07-25,qual,UE,43.0,5.0,8.066,0.0,13.066
Jennifer GADIROVA,GBR,2021-07-25,qual,UE,43.0,5.0,8.066,0.0,13.066
Jennifer GADIROVA,GBR,2021-07-29,final,VT,11.0,5.4,9.1,0.1,14.4
Jennifer GADIROVA,GBR,2021-07-25,qual,VT,13.0,5.4,9.133,0.0,14.533
Jessica GADIROVA,GBR,2021-07-29,final,BB,20.0,5.0,7.033,0.0,12.033
Jessica GADIROVA,GBR,2021-07-25,qual,BB,39.0,5.1,7.766,0.0,12.866
Jessica GADIROVA,GBR,2021-07-25,qual,BB,39.0,5.1,7.766,0.0,12.866
Jessica GADIROVA,GBR,2021-07-29,final,FX,5.0,5.6,8.1,0.0,13.7
Jessica GADIROVA,GBR,2021-07-25,qual,FX,5.0,5.5,8.533,0.0,14.033
Jessica GADIROVA,GBR,2021-07-25,qual,FX,5.0,5.5,8.533,0.0,14.033
Jessica GADIROVA,GBR,2021-08-01,final,FX,6.0,5.6,8.4,0.1,14.0
Jessica GADIROVA,GBR,2021-07-29,final,UE,13.0,5.7,7.966,0.0,13.666
Jessica GADIROVA,GBR,2021-07-25,qual,UE,29.0,5.7,8.1,0.0,13.8
Jessica GADIROVA,GBR,2021-07-25,qual,UE,29.0,5.7,8.1,0.0,13.8
Jessica GADIROVA,GBR,2021-07-29,final,VT,7.0,5.4,9.166,0.0,14.566
Jessica GADIROVA,GBR,2021-07-25,qual,VT,16.0,5.4,9.1,0.0,14.5
Jessica GADIROVA,GBR,2021-07-25,qual,VT,13.0,5.4,9.1,0.0,14.5
Jessica GADIROVA,GBR,2021-07-25,qual,VT,13.0,5.2,9.0,0.0,14.2
Elena GERASIMOVA,ROC,2021-07-25,qual,BB,16.0,5.7,8.066,0.0,13.766
Elena GERASIMOVA,ROC,2021-07-25,qual,BB,16.0,5.7,8.066,0.0,13.766
Elena GERASIMOVA,ROC,2021-07-25,qual,FX,60.0,5.3,7.033,0.0,12.333
Elena GERASIMOVA,ROC,2021-07-25,qual,FX,60.0,5.3,7.033,0.0,12.333
Elena GERASIMOVA,ROC,2021-07-25,qual,UE,40.0,5.8,7.433,0.0,13.233
Elena GERASIMOVA,ROC,2021-07-25,qual,UE,40.0,5.8,7.433,0.0,13.233
Elena GERASIMOVA,ROC,2021-07-25,qual,VT,54.0,4.6,8.866,0.0,13.466
Georgia GODWIN,AUS,2021-07-25,qual,BB,38.0,5.5,7.4,0.0,12.9
Georgia GODWIN,AUS,2021-07-25,qual,BB,38.0,5.5,7.4,0.0,12.9
Georgia GODWIN,AUS,2021-07-25,qual,FX,26.0,5.6,7.566,0.0,13.166
Georgia GODWIN,AUS,2021-07-25,qual,FX,26.0,5.6,7.566,0.3,13.166
Georgia GODWIN,AUS,2021-07-25,qual,UE,45.0,5.4,7.633,0.0,13.033
Georgia GODWIN,AUS,2021-07-25,qual,UE,45.0,5.4,7.633,0.0,13.033
Georgia GODWIN,AUS,2021-07-25,qual,VT,44.0,4.8,8.966,0.0,13.766
Marina GONZALEZ,ESP,2021-07-25,qual,BB,55.0,5.2,7.166,0.0,12.366
Marina GONZALEZ,ESP,2021-07-25,qual,BB,55.0,5.2,7.166,0.0,12.366
Marina GONZALEZ,ESP,2021-07-25,qual,FX,36.0,5.1,7.766,0.0,12.866
Marina GONZALEZ,ESP,2021-07-25,qual,FX,36.0,5.1,7.766,0.0,12.866
Marina GONZALEZ,ESP,2021-07-25,qual,UE,81.0,4.3,6.733,0.0,11.033
Marina GONZALEZ,ESP,2021-07-25,qual,UE,81.0,4.3,6.733,0.0,11.033
Marina GONZALEZ,ESP,2021-07-25,qual,VT,67.0,4.6,8.633,0.0,13.233
Chenchen GUAN,CHN,2021-07-25,qual,BB,1.0,6.9,8.033,0.0,14.933
Chenchen GUAN,CHN,2021-08-01,final,BB,1.0,6.6,8.033,0.0,14.63
Elisa HAEMMERLE,AUT,2021-07-25,qual,BB,71.0,4.7,7.1,0.0,11.8
Elisa HAEMMERLE,AUT,2021-07-25,qual,BB,71.0,4.7,7.1,0.0,11.8
Elisa HAEMMERLE,AUT,2021-07-25,qual,FX,70.0,4.4,7.7,0.1,12.0
Elisa HAEMMERLE,AUT,2021-07-25,qual,FX,70.0,4.4,7.7,0.1,12.0
Elisa HAEMMERLE,AUT,2021-07-25,qual,UE,58.0,4.7,7.9,0.0,12.6
Elisa HAEMMERLE,AUT,2021-07-25,qual,UE,58.0,4.7,7.9,0.0,12.6
Elisa HAEMMERLE,AUT,2021-07-25,qual,VT,82.0,4.1,8.433,0.0,12.533
Hitomi HATAKEDA,JPN,2021-07-25,qual,BB,35.0,5.2,7.8,0.0,13.0
Hitomi HATAKEDA,JPN,2021-07-25,qual,BB,35.0,5.2,7.8,0.0,13.0
Hitomi HATAKEDA,JPN,2021-07-25,qual,FX,22.0,5.4,7.933,0.0,13.333
Hitomi HATAKEDA,JPN,2021-07-25,qual,FX,22.0,5.4,7.933,0.0,13.333
Hitomi HATAKEDA,JPN,2021-07-25,qual,UE,21.0,6.1,8.033,0.0,14.133
Hitomi HATAKEDA,JPN,2021-07-25,qual,UE,21.0,6.1,8.033,0.0,14.133
Hitomi HATAKEDA,JPN,2021-07-25,qual,VT,83.0,5.0,7.566,0.3,12.266
Carolann HEDUIT,FRA,2021-07-29,final,BB,14.0,5.1,7.466,0.0,12.566
Carolann HEDUIT,FRA,2021-07-25,qual,BB,28.0,5.2,8.0,0.0,13.2
Carolann HEDUIT,FRA,2021-07-25,qual,BB,28.0,5.2,8.0,0.0,13.2
Carolann HEDUIT,FRA,2021-07-29,final,FX,15.0,5.2,7.833,0.0,13.033
Carolann HEDUIT,FRA,2021-07-25,qual,FX,34.0,5.2,7.7,0.0,12.9
Carolann HEDUIT,FRA,2021-07-25,qual,FX,34.0,5.2,7.7,0.0,12.9
Carolann HEDUIT,FRA,2021-07-29,final,UE,14.0,5.9,7.666,0.0,13.566
Carolann HEDUIT,FRA,2021-07-25,qual,UE,25.0,5.9,8.066,0.0,13.966
Carolann HEDUIT,FRA,2021-07-25,qual,UE,25.0,5.9,8.066,0.0,13.966
Carolann HEDUIT,FRA,2021-07-29,final,VT,12.0,5.4,9.0,0.0,14.4
Carolann HEDUIT,FRA,2021-07-25,qual,VT,31.0,5.4,8.933,0.1,14.233
Yuna HIRAIWA,JPN,2021-07-25,qual,BB,20.0,5.6,7.933,0.0,13.533
Yuna HIRAIWA,JPN,2021-07-25,qual,BB,20.0,5.6,7.933,0.0,13.533
Yuna HIRAIWA,JPN,2021-07-25,qual,FX,47.0,5.2,7.766,0.3,12.666
Yuna HIRAIWA,JPN,2021-07-25,qual,FX,47.0,5.2,7.766,0.3,12.666
Yuna HIRAIWA,JPN,2021-07-25,qual,UE,71.0,5.2,6.5,0.0,11.7
Yuna HIRAIWA,JPN,2021-07-25,qual,UE,71.0,5.2,6.5,0.0,11.7
Yuna HIRAIWA,JPN,2021-07-25,qual,VT,47.0,5.0,8.733,0.0,13.733
Aneta HOLASOVA,CZE,2021-07-25,qual,BB,68.0,4.4,7.533,0.0,11.933
Aneta HOLASOVA,CZE,2021-07-25,qual,BB,68.0,4.4,7.533,0.0,11.933
Aneta HOLASOVA,CZE,2021-07-25,qual,FX,80.0,4.4,6.7,0.0,11.1
Aneta HOLASOVA,CZE,2021-07-25,qual,FX,80.0,4.4,6.7,0.1,11.1
Aneta HOLASOVA,CZE,2021-07-25,qual,UE,77.0,4.3,7.233,0.0,11.533
Aneta HOLASOVA,CZE,2021-07-25,qual,UE,77.0,4.3,7.233,0.0,11.533
Aneta HOLASOVA,CZE,2021-07-25,qual,VT,81.0,4.0,8.566,0.0,12.566
Maria HOLBURA,ROU,2021-07-25,qual,BB,43.0,5.4,7.3,0.0,12.7
Maria HOLBURA,ROU,2021-07-25,qual,BB,43.0,5.4,7.3,0.0,12.7
Maria HOLBURA,ROU,2021-07-25,qual,FX,65.0,4.9,7.3,0.0,12.2
Maria HOLBURA,ROU,2021-07-25,qual,FX,65.0,4.9,7.3,0.0,12.2
Maria HOLBURA,ROU,2021-07-25,qual,UE,80.0,4.9,6.2,0.0,11.1
Maria HOLBURA,ROU,2021-07-25,qual,UE,80.0,4.9,6.2,0.0,11.1
Maria HOLBURA,ROU,2021-07-25,qual,VT,72.0,4.6,8.566,0.0,13.166
Anastasiia ILIANKOVA,ROC,2021-07-25,qual,UE,3.0,6.4,8.566,0.0,14.966
Anastasiia ILIANKOVA,ROC,2021-08-01,final,UE,2.0,6.3,8.533,0.0,14.83
Larisa Andreea IORDACHE,ROU,2021-07-25,qual,BB,4.0,6.2,7.933,0.0,14.133
Melanie JESUS SANTOS,FRA,2021-07-25,qual,BB,26.0,5.3,7.933,0.0,13.233
Melanie JESUS SANTOS,FRA,2021-07-25,qual,FX,25.0,5.4,8.066,0.3,13.166
