Rank,Athlete,Nation,D,E,ND,Total,year,round
18,cameron bock,USA,5.6,7.45,0.0,25.9,2020,final
18,cameron bock,USA,5.7,7.15,0.0,25.9,2020,final
19,matt wenske,USA,4.6,8.45,0.0,25.75,2020,final
19,matt wenske,USA,4.6,8.1,0.0,25.75,2020,final
20,timothy wang,USA,6.1,6.5,0.0,25.45,2020,final
20,timothy wang,USA,6.1,6.75,0.0,25.45,2020,final
20,kiwan watts,USA,4.8,7.05,0.0,25.45,2020,final
20,kiwan watts,USA,5.2,8.4,0.0,25.45,2020,final
22,gage dyer,USA,4.8,7.95,0.0,25.4,2020,final
22,gage dyer,USA,4.8,7.85,0.0,25.4,2020,final
23,colin van wicklen,USA,4.8,7.5,0.0,25.35,2020,final
23,colin van wicklen,USA,4.8,8.25,0.0,25.35,2020,final
24,isaiah drake,USA,5.1,8.3,0.0,25.05,2020,final
24,isaiah drake,USA,4.8,6.85,0.0,25.05,2020,final
25,michael moran,USA,4.9,7.85,0.0,24.25,2020,final
25,michael moran,USA,4.9,6.6,0.0,24.25,2020,final
26,adrian de los angeles,USA,5.5,5.3,0.0,23.7,2020,final
26,adrian de los angeles,USA,5.2,7.7,0.0,23.7,2020,final
