Rank,Athlete,FX,PH,SR,VT,PB,HB,AA,round,Nation,year
22.0,noah newfeld,12.2,13.05,12.1,13.5,13.2,12.15,76.2,final,USA,2022
23.0,toby liang,12.55,13.0,12.4,14.0,10.6,13.25,75.8,final,USA,2022
24.0,garrett braunton,12.85,12.9,13.05,12.2,13.15,11.65,75.8,final,USA,2022
25.0,james friedman,12.6,12.85,12.2,13.25,11.85,12.8,75.55,final,USA,2022
26.0,landen blixt,12.6,11.35,11.85,14.15,12.4,12.6,74.95,final,USA,2022
27.0,michael artlip,12.7,11.5,13.05,14.0,12.65,10.1,74.0,final,USA,2022
28.0,fred richard,11.85,12.25,11.95,13.9,12.4,11.65,74.0,final,USA,2022
29.0,matt cormier,10.15,12.1,13.5,14.2,11.05,12.95,73.95,final,USA,2022
30.0,ignacio yockers,11.75,12.893,11.45,13.6,11.95,11.4,73.043,final,USA,2022
31.0,kazuki hayashi,12.2,9.6,12.25,14.6,12.75,11.25,72.65,final,USA,2022
32.0,cole partridge,12.05,9.5,12.5,13.25,13.1,11.85,72.25,final,USA,2022
33.0,evan hymanson,11.5,10.0,12.8,13.2,11.75,12.75,72.0,final,USA,2022
34.0,caleb melton,11.75,11.75,12.05,12.9,11.5,12.0,71.95,final,USA,2022
35.0,robert neff,12.95,12.15,0.0,14.25,12.7,11.65,63.7,final,USA,2022
36.0,curran phillips,0.0,0.0,0.0,14.7,16.343,13.757,63.7,final,USA,2022
37.0,alex diab,13.55,0.0,14.445,13.0,0.0,0.0,40.995,final,USA,2022
38.0,blake sun,0.0,13.1,0.0,0.0,11.4,0.0,24.5,final,USA,2022
1.0,yul moldauer,14.4,13.957,14.114,14.25,15.121,13.5,85.342,final,USA,2023
2.0,fred richard,14.483,13.357,13.35,14.0,14.45,14.962,84.602,final,USA,2023
3.0,asher hong,12.203,12.507,14.133,14.755,14.7,13.65,81.948,final,USA,2023
4.0,ian lasic-ellis,13.6,13.4,13.95,13.7,14.5,12.755,81.905,final,USA,2023
5.0,shane wiskus,13.7,13.25,14.25,13.75,14.05,12.2,81.2,final,USA,2023
6.0,riley loos,12.9,12.3,13.953,14.252,13.35,13.45,80.205,final,USA,2023
7.0,joshua karnes,13.75,11.3,13.1,13.7,14.4,13.25,79.5,final,USA,2023
8.0,ian gunther,12.9,12.902,13.8,13.5,12.45,13.6,79.152,final,USA,2023
9.0,mike fletcher,12.6,13.05,13.15,14.45,13.55,12.1,78.9,final,USA,2023
10.0,cameron bock,13.4,13.05,11.6,13.95,13.3,13.55,78.85,final,USA,2023
11.0,landen blixt,13.5,12.8,12.45,12.65,13.8,13.2,78.4,final,USA,2023
12.0,david shamah,12.7,12.9,12.15,13.5,13.4,12.9,77.55,final,USA,2023
13.0,michael jaroh,12.3,12.65,13.5,13.0,12.75,12.8,77.0,final,USA,2023
14.0,taylor christopulos,13.55,13.4,10.7,14.25,12.95,11.25,76.1,final,USA,2023
15.0,jeremy bischoff,12.6,11.15,13.2,14.05,13.65,11.45,76.1,final,USA,2023
16.0,kameron nelson,14.114,9.8,12.6,14.302,13.25,11.65,75.716,final,USA,2023
17.0,noah newfeld,11.55,11.3,12.9,13.3,13.35,12.9,75.3,final,USA,2023
18.0,maxim bereznev,12.1,10.95,12.85,13.05,13.1,12.6,74.65,final,USA,2023
19.0,chase davenport-mills,11.1,12.4,12.3,13.9,10.95,12.75,73.4,final,USA,2023
20.0,evan hymanson,12.1,10.2,12.6,11.7,13.75,12.5,72.85,final,USA,2023
21.0,rithik puri,11.4,10.15,11.35,13.4,13.0,11.65,70.95,final,USA,2023
22.0,matt cormier,11.05,8.95,12.05,12.25,13.45,11.3,69.05,final,USA,2023
23.0,anthony koppie,11.9,4.65,12.55,13.95,11.75,11.4,66.2,final,USA,2023
24.0,isaiah drake,0.0,12.15,13.4,14.15,13.55,11.55,64.8,final,USA,2023
25.0,garrett braunton,12.15,10.3,12.95,0.0,13.55,9.35,58.3,final,USA,2023
26.0,drake andrews,0.0,12.15,12.85,0.0,11.4,12.9,49.3,final,USA,2023
27.0,michael artlip,0.0,11.0,11.65,0.0,11.3,12.65,46.6,final,USA,2023
28.0,alex diab,12.9,0.0,14.698,13.552,0.0,0.0,41.15,final,USA,2023
29.0,javier alfonso,13.2,0.0,14.15,0.0,12.6,0.0,39.95,final,USA,2023
30.0,curran phillips,0.0,0.0,0.0,0.0,15.997,13.7,29.697,final,USA,2023
31.0,blake sun,0.0,13.5,0.0,0.0,15.044,0.0,28.544,final,USA,2023
32.0,connor mccool,13.803,0.0,0.0,14.15,0.0,0.0,27.953,final,USA,2023
33.0,spencer goodell,13.45,0.0,0.0,0.0,13.75,0.0,27.2,final,USA,2023
34.0,khoi young,0.0,11.2,0.0,14.802,0.0,0.0,26.002,final,USA,2023
35.0,jack freeman,13.2,0.0,0.0,0.0,0.0,10.95,24.15,final,USA,2023
36.0,stephen nedoroscik,0.0,15.092,0.0,0.0,0.0,0.0,15.092,final,USA,2023
37.0,patrick hoopes,0.0,14.992,0.0,0.0,0.0,0.0,14.992,final,USA,2023
38.0,ian skirkey,0.0,14.972,0.0,0.0,0.0,0.0,14.972,final,USA,2023
39.0,ignacio yockers,0.0,14.942,0.0,0.0,0.0,0.0,14.942,final,USA,2023
40.0,brandon dang,0.0,14.466,0.0,0.0,0.0,0.0,14.466,final,USA,2023
41.0,vahe petrosyan,0.0,0.0,0.0,13.35,0.0,0.0,13.35,final,USA,2023
42.0,troy lipis,0.0,0.0,12.711,0.0,0.0,0.0,12.711,final,USA,2023
