Rank,D,E,ND,Total,year,medal,Name,Nation,round_final,round_qual
19,4.5,9.0,0.0,13.5,2019.0,0,155,9,False,True
20,4.9,8.55,0.0,13.45,2019.0,0,109,59,False,True
21,5.3,8.15,0.0,13.45,2019.0,0,175,4,False,True
22,4.9,8.5,0.0,13.4,2019.0,0,173,7,False,True
23,5.3,8.1,0.0,13.4,2019.0,0,110,6,False,True
24,5.4,8.0,0.0,13.4,2019.0,0,122,24,False,True
25,5.3,8.0,0.0,13.3,2019.0,0,146,76,False,True
26,4.8,8.45,0.0,13.25,2019.0,0,165,64,False,True
27,5.0,8.25,0.0,13.25,2019.0,0,79,9,False,True
28,4.8,8.4,0.0,13.2,2019.0,0,231,36,False,True
29,4.2,8.95,0.0,13.15,2019.0,0,27,25,False,True
30,4.7,8.45,0.0,13.15,2019.0,0,128,7,False,True
31,5.7,7.45,0.0,13.15,2019.0,0,54,11,False,True
32,4.2,8.9,0.0,13.1,2019.0,0,168,64,False,True
33,4.4,8.7,0.0,13.1,2019.0,0,241,17,False,True
34,4.5,8.55,0.0,13.05,2019.0,0,94,76,False,True
35,4.6,8.45,0.0,13.05,2019.0,0,178,40,False,True
36,4.6,8.35,0.0,12.95,2019.0,0,26,25,False,True
37,4.3,8.6,0.0,12.9,2019.0,0,1,73,False,True
38,4.3,8.5,0.0,12.8,2019.0,0,116,11,False,True
39,4.4,8.4,0.0,12.8,2019.0,0,126,2,False,True
40,4.8,8.0,0.0,12.8,2019.0,0,148,61,False,True
41,4.7,8.0,0.0,12.7,2019.0,0,234,8,False,True
42,3.9,8.75,0.0,12.65,2019.0,0,90,55,False,True
43,5.1,7.5,0.0,12.6,2019.0,0,40,55,False,True
44,4.2,8.35,0.0,12.55,2019.0,0,85,24,False,True
45,3.6,8.9,0.0,12.5,2019.0,0,207,73,False,True
46,4.3,8.2,0.0,12.5,2019.0,0,156,62,False,True
47,4.7,7.75,0.0,12.45,2019.0,0,136,25,False,True
48,5.1,7.2,0.0,12.3,2019.0,0,218,58,False,True
49,3.8,8.4,0.0,12.2,2019.0,0,14,5,False,True
50,4.1,8.1,0.0,12.2,2019.0,0,111,2,False,True
51,4.2,8.0,0.0,12.2,2019.0,0,95,4,False,True
52,5.1,7.0,0.0,12.1,2019.0,0,214,58,False,True
53,3.8,8.2,0.0,12.0,2019.0,0,191,50,False,True
54,4.2,7.6,0.0,11.8,2019.0,0,38,51,False,True
55,4.1,7.4,0.0,11.5,2019.0,0,91,4,False,True
1,6.2,8.733,0.0,14.933,2019.0,0,98,69,True,False
2,6.3,8.6,0.0,14.9,2019.0,0,162,36,True,False
3,6.2,8.6,0.0,14.8,2019.0,0,223,25,True,False
4,6.3,8.433,0.0,14.733,2019.0,1,73,27,True,False
5,6.2,8.525,0.0,14.725,2019.0,0,30,9,True,False
6,6.3,8.366,0.0,14.666,2019.0,0,64,59,True,False
7,6.1,8.1,0.0,14.2,2019.0,0,34,3,True,False
8,6.1,8.066,0.0,14.166,2019.0,0,186,76,True,False
1,6.2,8.658,0.0,14.858,2019.0,0,98,69,False,True
2,6.1,8.6,0.0,14.7,2019.0,0,30,9,False,True
3,6.2,8.5,0.0,14.7,2019.0,0,223,25,False,True
4,6.3,8.4,0.0,14.7,2019.0,1,73,27,False,True
5,6.3,8.366,0.0,14.666,2019.0,0,162,36,False,True
6,6.1,8.5,0.0,14.6,2019.0,0,64,59,False,True
7,6.0,8.566,0.0,14.566,2019.0,0,186,76,False,True
8,6.1,8.466,0.0,14.566,2019.0,0,34,3,False,True
9,6.3,8.233,0.0,14.533,2019.0,0,99,70,False,True
10,6.2,8.3,0.0,14.5,2019.0,0,78,2,False,True
11,6.2,8.233,0.0,14.433,2019.0,0,159,32,False,True
12,6.0,8.4,0.0,14.4,2019.0,0,189,59,False,True
13,6.2,8.2,0.0,14.4,2019.0,0,18,21,False,True
14,5.9,8.433,0.0,14.333,2019.0,0,21,58,False,True
15,5.8,8.5,0.0,14.3,2019.0,0,269,13,False,True
16,6.2,8.1,0.0,14.3,2019.0,0,249,5,False,True
17,6.2,8.083,0.0,14.283,2019.0,0,268,39,False,True
18,6.0,8.133,0.0,14.133,2019.0,0,141,27,False,True
18,6.0,8.133,0.0,14.133,2019.0,0,32,59,False,True
20,6.2,7.933,0.0,14.133,2019.0,0,184,29,False,True
21,6.2,7.9,0.0,14.1,2019.0,0,63,13,False,True
22,6.0,8.066,0.0,14.066,2019.0,0,76,46,False,True
22,6.0,8.066,0.0,14.066,2019.0,0,43,9,False,True
24,6.1,7.933,0.0,14.033,2019.0,0,132,39,False,True
24,6.1,7.933,0.0,14.033,2019.0,0,245,72,False,True
26,5.8,8.2,0.0,14.0,2019.0,0,20,76,False,True
27,5.9,8.1,0.0,14.0,2019.0,0,233,13,False,True
28,6.0,7.966,0.0,13.966,2019.0,0,254,39,False,True
29,5.7,8.233,0.0,13.933,2019.0,0,194,70,False,True
30,6.0,7.933,0.0,13.933,2019.0,0,9,69,False,True
31,5.8,8.066,0.0,13.866,2019.0,0,190,6,False,True
31,5.8,8.066,0.0,13.866,2019.0,0,119,76,False,True
33,5.5,8.333,0.0,13.833,2019.0,0,68,76,False,True
34,5.7,8.133,0.0,13.833,2019.0,0,257,13,False,True
35,5.8,8.033,0.0,13.833,2019.0,0,265,76,False,True
36,5.3,8.5,0.0,13.8,2019.0,0,33,3,False,True
37,5.6,8.2,0.0,13.8,2019.0,0,266,72,False,True
38,5.8,8.0,0.0,13.8,2019.0,0,259,61,False,True
39,5.9,7.9,0.0,13.8,2019.0,0,256,11,False,True
40,5.6,8.166,0.0,13.766,2019.0,0,113,76,False,True
40,5.6,8.166,0.0,13.766,2019.0,0,199,61,False,True
42,5.7,8.066,0.0,13.766,2019.0,0,236,76,False,True
43,5.5,8.233,0.0,13.733,2019.0,0,70,64,False,True
44,5.4,8.3,0.0,13.7,2019.0,0,224,72,False,True
45,5.4,8.266,0.0,13.666,2019.0,0,48,49,False,True
46,5.6,8.066,0.0,13.666,2019.0,0,160,16,False,True
47,5.7,7.966,0.0,13.666,2019.0,0,261,70,False,True
48,5.9,7.766,0.0,13.666,2019.0,0,267,69,False,True
48,5.9,7.766,0.0,13.666,2019.0,0,10,72,False,True
50,5.4,8.233,0.0,13.633,2019.0,0,129,39,False,True
51,5.5,8.1,0.0,13.6,2019.0,0,183,23,False,True
52,5.4,8.166,0.0,13.566,2019.0,0,147,61,False,True
53,5.1,8.433,0.0,13.533,2019.0,0,49,64,False,True
54,5.4,8.133,0.0,13.533,2019.0,0,137,61,False,True
55,5.3,8.2,0.0,13.5,2019.0,0,145,76,False,True
56,5.6,7.9,0.0,13.5,2019.0,0,202,55,False,True
57,5.3,8.166,0.0,13.466,2019.0,0,203,70,False,True
58,5.3,8.133,0.0,13.433,2019.0,0,110,6,False,True
58,5.3,8.133,0.0,13.433,2019.0,0,210,11,False,True
60,4.9,8.441,0.0,13.341,2019.0,0,109,59,False,True
61,5.3,8.0,0.0,13.3,2019.0,0,65,51,False,True
62,4.6,8.666,0.0,13.266,2019.0,0,198,64,False,True
63,5.8,7.466,0.0,13.266,2019.0,0,58,2,False,True
64,5.3,7.933,0.0,13.233,2019.0,0,37,49,False,True
64,5.3,7.933,0.0,13.233,2019.0,0,196,64,False,True
66,4.7,8.5,0.0,13.2,2019.0,0,217,43,False,True
67,4.9,8.3,0.0,13.2,2019.0,0,173,7,False,True
68,4.6,8.566,0.0,13.166,2019.0,0,229,50,False,True
69,4.8,8.366,0.0,13.166,2019.0,0,100,17,False,True
69,4.8,8.366,0.0,13.166,2019.0,0,154,36,False,True
71,5.0,8.166,0.0,13.166,2019.0,0,121,23,False,True
72,5.1,8.066,0.0,13.166,2019.0,0,47,53,False,True
73,4.9,8.258,0.0,13.158,2019.0,0,172,0,False,True
74,5.6,7.541,0.0,13.141,2019.0,0,102,8,False,True
75,4.8,8.333,0.0,13.133,2019.0,0,207,73,False,True
76,5.1,8.033,0.0,13.133,2019.0,0,204,76,False,True
77,4.6,8.5,0.0,13.1,2019.0,0,238,50,False,True
78,4.7,8.4,0.0,13.1,2019.0,0,130,76,False,True
79,4.8,8.3,0.0,13.1,2019.0,0,178,40,False,True
80,4.9,8.2,0.0,13.1,2019.0,0,152,25,False,True
81,5.0,8.1,0.0,13.1,2019.0,0,52,11,False,True
81,5.0,8.1,0.0,13.1,2019.0,0,166,17,False,True
81,5.0,8.1,0.0,13.1,2019.0,0,188,23,False,True
84,4.6,8.433,0.0,13.033,2019.0,0,89,76,False,True
85,4.8,8.2,0.0,13.0,2019.0,0,185,36,False,True
86,5.1,7.9,0.0,13.0,2019.0,0,251,58,False,True
87,4.8,8.166,0.0,12.966,2019.0,0,55,46,False,True
88,4.9,8.066,0.0,12.966,2019.0,0,209,37,False,True
89,4.6,8.333,0.0,12.933,2019.0,0,25,8,False,True
90,4.7,8.233,0.0,12.933,2019.0,0,82,9,False,True
91,5.3,7.633,0.0,12.933,2019.0,0,242,58,False,True
92,4.5,8.4,0.0,12.9,2019.0,0,142,30,False,True
93,4.7,8.2,0.0,12.9,2019.0,0,11,40,False,True
94,4.8,8.1,0.0,12.9,2019.0,0,6,23,False,True
95,5.2,7.7,0.0,12.9,2019.0,0,123,56,False,True
96,5.3,7.6,0.0,12.9,2019.0,0,175,4,False,True
97,4.3,8.566,0.0,12.866,2019.0,0,205,50,False,True
98,4.4,8.466,0.0,12.866,2019.0,0,135,73,False,True
99,4.6,8.266,0.0,12.866,2019.0,0,131,66,False,True
100,4.7,8.166,0.0,12.866,2019.0,0,192,27,False,True
101,4.6,8.2,0.0,12.8,2019.0,0,59,10,False,True
102,4.7,8.1,0.0,12.8,2019.0,0,93,76,False,True
103,4.9,7.891,0.0,12.791,2019.0,0,179,4,False,True
104,4.5,8.266,0.0,12.766,2019.0,0,35,31,False,True
104,4.5,8.266,0.0,12.766,2019.0,0,29,35,False,True
104,4.5,8.266,0.0,12.766,2019.0,0,16,35,False,True
107,4.6,8.166,0.0,12.766,2019.0,0,105,56,False,True
108,4.8,7.966,0.0,12.766,2019.0,0,225,2,False,True
109,5.0,7.766,0.0,12.766,2019.0,0,5,31,False,True
110,5.1,7.666,0.0,12.766,2019.0,0,112,11,False,True
111,4.6,8.133,0.0,12.733,2019.0,0,193,7,False,True
111,4.6,8.133,0.0,12.733,2019.0,0,263,10,False,True
111,4.6,8.133,0.0,12.733,2019.0,0,40,55,False,True
114,4.5,8.216,0.0,12.716,2019.0,0,26,25,False,True
115,4.5,8.2,0.0,12.7,2019.0,0,177,51,False,True
115,4.5,8.2,0.0,12.7,2019.0,0,252,63,False,True
117,4.6,8.1,0.0,12.7,2019.0,0,14,5,False,True
118,4.7,8.0,0.0,12.7,2019.0,0,83,49,False,True
119,5.3,7.4,0.0,12.7,2019.0,0,161,14,False,True
120,4.3,8.366,0.0,12.666,2019.0,0,1,73,False,True
121,5.1,7.533,0.0,12.633,2019.0,0,248,71,False,True
122,4.3,8.3,0.0,12.6,2019.0,0,61,66,False,True
123,5.5,7.075,0.0,12.575,2019.0,0,206,16,False,True
124,4.5,8.066,0.0,12.566,2019.0,0,118,7,False,True
124,4.5,8.066,0.0,12.566,2019.0,0,81,54,False,True
126,4.7,7.866,0.0,12.566,2019.0,0,197,24,False,True
126,4.7,7.866,0.0,12.566,2019.0,0,158,54,False,True
128,4.4,8.133,0.0,12.533,2019.0,0,140,26,False,True
129,4.7,7.833,0.0,12.533,2019.0,0,80,69,False,True
130,4.8,7.733,0.0,12.533,2019.0,0,39,30,False,True
131,4.9,7.633,0.0,12.533,2019.0,0,243,12,False,True
132,4.4,8.1,0.0,12.5,2019.0,0,103,40,False,True
133,4.5,8.0,0.0,12.5,2019.0,0,86,4,False,True
134,4.7,7.8,0.0,12.5,2019.0,0,176,49,False,True
135,4.3,8.166,0.0,12.466,2019.0,0,247,34,False,True
136,4.1,8.333,0.0,12.433,2019.0,0,60,18,False,True
137,4.2,8.233,0.0,12.433,2019.0,0,151,45,False,True
138,4.4,7.966,0.0,12.366,2019.0,0,23,56,False,True
139,4.6,7.766,0.0,12.366,2019.0,0,230,30,False,True
140,4.4,7.933,0.0,12.333,2019.0,0,180,21,False,True
141,4.7,7.633,0.0,12.333,2019.0,0,208,58,False,True
142,4.9,7.433,0.0,12.333,2019.0,0,144,75,False,True
143,4.4,7.9,0.0,12.3,2019.0,0,157,7,False,True
144,4.0,8.266,0.0,12.266,2019.0,0,262,31,False,True
144,4.0,8.266,0.0,12.266,2019.0,0,195,42,False,True
146,4.2,8.066,0.0,12.266,2019.0,0,84,18,False,True
147,4.3,7.966,0.0,12.266,2019.0,0,36,19,False,True
148,4.2,8.033,0.0,12.233,2019.0,0,3,33,False,True
149,4.0,8.2,0.0,12.2,2019.0,0,124,68,False,True
150,4.4,7.8,0.0,12.2,2019.0,0,108,20,False,True
151,4.8,7.366,0.0,12.166,2019.0,0,215,24,False,True
152,4.1,8.033,0.0,12.133,2019.0,0,228,65,False,True
153,4.4,7.733,0.0,12.133,2019.0,0,181,6,False,True
153,4.4,7.733,0.0,12.133,2019.0,0,106,46,False,True
155,4.2,7.9,0.0,12.1,2019.0,0,7,57,False,True
156,4.7,7.4,0.0,12.1,2019.0,0,220,30,False,True
157,4.0,8.066,0.0,12.066,2019.0,0,171,5,False,True
158,4.5,7.566,0.0,12.066,2019.0,0,120,12,False,True
159,4.2,7.833,0.0,12.033,2019.0,0,66,75,False,True
160,4.7,7.333,0.0,12.033,2019.0,0,127,25,False,True
161,5.7,6.266,0.0,11.966,2019.0,0,46,14,False,True
162,4.1,7.833,0.0,11.933,2019.0,0,41,26,False,True
162,4.1,7.833,0.0,11.933,2019.0,0,260,40,False,True
164,4.2,7.733,0.0,11.933,2019.0,0,244,43,False,True
165,4.7,7.2,0.0,11.9,2019.0,0,22,14,False,True
166,4.6,7.275,0.0,11.875,2019.0,0,44,37,False,True
167,3.9,7.966,0.0,11.866,2019.0,0,72,24,False,True
168,4.2,7.633,0.0,11.833,2019.0,0,213,42,False,True
169,4.0,7.8,0.0,11.8,2019.0,0,28,52,False,True
170,3.5,8.266,0.0,11.766,2019.0,0,42,63,False,True
171,4.6,7.166,0.0,11.766,2019.0,0,239,67,False,True
172,4.0,7.733,0.0,11.733,2019.0,0,56,18,False,True
172,4.0,7.733,0.0,11.733,2019.0,0,75,47,False,True
174,4.3,7.366,0.0,11.666,2019.0,0,258,8,False,True
175,3.8,7.833,0.0,11.633,2019.0,0,8,1,False,True
176,4.9,6.733,0.0,11.633,2019.0,0,211,76,False,True
177,4.4,7.2,0.0,11.6,2019.0,0,104,26,False,True
178,4.9,6.666,0.0,11.566,2019.0,0,74,24,False,True
179,3.4,8.1,0.0,11.5,2019.0,0,62,54,False,True
180,3.5,8.0,0.0,11.5,2019.0,0,167,34,False,True
181,4.3,7.2,0.0,11.5,2019.0,0,222,38,False,True
182,4.4,7.1,0.0,11.5,2019.0,0,69,8,False,True
183,4.2,7.266,0.0,11.466,2019.0,0,92,1,False,True
184,4.6,6.833,0.0,11.433,2019.0,0,153,9,False,True
185,3.9,7.5,0.0,11.4,2019.0,0,134,48,False,True
186,4.0,7.4,0.0,11.4,2019.0,0,114,67,False,True
187,3.4,7.9,0.0,11.3,2019.0,0,250,42,False,True
188,3.7,7.533,0.0,11.233,2019.0,0,232,50,False,True
189,3.6,7.866,-0.3,11.166,2019.0,0,4,74,False,True
190,3.6,7.5,0.0,11.1,2019.0,0,24,15,False,True
191,3.6,7.466,0.0,11.066,2019.0,0,201,63,False,True
192,4.7,6.333,0.0,11.033,2019.0,0,2,28,False,True
193,3.4,7.6,0.0,11.0,2019.0,0,117,52,False,True
194,3.8,6.933,0.0,10.733,2019.0,0,77,22,False,True
195,3.4,7.233,0.0,10.633,2019.0,0,182,44,False,True
196,3.4,7.108,0.0,10.508,2019.0,0,237,15,False,True
197,3.4,7.0,0.0,10.4,2019.0,0,88,71,False,True
198,2.8,6.8,0.0,9.6,2019.0,0,125,20,False,True
199,2.9,6.333,0.0,9.233,2019.0,0,12,41,False,True
200,2.8,6.4,0.0,9.2,2019.0,0,174,41,False,True
201,1.7,6.116,-4.3,3.516,2019.0,0,221,41,False,True
1,6.4,8.766,0.0,15.166,2019.0,1,150,13,True,False
2,6.4,8.733,0.0,15.133,2019.0,0,264,13,True,False
3,6.2,8.766,0.0,14.966,2019.0,0,30,9,True,False
4,6.2,8.4,0.0,14.6,2019.0,0,133,39,True,False
5,6.4,8.2,0.0,14.6,2019.0,0,53,76,True,False
6,6.3,8.266,0.0,14.566,2019.0,0,99,70,True,False
7,6.2,8.2,0.0,14.4,2019.0,0,18,21,True,False
8,6.1,7.9,0.0,14.0,2019.0,0,219,11,True,False
1,6.4,8.6,0.0,15.0,2019.0,1,150,13,False,True
2,6.4,8.333,0.0,14.733,2019.0,0,264,13,False,True
3,6.1,8.6,0.0,14.7,2019.0,0,30,9,False,True
4,6.4,8.3,0.0,14.7,2019.0,0,53,76,False,True
5,6.3,8.333,0.0,14.633,2019.0,0,99,70,False,True
6,6.2,7.966,0.0,14.166,2019.0,0,18,21,False,True
7,6.1,8.0,0.0,14.1,2019.0,0,219,11,False,True
8,6.2,7.833,0.0,14.033,2019.0,0,133,39,False,True
9,5.8,8.0,0.0,13.8,2019.0,0,9,69,False,True
10,5.9,7.666,0.0,13.566,2019.0,0,78,2,False,True
11,5.7,7.666,0.0,13.366,2019.0,0,48,49,False,True
12,5.9,7.466,0.0,13.366,2019.0,0,57,2,False,True
13,5.8,7.2,0.0,13.0,2019.0,0,223,25,False,True
14,4.9,7.6,0.0,12.5,2019.0,0,96,76,False,True
15,5.0,7.1,0.0,12.1,2019.0,0,175,4,False,True
16,4.3,4.466,0.0,8.766,2019.0,0,255,60,False,True
1,5.8,8.8,0.0,29.45,2020.0,0,13,72,True,False
1,5.8,9.05,0.0,29.45,2020.0,0,13,72,True,False
2,5.8,8.4,0.0,28.8,2020.0,0,169,72,True,False
2,5.8,8.8,0.0,28.8,2020.0,0,169,72,True,False
3,5.8,8.6,0.0,28.35,2020.0,0,226,72,True,False
3,5.8,8.15,0.0,28.35,2020.0,0,226,72,True,False
4,5.7,8.45,0.0,28.3,2020.0,0,50,72,True,False
4,5.7,8.45,0.0,28.3,2020.0,0,50,72,True,False
5,5.7,8.2,0.0,28.0,2020.0,0,266,72,True,False
5,5.7,8.4,0.0,28.0,2020.0,0,266,72,True,False
6,5.3,8.75,0.0,27.95,2020.0,0,45,72,True,False
6,5.3,8.6,0.0,27.95,2020.0,0,45,72,True,False
7,5.3,8.7,0.0,27.9,2020.0,0,97,72,True,False
7,5.3,8.6,0.0,27.9,2020.0,0,97,72,True,False
8,5.1,8.5,0.0,26.95,2020.0,0,200,72,True,False
8,5.1,8.25,0.0,26.95,2020.0,0,200,72,True,False
9,5.2,7.6,0.0,26.85,2020.0,0,10,72,True,False
9,5.6,8.45,0.0,26.85,2020.0,0,10,72,True,False
9,5.4,8.25,0.0,26.85,2020.0,0,170,72,True,False
9,5.4,7.8,0.0,26.85,2020.0,0,170,72,True,False
11,5.3,8.2,0.0,26.75,2020.0,0,107,72,True,False
11,5.3,7.95,0.0,26.75,2020.0,0,107,72,True,False
12,5.5,7.6,0.0,26.45,2020.0,0,240,72,True,False
12,5.5,7.85,0.0,26.45,2020.0,0,240,72,True,False
13,4.9,8.1,0.0,26.4,2020.0,0,51,72,True,False
13,4.9,8.5,0.0,26.4,2020.0,0,51,72,True,False
14,4.5,8.6,0.0,26.0,2020.0,0,187,72,True,False
14,4.5,8.4,0.0,26.0,2020.0,0,187,72,True,False
15,4.7,8.05,0.0,25.85,2020.0,0,139,72,True,False
15,4.7,8.4,0.0,25.85,2020.0,0,139,72,True,False
15,4.9,8.25,0.0,25.85,2020.0,0,216,72,True,False
15,4.8,7.9,0.0,25.85,2020.0,0,216,72,True,False
17,4.0,8.7,0.0,25.2,2020.0,0,87,72,True,False
17,4.0,8.5,0.0,25.2,2020.0,0,87,72,True,False
