poll_id,pollster_id,sponsor_ids,display_name,start_date,end_date,sample_size,election_date,party,answer,candidate_id,candidate_name,pct
88665,1424,0,The New York Times/Siena College,2024-10-07,2024-10-10,808.0,2024-11-05,DEM,Harris,16661,Kamala Harris,44.0
88665,1424,0,The New York Times/Siena College,2024-10-07,2024-10-10,808.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88665,1424,0,The New York Times/Siena College,2024-10-07,2024-10-10,808.0,2024-11-05,GRE,Stein,31116,Jill Stein,2.0
88665,1424,0,The New York Times/Siena College,2024-10-07,2024-10-10,808.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88655,1741,0,ActiVote,2024-09-22,2024-10-10,400.0,2024-11-05,DEM,Harris,16661,Kamala Harris,63.5
88655,1741,0,ActiVote,2024-09-22,2024-10-10,400.0,2024-11-05,REP,Trump,16651,Donald Trump,36.5
88654,1741,0,ActiVote,2024-09-08,2024-10-10,400.0,2024-11-05,DEM,Harris,16661,Kamala Harris,42.8
88654,1741,0,ActiVote,2024-09-08,2024-10-10,400.0,2024-11-05,REP,Trump,16651,Donald Trump,57.2
88636,235,0,InsiderAdvantage,2024-10-08,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,46.0
88636,235,0,InsiderAdvantage,2024-10-08,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88637,235,0,InsiderAdvantage,2024-10-08,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88637,235,0,InsiderAdvantage,2024-10-08,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88661,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,608.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88661,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,608.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88661,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,608.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88661,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,608.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88662,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,707.0,2024-11-05,DEM,Harris,16661,Kamala Harris,46.0
88662,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,707.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88662,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,707.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88662,1562,0,Redfield & Wilton Strategies,2024-10-08,2024-10-09,707.0,2024-11-05,GRE,Stein,31116,Jill Stein,0.0
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,1079.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.2
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,1079.0,2024-11-05,REP,Trump,16651,Donald Trump,45.3
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,803.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.5
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,803.0,2024-11-05,REP,Trump,16651,Donald Trump,48.9
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,1079.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.5
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,1079.0,2024-11-05,REP,Trump,16651,Donald Trump,44.9
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,1079.0,2024-11-05,IND,West,31097,Cornel West,1.3
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,1079.0,2024-11-05,GRE,Stein,31116,Jill Stein,0.5
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,803.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.3
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,803.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,803.0,2024-11-05,IND,West,31097,Cornel West,1.3
88633,770,1457,TIPP Insights,2024-10-07,2024-10-09,803.0,2024-11-05,GRE,Stein,31116,Jill Stein,0.2
88624,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,46.0
88624,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88625,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,45.0
88625,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,50.0
88626,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88626,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88627,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88627,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,50.0
88628,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88628,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88629,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88629,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88630,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88630,1568,0,"Fabrizio, Lee & Associates/McLaughlin & Associates",2024-10-06,2024-10-09,800.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88656,1741,0,ActiVote,2024-09-15,2024-10-09,400.0,2024-11-05,DEM,Harris,16661,Kamala Harris,51.2
88656,1741,0,ActiVote,2024-09-15,2024-10-09,400.0,2024-11-05,REP,Trump,16651,Donald Trump,48.8
88657,1741,0,ActiVote,2024-09-10,2024-10-09,400.0,2024-11-05,DEM,Harris,16661,Kamala Harris,52.9
88657,1741,0,ActiVote,2024-09-10,2024-10-09,400.0,2024-11-05,REP,Trump,16651,Donald Trump,47.1
88579,235,0,InsiderAdvantage,2024-10-07,2024-10-08,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88579,235,0,InsiderAdvantage,2024-10-07,2024-10-08,800.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88604,1250,0,Trafalgar Group,2024-10-07,2024-10-08,1089.0,2024-11-05,DEM,Harris,16661,Kamala Harris,44.9
88604,1250,0,Trafalgar Group,2024-10-07,2024-10-08,1089.0,2024-11-05,REP,Trump,16651,Donald Trump,46.2
88621,1497,2189,co/efficient,2024-10-06,2024-10-08,2180.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.0
88621,1497,2189,co/efficient,2024-10-06,2024-10-08,2180.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88606,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.2
88606,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,50.5
88607,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.8
88607,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,49.7
88608,1102,1185,Emerson College,2024-10-05,2024-10-08,950.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.7
88608,1102,1185,Emerson College,2024-10-05,2024-10-08,950.0,2024-11-05,REP,Trump,16651,Donald Trump,49.6
88609,1102,1185,Emerson College,2024-10-05,2024-10-08,900.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.2
88609,1102,1185,Emerson College,2024-10-05,2024-10-08,900.0,2024-11-05,REP,Trump,16651,Donald Trump,48.1
88610,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.0
88610,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,49.9
88611,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.0
88611,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,49.7
88612,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.2
88612,1102,1185,Emerson College,2024-10-05,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,49.9
88617,1424,0,The New York Times/Siena College,2024-10-05,2024-10-08,656.0,2024-11-05,DEM,Harris,16661,Kamala Harris,39.0
88617,1424,0,The New York Times/Siena College,2024-10-05,2024-10-08,656.0,2024-11-05,REP,Trump,16651,Donald Trump,57.0
88617,1424,0,The New York Times/Siena College,2024-10-05,2024-10-08,656.0,2024-11-05,DEM,Harris,16661,Kamala Harris,38.0
88617,1424,0,The New York Times/Siena College,2024-10-05,2024-10-08,656.0,2024-11-05,REP,Trump,16651,Donald Trump,56.0
88617,1424,0,The New York Times/Siena College,2024-10-05,2024-10-08,656.0,2024-11-05,GRE,Stein,31116,Jill Stein,0.0
88617,1424,0,The New York Times/Siena College,2024-10-05,2024-10-08,656.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,0.0
88617,1424,0,The New York Times/Siena College,2024-10-05,2024-10-08,656.0,2024-11-05,DEM,Harris,16661,Kamala Harris,40.0
88646,1765,0,Torchlight Strategies,2024-10-05,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,37.0
88646,1765,0,Torchlight Strategies,2024-10-05,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,57.0
88671,1624,1997,J.L. Partners,2024-10-05,2024-10-08,800.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88671,1624,1997,J.L. Partners,2024-10-05,2024-10-08,800.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88671,1624,1997,J.L. Partners,2024-10-05,2024-10-08,800.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88671,1624,1997,J.L. Partners,2024-10-05,2024-10-08,800.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,46.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,2.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,IND,West,31097,Cornel West,0.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,CON,Terry,36761,Randall A. Terry,0.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88666,1292,132,Hart Research Associates/Public Opinion Strategies,2024-10-04,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2631.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2631.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2631.0,2024-11-05,IND,West,31097,Cornel West,0.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2631.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2631.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2226.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2226.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2226.0,2024-11-05,IND,West,31097,Cornel West,0.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2226.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2226.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,1714.0,2024-11-05,DEM,Harris,16661,Kamala Harris,50.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,1714.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,1714.0,2024-11-05,IND,West,31097,Cornel West,0.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,1714.0,2024-11-05,GRE,Stein,31116,Jill Stein,0.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,1714.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2631.0,2024-11-05,DEM,Harris,16661,Kamala Harris,50.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2631.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2226.0,2024-11-05,DEM,Harris,16661,Kamala Harris,50.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,2226.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88667,241,379,Ipsos,2024-10-04,2024-10-08,1714.0,2024-11-05,DEM,Harris,16661,Kamala Harris,51.0
88587,1741,0,ActiVote,2024-10-03,2024-10-08,1000.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.4
88587,1741,0,ActiVote,2024-10-03,2024-10-08,1000.0,2024-11-05,REP,Trump,16651,Donald Trump,50.6
88638,1365,0,Change Research,2024-10-03,2024-10-08,895.0,2024-11-05,DEM,Harris,16661,Kamala Harris,38.0
88638,1365,0,Change Research,2024-10-03,2024-10-08,895.0,2024-11-05,REP,Trump,16651,Donald Trump,58.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,45.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,West,31097,Cornel West,0.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,0.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88639,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,46.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,46.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,45.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,West,31097,Cornel West,0.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,0.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,0.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,GRE,Stein,31116,Jill Stein,2.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88640,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,46.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,45.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,West,31097,Cornel West,1.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,2.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.0
88641,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,45.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,46.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,West,31097,Cornel West,1.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,0.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,2.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88642,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,42.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,West,31097,Cornel West,0.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,0.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,3.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,GRE,Stein,31116,Jill Stein,0.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,43.0
88643,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,49.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,45.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,46.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,West,31097,Cornel West,0.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,0.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,1.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,GRE,Stein,31116,Jill Stein,2.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,46.0
88644,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,47.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,46.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,45.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,West,31097,Cornel West,1.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,IND,Kennedy,31042,Robert F. Kennedy,3.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,LIB,Oliver,31790,Chase Oliver,0.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,GRE,Stein,31116,Jill Stein,0.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.0
88645,1822,276,"Fabrizio, Lee & Associates/GBAO",2024-09-28,2024-10-08,600.0,2024-11-05,REP,Trump,16651,Donald Trump,48.0
88588,1741,0,ActiVote,2024-09-06,2024-10-08,400.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.3
88588,1741,0,ActiVote,2024-09-06,2024-10-08,400.0,2024-11-05,REP,Trump,16651,Donald Trump,50.7
88590,568,352,YouGov,2024-10-06,2024-10-07,1414.0,2024-11-05,DEM,Harris,16661,Kamala Harris,47.0
88590,568,352,YouGov,2024-10-06,2024-10-07,1414.0,2024-11-05,REP,Trump,16651,Donald Trump,44.0
88590,568,352,YouGov,2024-10-06,2024-10-07,1414.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88590,568,352,YouGov,2024-10-06,2024-10-07,1414.0,2024-11-05,IND,West,31097,Cornel West,0.0
88590,568,352,YouGov,2024-10-06,2024-10-07,1230.0,2024-11-05,DEM,Harris,16661,Kamala Harris,49.0
88590,568,352,YouGov,2024-10-06,2024-10-07,1230.0,2024-11-05,REP,Trump,16651,Donald Trump,45.0
88590,568,352,YouGov,2024-10-06,2024-10-07,1230.0,2024-11-05,GRE,Stein,31116,Jill Stein,1.0
88590,568,352,YouGov,2024-10-06,2024-10-07,1230.0,2024-11-05,IND,West,31097,Cornel West,0.0
88552,1890,"21,522,170",SoCal Strategies,2024-10-05,2024-10-07,735.0,2024-11-05,DEM,Harris,16661,Kamala Harris,48.7
